# Wiles - Juneau Mountain Update - TSME - ITRDB AK204
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37421
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37421.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak204-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak204-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak204.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak204.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-02-10
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-10
#--------------------
# Title
#   Study_Name: Wiles - Juneau Mountain Update - TSME - ITRDB AK204
#--------------------
# Investigators
#   Investigators: Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Wilson, Rob; Rosanne D'Arrigo; Laia Andreu-Hayles; Rose Oelkers; Greg Wiles; Kevin Anchukaitis; Nicole Davi
#   Journal_Name: Climate of the Past
#   Published_Title: Experiments based on blue intensity for reconstructing North Pacific temperatures along the Gulf of Alaska
#   Published_Date_or_Year: 2017
#   Volume: 13
#   Pages: 1007-1022
#   Issue: 8
#   Report_Number: 
#   DOI: 10.5194/cp-13-1007-2017
#   Full_Citation: None
#   Abstract: Ring-width (RW) records from the Gulf of Alaska (GOA) have yielded a valuable long-term perspective for North Pacific changes on decadal to longer timescales in prior studies but contain a broad winter to late summer seasonal climate response. Similar to the highly climate-sensitive maximum latewood density (MXD) proxy, the blue intensity (BI) parameter has recently been shown to correlate well with year-to-year warm-season temperatures for a number of sites at northern latitudes. Since BI records are much less labour intensive and expensive to generate than MXD, such data hold great potential value for future tree-ring studies in the GOA and other regions in mid- to high latitudes. Here we explore the potential for improving tree-ring-based reconstructions using combinations of RW- and BI-related parameters (latewood BI and delta BI) from an experimental subset of samples at eight mountain hemlock (Tsuga mertensiana) sites along the GOA. This is the first study for the hemlock genus using BI data. We find that using either inverted latewood BI (LWBinv) or delta BI (DB) can improve the amount of explained temperature variance by > 10 % compared to RW alone, although the optimal target season shrinks to June–September, which may have implications for studying ocean–atmosphere variability in the region. One challenge in building these BI records is that resin extraction did not remove colour differences between the heartwood and sapwood; thus, long term trend biases, expressed as relatively warm temperatures in the 18th century, were noted when using the LWBinv data. Using DB appeared to overcome these trend biases, resulting in a reconstruction expressing 18th–19th century temperatures ca. 0.5 °C cooler than the 20th–21st centuries. This cool period agrees well with previous dendroclimatic studies and the glacial advance record in the region. Continuing BI measurement in the GOA region must focus on sampling and measuring more trees per site (> 20) and compiling more sites to overcome site-specific factors affecting climate response and using subfossil material to extend the record. Although LWBinv captures the inter-annual climate signal more strongly than DB, DB appears to better capture long-term secular trends that agree with other proxy archives in the region. Great care is needed, however, when implementing different detrending options and more experimentation is necessary to assess the utility of DB for different conifer species around the Northern Hemisphere.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Juneau Mountain
#   Location: Alaska
#   Northernmost_Latitude: 58.3
#   Southernmost_Latitude: 58.3
#   Easternmost_Longitude: -134.3833
#   Westernmost_Longitude: -134.3833
#   Elevation_m: 540
#--------------------
# Data_Collection
#   Collection_Name: AK204
#   First_Year: 1558
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JM0012N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM0012N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM002N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM002N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM003N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM003N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM005N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM005N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM006N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM006N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM007N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM007N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM009N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM009N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM009s_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM009s; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM013N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM013N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM02S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM02S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM03S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM03S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM04N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM04N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM04S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM04S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM06nW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM06nW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JM06S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JM06S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JM0012N_raw	JM001A_raw	JM001B_raw	JM002N_raw	JM003N_raw	JM005N_raw	JM006N_raw	JM007N_raw	JM009N_raw	JM009s_raw	JM013N_raw	JM02S_raw	JM03S_raw	JM04N_raw	JM04S_raw	JM06nW_raw	JM06S_raw
1558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.573	NA	NA	NA	NA	NA
1559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.691	NA	NA	NA	NA	NA
1560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.719	NA	NA	NA	NA	NA
1561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.379	NA	NA	NA	NA	NA
1562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391	NA	NA	NA	NA	NA
1563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504	NA	NA	NA	NA	NA
1564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.712	NA	NA	NA	NA	NA
1565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.688	NA	NA	NA	NA	NA
1566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.958	NA	NA	NA	NA	NA
1567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.661	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.21	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.217	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.321	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.387	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.384	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.599	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.499	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.408	NA	NA	0.509	NA	NA
1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523	NA	NA	0.873	NA	NA
1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993	NA	NA	1.074	NA	NA
1589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.049	NA	NA	0.772	NA	NA
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.783	NA	NA	0.839	NA	NA
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.723	NA	NA	1.179	NA	NA
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.892	NA	NA	0.99	NA	NA
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	0.727	NA	NA
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.924	NA	NA	0.765	NA	NA
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.962	NA	NA	0.663	NA	NA
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	0.349	NA	NA
1597	NA	NA	NA	NA	NA	NA	0.381	NA	NA	NA	NA	0.919	NA	NA	0.825	NA	NA
1598	NA	NA	NA	NA	NA	NA	0.742	NA	NA	NA	NA	0.821	NA	0.511	0.669	NA	NA
1599	NA	NA	NA	NA	NA	NA	0.924	NA	NA	NA	NA	0.791	NA	0.609	0.985	NA	NA
1600	NA	NA	NA	NA	NA	NA	0.797	NA	NA	NA	NA	0.64	NA	0.696	1.002	NA	NA
1601	NA	NA	NA	NA	NA	NA	0.739	NA	NA	NA	NA	0.45	NA	0.736	0.854	NA	NA
1602	NA	NA	NA	NA	NA	NA	0.583	NA	NA	NA	NA	0.369	NA	0.539	0.633	NA	NA
1603	NA	NA	NA	NA	NA	NA	0.653	NA	NA	NA	NA	0.407	NA	0.405	0.526	NA	NA
1604	NA	NA	NA	NA	0.265	NA	0.443	NA	NA	NA	NA	0.304	NA	0.234	0.319	NA	NA
1605	NA	NA	NA	NA	0.276	NA	0.371	NA	NA	NA	NA	0.289	NA	0.168	0.248	NA	NA
1606	NA	NA	NA	NA	0.29	NA	0.264	NA	NA	NA	NA	0.228	NA	0.228	0.294	NA	NA
1607	NA	NA	NA	NA	0.462	NA	0.211	NA	NA	NA	NA	0.314	NA	0.227	0.432	NA	NA
1608	NA	NA	NA	NA	0.567	NA	0.178	NA	NA	NA	NA	0.479	NA	0.501	0.883	NA	NA
1609	NA	NA	NA	NA	1.138	NA	0.179	NA	NA	NA	NA	0.814	NA	0.446	1.471	NA	NA
1610	NA	NA	NA	NA	0.871	NA	0.271	NA	NA	NA	NA	0.995	NA	0.703	1.644	NA	NA
1611	NA	NA	NA	NA	1.216	NA	0.259	NA	NA	NA	NA	0.89	NA	0.634	0.902	NA	NA
1612	NA	NA	NA	NA	1.091	NA	0.561	NA	NA	NA	NA	0.854	NA	0.72	0.914	NA	NA
1613	NA	NA	NA	NA	0.774	NA	0.851	NA	NA	NA	NA	0.913	NA	0.49	0.994	NA	NA
1614	NA	NA	NA	NA	0.846	NA	0.617	NA	NA	NA	NA	0.682	NA	0.582	0.781	NA	NA
1615	NA	NA	NA	NA	1.002	NA	0.294	NA	NA	NA	NA	0.81	NA	0.424	0.741	NA	NA
1616	NA	NA	NA	NA	1.07	NA	0.357	NA	NA	NA	NA	0.891	NA	0.476	0.837	NA	NA
1617	NA	NA	NA	NA	0.717	NA	0.343	NA	NA	NA	NA	0.986	NA	0.464	0.822	NA	NA
1618	NA	NA	NA	NA	0.816	NA	0.332	NA	NA	NA	NA	0.764	NA	0.359	0.534	NA	NA
1619	NA	NA	NA	NA	0.657	NA	0.339	NA	NA	NA	NA	0.905	NA	0.352	0.648	NA	NA
1620	NA	NA	NA	NA	0.798	NA	0.257	NA	NA	NA	NA	0.749	NA	0.434	0.488	NA	NA
1621	NA	NA	NA	NA	0.476	NA	0.331	NA	NA	NA	NA	0.851	NA	0.578	0.632	NA	NA
1622	NA	NA	NA	NA	0.391	NA	0.296	NA	NA	NA	NA	0.486	NA	0.311	0.263	NA	NA
1623	NA	NA	NA	NA	0.09	NA	0.374	NA	NA	NA	NA	0.479	NA	0.344	0.301	NA	NA
1624	NA	NA	NA	NA	0.324	NA	0.296	NA	NA	NA	NA	0.353	NA	0.32	0.351	NA	NA
1625	NA	NA	NA	NA	0.34	NA	0.239	NA	NA	NA	NA	0.433	NA	0.268	0.317	NA	NA
1626	NA	NA	NA	NA	0.351	NA	0.222	NA	NA	NA	NA	0.439	NA	0.205	0.288	NA	NA
1627	NA	NA	NA	NA	0.276	NA	0.17	NA	NA	NA	NA	0.33	NA	0.129	0.279	NA	NA
1628	NA	NA	NA	NA	0.363	NA	0.268	NA	NA	NA	NA	0.442	NA	0.306	0.343	NA	NA
1629	NA	NA	NA	NA	0.483	NA	0.099	NA	NA	NA	NA	0.522	NA	0.493	0.459	NA	NA
1630	NA	NA	NA	NA	0.677	NA	0.15	NA	NA	NA	NA	0.877	NA	0.784	0.649	NA	NA
