# Speer - Greene-Sullivan State Forest - QUVE - ITRDB IN002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/18198
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-18198.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-12-02
#--------------------
# File_Last_Modified_Date
#   Date: 2014-12-02
#--------------------
# Title
#   Study_Name: Speer - Greene-Sullivan State Forest - QUVE - ITRDB IN002
#--------------------
# Investigators
#   Investigators: Speer, J.H.; Clay, K.; Bishop, G.; Creech, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: James H. Speer, Keith Clay, Graham Bishop, and Michelle Creech
#   Journal_Name: American Midland Naturalist
#   Published_Title: The Effect of Periodical Cicadas on Growth of Five Tree Species in Midwestern Deciduous Forests Full Access
#   Published_Date_or_Year: 2010
#   Volume: 164
#   Pages: 173-186
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1674/0003-0031-164.2.173
#   Full_Citation: None
#   Abstract: Periodical cicada emergences in the eastern United States are one of the largest biomass fluctuations in the world, providing a unique opportunity to study if a root parasite can affect broad-scale patterns of forest growth and succession. We used dendrochronology to examine the direct effect of Brood X (17 y cicada) and Brood XXIII (13 y cicada) periodical cicadas on 89 individual trees from five species (Acer saccharum, Fraxinus americana, Quercus palustris, Q. velutina and Sassafras albidum) in Indiana. Standard dendrochronological techniques were used to date the tree-ring samples and our chronologies ranged from 63-98 y in age, spanning from four to eight cicada emergences. We removed the main climate variable from each species chronology by conducting a regression analysis and using the residuals for the remainder of the analysis. Significant climate models were developed for all five species. Acer saccharum growth correlated highest with Jun. temperature (r  =  -0.392), Fraxinus americana growth correlated with summer Palmer Drought Severity Index (PDSI) (r  =  0.338), Quercus palustris growth correlated with summer precipitation (r  =  0.366), Q. velutina growth correlated with Jul. PDSI (r  =  0.527) and Sassafras albidum growth correlated the highest with Jun. precipitation (r  =  0.406). A superposed epoch analysis was used to examine the effect of periodical cicadas on each tree species before, during and after multiple emergences on the stand level. No effect from root parasitism prior to emergence was evident in any of the species, but three of the species chronologies showed a significant reduction in growth the year of or the year after the emergence year. Three chronologies showed an increase in growth 5 y following the cicada emergence event.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greene-Sullivan State Forest
#   Location: Indiana
#   Northernmost_Latitude: 39.0333
#   Southernmost_Latitude: 39.0333
#   Easternmost_Longitude: -87.25
#   Westernmost_Longitude: -87.25
#   Elevation_m: 179
#--------------------
# Data_Collection
#   Collection_Name: IN002
#   First_Year: 1907
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus velutina Lam.
#   Common_Name: black oak
#   Tree_Species_Code: QUVE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GSF 01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GSF 20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GSF 20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GSF 01A_raw	GSF 01B_raw	GSF 02A_raw	GSF 02B_raw	GSF 03A_raw	GSF 03B_raw	GSF 04A_raw	GSF 04B_raw	GSF 05A_raw	GSF 05B_raw	GSF 06A_raw	GSF 06B_raw	GSF 07A_raw	GSF 07B_raw	GSF 08A_raw	GSF 08B_raw	GSF 09A_raw	GSF 09B_raw	GSF 10A_raw	GSF 10B_raw	GSF 11A_raw	GSF 11B_raw	GSF 12A_raw	GSF 12B_raw	GSF 13A_raw	GSF 13B_raw	GSF 14A_raw	GSF 14B_raw	GSF 15A_raw	GSF 15B_raw	GSF 16A_raw	GSF 16B_raw	GSF 17A_raw	GSF 17B_raw	GSF 18A_raw	GSF 18B_raw	GSF 19A_raw	GSF 19B_raw	GSF 20A_raw	GSF 20B_raw
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.344	2.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.215	2.243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.572	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.778	2.688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.299	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.424	2.457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.167	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.889	NA	NA	NA	2.138	2.177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.78	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	NA	NA	NA	2.998	4.283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.213	NA
1913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.389	NA	NA	NA	1.596	1.757	NA	NA	NA	NA	NA	0.729	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.747	NA
1914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.564	NA	NA	NA	1.145	1.796	NA	NA	NA	NA	NA	1.154	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA
1915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.837	NA	NA	NA	2.08	5.185	NA	NA	NA	NA	NA	3.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.562	NA
1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.054	NA	NA	NA	3.119	4.209	NA	NA	NA	NA	NA	3.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.357	NA
1917	NA	NA	5.403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.748	NA	NA	7.22	3.326	3.816	NA	NA	NA	NA	NA	2.878	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.658	NA
1918	NA	NA	4.584	3.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.638	NA	NA	7.735	3.116	2.405	NA	NA	5.551	NA	NA	1.772	NA	NA	NA	NA	NA	NA	3.757	NA	NA	2.553	NA
1919	NA	NA	4.745	3.449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.903	2.085	NA	NA	7.131	3.52	3.127	NA	NA	4.359	NA	NA	2.556	NA	NA	NA	NA	NA	NA	4.196	NA	NA	3.396	NA
1920	3.417	NA	5.63	5.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.478	1.348	NA	NA	5.091	2.666	2.189	5.282	NA	4.647	11.273	NA	2.363	NA	NA	NA	NA	NA	NA	3.978	NA	NA	3.088	NA
1921	2.135	NA	6.327	6.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.066	2.732	NA	NA	5.177	2.826	1.839	8.216	NA	6.588	6.624	NA	2.051	NA	NA	NA	NA	NA	NA	2.874	NA	NA	1.63	NA
1922	3.637	NA	5.798	5.045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.681	3.845	NA	NA	6.923	3.868	2.885	8.023	NA	8.015	6.043	NA	3.681	NA	NA	NA	NA	NA	NA	3.86	NA	NA	1.17	NA
1923	3.94	NA	5.679	5.693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.264	4.543	NA	NA	5.895	3.712	3.246	6.49	NA	7.293	5.299	NA	3.636	NA	NA	NA	NA	6	NA	3.515	NA	NA	2.877	NA
1924	3.794	NA	5.643	5.623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.413	6.805	NA	NA	4.549	3.938	2.696	5.911	NA	4.799	5.772	NA	3.275	NA	NA	NA	NA	3.663	NA	4.127	NA	NA	2.416	NA
1925	3.067	NA	4.263	5.135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.429	3.735	4.369	NA	3.808	2.759	1.848	4.534	NA	3.788	3.321	NA	2.248	NA	NA	NA	NA	3.872	NA	1.962	NA	NA	1.419	NA
1926	2.834	NA	4.467	4.557	NA	NA	NA	5.803	NA	NA	NA	NA	NA	NA	NA	NA	4.434	4.671	4.562	NA	3.431	2.505	1.542	3.819	NA	3.93	2.239	NA	2.338	4.966	NA	NA	NA	1.53	NA	2.923	NA	NA	1.419	NA
1927	3.833	NA	5.147	5.091	NA	NA	NA	5.749	NA	NA	NA	NA	NA	NA	NA	NA	4.042	5.84	5.507	NA	2.962	2.665	1.989	3.352	4.132	2.597	2.461	NA	1.818	2.9	NA	NA	NA	2.163	NA	3.729	NA	NA	1.969	NA
1928	4.585	NA	6.489	5.903	NA	NA	NA	7.028	NA	NA	NA	NA	NA	4.526	NA	NA	3.943	5.499	6.508	NA	4.19	3.273	2.882	4.281	4.408	3.875	4.011	NA	4.401	4.543	NA	NA	NA	3.799	10.03	5.182	NA	NA	2.959	NA
1929	3.972	NA	5.452	5.171	NA	NA	6.098	7.051	NA	NA	NA	NA	12.489	4.871	NA	NA	5.168	4.36	6.632	NA	3.287	3.12	2.909	3.872	5.605	3.077	3.949	NA	4.057	4.769	NA	NA	NA	4.241	6.634	4.162	NA	NA	2.373	NA
1930	3.114	NA	4.757	4.051	NA	NA	7.209	6.112	NA	NA	NA	NA	6.729	4.166	NA	NA	4.808	3.801	3.573	NA	3.026	2.524	2.145	2.716	4.575	2.118	2.647	NA	3.136	3.089	NA	NA	NA	3.897	3.446	3.374	NA	NA	1.472	NA
1931	2.414	3.254	3.928	3.49	NA	NA	6.135	4.871	NA	NA	NA	NA	5.606	3.6	NA	NA	3.504	3.557	3.347	NA	2.432	2.066	1.904	2.722	3.678	2.169	2.259	NA	2.13	1.938	NA	NA	NA	3.521	3.369	3.247	NA	NA	1.819	NA
1932	2.444	2.899	4.919	4.656	NA	NA	5.195	5.421	NA	NA	NA	NA	5.723	3.537	NA	NA	3.698	5.019	4.267	NA	2.713	2.229	2.832	3.83	4.251	2.928	3.09	NA	3.427	3.44	NA	NA	NA	4.611	4.716	4.242	NA	NA	2.507	NA
1933	2.18	2.256	3.857	3.269	NA	NA	6.002	4.967	NA	NA	NA	NA	5.67	3.428	NA	NA	3.09	3.87	3.519	NA	2.874	2.277	2.207	2.911	3.904	2.726	2.608	NA	2.269	2.823	NA	NA	NA	4.591	3.312	3.413	NA	NA	2.118	NA
1934	2.205	2.583	5.058	3.912	NA	NA	7.565	5.076	NA	NA	NA	NA	5.321	3.001	3.8	NA	2.804	3.529	3.301	NA	2.635	1.854	2.035	2.484	4.851	3.341	2.493	NA	2.414	3.052	NA	NA	NA	3.232	3.028	3.417	NA	NA	2.708	NA
1935	2.943	5.809	6.338	5.799	10.604	NA	3.944	6.694	NA	NA	NA	NA	8.683	4.171	5.446	NA	4.304	5.148	4.681	NA	3.828	3.257	2.93	3.944	6.427	4.77	3.882	NA	2.874	4.664	NA	NA	NA	5.153	5.871	4.044	NA	NA	2.926	NA
1936	2.121	2.367	3.849	3.284	4.801	NA	4.865	4.164	NA	NA	NA	NA	5.638	2.751	4.41	NA	2.147	2.959	2.829	NA	2.741	2.495	1.927	2.254	4.099	2.927	2.022	NA	1.861	2.311	NA	NA	NA	2.349	4.187	2.299	NA	NA	1.479	NA
1937	2.343	2.844	3.439	3.667	7.777	NA	9.544	4.223	NA	NA	NA	NA	4.29	3.019	4.108	NA	2.119	2.952	2.914	NA	2.59	2.306	1.705	2.445	5.719	3.118	2.302	NA	1.753	2.304	NA	NA	NA	2.358	6.853	2.952	NA	NA	1.913	NA
1938	3.28	5.706	5.239	5.4	10.56	NA	6.62	8.585	NA	NA	NA	NA	6.111	4.41	8.426	NA	3.048	5.425	4.911	NA	3.343	3.681	2.771	3.868	6.835	5.134	3.115	NA	2.09	2.794	NA	NA	5.021	3.334	8.529	3.992	NA	NA	2.808	NA
1939	4.142	4.941	4.602	4.703	10.71	NA	6.063	7.055	NA	NA	NA	NA	6.439	4.463	7.039	NA	3.597	3.761	4.203	NA	3.097	2.606	2.789	3.653	6.535	5.137	3.442	NA	2.56	3.792	NA	NA	7.272	3.829	7.365	3.996	NA	NA	2.973	NA
1940	3.526	4.266	3.157	3.241	5.647	NA	5.174	5.109	NA	NA	NA	NA	5.523	3.918	4.904	NA	2.363	3.33	3.655	10.934	2.396	2.716	2.258	2.509	5.744	4.62	2.541	NA	2.107	2.622	NA	8.703	4.756	2.611	5.205	3.58	NA	NA	2.38	NA
1941	2.955	3.542	3.397	3.036	6.63	NA	8.672	4.736	NA	5.148	NA	NA	4.833	3.677	4.687	NA	2.053	2.749	3.453	7.622	1.983	2.122	2.087	2.269	5.432	4.373	2.2	NA	1.726	2.674	NA	8.261	4.052	2.385	5.614	2.962	NA	NA	2.049	NA
1942	3.565	4.942	4.853	3.877	7.97	NA	6.68	6.398	NA	4.883	4.124	NA	6.431	4.692	5.945	NA	3.005	4.584	4.909	7.328	2.673	2.866	2.736	3.448	7.593	5.824	3.216	NA	2.906	4.207	NA	11.434	6.081	3.918	7.393	4.053	NA	NA	3.137	NA
1943	3.896	4.006	3.787	3.504	7.473	NA	3.445	4.316	NA	3.327	4.88	NA	5.177	4.357	5.343	NA	2.553	2.964	4.036	5.792	2.295	2.457	2.554	3.072	6.257	5.008	3.236	NA	3.029	3.379	NA	7.986	4.836	2.912	5.801	3.394	NA	NA	2.465	4.017
1944	3.219	2.753	2.748	2.862	4.971	NA	4.967	2.81	NA	2.924	6.026	NA	3.237	2.924	3.09	3.688	1.776	2.047	3.236	4.095	1.872	2.029	1.96	2.128	3.965	3.517	2.32	NA	2.014	2.085	NA	4.267	3.276	1.983	4.022	2.49	NA	NA	1.963	2.114
1945	4.369	5.523	3.761	4.119	6.532	NA	4.334	4.534	NA	3.961	3.776	NA	4.951	4.171	4.328	6.049	2.277	3.138	3.779	4.702	2.382	2.791	2.345	3.032	5.066	4.768	2.947	NA	3.065	3.611	NA	9.355	5.11	2.641	6.539	3.1	NA	NA	2.518	3.238
1946	4.738	7.633	4.559	4.262	5.197	NA	6.47	4.355	NA	2.99	3.222	NA	5.017	3.571	4.346	5.243	2.746	2.987	3.39	6.241	2.581	2.784	2.723	3.206	5.241	4.962	2.546	NA	2.789	3.229	8.401	8.928	5.608	3.273	5.053	2.934	NA	NA	1.898	1.768
1947	5.053	8.102	4.469	5.592	5.656	NA	6.263	5.338	NA	2.831	3.322	NA	5.171	3.889	3.927	5.875	2.311	2.877	2.797	6.603	2.242	2.505	2.302	3.037	5.457	5.458	2.4	NA	2.932	2.697	9.839	10.617	5.22	2.852	5.332	2.972	NA	NA	1.468	1.498
1948	5.342	7.911	4.521	5.995	4.907	NA	1.787	5.718	NA	3.679	3.871	NA	6.402	4.563	3.757	7.506	3.464	3.535	3.604	6.44	2.353	2.242	2.849	3.741	5.662	5.549	2.755	NA	3.876	3.337	9.544	11.249	5.932	3.585	6.095	3.33	NA	NA	1.755	1.373
1949	4.976	7.318	4.201	5.356	4.749	NA	7.736	6.497	7.804	3.041	3.353	NA	5.524	5.153	3.828	5.914	2.475	2.918	3.766	5.312	2.375	2.825	2.833	3.341	6.061	5.934	2.47	NA	3.473	3.371	10.181	10.46	6.273	3.325	6.507	3.092	NA	NA	1.708	2.15
1950	4.598	6.245	4.42	4.656	4.096	5.408	6.007	5.585	4.058	3.433	3.071	NA	5.005	4.782	4.332	5.749	2.944	3.06	3.912	6.173	2.546	2.689	3.047	3.136	5.121	4.742	1.905	NA	3.167	3.259	5.461	7.249	5.813	3.441	5.63	2.965	NA	NA	2.114	2.501
