# Wiles - Nichawak Mountain - PCSI - ITRDB AK022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5246
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5246.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-11
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-11
#--------------------
# Title
#   Study_Name: Wiles - Nichawak Mountain - PCSI - ITRDB AK022
#--------------------
# Investigators
#   Investigators: Wiles, G.(https://orcid.org/0000-0001-7977-5383)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nichawak Mountain
#   Location: Alaska
#   Northernmost_Latitude: 60.25
#   Southernmost_Latitude: 60.25
#   Easternmost_Longitude: -143.97
#   Westernmost_Longitude: -143.97
#   Elevation_m: 310
#--------------------
# Data_Collection
#   Collection_Name: AK022
#   First_Year: 1762
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NK01SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK01SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK02SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK02SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK03SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK03SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK05NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK05NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK09SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK09SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK11SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK11SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK12NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK12NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK14SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK14SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK17NW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK17NW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK17SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK17SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK17NE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK17NE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK18SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK18SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK19SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK19SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK20NA_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK20NA; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK20SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK20SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK21SW_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK21SW; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NK21SE_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NK21SE; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NK01SW_raw	NK02SW_raw	NK03SW_raw	NK05NE_raw	NK09SW_raw	NK11SW_raw	NK12NW_raw	NK14SW_raw	NK17NW_raw	NK17SW_raw	NK17NE_raw	NK18SW_raw	NK19SW_raw	NK20NA_raw	NK20SW_raw	NK21SW_raw	NK21SE_raw
1819	0.933	1.241	NA	NA	NA	NA	0.965	0.756	NA	1.604	NA	0.534	NA	1.058	1.281	1.06	NA
1820	1.123	1.654	NA	NA	NA	NA	1.109	1.082	NA	1.447	NA	0.596	NA	0.857	0.826	0.975	NA
1821	1.071	1.541	NA	NA	NA	NA	1.055	0.876	NA	0.814	NA	0.369	NA	0.84	0.782	1.208	NA
1822	1	1.447	NA	NA	NA	NA	1.047	0.97	NA	0.68	NA	0.246	NA	1.006	0.933	1.335	NA
1823	0.626	1.423	NA	NA	NA	NA	1.047	1.095	NA	0.561	NA	0.303	NA	1.022	1.01	0.9	NA
1824	0.923	1.47	NA	NA	NA	NA	1.626	0.837	NA	0.856	NA	0.255	NA	0.942	1.043	1.115	NA
1825	0.967	1.372	NA	NA	NA	NA	1.485	1.142	NA	1.1	NA	0.496	NA	1.462	1.182	0.983	NA
1826	1.091	1.6	NA	NA	NA	NA	0.678	1.138	NA	1.106	NA	0.65	NA	1.416	1.054	0.923	NA
1827	1.354	0.927	NA	NA	NA	NA	0.336	0.443	NA	0.431	NA	0.224	NA	0.856	0.726	0.794	0.957
1828	1.523	2.04	NA	NA	NA	NA	0.637	0.883	NA	0.873	NA	0.796	NA	1.376	1.057	1.388	1.752
1829	1.826	2.222	NA	NA	NA	NA	0.749	1.04	NA	0.721	NA	0.665	NA	1.441	1.297	1.711	2.648
1830	0.898	2.576	NA	NA	NA	NA	0.667	1.09	NA	0.903	NA	0.869	NA	0.837	0.612	0.851	1.148
1831	1.165	2.109	NA	NA	NA	NA	0.481	0.792	NA	0.373	NA	0.35	NA	0.955	0.868	1.014	1.521
1832	0.798	3.496	NA	NA	NA	NA	0.592	1.179	NA	0.72	NA	0.531	NA	1.243	1.101	1.08	1.587
1833	1.015	2.855	NA	NA	NA	NA	1.186	1.127	NA	0.688	NA	0.44	NA	1.592	1.703	1.373	2.041
1834	0.574	1.52	NA	NA	NA	NA	0.599	0.767	NA	0.226	NA	0.18	1.465	1.09	0.941	0.988	1.171
1835	1.429	2.722	NA	NA	NA	NA	1.153	1.142	NA	0.502	NA	0.534	2.487	1.396	1.51	1.439	1.559
1836	0.969	1.84	NA	NA	NA	NA	1.355	0.731	NA	0.515	NA	0.687	2.735	1.338	1.472	1.529	1.73
1837	0.977	1.713	NA	NA	NA	NA	1.034	0.732	NA	0.38	NA	0.423	1.827	1.265	1.236	1.229	1.364
1838	1.521	2.187	NA	NA	NA	NA	1.459	1.29	NA	1.081	NA	1.145	3.257	1.48	1.521	1.871	2.106
1839	1.519	2.534	NA	NA	NA	NA	1.692	2.027	NA	0.847	NA	1.013	2.303	1.093	1.208	1.333	1.506
1840	1.191	1.888	NA	NA	NA	NA	1.458	1.93	NA	0.669	NA	0.878	1.887	1.252	1.237	1.333	1.548
1841	1.117	1.77	NA	NA	NA	NA	1.661	2.076	NA	0.537	NA	0.753	3.257	1.434	1.371	1.622	1.713
1842	0.731	1.201	NA	NA	NA	NA	1.194	0.984	NA	0.28	NA	0.459	1.567	0.59	0.777	1.073	1.079
1843	1.177	2.389	NA	NA	NA	NA	1.495	1.671	NA	0.46	NA	0.523	2.661	1.192	0.898	1.317	1.716
1844	1.117	2.618	NA	NA	NA	NA	1.601	1.605	NA	0.391	NA	0.356	3.622	1.597	1.096	1.511	2.158
1845	1.035	1.959	NA	NA	NA	NA	1.436	1.222	NA	0.219	NA	0.277	2.018	1.008	0.824	0.888	1.417
1846	1.206	2.6	NA	NA	NA	NA	1.568	1.836	NA	0.426	NA	0.703	2.229	1.305	1.191	1.266	1.734
1847	1.071	1.847	NA	NA	NA	NA	1.322	1.041	NA	0.253	NA	0.272	1.643	0.75	0.946	0.94	1.293
1848	1.195	2.136	NA	NA	NA	NA	1.679	1.761	NA	0.455	NA	0.472	2.291	1.27	1.247	1.416	1.856
1849	0.547	1.64	NA	NA	NA	0.598	1.089	1.582	NA	0.243	NA	0.402	1.375	0.882	0.743	0.783	0.99
1850	0.48	1.532	NA	NA	NA	0.364	1.193	2.18	NA	0.125	NA	0.342	1.585	0.898	0.819	0.911	1.159
1851	0.835	1.523	NA	NA	NA	0.464	1.745	2.162	NA	0.19	NA	0.385	2.236	0.76	0.813	0.901	1.321
1852	0.76	2.041	NA	NA	0.786	0.412	1.851	1.951	NA	0.357	NA	0.439	1.865	0.579	0.684	0.573	1.106
1853	0.658	1.396	NA	NA	0.5	0.232	1.007	1.198	NA	0.459	NA	0.458	1.34	0.516	0.733	0.613	0.98
1854	0.481	1.51	NA	NA	0.574	0.314	0.663	1.602	NA	0.695	NA	0.395	1.732	0.705	0.799	1.042	1.86
1855	0.607	1.924	NA	NA	1.182	0.458	1.249	1.798	NA	0.428	NA	0.299	1.888	0.811	0.913	1.02	1.616
1856	0.73	1.389	NA	NA	0.819	0.403	1.072	1.465	NA	0.179	NA	0.255	1.21	0.535	0.807	0.687	1.34
1857	0.716	1.729	NA	NA	1.039	0.46	1.243	1.403	NA	0.347	NA	0.44	1.731	0.936	1.039	1.125	1.848
1858	0.92	1.521	NA	NA	0.633	0.501	0.792	1.233	NA	0.252	NA	0.326	1.037	0.847	0.891	0.699	1.247
1859	0.723	1.249	NA	NA	0.287	0.269	0.829	0.735	NA	0.101	NA	0.215	1.1	0.791	0.747	0.468	1.141
1860	1.048	1.817	NA	NA	0.821	0.07	1.349	1.226	NA	0.249	NA	0.345	1.584	0.898	0.897	0.926	1.645
1861	0.771	1.579	NA	NA	0.797	0.282	1.372	1.516	3.292	0.245	NA	0.227	1.965	0.806	0.63	0.531	1.03
1862	0.514	1.394	NA	NA	0.549	0.419	0.805	1.321	1.6	0.063	NA	0.069	1.274	0.42	0.522	0.457	0.798
1863	0.38	1.163	NA	NA	0.385	0.47	0.462	1.115	1.401	0.081	NA	0.083	1.079	0.453	0.415	0.517	0.705
1864	0.697	1.939	NA	NA	0.503	0.704	0.946	1.122	1.826	0.263	NA	0.229	1.308	0.733	0.703	1.205	1.439
1865	1.092	2.107	NA	NA	1.932	0.988	0.818	0.958	1.912	0.344	NA	0.322	1.415	0.708	0.797	0.797	1.624
1866	1.751	2.935	NA	NA	1.709	1.352	1.348	1.601	1.998	0.687	NA	0.632	1.589	1.067	1.074	1.024	1.451
1867	2.135	2.436	NA	NA	0.986	0.871	1.295	1.928	2.725	0.873	NA	0.741	2.159	1.25	1.381	1.405	2.081
1868	1.419	2.491	NA	NA	0.662	0.79	1.509	1.618	4.015	1.187	NA	0.774	1.945	1.003	1.052	0.979	1.613
1869	1.386	2.192	NA	NA	0.782	0.637	1.3	1.489	3.745	1.54	NA	0.897	1.75	1.055	0.883	0.657	1.43
1870	1.557	1.84	NA	NA	0.953	0.64	1.126	1.904	2.729	1.865	NA	0.882	1.737	1.207	0.935	0.981	1.59
1871	1.311	1.198	NA	NA	0.277	0.611	0.717	0.84	2.76	1.167	NA	0.449	0.936	0.831	0.958	0.593	1.205
1872	1.941	2.422	NA	NA	0.436	1.656	1.005	1.155	2.963	1.652	NA	0.926	1.458	1.412	1.704	1.142	2.79
1873	0.966	1.411	NA	NA	0.456	1.508	1.311	0.889	2.388	0.851	NA	0.535	1.144	0.992	0.932	0.668	1.528
1874	0.8	1.391	NA	NA	0.763	1.343	1.533	0.971	2.656	0.603	NA	0.555	1.013	0.867	0.854	0.692	1.26
1875	1.089	1.531	NA	NA	0.763	0.987	1.16	1.251	2.205	0.458	NA	0.486	1.348	1.141	1.134	0.865	1.338
1876	0.519	0.721	NA	NA	0.594	0.497	0.372	0.791	0.94	0.131	NA	0.203	0.78	0.84	0.825	0.494	1.177
1877	0.479	1.349	NA	NA	0.679	0.493	0.551	0.802	0.634	0.083	NA	0.048	1.082	0.944	0.968	0.721	1.328
1878	0.693	2.208	NA	NA	0.806	0.582	0.944	1.184	1.152	0.096	NA	0.106	1.058	1.029	1.033	0.841	1.538
