# Copenheaver - Cumberland - ACSH - ITRDB MD009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34253
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34253.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/md009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; md009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/md009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/md009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-09-24
#--------------------
# File_Last_Modified_Date
#   Date: 2021-09-24
#--------------------
# Title
#   Study_Name: Copenheaver - Cumberland - ACSH - ITRDB MD009
#--------------------
# Investigators
#   Investigators: Copenheaver, C.A.(https://orcid.org/0000-0003-1778-3593); Shumaker, K.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Carolyn A. Copenheaver, Ketia L. Shumaker, Brittany M. Butcher, George E.Hahn, La'Portia J. Perkins
#   Journal_Name: Dendrochronologia
#   Published_Title: Dendroclimatology of sugar maple (Acer saccharum): Climate-growth response in a late-successional species
#   Published_Date_or_Year: 2020
#   Volume: 63
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2020.125747
#   Full_Citation: None
#   Abstract: Sugar maple (Acer saccharum) is a shade-tolerant, late successional dominant species in the North American eastern deciduous forest. The objective of this study was to quantify the relationship between climate and radial growth in sugar maple and to identify spatial and temporal patterns in dendroclimatic response. We used a combination of archived sugar maple tree-ring chronologies and newly sampled sites to calculate dendroclimatic response of sugar maple at 13 sites in the United States and Canada. At all sites, sugar maple growth was significantly correlated to monthly temperature, precipitation, or Palmer Drought Severity Index. However, there were no generalizable patterns in sugar maple's growth response to climate. Individual sites had unique dendroclimatic responses with respect to: a) which climatic variables were correlated to radial growth; b) what months had significant correlations between climate and radial growth; and c) what years had significant correlations between climate and radial growth. The individualistic dendroclimatic response of sugar maple appears to reflect a plastic response of the species to changes in climate perhaps related to its status as a strong competitor in late-successional forests. This ability to survive a wide range of environmental conditions may bode well for the species persistence under variable future climatic conditions. It also points to the need for more research on late-successional species in examining forest response to potential climate change scenarios because these species may be more resilient than early-successional species.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: National Institute of Food and Agriculture
#   Grant: AFRI 2016-67003-24944
#--------------------
# Site_Information
#   Site_Name: Cumberland
#   Location: Maryland
#   Northernmost_Latitude: 39.7
#   Southernmost_Latitude: 39.7
#   Easternmost_Longitude: -79.0
#   Westernmost_Longitude: -79.0
#   Elevation_m: 787
#--------------------
# Data_Collection
#   Collection_Name: MD009
#   First_Year: 1902
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MDFR01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDFR25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDFR25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MDFR01A_raw	MDFR01B_raw	MDFR02A_raw	MDFR02B_raw	MDFR03A_raw	MDFR03B_raw	MDFR04A_raw	MDFR05A_raw	MDFR05B_raw	MDFR06A_raw	MDFR06B_raw	MDFR07A_raw	MDFR07B_raw	MDFR08A_raw	MDFR08B_raw	MDFR09A_raw	MDFR09B_raw	MDFR10A_raw	MDFR10B_raw	MDFR11A_raw	MDFR11B_raw	MDFR12A_raw	MDFR12B_raw	MDFR13A_raw	MDFR13B_raw	MDFR14A_raw	MDFR14B_raw	MDFR15A_raw	MDFR15B_raw	MDFR17A_raw	MDFR17B_raw	MDFR18A_raw	MDFR18B_raw	MDFR22A_raw	MDFR22B_raw	MDFR24A_raw	MDFR24B_raw	MDFR25A_raw	MDFR25B_raw
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.382	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.848	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.504	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.738	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.074	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.322	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA
1909	1.364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.522	NA	NA	NA	NA	NA
1910	1.242	NA	NA	NA	NA	NA	NA	NA	NA	0.958	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.372	NA	NA	NA	NA	NA
1911	1.326	NA	NA	NA	NA	NA	NA	NA	NA	0.348	NA	NA	NA	NA	NA	NA	1.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.362	0.272	NA	NA	NA	NA	NA
1912	2.194	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	1.504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.916	0.56	NA	NA	NA	NA	NA
1913	2.132	NA	NA	NA	NA	NA	NA	NA	3.026	0.21	NA	NA	NA	2.548	NA	NA	1.954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.81	2.11	NA	NA	NA	NA	NA
1914	1.21	NA	NA	NA	NA	NA	NA	NA	1.612	0.668	NA	NA	NA	1.82	NA	NA	2.348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.346	0.844	1.156	NA	NA	NA	NA
1915	1.998	NA	NA	NA	NA	NA	NA	NA	1.926	0.732	NA	NA	NA	2.006	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.026	1.512	1.802	NA	NA	NA	NA
1916	1.736	NA	NA	NA	NA	NA	NA	NA	2.748	1.326	NA	NA	NA	2.65	NA	NA	1.574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.014	1.746	1.764	NA	2.166	NA	NA
1917	1.574	1.988	NA	NA	NA	NA	NA	NA	1.806	1.912	NA	NA	NA	1.79	NA	NA	2.034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.582	1.238	1.292	NA	2.08	NA	NA
1918	1.076	1.098	NA	NA	NA	NA	NA	NA	2.224	3.054	NA	NA	NA	1.778	NA	NA	2.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	1.066	1.568	NA	1.522	NA	NA
1919	2.356	2.358	NA	NA	NA	NA	NA	NA	2.292	1.984	NA	NA	NA	2.58	NA	NA	1.51	NA	NA	NA	2.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.794	2.502	2.954	NA	2.342	NA	NA
1920	1.964	2.284	NA	1.286	NA	NA	NA	NA	2.382	2.64	NA	NA	NA	2.278	NA	NA	0.936	NA	NA	NA	2.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.732	1.846	2.292	NA	2.658	NA	NA
1921	1.934	2.014	NA	1.378	NA	NA	NA	NA	2.048	3.426	NA	NA	NA	1.974	NA	NA	0.986	NA	NA	NA	3.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.396	2.292	2.386	NA	2.376	NA	NA
1922	1.268	1.162	NA	1.446	NA	NA	NA	NA	1.624	2.8	NA	NA	NA	3.198	NA	NA	1.39	NA	NA	NA	2.482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.322	2.596	2.694	NA	1.88	NA	NA
1923	1.474	1.578	NA	1.134	NA	NA	NA	NA	1.962	2.182	NA	NA	NA	2.03	NA	NA	1.038	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.878	0.872	2.896	2.454	NA	1.754	2.172	NA
1924	1.652	1.59	NA	1.54	NA	NA	NA	NA	1.892	3.484	NA	NA	NA	2.884	NA	0.76	0.646	NA	NA	NA	2.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.016	2.684	2.386	NA	0.682	2.072	NA
1925	1.584	1.16	NA	1.698	NA	NA	NA	NA	1.902	3.286	NA	NA	NA	2.252	NA	0.514	0.682	NA	NA	NA	1.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752	0.676	2.24	1.734	NA	1.766	0.602	NA
1926	1.696	1.568	NA	2.222	NA	NA	NA	1.754	1.606	2.78	NA	NA	NA	2.948	NA	0.466	0.46	1.054	NA	NA	1.526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.414	1.35	1.866	1.894	NA	1.144	0.884	NA
1927	1.332	1.266	NA	2.51	NA	NA	0.716	1.796	1.064	2.322	NA	NA	NA	2.37	NA	0.568	0.422	0.934	NA	NA	1.714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.076	1.15	2.256	1.662	NA	1.412	2.71	NA
1928	0.838	0.98	NA	2.184	NA	NA	0.472	1.164	1.114	2.374	NA	NA	NA	2.538	NA	0.286	0.446	0.932	NA	NA	2.326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.792	0.824	2.74	1.022	NA	1.008	2.644	NA
1929	0.716	0.66	NA	1.954	NA	NA	0.382	1.076	1.072	1.26	NA	NA	NA	1.87	NA	0.376	0.302	0.85	NA	NA	2.07	1.054	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.53	1.918	0.644	NA	0.846	2.064	NA
1930	0.87	1.128	NA	1.856	NA	NA	1.224	0.962	1.154	1.68	NA	NA	NA	1.648	NA	0.116	0.584	1.058	NA	NA	2.246	2.008	NA	NA	0.108	NA	NA	NA	NA	NA	NA	1.046	0.724	1.822	1.592	NA	0.966	1.59	NA
1931	1.994	2.944	NA	2.332	NA	NA	1.526	1.054	1.826	3.286	2.43	NA	NA	4.018	NA	0.358	0.446	1.06	NA	NA	2.604	1.692	NA	NA	0.266	NA	NA	NA	NA	NA	NA	1.138	0.862	3.742	3.03	NA	1.216	2.398	NA
1932	1.27	2.536	NA	2.36	NA	NA	1.534	1.412	1.772	2.33	2.378	NA	NA	3.974	NA	1.328	1.336	2.012	NA	3.602	2.636	1.08	NA	NA	0.306	NA	NA	NA	NA	NA	NA	1.01	0.85	3.832	2.756	NA	1.766	2.648	NA
1933	1.966	2.37	NA	2.254	NA	NA	1.766	1.706	1.386	1.206	1.534	NA	NA	4.146	NA	1.164	1.11	1.232	NA	3.832	2.878	1.062	NA	NA	0.478	NA	NA	NA	NA	NA	NA	1.17	0.842	2.768	1.836	NA	1.304	1.624	NA
1934	1.568	1.502	NA	2.966	NA	NA	1.67	1.832	1.364	1.16	1.484	NA	NA	3.34	NA	1.114	0.98	1.022	NA	4.062	2.254	0.88	NA	NA	0.474	NA	NA	NA	NA	NA	NA	1.222	0.872	2.724	1.74	NA	1.374	1.65	1.184
1935	1.894	1.702	NA	2.922	NA	NA	0.884	2.198	1.73	1.052	1.594	NA	NA	4.98	NA	1.278	1.092	0.942	NA	4.578	2.59	0.386	NA	NA	0.53	NA	NA	NA	NA	NA	NA	1.436	0.944	2.506	2.292	NA	1.502	1.968	1.628
1936	0.678	0.63	NA	1.098	NA	NA	0.372	1.126	1.486	0.612	0.686	NA	NA	1.714	NA	0.724	0.81	0.896	NA	1.786	1.05	0.256	NA	NA	0.226	NA	NA	NA	NA	NA	NA	0.856	0.476	1.01	1.184	NA	0.578	0.844	0.696
1937	1.778	2.014	NA	1.898	NA	NA	2.564	2.156	1.912	1.678	1.834	NA	NA	3.318	NA	1.632	1.772	0.694	NA	2.85	2.25	0.432	NA	NA	1.036	NA	NA	NA	NA	NA	NA	1.08	0.736	2.684	3.3	NA	1.296	1.992	1.744
1938	1.192	1.57	NA	1.872	NA	NA	4.174	0.856	0.842	0.94	1.054	NA	NA	2.866	NA	1.416	1.076	0.676	NA	2.606	1.608	0.196	NA	NA	0.654	NA	NA	NA	NA	NA	NA	0.962	0.828	1.632	1.846	NA	1.214	1.18	1.278
1939	1.922	2.15	NA	2.464	NA	NA	3.286	1.524	1.284	1.656	1.95	NA	NA	2.904	NA	1.184	1.132	0.784	NA	3.152	2.066	0.17	NA	NA	0.402	0.392	NA	NA	NA	NA	NA	0.74	0.554	1.842	2.212	NA	1.12	1.24	1.238
1940	2.06	1.994	2.278	3.26	NA	NA	2.416	1.352	1.188	1.414	1.772	NA	0.656	2.272	NA	0.704	0.582	0.08	NA	2.754	2.296	0.224	NA	NA	0.818	0.776	NA	NA	NA	0.328	NA	0.68	0.576	2.228	2.25	NA	0.8	1.556	1.378
1941	2.556	2.166	2.076	3.192	NA	1.394	2.572	1.064	1.278	0.738	1.486	NA	0.74	2.602	NA	0.86	0.804	0.086	NA	2.368	1.652	0.18	NA	NA	0.87	0.294	NA	NA	NA	0.238	NA	0.552	0.594	2.044	1.672	NA	0.958	1.26	1.226
1942	3.538	2.762	2.264	3.272	NA	1.444	3.496	1.726	1.118	1	2.012	NA	1.124	2.96	NA	0.936	0.872	0.216	NA	3.036	2.254	0.108	NA	NA	0.458	0.124	NA	NA	0.416	0.492	NA	0.466	0.638	2.124	2.934	NA	1.362	1.764	1.672
1943	1.974	1.658	2.514	1.756	NA	0.716	2.19	1.66	1.482	0.402	1.014	NA	0.54	1.39	NA	0.51	0.346	0.256	0.32	1.752	1.212	0.076	NA	NA	0.794	0.498	NA	NA	2.214	0.104	NA	0.212	0.186	1.238	2.452	NA	0.61	1.356	1.374
1944	2.478	2.116	1.394	1.328	NA	1.434	2.624	2.128	2.434	1.588	2.214	NA	2.132	1.298	NA	1.95	1.874	0.978	1.15	2.498	0.828	0.112	NA	NA	4.176	0.398	NA	NA	2.742	1.528	NA	0.588	0.654	1.062	1.546	NA	0.892	1.818	2.04
1945	2.968	2.526	1.926	2.84	NA	1.296	3.11	3.014	2.34	2.81	3.858	NA	2.46	2.412	NA	1.666	2.772	2.368	1.48	2.394	2.648	0.728	NA	NA	4.652	2.464	NA	NA	2.85	1.51	NA	1.198	1.742	1.5	2.526	NA	1.802	2.05	2.17
1946	2.562	2.12	2.068	3.71	NA	1.248	2.934	2.844	1.478	3.076	3.882	NA	2.116	2.732	NA	1.938	1.896	1.178	0.948	3.258	3.638	1.588	NA	NA	3.678	2.436	NA	NA	3.61	1.094	NA	1.528	1.934	1.564	1.472	NA	1.472	2.928	3.61
