# Busing - Mt. Collins - PCRU - ITRDB NC016
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2925
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2925.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc016-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nc016-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc016.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nc016.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-07-12
#--------------------
# File_Last_Modified_Date
#   Date: 2007-07-12
#--------------------
# Title
#   Study_Name: Busing - Mt. Collins - PCRU - ITRDB NC016
#--------------------
# Investigators
#   Investigators: Busing, R.T.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mt. Collins
#   Location: Tennessee
#   Northernmost_Latitude: 35.5
#   Southernmost_Latitude: 35.5
#   Easternmost_Longitude: -83.5
#   Westernmost_Longitude: -83.5
#   Elevation_m: 1770
#--------------------
# Data_Collection
#   Collection_Name: NC016
#   First_Year: 1650
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea rubens Sarg.
#   Common_Name: red spruce
#   Tree_Species_Code: PCRU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1687_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1687; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1787_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1787; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2187_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2187; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2787_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2787; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 3287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 3287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 387_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 387; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 4287_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 4287; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 487_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 487; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 587_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 587; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 687_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 687; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 787_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 787; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 887_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 887; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 987_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 987; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H1087_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H1087; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H1187_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H1187; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H1387_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H1387; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H1587_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H1587; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H387_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H387; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H487_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H487; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H787_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H787; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## H887_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: H887; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## I6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: I6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1087_raw	1687_raw	1787_raw	2087_raw	2187_raw	2287_raw	2787_raw	287_raw	3087_raw	3287_raw	387_raw	4087_raw	4287_raw	487_raw	587_raw	687_raw	787_raw	887_raw	987_raw	H1087_raw	H1187_raw	H1387_raw	H1587_raw	H387_raw	H487_raw	H787_raw	H887_raw	I12_raw	I16_raw	I6_raw
1650	NA	NA	NA	NA	NA	NA	2.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	2.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.574	NA	NA	NA	NA	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	2.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468	NA	NA	NA	NA	NA	NA	NA
1653	NA	NA	NA	NA	NA	NA	2.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	NA	NA	NA	NA	NA	NA	NA
1654	0.606	NA	NA	NA	NA	NA	2.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.419	NA	NA	NA	NA	NA	NA	NA
1655	0.533	NA	NA	NA	NA	NA	2.444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.325	NA	NA	NA	NA	NA	NA	NA
1656	0.339	NA	NA	NA	NA	NA	2.105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.328	NA	NA	NA	NA	NA	NA	NA
1657	0.041	NA	NA	NA	NA	NA	2.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA
1658	0.168	NA	NA	NA	NA	NA	2.076	NA	NA	NA	NA	1.727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	NA	NA	NA	NA	NA	NA	NA
1659	0.057	NA	NA	NA	NA	NA	1.946	NA	NA	NA	NA	0.103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.064	NA	NA	NA	NA	NA	NA	NA
1660	0.557	NA	NA	NA	NA	NA	2.648	NA	NA	NA	NA	1.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241	NA	NA	NA	NA	NA	NA	NA
1661	0.458	NA	NA	NA	NA	NA	1.731	NA	NA	NA	NA	1.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.283	NA	NA	NA	NA	NA	NA	NA
1662	0.679	NA	NA	NA	NA	NA	2.032	NA	NA	NA	NA	1.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.263	NA	NA	NA	NA	NA	NA	NA
1663	0.553	NA	NA	NA	NA	NA	3.311	NA	NA	NA	NA	4.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.376	NA	NA	NA	NA	NA	NA	NA
1664	0.486	NA	NA	NA	NA	NA	1.272	NA	NA	NA	NA	1.773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.846	NA	NA	NA	NA	NA	NA	NA
1665	0.225	NA	NA	NA	NA	NA	0.722	NA	NA	NA	NA	1.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.938	NA	NA	NA	NA	NA	NA	NA
1666	0.253	NA	NA	NA	NA	NA	0.395	NA	NA	NA	NA	1.407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.028	NA	NA	NA	NA	NA	NA	NA
1667	0.539	NA	NA	NA	NA	NA	0.366	NA	NA	NA	NA	1.132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819	NA	NA	NA	NA	NA	NA	NA
1668	0.048	NA	NA	NA	NA	NA	0.556	NA	NA	NA	NA	0.099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.776	NA	NA	NA	NA	NA	NA	NA
1669	0.721	NA	NA	NA	NA	NA	0.326	NA	NA	NA	NA	1.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.948	NA	NA	NA	NA	NA	NA	NA
1670	0.417	NA	NA	NA	NA	NA	0.272	NA	NA	NA	NA	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066	NA	NA	NA	NA	NA	NA	NA
1671	0.026	NA	NA	NA	NA	NA	0.418	NA	NA	NA	NA	0.631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.476	NA	NA	NA	NA	NA	NA	NA
1672	0.248	NA	NA	NA	NA	NA	0.524	NA	NA	NA	NA	0.942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015	NA	NA	NA	NA	NA	NA	NA
1673	0.343	NA	NA	NA	NA	NA	0.539	NA	NA	NA	NA	1.777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.087	NA	NA	NA	NA	NA	NA	NA
1674	0.279	NA	NA	NA	NA	NA	0.452	NA	NA	NA	NA	3.743	NA	NA	NA	NA	NA	NA	NA	1.378	NA	NA	0.133	NA	NA	NA	NA	NA	NA	NA
1675	0.246	NA	NA	NA	NA	NA	0.363	NA	NA	NA	NA	3.318	NA	NA	NA	NA	NA	NA	NA	1.346	NA	NA	1.298	NA	NA	NA	NA	NA	NA	NA
1676	0.254	NA	NA	NA	NA	NA	0.312	NA	NA	NA	NA	0.302	NA	NA	NA	NA	NA	NA	NA	1.361	NA	NA	0.121	NA	NA	NA	NA	NA	NA	NA
1677	0.169	NA	NA	NA	NA	NA	0.354	NA	NA	NA	NA	3.799	NA	NA	NA	NA	NA	NA	NA	1.798	NA	NA	0.932	NA	NA	NA	NA	NA	NA	NA
1678	0.233	NA	NA	NA	NA	NA	0.448	NA	NA	NA	NA	3.659	NA	NA	NA	NA	NA	NA	NA	1.793	NA	NA	1.052	NA	NA	NA	NA	NA	NA	NA
1679	0.111	NA	NA	NA	NA	NA	0.411	NA	NA	NA	NA	3.222	NA	NA	NA	NA	NA	NA	NA	1.962	NA	NA	0.147	NA	NA	NA	NA	NA	NA	NA
1680	0.101	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	3.103	NA	NA	NA	NA	NA	NA	NA	2.816	NA	NA	1.378	NA	NA	NA	NA	NA	NA	NA
1681	0.172	NA	NA	NA	NA	NA	0.393	NA	NA	NA	NA	3.286	NA	NA	NA	NA	NA	NA	NA	0.352	NA	NA	1.357	NA	NA	NA	NA	NA	NA	NA
1682	0.023	NA	NA	NA	NA	NA	0.388	NA	NA	NA	NA	3.106	NA	NA	NA	NA	NA	NA	NA	3.246	NA	NA	0.374	NA	NA	NA	NA	NA	NA	NA
1683	0.184	NA	NA	NA	NA	NA	0.484	NA	NA	NA	NA	3.371	NA	NA	NA	NA	NA	NA	NA	1.982	NA	NA	0.437	NA	NA	NA	NA	NA	NA	NA
1684	0.177	0.714	NA	NA	NA	NA	0.785	NA	NA	NA	NA	4.016	NA	NA	NA	NA	NA	NA	NA	2.874	NA	NA	0.402	NA	NA	NA	NA	NA	NA	NA
1685	0.195	0.704	NA	NA	NA	NA	0.802	NA	NA	NA	NA	2.522	NA	NA	NA	NA	NA	NA	NA	1.956	NA	NA	0.335	NA	NA	NA	NA	NA	NA	NA
1686	0.208	0.681	NA	NA	NA	NA	0.734	NA	NA	NA	NA	2.837	NA	NA	NA	NA	NA	NA	NA	0.158	NA	NA	0.467	NA	NA	NA	NA	NA	NA	NA
1687	0.185	0.048	NA	NA	NA	NA	0.814	NA	NA	NA	NA	2.519	NA	NA	NA	NA	NA	NA	NA	1.768	NA	NA	0.645	NA	NA	NA	NA	NA	NA	NA
1688	0.212	0.549	NA	NA	NA	NA	1.069	NA	NA	NA	NA	2.573	NA	NA	NA	NA	NA	NA	NA	0.846	NA	NA	0.061	NA	NA	NA	NA	NA	3.136	NA
1689	0.195	0.737	NA	NA	NA	NA	0.493	NA	NA	NA	NA	2.003	NA	NA	NA	NA	NA	NA	NA	0.683	NA	NA	0.839	NA	NA	NA	NA	NA	7.207	NA
1690	0.198	0.811	NA	NA	NA	NA	0.717	NA	NA	NA	NA	2.314	NA	NA	NA	NA	NA	NA	NA	0.772	NA	NA	1.052	NA	NA	NA	NA	NA	3.868	NA
1691	0.213	0.976	NA	NA	NA	NA	0.782	NA	NA	NA	NA	1.211	NA	NA	NA	NA	NA	NA	NA	0.916	NA	NA	0.899	NA	NA	NA	NA	NA	0.385	NA
1692	0.246	0.731	NA	NA	NA	NA	0.915	NA	NA	NA	NA	0.923	NA	NA	NA	NA	NA	NA	NA	1.394	NA	NA	0.751	NA	NA	NA	NA	NA	2.932	NA
