# Peltier - Southwest Ecological Memory Project Site P1 - PIED - ITRDB AZ613
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35496
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35496.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az613-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az613-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az613.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az613.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site P1 - PIED - ITRDB AZ613
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site P1
#   Location: Arizona
#   Northernmost_Latitude: 36.5
#   Southernmost_Latitude: 36.5
#   Easternmost_Longitude: -112.7
#   Westernmost_Longitude: -112.7
#   Elevation_m: 1680
#--------------------
# Data_Collection
#   Collection_Name: AZ613
#   First_Year: 1930
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AZP0102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0102C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0103C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0103C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0103B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0103B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0104B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0104B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0104C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0104C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0105C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0105B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0105B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0113B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0113B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZP0115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZP0115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AZP0102B_raw	AZP0102C_raw	AZP0103C_raw	AZP0103B_raw	AZP0104B_raw	AZP0104A_raw	AZP0104C_raw	AZP0105C_raw	AZP0105B_raw	AZP0106B_raw	AZP0106A_raw	AZP0108A_raw	AZP0108B_raw	AZP0112A_raw	AZP0113A_raw	AZP0113B_raw	AZP0115B_raw
1930	NA	NA	NA	0.529	0.31	0.374	0.319	0.676	0.468	0.865	0.648	0.161	0.186	0.345	0.362	0.676	NA
1931	NA	NA	NA	0.51	0.376	0.488	0.377	0.902	0.409	0.604	0.402	0.066	0.15	0.208	0.298	0.386	NA
1932	NA	NA	NA	1.12	0.584	0.608	0.475	0.835	0.686	1.004	0.729	0.155	0.153	0.195	0.371	0.341	NA
1933	NA	NA	NA	0.307	0.135	0.154	0.058	0.452	0.327	0.575	0.368	0.114	0.303	0.39	0.061	0.099	NA
1934	NA	NA	NA	0.439	0.123	0.155	0.098	0.38	0.147	0.444	0.197	0.199	0.027	0.101	0.071	0.086	NA
1935	NA	NA	NA	0.413	0.391	0.335	0.269	0.503	0.295	0.687	0.484	0.314	0.159	0.214	0.26	0.326	NA
1936	NA	NA	NA	0.325	0.16	0.142	0.088	0.309	0.238	0.149	0.136	0.14	0	0.052	0.057	0.063	NA
1937	NA	NA	NA	1.476	0.395	0.497	0.326	0.821	0.447	0.683	0.436	0.271	0.274	0.251	0.33	0.384	NA
1938	NA	NA	NA	1.066	0.493	0.498	0.446	0.685	0.615	0.698	0.484	0.195	0.166	0.263	0.315	0.256	NA
1939	0.879	0.85	NA	0.469	0.293	0.308	0.306	0.481	0.331	0.298	0.257	0.045	0.053	0.139	0.141	0.183	NA
1940	0.824	0.679	NA	0.719	0.534	0.501	0.392	0.43	0.341	0.688	0.623	0.25	0.241	0.318	0.309	0.333	NA
1941	1.389	1.215	NA	1.18	0.683	0.801	0.621	0.509	0.549	0.821	0.497	0.333	0.342	0.49	0.394	0.499	NA
1942	0.91	0.797	NA	0.954	0.818	0.755	0.661	0.772	0.48	0.611	0.515	0.349	0.363	0.732	0.339	0.364	NA
1943	0.977	0.796	NA	1.307	0.637	0.512	0.482	0.773	0.478	0.715	0.542	0.376	0.299	0.659	0.335	0.322	NA
1944	0.781	0.557	NA	0.8	0.503	0.507	0.396	0.713	0.413	0.669	0.444	0.469	0.471	0.621	0.3	0.296	NA
1945	0.831	0.606	NA	0.943	0.534	0.423	0.404	0.582	0.568	0.62	0.426	0.232	0.274	0.481	0.275	0.4	NA
1946	0.218	0.161	NA	0.582	0.334	0.257	0.19	0.343	0.265	0.244	0.211	0.086	0.1	0.209	0.064	0.08	NA
1947	0.653	0.495	NA	0.521	0.389	0.366	0.292	0.387	0.202	0.475	0.327	0.228	0.213	0.251	0.214	0.205	NA
1948	0.844	0.679	NA	0.722	0.616	0.551	0.468	0.613	0.373	0.689	0.473	0.52	0.482	0.316	0.395	0.382	NA
1949	0.798	0.846	NA	0.637	0.49	0.478	0.383	0.555	0.4	0.751	0.43	0.48	0.456	0.363	0.209	0.232	NA
1950	0.645	0.732	NA	0.589	0.314	0.224	0.178	0.352	0.174	0.597	0.391	0.139	0.104	0.217	0.141	0.133	NA
1951	0.469	0.614	NA	0.298	0.268	0.176	0.13	0.294	0.161	0.176	0.034	0	0.059	0.191	0.063	0.158	NA
1952	0.904	0.797	NA	0.639	0.68	0.578	0.455	0.61	0.462	0.797	0.592	0.053	0.404	0.396	0.39	0.456	NA
1953	0.662	0.499	NA	0.78	0.346	0.293	0.178	0.317	0.206	0.58	0.291	0.381	0.239	0.214	0.264	0.287	NA
1954	0.732	0.558	NA	0.993	0.64	0.605	0.447	0.697	0.568	0.942	0.59	0.24	0.297	0.323	0.409	0.402	NA
1955	0.487	0.319	NA	0.678	0.228	0.235	0.226	0.237	0.079	0.459	0.13	0.336	0.14	0	0.088	0.217	NA
1956	0.42	0.269	NA	0.215	0.126	0.136	0.085	0.283	0.098	0.264	0	0.105	0.069	0.119	0.059	0.117	NA
1957	0.492	0.383	NA	0.799	0.587	0.628	0.476	0.702	0.464	0.793	0.572	0.07	0.326	0.373	0.407	0.32	NA
1958	0.6	0.583	NA	0.895	0.657	0.808	0.555	0.639	0.556	0.856	0.487	0.337	0.354	0.397	0.384	0.326	NA
1959	0.469	0.428	NA	0.072	0.179	0.276	0.149	0.308	0.204	0.402	0.204	0.334	0	0.058	0.021	0	NA
1960	0.723	0.515	0.453	1.269	0.701	0.879	0.472	0.758	0.712	1.211	0.724	0.399	0.375	0.403	0.385	0.521	NA
1961	0.676	0.658	0.603	0.773	0.473	0.515	0.272	0.472	0.258	0.518	0.31	0.135	0.139	0.227	0.206	0.201	NA
1962	0.809	0.729	0.297	0.535	0.569	0.543	0.378	0.527	0.37	0.544	0.397	0.257	0.276	0.16	0.193	0.199	NA
1963	0.456	0.395	0.313	0.561	0.088	0.235	0.085	0.181	0.098	0.2	0.124	0.074	0.074	0.061	0.076	0.119	NA
1964	0.724	0.677	0.354	0.721	0.241	0.474	0.224	0.537	0.426	0.593	0.418	0.336	0.335	0.21	0.287	0.199	NA
1965	1.211	1.337	0.747	1.155	0.505	0.727	0.345	0.177	0.163	0.481	0.341	0.467	0.459	0.375	0.196	0.307	0.574
1966	1.047	1.116	0.868	1.047	0.509	0.743	0.348	0.324	0.059	0.72	0.624	0.483	0.475	0.337	0.296	0.419	0.434
1967	1.085	1.093	0.962	1.367	0.528	0.813	0.5	0.353	0.193	0.647	0.432	0.457	0.471	0.57	0.376	0.52	0.375
1968	1.316	1.258	0.735	1.51	0.608	0.862	0.458	0.307	0.166	0.523	0.339	0.327	0.311	0.533	0.305	0.456	0.349
1969	1.108	1.198	0.553	1.495	0.739	0.91	0.608	0.38	0.202	1.075	0.754	0.449	0.462	0.477	0.313	0.555	0.577
1970	0.898	0.891	0.51	0.992	0.49	0.58	0.491	0.225	0.241	0.505	0.367	0.278	0.233	0.338	0.156	0.325	0.285
1971	0.767	0.769	0.617	1.02	0.501	0.541	0.5	0.224	0.131	0.677	0.322	0.286	0.305	0.287	0.197	0.386	0.368
1972	0.616	0.609	0.512	0.991	0.688	0.711	0.4	0.301	0.1	0.972	0.523	0.41	0.392	0.552	0.173	0.325	0.188
1973	0.835	0.836	0.616	0.836	0.945	0.892	0.797	0.568	0.295	0.856	0.491	0.644	0.643	0.56	0.221	0.427	0.519
1974	0.528	0.564	0.152	0.328	0.371	0.338	0.366	0.216	0.133	0.43	0.189	0.095	0.096	0.19	0.033	0.056	0.226
1975	0.77	0.915	0.329	0.624	0.578	0.629	0.677	0.261	0.248	0.775	0.527	0.438	0.435	0.499	0.23	0.385	0.522
1976	0.88	1.078	0.655	1.317	0.856	0.909	0.745	0.537	0.423	0.853	0.567	0.503	0.502	0.688	0.37	0.439	0.439
1977	0.455	0.52	0.204	0.569	0.269	0.437	0.367	0.247	0.139	0.224	0.149	0.175	0.169	0.39	0.061	0.133	0.209
1978	0.815	0.961	0.606	1	0.668	0.876	0.35	0.57	0.413	1.171	0.855	0.685	0.709	0.678	0.432	0.358	0.44
1979	0.73	0.8	0.836	1.748	0.651	0.984	0.337	0.573	0.486	1.08	0.919	0.835	0.824	0.658	0.43	0.426	0.457
1980	0.85	1.189	0.881	1.618	0.633	0.618	0.36	0.62	0.447	0.803	0.733	0.632	0.643	0.801	0.562	0.487	0.447
1981	1.096	1.357	0.444	1.728	0.622	0.631	0.22	0.436	0.299	0.824	0.787	0.463	0.482	0.694	0.361	0.353	0.265
1982	1.139	1.647	0.305	1.287	0.645	0.802	0.261	0.398	0.335	0.447	0.384	0.494	0.487	0.727	0.506	0.457	0.368
1983	1.378	1.928	0.753	2.509	0.764	0.942	0.337	0.611	0.442	0.58	0.599	0.667	0.708	0.768	0.837	0.861	0.604
1984	1.335	1.56	0.746	2.066	0.591	0.493	0.169	0.509	0.249	0.451	0.574	0.519	0.55	0.545	0.505	0.6	0.35
1985	1.123	1.504	0.687	1.233	0.64	0.781	0.307	0.657	0.496	0.616	0.693	0.658	0.657	0.442	0.559	0.521	0.508
1986	0.84	1.134	0.605	1.36	0.708	0.822	0.377	0.523	0.353	0.702	0.722	0.57	0.601	0.539	0.5	0.378	0.472
1987	0.893	1.017	0.39	1.311	0.596	0.691	0.304	0.455	0.289	0.548	0.727	0.383	0.348	0.357	0.4	0.28	0.389
1988	1.184	1.324	0.701	1.24	0.773	0.962	0.492	0.463	0.39	0.532	0.526	0.478	0.494	0.525	0.625	0.432	0.558
1989	0.5	0.534	0.295	0.568	0.413	0.339	0.187	0.232	0.157	0.232	0.154	0.089	0.073	0.071	0.058	0.046	0.148
1990	0.722	0.745	0.418	1.141	0.395	0.297	0.193	0.22	0.189	0.228	0.208	0.052	0.063	0.18	0.189	0.16	0.261
1991	0.546	0.443	0.197	0.529	0.586	0.452	0.351	0.347	0.344	0.356	0.486	0.28	0.305	0.17	0.248	0.162	0.297
