# Black - Klickitat - PSME - ITRDB OR125
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38228
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38228.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or125-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/or125.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/or125.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-06-14
#--------------------
# File_Last_Modified_Date
#   Date: 2023-06-14
#--------------------
# Title
#   Study_Name: Black - Klickitat - PSME - ITRDB OR125
#--------------------
# Investigators
#   Investigators: Black, Bryan A.; Struble, William T.; Wetherell, Logan; Roering, Joshua J.
#--------------------
# Description_Notes_and_Keywords
#   Description: trees drowned in a lake formed when a landslide impounded a stream
#--------------------
# Publication
#   Authors: Struble, William T.; Joshua J. Roering; Bryan A. Black; William J. Burns; Nancy Calhoun; Logan Wetherell
#   Published_Date_or_Year: 2020
#   Published_Title: Dendrochronological dating of landslides in western Oregon: Searching for signals of the Cascadia A.D. 1700 earthquake
#   Journal_Name: Missing Journal Name
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1130/B35269.1
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Struble, William T.; Joshua J. Roering; William J. Burns; Nancy C. Calhoun; Logan R. Wetherell; Bryan A. Black
#   Published_Date_or_Year: 2021
#   Published_Title: The Preservation of Climate‐Driven Landslide Dams in Western Oregon
#   Journal_Name: J. Geophys. Res. Earth Surf.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1029/2020JF005908
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: United States Geological Survey National Earthquake Hazard Reduction Program
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Klickitat
#   Location: Oregon
#   Northernmost_Latitude: 44.48
#   Southernmost_Latitude: 44.48
#   Easternmost_Longitude: -123.659
#   Westernmost_Longitude: -123.659
#   Elevation_m: 369
#--------------------
# Data_Collection
#   Collection_Name: OR125
#   First_Year: 1437
#   Last_Year: 1750
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KLT02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KLT06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KLT06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KLT02A_raw	KLT02B_raw	KLT03A_raw	KLT03B_raw	KLT04A_raw	KLT04B_raw	KLT06A_raw	KLT06B_raw
1437	NA	NA	NA	NA	NA	NA	11.88	NA
1438	NA	NA	NA	NA	NA	NA	8.79	11.82
1439	NA	NA	NA	NA	NA	NA	9.45	8.77
1440	NA	NA	NA	NA	NA	NA	7.44	9.42
1441	NA	NA	NA	NA	NA	NA	5.52	7.4
1442	NA	NA	NA	NA	NA	NA	6.74	5.52
1443	NA	NA	NA	NA	NA	NA	3.61	6.65
1444	NA	NA	NA	NA	NA	NA	3.54	3.56
1445	NA	NA	NA	NA	NA	NA	3.26	3.41
1446	NA	NA	NA	NA	NA	NA	2.28	3.24
1447	NA	NA	NA	NA	NA	NA	3.74	2.33
1448	NA	NA	NA	NA	NA	NA	1.59	3.76
1449	NA	NA	NA	NA	NA	NA	2.13	3.68
1450	NA	NA	NA	NA	NA	NA	2.91	2.9
1451	NA	NA	NA	NA	NA	NA	3.35	3.27
1452	NA	NA	NA	NA	NA	NA	3.37	3.42
1453	NA	NA	NA	NA	NA	NA	3.9	3.75
1454	NA	NA	NA	NA	NA	NA	2.66	2.88
1455	NA	NA	NA	NA	NA	NA	2.62	2.28
1456	NA	NA	NA	NA	NA	NA	2.91	2.38
1457	NA	NA	NA	NA	NA	NA	3.33	3.23
1458	NA	NA	NA	NA	NA	NA	3.36	3.35
1459	NA	NA	NA	NA	NA	NA	3.41	3.14
1460	NA	NA	NA	NA	NA	NA	3.31	2.45
1461	NA	NA	NA	NA	NA	NA	2.87	2.26
1462	NA	NA	NA	NA	NA	NA	2.42	2.26
1463	NA	NA	NA	NA	NA	NA	2.75	2.54
1464	NA	NA	NA	NA	NA	NA	3.29	2.92
1465	NA	NA	NA	NA	NA	NA	3.18	2.63
1466	NA	NA	NA	NA	NA	NA	2.44	2.37
1467	NA	NA	NA	NA	NA	NA	2.44	2.45
1468	NA	NA	NA	NA	NA	NA	2.32	2.25
1469	NA	NA	NA	NA	NA	NA	2.64	2.17
1470	NA	NA	NA	NA	NA	NA	2.63	2.33
1471	NA	NA	NA	NA	NA	NA	2.9	2.43
1472	NA	NA	NA	NA	NA	NA	2.63	2.15
1473	NA	NA	NA	NA	NA	NA	2.82	2.49
1474	NA	NA	NA	NA	NA	NA	1.94	1.84
1475	NA	NA	NA	NA	NA	NA	1.62	1.56
1476	NA	NA	NA	NA	NA	NA	2.12	1.94
1477	NA	NA	NA	NA	NA	NA	2.53	2.45
1478	NA	NA	NA	NA	NA	NA	1.97	1.85
1479	NA	NA	NA	NA	NA	NA	2	2.03
1480	NA	NA	NA	NA	NA	NA	2.19	2.12
1481	NA	NA	NA	NA	NA	NA	2.07	2.31
1482	NA	NA	NA	NA	NA	NA	2.51	2.62
1483	NA	NA	NA	NA	NA	NA	2.1	2.56
1484	NA	NA	NA	NA	NA	NA	2.22	2.11
1485	NA	NA	NA	NA	NA	NA	2.34	2.13
1486	NA	NA	NA	NA	NA	NA	1.06	0.84
1487	NA	NA	NA	NA	NA	NA	1.57	1.3
1488	NA	NA	NA	NA	NA	NA	1.94	1.78
1489	NA	NA	NA	NA	NA	NA	1.87	2
1490	NA	NA	NA	NA	NA	NA	1.67	1.59
1491	NA	NA	NA	NA	NA	NA	1.55	1.6
1492	NA	NA	NA	NA	NA	NA	1.68	1.76
1493	NA	NA	NA	NA	NA	NA	1.79	1.84
1494	NA	NA	NA	NA	NA	NA	1.96	1.79
1495	NA	NA	NA	NA	NA	NA	1.96	1.94
1496	NA	NA	NA	NA	NA	NA	2.58	2.74
1497	NA	NA	NA	NA	NA	NA	2.47	2.45
1498	NA	NA	NA	NA	NA	NA	2.15	2.17
1499	NA	NA	NA	NA	NA	NA	2.36	2.19
1500	NA	NA	NA	NA	NA	NA	2.56	2.63
1501	NA	NA	NA	NA	NA	NA	2.08	2.3
1502	NA	NA	NA	NA	NA	NA	2.61	2.62
1503	NA	NA	NA	NA	NA	NA	3.7	3.74
1504	NA	NA	NA	NA	NA	NA	2.53	2.99
1505	NA	NA	NA	NA	NA	NA	2.59	2.85
1506	NA	NA	NA	NA	NA	NA	2.25	2.54
1507	NA	NA	NA	NA	NA	NA	2.79	3.12
1508	2.21	2.26	NA	NA	NA	NA	1.99	2.44
1509	1.75	1.87	NA	NA	NA	NA	1.63	1.84
1510	1.81	1.92	NA	NA	NA	NA	2.17	2.09
1511	1.55	1.61	NA	NA	NA	NA	1.55	1.59
1512	1.29	1.23	NA	NA	NA	NA	1.51	1.71
1513	1.23	1	NA	NA	NA	NA	1.68	1.73
1514	1.2	1.3	NA	NA	NA	NA	1.68	1.75
1515	1.38	1.43	NA	NA	NA	NA	2.02	2.19
1516	1.21	1.47	NA	NA	NA	NA	1.94	1.85
1517	1.46	1.51	2.71	2.86	NA	NA	2.46	2.29
1518	1.69	1.6	2.9	2.74	NA	NA	2.56	2.69
1519	2.01	1.75	3.62	3.53	NA	NA	3.1	3.24
1520	2.26	2.19	3.17	3.18	NA	NA	2.44	2.33
1521	2.42	2.42	3.06	2.98	NA	NA	2.57	2.44
1522	1.99	1.99	2.44	2.43	NA	NA	2.38	1.89
1523	1.96	1.88	2.8	2.88	NA	NA	2.12	1.73
1524	1.81	1.78	2.24	2.34	NA	NA	2.2	1.98
1525	1.66	1.78	2.68	2.67	NA	NA	2.04	1.86
1526	2.16	1.92	2.7	2.58	NA	NA	2.51	1.91
1527	2.32	2.22	4.4	4.41	NA	NA	2.34	1.84
1528	3.2	3.63	4.24	4.31	NA	NA	2.89	2.76
1529	2.91	3.04	2.34	2.31	NA	NA	1.99	2.31
