# Maxwell - Missouri Ozark Site Flux Tower - ACSH - ITRDB MO079
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30578
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30578.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo079-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mo079-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo079.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mo079.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Missouri Ozark Site Flux Tower - ACSH - ITRDB MO079
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Kannenberg, S.A.; Mandra, T.E.; Novick, K.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Tessa E. Mandra, Koong Yi, Steven A. Kannenberg, Tsun Fung Au, Scott M. Robeson, Neil Pederson, Peter E. Sauer, Kimberly A. Novick
#   Journal_Name: Journal of Geophysical Research: Biogeosciences
#   Published_Title: Higher CO2 Concentrations and Lower Acidic Deposition Have Not Changed Drought Response in Tree Growth But Do Influence iWUE in Hardwood Trees in the Midwestern United States
#   Published_Date_or_Year: 2019
#   Volume: 124
#   Pages: 3798-3813
#   Issue: 12
#   Report_Number: 
#   DOI: 10.1029/2019JG005298
#   Full_Citation: None
#   Abstract: Several important environmental influences of tree growth and carbon sequestration have changed over the past several decades in eastern North America, specifically, more frequent pluvial conditions, increased carbon dioxide (CO2) concentrations, and decreased acidic deposition. These factors could lead to changes in the relationship between tree growth and water availability, and perhaps even decouple the two, having large implications on how future climate change will impact forest productivity and carbon sequestration. Here, we examine the concurrent influence of the climatic water balance (precipitation minus potential evapotranspiration), CO2 concentrations, and sulfate and nitrogen deposition on radial tree growth, carbon isotopes, and intrinsic water-use efficiency (iWUE) for several hardwood tree species in the Midwestern United States. We found that when considering the simultaneous influence of these factors, the climatic water balance is the dominant influence on annual growth. Therefore, the recent pluvial period is the primary cause of the weakening relationship between radial growth and water availability. Even during pluvial periods, water availability is the primary control on growth, with increasing CO2 concentrations and decreased SO4 deposition being secondary factors. Importantly, the weakening in the climate-growth relationship is species specific, with Acer species having stable relationships with the climatic water balance, Liriodendron tulipifera showing a strengthening relationship, and Quercus species and Populus grandidentata exhibiting weakening. Thus, interannual variations in soil moisture unevenly impact tree growth and carbon sequestration. Our findings suggest that, despite recent pluvial conditions, increasing CO2 concentrations and decreasing acidic deposition have not buffered the impact of water availability on tree growth and carbon sequestration.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Missouri Ozark Site Flux Tower
#   Location: Missouri
#   Northernmost_Latitude: 38.7441
#   Southernmost_Latitude: 38.7441
#   Easternmost_Longitude: -92.2
#   Westernmost_Longitude: -92.2
#   Elevation_m: 230
#--------------------
# Data_Collection
#   Collection_Name: MO079
#   First_Year: 1894
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MOACS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MOACS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MOACS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MOACS02A_raw	MOACS02B_raw	MOACS03A_raw	MOACS03B_raw	MOACS04A_raw	MOACS04B_raw	MOACS05A_raw	MOACS05B_raw	MOACS07A_raw	MOACS07B_raw	MOACS08A_raw	MOACS08B_raw	MOACS09A_raw	MOACS09B_raw	MOACS10A_raw
1894	NA	NA	NA	NA	NA	NA	NA	0.634	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	0.764	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	1.127	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	0.823	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	0.463	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	3.659	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	3.105	2.797	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	2.571	2.111	NA	NA	NA	NA	1.756	NA	NA
1903	NA	NA	NA	NA	NA	NA	1.733	1.45	0.836	NA	NA	NA	0.839	NA	NA
1904	NA	NA	NA	NA	NA	NA	1.56	0.848	0.315	NA	NA	NA	1.004	NA	1.078
1905	NA	NA	NA	NA	NA	NA	1.614	2.095	1.267	NA	NA	NA	0.658	NA	0.592
1906	NA	NA	NA	1.263	NA	NA	1.671	1.516	1.295	NA	NA	NA	0.481	NA	0.416
1907	NA	NA	NA	0.825	NA	NA	1.047	1.227	1.338	NA	NA	NA	0.865	1.679	1.16
1908	NA	NA	NA	3.103	NA	NA	0.593	1.441	1.249	NA	NA	NA	0.797	0.538	0.654
1909	NA	NA	NA	1.649	4.525	NA	2.105	1.056	1.552	NA	NA	NA	0.421	0.732	0.993
1910	NA	NA	NA	0.401	2.632	NA	0.618	0.655	0.837	NA	1.836	NA	0.676	1.214	1.24
1911	NA	NA	NA	2.742	1.064	NA	1.401	2.215	1.18	NA	1.928	NA	0.447	1.203	0.501
1912	NA	NA	NA	0.806	2.029	NA	2.05	0.807	0.35	NA	1.192	NA	0.624	0.762	0.853
1913	NA	NA	NA	1.042	2.027	NA	3.218	1.931	0.913	NA	0.721	NA	0.185	0.868	0.328
1914	NA	NA	NA	3.329	1.409	NA	0.998	6.901	3.571	NA	0.174	NA	0.345	1.302	0.343
1915	NA	NA	NA	1.771	3.702	NA	1.173	3.183	1.568	NA	1.323	NA	1.401	2.169	1.826
1916	NA	NA	3.116	1.147	2.171	NA	1.443	1.598	0.853	NA	0.299	NA	0.924	1.065	0.951
1917	NA	NA	1.985	0.578	1.853	NA	0.781	0.866	0.712	NA	0.573	NA	0.685	1.162	0.842
1918	NA	NA	1.477	1.239	1.403	NA	1.541	1.819	1.332	NA	1.779	NA	0.515	0.655	0.473
1919	NA	NA	1.908	0.753	2.385	NA	0.863	2.674	0.406	NA	1.164	NA	1.562	1.942	0.96
1920	1.338	NA	0.52	1.272	0.736	NA	0.979	1.165	0.429	NA	0.925	NA	0.734	1.217	0.407
1921	2.295	NA	1.471	0.474	1.243	NA	1.346	0.961	0.714	NA	0.386	NA	1.128	1.538	0.696
1922	1.933	NA	0.751	1.172	1.045	NA	2.257	1.401	1.079	NA	1.473	NA	0.638	1.154	0.381
1923	1.148	NA	1.852	1.357	1.725	NA	1.309	2.568	0.444	1.487	0.818	NA	1.308	2.753	0.904
1924	1.79	NA	2.22	1.176	1.969	NA	1.832	3.465	0.835	1.37	1.04	NA	1.652	2.655	1.053
1925	1.435	2.314	1.365	0.463	1.06	NA	2.111	2.256	0.771	2.278	0.675	NA	0.765	1.398	0.294
1926	2.29	3.735	1.443	1.044	1.181	NA	1.977	2.201	0.812	1.363	1.085	NA	1.56	1.939	0.598
1927	2.206	2.681	1.465	1	1.341	NA	2.215	1.663	1.011	1.142	1.403	NA	2.023	2.165	0.757
1928	0.879	1.354	1.505	1.35	1.77	NA	2.627	1.776	1.073	1.913	1.283	NA	1.446	1.433	1.254
1929	1.021	1.464	1.713	0.825	1.624	NA	2.411	2.134	1.047	1.408	0.926	NA	1.401	1.413	1.243
1930	1.035	3.142	1.184	1.155	1.254	NA	1.696	2.084	0.703	1.171	0.436	NA	1.517	1.361	0.712
1931	0.76	1.581	1.388	0.928	0.855	NA	1.398	1.366	1.06	0.923	1.367	NA	1.174	1.035	0.835
1932	0.53	0.794	1.724	0.72	1.347	1.312	2.121	2.128	1.269	1.376	1.256	NA	1.607	1.494	1.579
1933	2.382	3.523	0.819	0.77	0.644	0.591	0.941	1.277	0.511	1.186	1.49	NA	1.031	0.796	0.879
1934	0.243	0.997	0.594	0.576	0.419	0.427	0.503	0.514	0.597	0.895	1.278	NA	0.787	0.967	0.693
1935	0.297	0.796	2.269	2.508	1.67	1.914	1.173	1.4	1.686	2.313	2.176	NA	1.924	2.051	1.109
1936	0.86	0.952	0.568	0.503	0.822	0.896	0.591	0.708	0.437	0.495	0.645	NA	0.466	0.872	0.707
1937	1.216	2.795	1.36	1.04	1.013	1.195	0.958	0.792	1.826	1.315	3.393	1.378	0.634	0.983	1.005
1938	0.488	1.79	0.799	0.693	1.576	1.728	0.857	1.147	1.638	1.898	0.733	1.146	0.73	0.725	1.322
1939	0.359	2.339	0.666	0.392	0.848	1.323	1.052	1.114	0.884	1.168	1.346	0.945	0.562	0.714	0.385
1940	1.04	2.828	1.067	0.657	1.094	1.37	1.471	1.43	1.063	1.249	1.468	1.033	0.982	1.197	0.565
1941	0.926	4.116	0.654	0.355	0.84	1.34	0.926	1.307	0.788	1.196	0.784	1.531	0.768	1.039	0.615
1942	2.194	2.329	1.183	0.592	1.313	1.904	1.469	1.347	1.611	1.378	0.959	1.764	1.379	1.623	0.788
1943	0.929	1.823	1.746	0.494	0.621	1.069	1.03	1.13	0.712	0.79	1.166	1.417	1.125	1.221	0.525
1944	0.835	2.499	1.391	0.661	0.761	0.932	1.04	0.924	0.819	0.562	2.432	1.164	0.998	0.966	0.588
1945	1.146	1.672	2.087	1.682	0.909	1.064	0.804	0.575	2.136	1.816	3.182	3.537	1.817	2.752	1.865
1946	0.794	3.552	1.28	0.975	1.003	0.976	0.836	0.859	1.028	1.078	2.089	1.726	1.265	2.015	1.279
1947	1.744	1.12	2.267	2.216	1.803	1.741	2.199	1.76	1.623	2.638	4.446	2.649	1.991	3.232	1.942
1948	0.766	2.672	2.132	1.401	2.163	2.014	2.214	0.736	0.724	0.488	2.042	1.971	1.825	3.024	1.976
1949	1.682	3.52	1.073	1.494	1.139	0.891	1.983	0.723	0.729	0.711	3.087	1.538	1.87	2.167	1.544
1950	1.019	1.81	1.144	0.86	0.729	0.456	1.361	1.114	0.367	1.173	1.522	1.05	1.327	1.847	0.867
1951	3.118	3.963	1.364	0.932	1.331	1.434	1.342	0.5	0.189	1.149	1.538	1.815	1.349	1.941	1.139
1952	1.096	1.38	0.644	0.51	1.009	0.679	0.768	0.75	0.783	0.422	0.855	0.692	0.658	0.853	0.432
1953	0.982	1.044	1.518	0.753	1.03	0.987	0.977	0.719	0.61	0.892	0.442	0.698	1.093	1.083	0.656
1954	1.582	1.701	1.924	0.842	1.196	1.249	0.908	0.599	0.61	0.957	0.697	1.218	1.384	2.01	1.141
1955	2.037	2.385	2.312	1.245	0.882	0.589	0.88	0.87	0.882	1.01	0.934	1.635	1.895	3.278	1.59
1956	1.236	1.573	0.845	0.283	0.497	0.359	0.348	0.813	0.809	0.267	0.685	0.44	1.156	1.111	0.99
1957	1.542	1.816	0.715	0.46	0.588	0.461	0.287	0.58	0.255	0.254	0.554	0.623	0.917	0.941	0.633
1958	2.34	3.454	0.631	0.292	0.521	0.383	0.449	0.496	0.242	0.264	0.442	0.445	1.004	0.762	0.453
1959	1.31	1.835	0.835	0.536	0.63	0.659	0.343	0.382	0.333	0.514	0.794	0.547	0.724	0.915	0.312
1960	1.712	2.092	0.934	0.368	0.8	0.722	0.526	0.354	0.423	1.733	0.784	1.376	2.104	2.033	1.1
1961	1.542	2.239	1.241	0.717	1.497	0.759	0.296	0.397	0.338	0.635	1.038	1.171	2	2.072	0.987
