# O'Brien - Los Alamos New Mexico - PIPO - ITRDB NM044
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4077
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4077.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm044-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nm044-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/mexico/nm044.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nm044.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: O'Brien - Los Alamos New Mexico - PIPO - ITRDB NM044
#--------------------
# Investigators
#   Investigators: O'Brien, D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Los Alamos New Mexico
#   Location: New Mexico
#   Northernmost_Latitude: 35.87
#   Southernmost_Latitude: 35.87
#   Easternmost_Longitude: -106.3
#   Westernmost_Longitude: -106.3
#   Elevation_m: 2164
#--------------------
# Data_Collection
#   Collection_Name: NM044
#   First_Year: 1513
#   Last_Year: 1969
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 642011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 642091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 642091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	642011_raw	642021_raw	642031_raw	642041_raw	642051_raw	642062_raw	642071_raw	642081_raw	642091_raw
1513	NA	NA	NA	NA	NA	NA	NA	0.54	NA
1514	NA	NA	NA	NA	NA	NA	NA	0.44	NA
1515	NA	NA	NA	NA	NA	NA	NA	0.42	NA
1516	NA	NA	NA	NA	NA	NA	NA	0.11	NA
1517	NA	NA	NA	NA	NA	NA	NA	0.19	NA
1518	NA	NA	NA	NA	NA	NA	NA	0.48	NA
1519	NA	NA	NA	NA	NA	NA	NA	0.41	NA
1520	NA	NA	NA	NA	NA	NA	NA	0.58	NA
1521	NA	NA	NA	NA	NA	NA	NA	0.66	NA
1522	NA	NA	NA	NA	NA	NA	NA	0.12	NA
1523	NA	NA	NA	NA	NA	NA	NA	0.07	NA
1524	NA	NA	NA	NA	NA	NA	NA	0.07	NA
1525	NA	NA	NA	NA	NA	NA	NA	0.12	NA
1526	NA	NA	NA	NA	NA	NA	NA	0.18	NA
1527	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1528	NA	NA	NA	NA	NA	NA	NA	0.18	NA
1529	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1530	NA	NA	NA	NA	NA	NA	NA	0.33	NA
1531	NA	NA	NA	NA	NA	NA	NA	0.23	NA
1532	NA	NA	NA	NA	NA	NA	NA	0.21	NA
1533	NA	NA	NA	NA	NA	NA	NA	0.32	NA
1534	NA	NA	NA	NA	NA	NA	NA	0.3	NA
1535	NA	NA	NA	NA	NA	NA	NA	0.18	NA
1536	NA	NA	NA	NA	NA	NA	NA	0.29	NA
1537	NA	NA	NA	NA	NA	NA	NA	0.4	NA
1538	NA	NA	NA	NA	NA	NA	NA	0.49	NA
1539	NA	NA	NA	NA	NA	NA	NA	0.38	NA
1540	NA	NA	NA	NA	NA	NA	NA	0.56	NA
1541	NA	NA	NA	NA	NA	NA	NA	0.69	NA
1542	NA	NA	NA	NA	NA	NA	NA	0.2	NA
1543	NA	NA	NA	NA	0.78	NA	NA	0.65	NA
1544	NA	NA	NA	NA	0.77	NA	NA	0.37	NA
1545	NA	NA	NA	NA	0.87	NA	NA	0.34	NA
1546	NA	NA	NA	NA	0.69	NA	NA	0.37	NA
1547	NA	NA	NA	NA	0.55	NA	NA	0.32	NA
1548	NA	NA	NA	NA	0.66	NA	NA	0.23	NA
1549	NA	NA	NA	NA	0.16	NA	NA	0.18	NA
1550	NA	NA	NA	NA	0.95	NA	NA	0.49	NA
1551	NA	NA	NA	NA	0.51	NA	NA	0.48	NA
1552	NA	NA	NA	NA	0.79	NA	NA	0.43	NA
1553	NA	NA	NA	NA	0.79	NA	NA	0.5	NA
1554	NA	NA	NA	NA	1.32	NA	NA	0.54	NA
1555	NA	NA	NA	NA	0.94	NA	NA	0.64	NA
1556	NA	NA	NA	NA	0.56	NA	NA	0.48	NA
1557	NA	NA	NA	NA	0.61	NA	NA	0.57	NA
1558	NA	NA	NA	NA	0.28	NA	NA	0.53	NA
1559	NA	NA	NA	NA	0.45	NA	NA	0.54	NA
1560	NA	NA	NA	NA	0.07	NA	NA	0.27	NA
1561	NA	NA	NA	NA	0.36	NA	NA	0.45	NA
1562	NA	NA	NA	NA	0.17	NA	NA	0.39	NA
1563	NA	NA	NA	NA	0.47	NA	NA	0.42	NA
1564	NA	NA	NA	NA	0.68	NA	NA	0.61	NA
1565	NA	NA	NA	NA	0.61	NA	NA	0.96	NA
1566	NA	NA	NA	NA	0.4	NA	NA	0.58	NA
1567	NA	NA	NA	NA	0.3	NA	NA	0.49	NA
1568	NA	NA	NA	NA	0.51	NA	NA	0.7	NA
1569	NA	NA	NA	NA	0.83	NA	NA	0.92	NA
1570	NA	NA	NA	NA	0.69	NA	NA	0.9	NA
1571	NA	NA	NA	NA	0.52	NA	NA	0.87	NA
1572	NA	NA	NA	NA	0.73	NA	NA	1.01	NA
1573	NA	NA	NA	NA	0.04	NA	NA	0.35	NA
1574	NA	NA	NA	NA	0.41	NA	NA	0.59	NA
1575	NA	NA	NA	NA	0.54	NA	NA	0.83	NA
1576	NA	NA	NA	NA	0.5	NA	NA	0.54	NA
1577	NA	NA	NA	NA	0.69	NA	NA	0.78	NA
1578	NA	NA	NA	NA	0.64	NA	NA	0.55	NA
1579	NA	NA	NA	NA	0.19	NA	NA	0.34	NA
1580	NA	NA	NA	NA	0	NA	NA	0.21	NA
1581	NA	NA	NA	NA	0.2	NA	NA	0.34	NA
1582	NA	NA	NA	NA	0.39	NA	NA	0.41	NA
1583	NA	NA	NA	NA	0	NA	NA	0.23	NA
1584	NA	NA	NA	NA	0.59	NA	NA	0.49	NA
1585	NA	NA	NA	NA	0	NA	NA	0.07	NA
1586	NA	NA	NA	NA	0.74	NA	NA	0.55	NA
1587	NA	NA	NA	NA	0.73	NA	NA	0.74	NA
1588	NA	NA	NA	NA	0.78	NA	NA	0.75	NA
1589	NA	NA	NA	NA	0.12	NA	NA	0.82	NA
1590	NA	NA	NA	NA	0	NA	NA	0.28	NA
1591	NA	NA	NA	NA	0.65	NA	NA	0.43	NA
