# Pederson - Prospect Mountain - QURU - ITRDB NY036
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13975
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13975.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny036-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny036-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny036.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny036.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-28
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-28
#--------------------
# Title
#   Study_Name: Pederson - Prospect Mountain - QURU - ITRDB NY036
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Mashig, E.; Frank, D.C.(https://orcid.org/0000-0001-5463-5640)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
#   Authors: 
#   Journal_Name: Dendrochronologia
#   Published_Title: The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species
#   Published_Date_or_Year: 2004
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Pederson, N., E.R. Cook, G.C. Jacoby, D.M. Peteet, and K.L. Griffin. 2004. The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species. Dendrochronologia 22: 7-29
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prospect Mountain
#   Location: New York
#   Northernmost_Latitude: 43.43
#   Southernmost_Latitude: 43.43
#   Easternmost_Longitude: -73.92
#   Westernmost_Longitude: -73.92
#   Elevation_m: 305
#--------------------
# Data_Collection
#   Collection_Name: NY036
#   First_Year: 1816
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus rubra L.
#   Common_Name: red oak
#   Tree_Species_Code: QURU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SO01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO19a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO19a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO21a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO21a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO21b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO21b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO22a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO22a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO23a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO23a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SO23b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SO23b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SO01a_raw	SO02a_raw	SO03a_raw	SO03b_raw	SO04a_raw	SO05a_raw	SO06a_raw	SO07a_raw	SO07b_raw	SO08a_raw	SO09a_raw	SO09b_raw	SO10a_raw	SO10b_raw	SO11a_raw	SO12a_raw	SO13a_raw	SO14a_raw	SO14b_raw	SO15b_raw	SO19a_raw	SO20a_raw	SO20b_raw	SO21a_raw	SO21b_raw	SO22a_raw	SO23a_raw	SO23b_raw
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	0.847	NA	NA	NA	NA	NA	NA	NA	NA	1.743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	1.104	NA	NA	NA	NA	NA	NA	NA	NA	1.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	1.777	NA	NA	NA	1.496	NA	NA	NA	NA	1.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	1.492	NA	NA	NA	1.573	NA	NA	NA	NA	1.234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	1.497	NA	NA	NA	1.516	NA	NA	NA	NA	1.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	2.431	1.914	NA	NA	NA	1.814	NA	NA	NA	NA	1.412	NA	NA	NA	NA	NA	NA	1.463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	2.718	1.777	NA	NA	NA	1.643	NA	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	2.069	1.298	NA	NA	NA	1.184	NA	NA	NA	NA	1.399	NA	NA	NA	NA	NA	NA	0.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	1.889	1.175	NA	NA	NA	0.987	NA	NA	NA	NA	1.187	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	2.22	1.56	NA	NA	NA	1.322	NA	NA	NA	NA	1.116	NA	NA	NA	NA	NA	NA	0.768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	1.447	1.223	NA	NA	NA	0	NA	NA	NA	NA	1.347	NA	NA	NA	NA	NA	NA	0.621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	1.159	1.01	NA	NA	NA	1.05	NA	NA	NA	NA	0.922	NA	NA	NA	NA	NA	NA	0.585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	1.534	2.041	NA	NA	NA	1.109	NA	NA	NA	NA	1.049	NA	NA	NA	NA	NA	NA	0.866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	1.45	1.75	NA	NA	NA	0.973	NA	NA	NA	NA	1.062	NA	NA	NA	NA	NA	NA	1.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	2.161	2.379	NA	NA	NA	1.897	NA	NA	NA	NA	1.023	NA	NA	NA	NA	NA	NA	0.272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	1.829	2.034	NA	NA	NA	1.829	NA	NA	NA	NA	1.358	NA	NA	NA	NA	NA	1.463	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	1.64	1.426	NA	NA	NA	1.144	NA	NA	NA	NA	1.236	NA	NA	NA	NA	NA	1.9	0.281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	2.093	1.01	NA	NA	NA	0.849	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	1.944	0.977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	1.665	1.095	NA	NA	1.601	0.86	NA	NA	NA	NA	1.697	NA	NA	NA	NA	NA	1.851	1.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	1.838	1.106	NA	NA	1.813	0.922	NA	NA	NA	NA	1.878	NA	NA	NA	NA	NA	2.168	1.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	1.185	0.819	NA	NA	0.97	0.694	NA	NA	NA	NA	1.217	1.093	NA	NA	NA	NA	1.206	0.716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	2.394	1.402	NA	NA	1.699	1.184	NA	NA	NA	NA	2.42	1.6	NA	NA	NA	2.38	2.121	1.581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	2.42	1.656	NA	NA	1.579	1.509	NA	NA	NA	NA	2.139	1.24	NA	NA	NA	2.874	2.909	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	1.799	1.583	NA	NA	1.282	1.592	NA	NA	NA	NA	1.321	1.059	NA	NA	1.202	2.361	2.034	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	2.206	1.513	NA	NA	1.48	1.375	NA	NA	NA	NA	0.976	0.65	NA	NA	1.03	2.885	0	1.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	2.402	1.759	NA	NA	1.455	1.684	NA	NA	NA	NA	1.625	1.325	NA	NA	1.293	3.048	0	1.454	NA	1.664	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.166	0.978	NA	NA	1.192	0.865	NA	NA	NA	NA	1.001	1.167	NA	NA	0.998	1.809	0	0.856	NA	0.957	NA	NA	3.214	NA	NA	NA	NA	NA
1856	1.363	1.312	NA	NA	1.203	1.33	NA	NA	NA	1.899	0.993	1.014	NA	NA	1.543	2.274	0	1.859	NA	1.385	NA	NA	2.758	NA	NA	NA	NA	NA
1857	1.782	1.409	NA	NA	1.093	1.395	NA	NA	NA	2.236	1.25	1.125	NA	NA	1.476	2.477	2.807	2.004	NA	1.605	NA	NA	2.164	NA	NA	NA	NA	NA
1858	1.585	1.588	NA	NA	0.845	1.659	NA	NA	NA	2.144	1.218	1.029	NA	NA	0.978	2.062	2.474	1.618	NA	1.372	NA	NA	1.432	NA	NA	NA	NA	NA
1859	1.414	1.419	NA	NA	0.871	1.523	NA	NA	NA	1.889	1.087	1.092	NA	NA	1.059	1.79	2.045	1.685	NA	1.156	NA	NA	1.762	NA	NA	NA	NA	NA
1860	1.341	1.451	NA	NA	0.63	1.569	NA	NA	NA	1.619	0.996	0.947	NA	NA	0.938	2.052	1.832	1.451	NA	1.403	NA	NA	1.91	NA	NA	NA	NA	NA
1861	1.625	1.85	NA	NA	0.708	1.966	NA	NA	NA	1.687	1.327	0.98	NA	NA	0.929	2.269	2.001	1.576	NA	1.176	NA	NA	2.384	NA	NA	NA	NA	NA
1862	1.507	1.666	NA	NA	1.069	1.75	NA	NA	NA	1.754	1.198	0.932	NA	NA	0.874	1.82	1.84	1.724	NA	1.095	NA	NA	2.265	NA	NA	NA	NA	NA
1863	1.321	1.515	NA	NA	1.115	1.711	NA	NA	NA	1.413	1.375	1.114	NA	NA	0.777	1.593	1.776	1.661	NA	1.046	NA	NA	2.035	NA	NA	NA	NA	NA
1864	1.224	1.153	NA	NA	0.996	1.271	NA	NA	NA	1.389	0.897	0.881	NA	NA	0.829	1.562	1.287	1.208	NA	0.741	NA	NA	1.081	NA	NA	NA	NA	NA
1865	1.84	2.016	NA	NA	0.986	2.091	NA	NA	NA	1.598	0.926	0.968	NA	NA	1.189	2.135	1.76	1.723	NA	1.458	NA	NA	1.177	NA	NA	NA	NA	NA
1866	1.427	1.313	NA	NA	1.224	1.494	NA	NA	NA	1.457	1.115	0.975	NA	NA	0.82	1.642	1.469	1.742	NA	0.961	NA	NA	0.401	NA	NA	NA	NA	NA
1867	1.346	1.247	NA	NA	1.385	1.261	NA	NA	NA	1.48	0.904	0.775	NA	NA	0.801	1.579	1.374	1.777	NA	0.926	NA	NA	0.416	NA	NA	NA	NA	NA
1868	1.383	1.21	NA	NA	1.36	1.37	NA	NA	NA	1.361	1.087	0.913	NA	NA	0.828	1.65	1.676	1.976	NA	1.371	NA	NA	1.201	NA	NA	NA	NA	NA
1869	1.452	1.397	NA	NA	1.625	1.451	NA	NA	NA	1.618	1.4	1.05	NA	NA	1.043	2.209	1.756	2.201	NA	1.864	NA	NA	1.704	NA	NA	NA	NA	NA
1870	0.899	0.973	NA	NA	1.167	0.935	NA	NA	NA	1.159	0.833	0.737	NA	NA	0.602	1.605	1.183	1.728	NA	0.814	NA	NA	1.003	NA	NA	NA	NA	NA
