# Maxwell - Babler State Park - CYOV - ITRDB MO082
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34657
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34657.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo082-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mo082-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo082.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mo082.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Babler State Park - CYOV - ITRDB MO082
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Density of tree-ring network influence on drought reconstruction. NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Justin T. Maxwell, Grant L. Harley, Trevis J. Matheus, Brandon M. Strange, Kayla Van Aken, Tsun Fung Au, Joshua C. Bregy
#   Journal_Name: Climate of the Past
#   Published_Title: Sampling density and date along with species selection influence spatial representation of tree-ring reconstructions
#   Published_Date_or_Year: 2020
#   Volume: 16
#   Pages: 1901-1916
#   Issue: 5
#   Report_Number: 
#   DOI: 10.5194/cp-16-1901-2020
#   Full_Citation: None
#   Abstract: Our understanding of the natural variability of hydroclimate before the instrumental period (ca. 1900 CE in the United States) is largely dependent on tree-ring-based reconstructions. Large-scale soil moisture reconstructions from a network of tree-ring chronologies have greatly improved our understanding of the spatial and temporal variability in hydroclimate conditions, particularly extremes of both drought and pluvial (wet) events. However, certain regions within these large-scale network reconstructions in the US are modeled by few tree-ring chronologies. Further, many of the chronologies currently publicly available on the International Tree-Ring Data Bank (ITRDB) were collected in the 1980s and 1990s, and thus our understanding of the sensitivity of radial growth to soil moisture in the US is based on a period that experienced multiple extremely severe droughts and neglects the impacts of recent, rapid global change. In this study, we expanded the tree-ring network of the Ohio River valley in the US, a region with sparse coverage. We used a total of 72 chronologies across 15 species to examine how increasing the density of the tree-ring network influences the representation of reconstructing the Palmer Meteorological Drought Index (PMDI). Further, we tested how the sampling date and therefore the calibration period influenced the reconstruction models by creating reconstructions that ended in the year 1980 and compared them to reconstructions ending in 2010 from the same chronologies. We found that increasing the density of the tree-ring network resulted in reconstructed values that better matched the spatial variability of instrumentally recorded droughts and, to a lesser extent, pluvials. By extending the calibration period to 2010 compared to 1980, the sensitivity of tree rings to PMDI decreased in the southern portion of our region where severe drought conditions have been absent over recent decades. We emphasize the need of building a high-density tree-ring network to better represent the spatial variability of past droughts and pluvials. Further, chronologies on the ITRDB need updating regularly to better understand how the sensitivity of tree rings to climate may vary through time.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Babler State Park
#   Location: Missouri
#   Northernmost_Latitude: 38.62
#   Southernmost_Latitude: 38.62
#   Easternmost_Longitude: -90.6947
#   Westernmost_Longitude: -90.6947
#   Elevation_m: 210
#--------------------
# Data_Collection
#   Collection_Name: MO082
#   First_Year: 1837
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Carya ovata (Mill.) K. Koch
#   Common_Name: shagbark hickory
#   Tree_Species_Code: CYOV
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SBO01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO14A2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO14A2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO6A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO6A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO8A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO8A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SBO15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SBO15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SBO01B_raw	SBO02b_raw	SBO03A_raw	SBO03B_raw	SBO14A2_raw	SBO04B_raw	SBO05A_raw	SBO5B_raw	SBO6A_raw	SBO06B_raw	SBO7A_raw	SBO07B_raw	SBO8A_raw	SBO08B_raw	SBO09A_raw	SBO09B_raw	SBO10A_raw	SBO10B_raw	SBO11A_raw	SBO11B_raw	SBO12B_raw	SBO13A_raw	SBO13B_raw	SBO14B_raw	SBO15A_raw	SBO15B_raw
1837	NA	0.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	0.406	NA	NA	NA	NA	NA	NA	NA	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	0.192	NA	NA	NA	NA	NA	NA	NA	0.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	0.248	NA	NA	NA	NA	NA	NA	NA	0.647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	0.4	NA	NA	NA	NA	NA	NA	NA	0.346	NA	NA	NA	NA	NA	NA	NA	1.538	NA	NA	NA	NA	NA	NA	NA	0.975
1842	NA	0.569	NA	NA	NA	NA	NA	NA	NA	0.424	NA	NA	NA	NA	NA	NA	NA	1.581	NA	NA	NA	NA	NA	NA	NA	1.205
1843	NA	0.72	NA	NA	NA	NA	NA	NA	NA	1	NA	0.792	NA	NA	NA	NA	NA	1.076	NA	NA	NA	NA	NA	NA	NA	1.017
1844	NA	0.318	NA	NA	NA	NA	NA	NA	NA	0.54	NA	0.467	NA	NA	NA	NA	NA	1.279	NA	NA	NA	NA	NA	NA	NA	1.349
1845	NA	0.241	NA	NA	NA	NA	NA	NA	NA	0.272	NA	0.455	NA	NA	NA	NA	NA	1.192	NA	NA	NA	NA	NA	NA	NA	1.257
1846	NA	0.21	NA	NA	NA	NA	NA	NA	NA	0.512	NA	0.554	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	1.404
1847	NA	0.254	NA	NA	NA	NA	NA	NA	NA	0.277	NA	0.595	NA	NA	NA	NA	NA	1.097	NA	NA	NA	NA	NA	NA	NA	1.813
1848	0.73	0.193	NA	NA	NA	NA	NA	NA	NA	0.432	NA	0.527	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	1.692
1849	0.55	0.275	NA	NA	NA	NA	NA	NA	NA	0.627	NA	0.553	NA	NA	NA	NA	NA	1.375	NA	NA	NA	NA	NA	NA	NA	1.538
1850	0.65	0.279	NA	NA	NA	NA	NA	NA	0.554	0.429	NA	0.371	0.255	NA	NA	NA	NA	0.835	NA	NA	NA	NA	NA	NA	NA	0.839
1851	0.705	0.409	NA	NA	NA	NA	NA	0.466	0.476	0.451	NA	0.281	0.245	NA	NA	NA	NA	0.79	1.175	NA	NA	NA	NA	NA	NA	1.231
1852	0.796	0.576	NA	NA	NA	NA	NA	0.503	0.465	0.395	NA	0.439	0.284	NA	NA	NA	NA	0.868	0.821	NA	NA	NA	NA	NA	NA	1.234
1853	0.794	0.482	NA	NA	NA	NA	NA	0.561	0.648	0.445	NA	0.49	0.237	NA	NA	NA	NA	0.719	0.754	NA	NA	1.078	NA	NA	NA	0.998
1854	0.776	0.497	NA	NA	NA	NA	NA	0.57	0.604	0.55	NA	0.344	0.241	NA	NA	NA	NA	0.708	0.79	NA	NA	1.095	NA	NA	NA	0.943
1855	0.546	0.397	NA	NA	NA	NA	NA	0.461	0.448	0.3	NA	0.283	0.277	NA	NA	NA	NA	0.48	0.556	NA	NA	1.052	NA	NA	NA	0.992
1856	0.869	0.337	NA	NA	NA	NA	NA	0.348	0.588	0.621	NA	0.501	0.361	NA	NA	NA	NA	0.565	0.687	NA	NA	0.809	NA	NA	NA	0.911
1857	0.539	0.258	NA	NA	NA	NA	NA	0.521	0.413	0.593	NA	0.383	0.229	NA	NA	NA	NA	0.368	0.933	NA	NA	1.293	0.774	NA	NA	0.492
1858	0.603	0.488	NA	NA	NA	1.205	NA	0.38	0.56	0.467	NA	0.353	0.255	NA	NA	NA	NA	0.633	0.523	NA	NA	0.741	1.139	NA	NA	0.919
1859	0.679	0.659	NA	NA	NA	0.749	NA	0.407	0.48	0.294	NA	0.419	0.355	NA	NA	NA	NA	0.758	0.678	NA	NA	0.822	0.859	NA	NA	0.968
1860	0.509	0.565	NA	NA	NA	0.657	NA	0.469	0.389	0.354	NA	0.345	0.164	NA	NA	NA	NA	0.713	0.82	NA	NA	0.829	0.662	0.254	NA	0.968
1861	0.689	0.696	NA	NA	NA	0.748	NA	0.313	0.349	0.39	NA	0.517	0.271	NA	NA	NA	NA	0.627	0.494	NA	NA	0.639	0.711	0.738	NA	0.959
1862	0.92	0.9	NA	NA	NA	0.88	NA	0.462	0.35	0.291	NA	0.604	0.316	NA	NA	NA	NA	0.649	0.749	0.947	NA	0.841	0.948	0.664	NA	1.171
1863	1.109	1.156	NA	NA	NA	0.873	NA	0.474	0.438	0.383	NA	0.763	0.56	NA	NA	NA	NA	0.814	0.835	0.824	NA	0.966	1.044	0.821	NA	1.085
1864	1.056	0.703	NA	NA	NA	0.742	NA	0.598	0.46	0.33	NA	0.452	0.529	0.862	NA	NA	NA	0.524	0.795	0.575	NA	1.101	0.904	0.739	NA	0.687
1865	1.075	0.729	NA	NA	NA	0.83	NA	0.562	0.559	0.331	NA	0.551	0.63	0.497	NA	NA	NA	0.729	0.517	0.378	NA	0.872	0.833	0.485	NA	0.616
1866	1.758	1.253	NA	NA	NA	0.743	NA	0.516	0.453	0.389	NA	0.763	0.429	0.273	NA	NA	NA	0.618	0.561	0.551	NA	0.811	0.817	0.492	NA	0.925
1867	1.922	1.088	NA	NA	NA	0.8	NA	0.697	0.47	0.82	NA	0.453	0.354	0.201	NA	NA	NA	1.148	0.918	0.719	NA	0.647	0.9	0.522	1.28	1.102
1868	1.446	0.844	NA	NA	NA	1.156	NA	0.91	0.479	0.401	NA	0.486	0.251	0.274	NA	NA	NA	0.746	0.896	0.73	NA	0.632	0.692	0.469	1.745	0.708
1869	1.292	0.845	NA	NA	NA	1.689	NA	0.735	0.509	0.387	NA	0.674	0.299	0.191	NA	NA	NA	0.94	0.766	0.639	NA	0.728	0.558	0.658	1.798	1.227
1870	1.435	0.924	NA	NA	NA	2.014	NA	0.773	0.641	0.52	NA	0.429	0.261	0.302	NA	NA	NA	0.453	0.747	0.583	NA	0.637	0.32	0.502	1.66	0.707
1871	1.25	0.75	NA	NA	1.114	1.068	NA	1.488	0.748	0.538	NA	0.564	0.328	0.239	NA	NA	NA	0.538	0.52	1.393	NA	0.836	0.65	0.418	1.549	0.709
1872	1.2	1.248	NA	NA	0.962	1.288	NA	1.335	1.035	0.811	NA	0.97	0.284	0.467	NA	NA	1.469	0.962	1.115	1.326	NA	0.946	1.022	0.667	1.274	0.788
1873	1.17	1.204	NA	NA	1.359	0.944	NA	1.581	0.68	0.738	NA	1.304	0.336	0.505	NA	NA	1.571	0.604	1.321	1.71	NA	1.11	0.99	0.627	1.974	0.569
1874	1.336	0.657	NA	NA	0.926	0.572	NA	1.563	0.712	0.481	NA	0.917	0.347	0.438	NA	NA	0.752	0.651	1.362	1.369	NA	1.172	0.723	0.355	1.548	0.833
1875	1.463	0.505	NA	NA	0.489	0.648	NA	1.003	0.7	0.655	NA	0.739	0.475	0.371	NA	NA	1.005	0.541	1.07	2.555	NA	0.629	0.987	1.214	0.91	0.812
1876	2.468	1.069	NA	NA	0.836	0.826	NA	0.857	1.352	0.944	NA	0.903	0.887	0.402	NA	NA	1.414	1.009	2.044	2.417	NA	0.924	1.914	3.247	0.957	1.289
1877	1.689	0.935	NA	NA	1.025	0.985	NA	0.862	1.052	0.831	NA	0.962	0.681	0.51	NA	NA	0.918	1.072	2.026	1.804	NA	1.943	1.137	2.068	1.108	1.452
1878	1.574	1.245	NA	NA	1.025	1.37	NA	0.956	1.399	1.223	NA	1.063	1.083	0.796	NA	NA	1.969	1.284	1.394	1.523	NA	1.312	1.784	1.465	1.102	2.222
1879	1.989	1.343	NA	NA	1.588	1.009	NA	1.162	1.346	1.111	0.889	1.347	0.761	0.553	NA	NA	1.742	1.119	1.891	1.61	NA	2.228	1.458	0.972	1.369	1.893
1880	2	1.371	NA	NA	1.125	1.109	NA	0.927	1.355	1.076	1.116	1.675	0.637	0.666	NA	NA	2.006	1.074	1.727	1.786	NA	2.658	1.429	0.819	0.873	2.254
1881	1.498	1.198	NA	NA	1.769	1.207	NA	1.126	1.153	0.785	1.656	1.329	0.834	0.749	NA	NA	1.281	0.979	2.092	1.285	NA	2.446	1.307	0.822	1.233	1.751
1882	2.473	1.436	NA	NA	1.317	1.317	NA	1.085	1.038	1.038	1.41	2.658	0.724	0.949	NA	NA	2.074	1.407	1.796	1.846	NA	1.338	1.947	1.797	1.635	1.772
1883	2.362	2.064	NA	NA	1.604	2.04	NA	1.273	2.133	1.561	2.453	2.053	1.025	1.218	NA	NA	2.717	2.199	2.42	2.051	NA	2.045	2.274	1.552	2.368	2.311
1884	2.115	1.18	NA	NA	2.187	2.109	NA	1.856	1.321	1.226	2.784	2.254	0.945	1.083	NA	NA	2.691	1.912	2.119	1.884	NA	2.243	2.029	1.783	3.004	2.763
1885	1.918	1.673	NA	NA	2.338	1.433	NA	1.148	1.647	1.286	1.758	1.574	1.212	1.331	NA	NA	4.016	1.356	1.877	1.199	NA	1.808	1.595	1.389	2.947	2.071
1886	1.842	1.199	NA	NA	1.933	1.168	NA	1.312	1.15	1.178	2.596	1.405	0.938	1.063	NA	NA	2.917	1.538	1.67	1.519	NA	1.55	1.406	1.417	0.979	2.131
1887	0.886	0.39	NA	NA	1.321	0.76	NA	1.427	0.609	0.655	1.581	1.055	0.543	0.639	NA	NA	1.065	0.26	1.713	0.607	NA	1.239	0.411	0.451	0.631	0.545
1888	0.916	0.868	NA	NA	1.11	0.844	NA	1.018	0.679	0.861	1.396	1.059	0.969	0.982	NA	NA	0.825	0.6	0.881	0.786	NA	1.099	0.51	0.535	0.372	0.79
1889	1.91	1.653	NA	NA	1.739	1.358	NA	1.248	1.017	1.121	1.306	1.405	1.478	1.541	NA	NA	2.105	1.044	1.753	1.77	NA	1.043	0.984	1.087	0.788	1.198
