# King - Colony Mill Sequoia National Park - ABCO - ITRDB CA570
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3684
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3684.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca570-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca570-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca570.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca570.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: King - Colony Mill Sequoia National Park - ABCO - ITRDB CA570
#--------------------
# Investigators
#   Investigators: King, J.C.; Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Colony Mill Sequoia National Park
#   Location: California
#   Northernmost_Latitude: 36.57
#   Southernmost_Latitude: 36.57
#   Easternmost_Longitude: -118.8
#   Westernmost_Longitude: -118.8
#   Elevation_m: 1644
#--------------------
# Data_Collection
#   Collection_Name: CA570
#   First_Year: 1880
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies concolor (Gordon) Lindl. ex Hildebr.
#   Common_Name: white fir
#   Tree_Species_Code: ABCO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CWF01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CWF15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CWF15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CWF01A_raw	CWF01B_raw	CWF02A_raw	CWF02B_raw	CWF03A_raw	CWF03B_raw	CWF04A_raw	CWF04B_raw	CWF05A_raw	CWF05B_raw	CWF06A_raw	CWF06B_raw	CWF07A_raw	CWF07B_raw	CWF09A_raw	CWF09B_raw	CWF10A_raw	CWF10B_raw	CWF11A_raw	CWF11B_raw	CWF12A_raw	CWF12B_raw	CWF13A_raw	CWF13B_raw	CWF14A_raw	CWF14B_raw	CWF15A_raw	CWF15B_raw
1880	1.42	2.88	3.87	2.11	0.7	1.21	1.01	1.57	3.19	2.78	NA	NA	1.2	1.26	2.07	NA	1	0.99	1.59	2.4	1.23	1.37	1.01	1.2	1.34	1.16	1.11	NA
1881	1.35	2.9	3.62	2.1	0.63	1.45	0.8	1.14	3.04	2.78	NA	NA	1.3	1.36	1.94	NA	0.97	0.96	2.05	2.44	1.28	1.5	0.83	1.26	1.3	1.41	1.35	NA
1882	1.25	2.31	3.93	1.95	0.68	1.3	0.98	1.19	2.68	2.61	NA	NA	1.27	1.26	2.07	NA	0.98	0.77	2.15	2.18	1.33	1.67	0.77	1.8	1.21	1.23	1.1	NA
1883	1.8	2.17	3.52	2.18	0.64	1.56	1.21	1.23	2.55	2.53	NA	NA	1.1	1.21	2.04	NA	0.92	0.78	2.04	1.84	1.25	1.69	0.75	1.99	1.02	0.99	1.43	NA
1884	2.37	2.4	3.28	3.16	0.84	1.79	1.04	1.18	2.89	2.85	NA	NA	1.29	1.55	2.7	NA	1.41	1.26	2.21	2.41	1.55	1.91	1.01	1.99	1.61	1.29	1.95	NA
1885	3.35	2.06	3.06	3.18	1.04	1.62	1	1.22	3.29	3.13	NA	NA	1.51	2	2.66	NA	1.54	1.36	2.71	3.19	1.9	2.79	1.46	2.11	1.48	1.34	3.39	NA
1886	2.35	1.62	2.52	2.5	0.83	1.42	1.13	1.08	3.02	3.01	NA	NA	1.09	1.49	2.55	NA	1.13	1.22	2.36	2.57	1.57	2.1	1.22	1.41	1.05	0.99	1.85	NA
1887	2	1.76	2.79	2.69	1.14	1.89	1.25	1.2	2.9	2.57	NA	NA	1.32	1.57	2.31	NA	1.51	1.13	2.04	2.32	1.89	2.41	1.44	2.94	1.03	0.94	2.42	NA
1888	2.28	2.28	2.37	2.74	0.9	1.59	1.3	1.65	3.78	2.98	NA	NA	1.27	1.49	2.3	NA	1.86	1.7	2.34	2.33	2.13	2.94	1.82	3.21	1.17	1.13	2.66	NA
1889	2.46	2.56	2.25	2.64	0.78	1.49	1.17	1.42	3.26	2.3	NA	NA	1.49	1.57	2.64	NA	1.45	1.59	1.73	2.09	1.95	2.66	1.63	2.74	1.17	1.08	2.18	NA
1890	2	2.21	2.28	2.48	0.7	1.51	1.01	1.36	3.22	2.77	NA	NA	1.04	1.11	2.82	NA	1.45	1.37	2.2	2.55	1.64	2.43	1.01	1.71	0.79	0.84	1.76	NA
1891	2.42	2.35	2.35	3.57	0.97	1.95	1.5	1.3	3.2	3	NA	NA	1.11	1.52	3.56	NA	1.66	1.83	2.77	2.24	1.68	2.65	1.58	1.64	1	1.09	2.01	NA
1892	2.35	2.09	2.23	2.94	0.93	1.88	1.22	1.27	2.7	2.58	NA	NA	1.06	1.16	3.01	4.32	1.42	1.77	2.5	1.95	1.63	2.33	1.35	1.88	0.96	1.18	1.58	NA
1893	2.24	1.93	1.99	2.8	1.11	1.91	1.18	1.19	2.11	2.64	NA	NA	1.34	1.39	3.01	3.64	1.25	1.25	2.26	2.02	1.68	2.35	1.47	2.02	1.01	1.11	1.65	NA
1894	2.39	2.49	2.5	3.07	1.1	2.34	1.37	1.76	2.45	2.57	NA	2.35	1.33	1.97	3.4	3.46	1.47	1.9	2.75	2.49	2	2.68	2.06	2.55	1.77	1.3	2.4	NA
1895	2.51	2.75	2.68	2.78	1.22	2.23	1.38	2.4	2.6	2.85	NA	2.39	1.14	1.55	3.1	3.52	1.63	1.61	2.39	2.52	2.13	2.37	1.47	1.53	1.29	1.14	1.97	NA
1896	2.11	2.65	2.72	3.31	1.31	2.42	1.14	1.62	2.68	2.58	NA	2.42	1.23	1.69	2.32	2.62	1.2	1.27	2.17	2.13	1.73	1.88	1.27	2.05	1.26	0.9	1.93	NA
1897	2.3	2.39	2.82	3.14	1.11	1.87	1.11	1.81	1.93	2.57	NA	2.77	1.08	1.41	2.08	2.18	1.22	1.34	2.26	2.19	1.85	1.93	1.17	1.28	1.14	0.81	2.09	NA
1898	2.16	3.07	3.02	3.32	1.14	1.9	1.35	1.93	2.64	2.74	NA	2.57	1.21	1.43	2.63	2.72	1.25	1.08	1.84	2.35	1.64	1.61	1.29	1.69	0.85	0.69	1.48	NA
1899	2.64	3.47	3.38	3.68	1.03	2.11	1.59	1.92	2.94	2.98	NA	2.82	1.24	1.61	2.59	5.72	1.35	1.42	2.36	2.71	1.64	1.46	0.71	1.15	1.75	0.62	0.95	NA
1900	2.21	3.13	3.03	3.26	0.89	1.63	1.04	1.8	2.95	2.28	2.11	2.84	0.96	1.73	2.55	3.52	1.25	1.24	2.34	2.5	1.1	1.13	0.9	1.25	1.44	0.83	1.2	NA
1901	2.29	2.67	2.98	2.62	0.9	1.27	0.94	1.35	2.59	2.09	2.53	3.14	0.97	1.21	2.28	3.29	1.04	1.1	2.36	2.51	1	1.18	0.95	0.96	1.2	1.16	1.17	NA
1902	2.64	2.47	2.83	2.67	0.91	1.54	0.93	1.32	2.39	2.13	2.63	3.05	0.99	1.15	2.35	3.59	1.27	1.27	2.21	2.83	0.99	0.98	1.18	0.69	1.07	0.97	1.4	NA
1903	2.8	3.31	2.71	3.24	1.2	1.61	1.16	1.41	2.55	2.55	2.74	3.19	1.11	1.37	2.4	2.78	1.33	1.69	2.49	2.85	1.21	1.38	0.96	0.77	1.85	0.98	1.42	NA
1904	2.9	2.75	2.82	3.51	1.14	1.97	1.19	1.48	1.89	2.25	2.57	2.75	1.01	1.53	2.29	2.51	1.25	1.67	2.22	2.5	1.18	1.48	0.77	0.76	1.52	1.05	1.32	NA
1905	2.7	2.31	3.56	3.87	1.03	2.21	1.31	1.42	2.5	2.7	2.91	3.16	1.24	1.4	2.48	3.14	1.83	2.23	2.42	2.94	1.14	1.53	1.3	0.75	1.41	0.97	1.45	NA
1906	2.48	2.26	3.35	3.87	0.99	1.75	1.3	1.32	2.23	2.31	2.93	2.98	1.5	1.79	2.55	1.97	1.68	1.5	2.46	2.9	1.31	1.75	1.34	0.67	1.07	0.65	1.37	NA
1907	2.9	3.35	4.24	4.28	1.25	2.87	1.63	1.73	2.8	2.69	3.12	4.28	1.44	1.47	2.95	3.07	2.5	1.93	2.55	3.17	1.74	2.49	1.63	1.17	1.26	0.96	1.58	NA
1908	2.27	2.89	4.54	4.5	1.34	2.96	1.69	1.83	2.55	2.22	2.47	2.93	1.44	1.92	2.23	2.2	2.03	1.47	2.1	2.36	1.14	2.18	2.77	1.7	1.02	1.03	1.14	NA
1909	1.96	1.64	3.6	3.12	0.93	2.21	1.32	1.76	2.66	2.25	2.92	3.78	1.17	1.36	1.77	2.38	1.41	1.35	2.06	2.65	0.94	1.69	1.92	1.15	0.9	0.86	0.85	3.13
1910	1.46	1.08	3.35	2.45	0.87	1.93	0.83	1.21	2.67	1.75	1.72	2.92	0.84	1.3	1.26	1.75	1.06	1.08	1.53	1.63	0.75	1.26	1.71	0.44	0.66	0.66	0.82	3.6
1911	1.56	1.53	3.56	2.78	0.94	1.27	1.13	1.23	2.77	2.03	1.93	2.86	0.75	1.07	1.57	1.96	1.09	1.08	1.76	2.18	0.92	1.31	1.98	0.95	0.9	0.81	0.97	3.36
1912	1.57	1.29	3.45	2.63	1.04	1.84	0.99	0.99	2.69	1.8	2.28	3.17	0.84	1.14	1.67	1.35	1.07	1.08	1.81	2.19	0.72	1.26	2.32	1.43	0.9	0.88	1.14	2.83
1913	1.69	1.35	3.61	3	1.26	1.68	1	1.16	2.18	1.88	2.27	3.85	0.86	1.3	1.95	2.16	1.18	1.24	2.03	2.33	0.86	1.47	2.25	1.65	0.9	1.04	1.17	2.27
1914	1.78	2.08	3.39	2.84	1.03	1.92	0.95	1.51	2.28	2.29	2.18	3.68	0.87	1.24	2.14	2.79	0.95	1.34	1.73	1.91	0.83	1.34	2.76	1.95	0.85	0.98	0.89	1.97
1915	1.87	2.29	3.57	3.02	1.11	1.76	1.2	1.36	1.91	2.03	2.58	3.66	0.8	1.05	2.17	2.03	0.84	0.91	2.21	2.33	0.93	1.33	2.26	1.16	0.94	0.95	0.98	1.75
1916	1.79	2.35	3.4	3.43	0.98	1.42	1.04	1.31	1.99	2.45	2.55	3.31	1.05	1.59	1.99	2.41	0.99	1.26	2.29	2.23	0.92	1.53	2.65	1.25	0.98	1.01	1.8	2.21
1917	2.03	2.5	3.09	3.08	0.76	1.39	0.89	1.14	2.54	2.37	2.42	3.05	0.91	1.67	2	2.65	1.1	1.44	2.3	2.62	1.02	1.48	2.51	1.36	0.97	1.01	2.08	1.73
