# Kaiser - Starrigawan Old Sitka - PCSI - ITRDB AK6
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3669
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3669.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak6-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak6-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak6.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak6.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Starrigawan Old Sitka - PCSI - ITRDB AK6
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Starrigawan  Old Sitka
#   Location: Alaska
#   Northernmost_Latitude: 57.13
#   Southernmost_Latitude: 57.13
#   Easternmost_Longitude: -135.38
#   Westernmost_Longitude: -135.38
#   Elevation_m: 5
#--------------------
# Data_Collection
#   Collection_Name: AK6
#   First_Year: 1605
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## STAR0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STAR0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STAR0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## STARCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: STARCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	STAR0010_raw	STAR0020_raw	STAR0030_raw	STAR0040_raw	STAR0050_raw	STAR0060_raw	STAR0070_raw	STAR0080_raw	STAR0120_raw	STAR0130_raw	STAR0140_raw	STAR0150_raw	STAR0160_raw	STARCH00_raw
1605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	0.78
1606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	1.03
1607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	1.01
1608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	1.15
1609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	1.18
1610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	1.32
1611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	NA	1.33
1612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA	1.43
1613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	1.27
1614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA	0.99
1615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	0.96
1616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	NA	1.14
1617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	0.94
1618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	1.04
1619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	1.27
1620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	1.03
1621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	0.84
1622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	0.78
1623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	0.44
1624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	0.51
1625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	0.74
1626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	0.71
1627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	0.86
1628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	1.01
1629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.28	0.66
1630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.35	0.61
1631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.45	0.48
1632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.69	0.6
1633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.47	0.38
1634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.51	0.56
1635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	0.3	0.38
1636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	0.31	0.33
1637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.4	0.4
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	0.41	0.26	0.65
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45	0.34	0.27	0.69
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.88	0.38	0.32	0.86
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	0.4	0.65	1.01
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	0.46	0.71	1.11
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	0.39	0.31	0.79
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	0.42	0.43	0.93
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	0.34	0.43	0.74
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.28	0.47	0.57
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.34	0.64	0.62
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.35	0.72	0.67
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.32	0.57	0.6
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	0.31	0.7	0.66
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.25	0.79	0.65
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.39	1.26	0.91
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	0.48	0.85	0.77
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	0.33	0.62	0.76
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	0.52	0.4	0.76
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.2	0.35	0.51
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.3	0.29	0.53
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.31	0.33	0.57
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.28	0.17	0.5
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	0.22	0.12	0.42
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.22	0.1	0.36
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.28	0.1	0.41
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	0.26	0.06	0.36
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	0.86	0.25	0.1	0.65
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	0.94	0.36	0.13	0.71
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.73	0.26	0.05	0.49
