# Baisan - Green River House historical - TSCA - ITRDB VT013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13995
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13995.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt013-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; vt013-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/vt013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/vt013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-01-05
#--------------------
# File_Last_Modified_Date
#   Date: 2013-01-05
#--------------------
# Title
#   Study_Name: Baisan - Green River House historical - TSCA - ITRDB VT013
#--------------------
# Investigators
#   Investigators: Baisan, C.H.(https://orcid.org/0000-0002-7362-1591)
#--------------------
# Description_Notes_and_Keywords
#   Description: This collection of Tsuga canadensis raw ring widths was made 
# # from the Green River House in Guilford, VT by C. Baisan. 
# # Construction was in 1835~1838 and composed of local timber.
# # 
# # While we cannot say much about the original forest from which 
# # these timbers originated, it is not a stretch to consider 
# # detrending these raw data with closed-canopy or forest interior 
# # conditions in mind given eastern hemlock?s basic life-history 
# # traits and typical growth patterns.
# # 
# # For the Pederson et al. (2012) paper, these data were combined 
# # with the Pack Forest (Tsuga canadensis) data that are accessible 
# # in the ITRDB. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Green River House
#   Location: Vermont
#   Northernmost_Latitude: 42.7755
#   Southernmost_Latitude: 42.7755
#   Easternmost_Longitude: -72.6666
#   Westernmost_Longitude: -72.6666
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: VT013
#   First_Year: 1568
#   Last_Year: 1834
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GRH01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRH01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRH01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRH01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRH07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRH07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GRH11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GRH11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GRH01A_raw	GRH01B_raw	GRH07_raw	GRH11_raw
1568	NA	NA	0.46	NA
1569	NA	NA	0.4	NA
1570	NA	NA	0.25	NA
1571	NA	NA	0.46	NA
1572	NA	NA	0.49	NA
1573	NA	NA	0.27	NA
1574	NA	NA	0.51	NA
1575	NA	NA	0.49	NA
1576	NA	NA	0.71	NA
1577	NA	NA	0.48	NA
1578	NA	NA	0.68	NA
1579	NA	NA	0.79	NA
1580	NA	NA	1.3	NA
1581	NA	NA	1.41	NA
1582	NA	NA	1.07	NA
1583	NA	NA	1.34	NA
1584	NA	NA	1.52	NA
1585	NA	NA	1.94	NA
1586	NA	NA	1.83	NA
1587	NA	NA	1.69	NA
1588	NA	NA	2.11	NA
1589	NA	NA	2	NA
1590	NA	NA	1.71	NA
1591	NA	NA	1.66	NA
1592	NA	NA	1.46	NA
1593	NA	NA	1.72	NA
1594	NA	NA	1.41	NA
1595	NA	NA	0.85	NA
1596	NA	NA	0.65	NA
1597	NA	NA	0.86	NA
1598	NA	NA	0.57	NA
1599	NA	NA	0.6	NA
1600	NA	NA	0.72	NA
1601	NA	NA	0.77	NA
1602	NA	NA	0.74	NA
1603	NA	NA	0.61	NA
1604	NA	NA	0.45	NA
1605	NA	NA	0.4	NA
1606	NA	NA	0.32	NA
1607	0.3	NA	0.38	NA
1608	0.12	NA	0.47	NA
1609	0.2	NA	0.47	NA
1610	0.22	NA	0.61	NA
1611	0.27	NA	0.68	NA
1612	0.26	NA	0.63	NA
1613	0.32	NA	0.65	NA
1614	0.25	NA	0.34	NA
1615	0.25	NA	0.59	NA
1616	0.51	NA	0.84	NA
1617	0.55	0.65	0.64	NA
1618	0.49	0.49	0.53	NA
1619	0.31	0.3	0.77	NA
1620	0.14	0.13	0.35	NA
1621	0.23	0.24	0.63	NA
1622	0.34	0.35	0.52	NA
1623	0.35	0.38	0.52	NA
1624	0.46	0.44	0.73	NA
1625	0.34	0.35	0.46	NA
1626	0.25	0.24	0.57	NA
1627	0.24	0.27	0.51	NA
1628	0.39	0.42	0.58	NA
1629	0.27	0.29	0.51	NA
1630	0.36	0.35	0.55	NA
1631	0.31	0.33	0.52	NA
1632	0.13	0.12	0.46	NA
1633	0.31	0.31	0.57	NA
1634	0.4	0.31	0.7	NA
1635	0.2	0.24	0.33	NA
1636	0.36	0.29	0.44	NA
1637	0.33	0.28	0.59	0.26
1638	0.44	0.4	0.61	0.18
1639	0.4	0.45	0.61	0.18
1640	0.29	0.33	0.53	0.15
1641	0.26	0.24	0.51	0.23
1642	0.37	0.35	0.68	0.26
1643	0.52	0.54	0.6	0.28
1644	0.44	0.41	0.51	0.26
1645	0.16	0.22	0.31	0.38
1646	0.25	0.28	0.47	0.44
1647	0.49	0.48	0.6	0.54
1648	0.31	0.35	0.45	0.4
1649	0.12	0.12	0.28	0.07
1650	0.18	0.17	0.35	0.05
1651	0.36	0.32	0.48	0.23
1652	0.51	0.46	0.47	0.42
1653	0.44	0.49	0.48	0.34
1654	0.54	0.58	0.53	0.55
1655	0.36	0.38	0.45	0.47
1656	0.41	0.52	0.59	0.8
1657	0.31	0.32	0.54	0.94
1658	0.27	0.28	0.61	0.75
1659	0.35	0.37	0.54	0.82
1660	0.45	0.4	0.54	0.58
1661	0.29	0.28	0.54	0.5
1662	0.34	0.35	0.41	0.33
1663	0.37	0.32	0.41	0.38
1664	0.29	0.3	0.47	0.56
1665	0.26	0.24	0.43	0.53
1666	0.26	0.23	0.36	0.4
1667	0.42	0.35	0.37	0.46
1668	0.27	0.28	0.35	0.61
1669	0.35	0.28	0.39	0.58
1670	0.42	0.31	0.36	0.23
1671	0.45	0.4	0.4	0.63
1672	0.54	0.46	0.44	0.53
1673	0.64	0.45	0.31	0.52
1674	0.59	0.4	0.39	0.7
1675	0.51	0.35	0.38	0.71
1676	0.46	0.53	0.55	0.91
1677	0.54	0.55	0.47	0.77
1678	0.86	0.84	0.52	0.64
1679	0.65	0.69	0.36	0.41
1680	0.76	0.72	0.44	0.51
1681	0.54	0.45	0.29	0.35
1682	0.45	0.39	0.22	0.32
1683	0.52	0.42	0.22	0.22
1684	0.78	0.72	0.26	0.24
1685	0.64	0.65	0.29	0.29
1686	0.69	0.68	0.35	0.41
1687	0.64	0.66	0.28	0.35
1688	1.03	1.16	0.29	0.47
1689	0.87	0.9	0.34	0.52
1690	0.75	0.74	0.3	0.44
1691	0.43	0.49	0.2	0.36
1692	0.83	0.81	0.32	0.66
1693	0.99	0.88	0.37	0.74
1694	0.67	0.55	0.35	0.67
1695	0.81	0.8	0.28	0.93
1696	0.7	0.73	0.31	0.87
1697	0.79	0.85	0.34	0.87
1698	0.63	0.65	0.32	0.72
1699	0.62	0.62	0.27	0.54
1700	0.58	0.58	0.2	0.38
1701	0.64	0.62	0.21	0.42
1702	0.88	0.8	0.27	0.69
1703	1.05	1.01	0.43	0.94
1704	0.69	0.75	0.4	0.52
1705	0.72	0.75	0.27	0.44
1706	0.99	1.1	0.41	0.8
1707	0.77	0.85	0.36	0.68
1708	1.01	0.89	0.3	0.64
1709	0.86	0.81	0.29	0.67
1710	0.44	0.37	0.39	0.67
1711	0.52	0.44	0.36	0.66
1712	0.63	0.65	0.38	0.57
1713	0.69	0.64	0.29	0.36
1714	0.9	0.81	0.25	0.26
1715	0.81	0.81	0.36	0.36
1716	0.76	0.77	0.28	0.41
1717	0.92	0.92	0.33	0.46
1718	0.78	0.89	0.4	0.65
1719	0.7	0.77	0.39	0.52
1720	0.62	0.57	0.42	0.35
1721	0.78	0.79	0.54	0.46
1722	0.79	0.72	0.51	0.62
1723	0.66	0.56	0.31	0.53
1724	0.6	0.61	0.36	0.54
1725	0.76	0.7	0.46	0.67
1726	0.77	0.8	0.51	0.74
1727	0.77	0.68	0.35	0.68
1728	0.59	0.57	0.33	0.4
1729	0.46	0.55	0.34	0.34
1730	0.5	0.51	0.53	0.48
1731	0.74	0.72	0.56	0.49
1732	0.8	0.78	0.61	0.61
