# Young - Greenbriar - CADN - ITRDB TN013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5386
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5386.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn013-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; tn013-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/tn013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/tn013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Young - Greenbriar - CADN - ITRDB TN013
#--------------------
# Investigators
#   Investigators: Young, J.; Blozan, W.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Greenbriar
#   Location: Tennessee
#   Northernmost_Latitude: 35.7
#   Southernmost_Latitude: 35.7
#   Easternmost_Longitude: -83.35
#   Westernmost_Longitude: -83.35
#   Elevation_m: 765
#--------------------
# Data_Collection
#   Collection_Name: TN013
#   First_Year: 1641
#   Last_Year: 1930
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Castanea dentata (Marsh.) Borkh.
#   Common_Name: American Chestnut
#   Tree_Species_Code: CADN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GBR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBR04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GBR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GBR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB202B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB202B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB203B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB203C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB203C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB204B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB204D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB204D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB205A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB205A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GB205B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GB205B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GBR03A_raw	GBR03B_raw	GBR04A_raw	GBR04B_raw	GBR05A_raw	GB202B_raw	GB203A_raw	GB203B_raw	GB203C_raw	GB204A_raw	GB204B_raw	GB204D_raw	GB205A_raw	GB205B_raw
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.168	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.797	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.457	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.854	3.117	1.687	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.59	2.713	1.494	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2.912	2.915	1.747	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.565	2.784	2.788	2.154	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.852	2.901	2.819	2.131	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.163	2.384	2.02	1.824	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.875	1.666	1.827	1.822	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	2.001	2.126	1.9	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.036	2.065	2.247	2.101	NA
1653	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.394	2.282	2.611	1.973	NA
1654	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	1.69	2.446	1.88	NA
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.503	1.316	1.763	1.587	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.777	1.734	1.84	1.68	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.718	1.637	1.934	2.353	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.534	1.726	2.046	2.034	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.951	2	2.013	2.108	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.643	2.575	2.098	2.266	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.732	1.694	1.811	2.437	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.972	2.029	1.594	2.112	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.606	1.659	1.535	2.326	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.833	1.761	1.431	2.505	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.608	1.641	1.457	2.206	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.656	1.612	1.35	1.767	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.212	1.254	1.405	1.806	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.503	1.514	1.305	2.142	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.425	1.468	1.51	1.975	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.445	1.447	1.591	2.127	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.159	1.101	1.278	1.772	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.635	1.643	1.513	1.869	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.672	1.605	2.145	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.635	1.568	1.587	1.929	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.403	1.416	1.461	2.152	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.444	1.45	1.451	1.844	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.305	1.417	1.501	2.05	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.405	1.412	1.283	1.832	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.213	1.18	1.387	1.853	NA
1680	NA	NA	NA	NA	NA	NA	2.256	NA	1.496	1.603	1.648	1.746	2.182	NA
1681	NA	NA	NA	NA	NA	NA	1.223	NA	1.194	1.232	1.231	1.312	1.773	NA
1682	NA	NA	NA	NA	NA	NA	0.881	NA	1.34	1.338	1.384	1.435	1.958	NA
1683	NA	NA	NA	NA	NA	NA	0.836	NA	1.506	1.368	1.373	1.332	1.952	NA
1684	NA	NA	NA	NA	NA	NA	0.841	NA	1.744	1.8	1.825	1.689	1.69	NA
1685	NA	NA	NA	NA	NA	NA	0.927	NA	1.198	1.199	1.178	1.412	1.652	NA
1686	NA	NA	NA	NA	NA	NA	1.156	NA	1.486	1.189	1.163	1.311	1.679	NA
1687	NA	NA	NA	NA	NA	NA	1.387	NA	1.555	1.313	1.277	1.435	1.777	NA
1688	NA	NA	NA	NA	NA	NA	1.038	NA	1.163	1.185	1.07	1.222	1.821	NA
1689	NA	NA	NA	NA	NA	NA	0.837	NA	0.91	1.132	1.115	1.207	1.447	NA
1690	NA	NA	NA	NA	NA	NA	1.124	NA	0.876	1.305	1.18	1.488	1.549	NA
1691	NA	NA	NA	NA	NA	NA	1.211	NA	0.963	1.396	1.288	1.43	1.366	NA
1692	NA	NA	NA	NA	NA	NA	1.493	NA	1.086	1.649	1.52	1.767	1.313	NA
1693	NA	NA	NA	NA	NA	NA	1.16	NA	0.727	1.256	1.333	1.496	1.554	NA
1694	NA	NA	NA	NA	NA	NA	1.506	NA	1.105	1.559	1.625	1.507	1.75	NA
1695	NA	NA	NA	NA	NA	NA	1.592	NA	1.252	1.79	1.552	1.617	1.836	NA
1696	NA	NA	NA	NA	NA	NA	1.222	NA	0.947	1.59	1.508	1.583	1.666	NA
1697	NA	NA	NA	NA	NA	NA	0.72	NA	0.67	1.323	1.304	1.445	1.791	NA
1698	NA	NA	NA	NA	NA	NA	0.77	NA	0.658	1.444	1.627	1.304	1.506	NA
1699	NA	NA	NA	NA	NA	NA	1.014	NA	0.596	1.402	1.712	1.208	1.666	NA
1700	NA	NA	NA	NA	NA	NA	1.036	0.833	0.717	1.3	1.287	1.249	1.629	NA
