# King - South Fork Tuolumne Creek Yosemite National Park - ABCO - ITRDB CA590
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3724
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3724.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca590-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca590-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca590.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca590.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: King - South Fork Tuolumne Creek Yosemite National Park - ABCO - ITRDB CA590
#--------------------
# Investigators
#   Investigators: King, J.C.; Graumlich, L.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: South Fork Tuolumne Creek Yosemite National Park
#   Location: California
#   Northernmost_Latitude: 37.78
#   Southernmost_Latitude: 37.78
#   Easternmost_Longitude: -119.73
#   Westernmost_Longitude: -119.73
#   Elevation_m: 2075
#--------------------
# Data_Collection
#   Collection_Name: CA590
#   First_Year: 1880
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies concolor (Gordon) Lindl. ex Hildebr.
#   Common_Name: white fir
#   Tree_Species_Code: ABCO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SWF01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWF20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWF20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SWF01A_raw	SWF02B_raw	SWF03A_raw	SWF03B_raw	SWF04A_raw	SWF04B_raw	SWF05A_raw	SWF05B_raw	SWF06A_raw	SWF06B_raw	SWF07A_raw	SWF07B_raw	SWF08A_raw	SWF08B_raw	SWF10B_raw	SWF11A_raw	SWF11B_raw	SWF12A_raw	SWF12B_raw	SWF13A_raw	SWF13B_raw	SWF14A_raw	SWF14B_raw	SWF15B_raw	SWF17A_raw	SWF17B_raw	SWF18A_raw	SWF18B_raw	SWF19B_raw	SWF20A_raw	SWF20B_raw
1880	2.08	NA	2.47	1.79	2.56	2.53	2.44	NA	NA	NA	NA	1.72	2.48	1.61	2.36	NA	NA	2.71	1.84	2.37	2.71	1.83	1.76	NA	NA	2.75	2.87	NA	NA	2.63	2.13
1881	3.32	NA	4.4	2.81	3.73	4.14	3.05	NA	NA	NA	NA	1.97	2.84	2.69	3.11	NA	NA	3.89	3.08	3.36	3.33	2.49	2.6	NA	NA	3.89	3.71	NA	NA	3.19	2.54
1882	2.16	NA	3	2.05	3.4	2.96	2.93	NA	NA	NA	1.98	1.94	2.02	2.17	2.61	NA	NA	2.99	2.2	2.91	2.86	1.94	2.06	NA	NA	3.22	4.28	NA	NA	2.42	2.12
1883	2.22	NA	2.91	1.96	3.32	2.9	2.22	NA	NA	NA	1.74	1.52	2.16	2.42	2.33	NA	NA	3.28	2.75	2.71	2.6	1.74	1.42	NA	NA	3.03	3.37	NA	NA	2.07	1.89
1884	3.61	NA	2.53	2.09	3.1	2.83	1.93	NA	NA	NA	2.02	1.97	2.51	2.63	2.71	NA	NA	3.32	3.04	2.59	2.6	1.8	1.47	NA	NA	2.85	3.31	NA	NA	2.89	2.19
1885	5.58	NA	3.58	2	3.49	3.57	2.27	NA	NA	NA	1.91	1.99	2.73	3.19	2.94	NA	NA	4.05	3.57	3.14	2.66	2.34	1.86	NA	NA	4	3.87	NA	NA	3.27	2.67
1886	3.11	NA	1.92	1.28	2.77	2.32	1.5	NA	NA	NA	2.55	2.06	2.19	2.21	1.99	NA	2.59	2.69	2.97	2.43	2.13	1.67	1.47	NA	NA	3.56	3.17	NA	NA	2.98	2.19
1887	2.59	NA	2.27	1.1	3.12	1.87	1.58	NA	NA	NA	2.08	1.89	2.05	1.64	1.94	NA	2.65	2.13	2.45	2.02	2.07	1.73	1.75	NA	NA	4.28	4.29	NA	NA	2.68	2
1888	3.1	NA	2.96	1.38	3.12	1.61	1.66	NA	NA	NA	2.33	2.24	2	2.26	1.92	NA	2.49	2.63	3.25	2.17	2.49	1.8	1.79	NA	NA	4.16	4.63	NA	NA	2.53	1.91
1889	2.86	NA	3.47	1.61	3.2	1.98	2	NA	NA	NA	2.51	2.7	2.22	1.83	1.9	NA	3.18	2.78	3.16	2.18	2.32	1.7	2.29	NA	NA	4.15	4.14	NA	NA	2.65	1.92
1890	2.83	NA	3.54	2.01	3.42	1.67	2.48	NA	NA	NA	2.44	3.04	2.47	2.06	2.26	NA	3.2	2.61	3.33	2.05	2.42	1.58	2.01	NA	NA	2.76	3.98	NA	NA	2.33	1.82
1891	3.98	4.68	4.98	2.49	4.83	2.79	3.17	NA	3.12	NA	3.68	3.43	3.28	2.11	3.05	NA	3.45	2.93	3.61	2.95	3.27	2.22	3.34	NA	NA	2.98	4.43	3.78	NA	3.32	2.5
1892	3.68	4.86	4.52	1.87	3.79	2.55	2.42	NA	3.34	NA	3.02	2.68	2.69	1.82	2.83	NA	4.54	2.67	3.32	2.68	3.09	2.14	3.27	NA	NA	3.11	3.55	3.85	NA	2.61	2.09
1893	3.31	4.14	4.11	2.11	3.22	2.27	2.47	NA	3.28	NA	2.89	2.37	2.58	1.93	2.75	NA	3.84	2.9	2.82	2.85	3.14	2.33	3.04	NA	NA	3.44	3.37	3.97	NA	3.38	2.36
1894	2.71	3.99	3.45	1.28	3.37	2.52	2.44	NA	4.21	NA	2.87	2.57	2.64	2.29	2.59	NA	4.04	2.86	3.05	2.8	3.01	2.08	3.37	NA	NA	3.11	3.1	4.09	NA	2.29	1.93
1895	2.45	3.51	2.79	2.12	3.25	2.44	2.33	NA	4.14	NA	2.93	2.53	2.54	2.05	2.32	4.84	3.96	2.64	2.46	2.88	2.6	2.45	3.59	NA	NA	3.92	3.42	3.91	NA	2.58	2.07
1896	2.72	3.29	2.33	1.72	3.02	1.94	2.21	2.72	3.66	NA	2.52	2.33	2.15	2.22	2.38	4.53	3.17	3.14	2.91	2.58	2.74	2.41	3.22	NA	NA	3.5	3.48	3.63	NA	2.21	1.92
1897	2.64	3.18	2.62	2.48	2.94	2.17	2.28	2.71	4.55	NA	2.9	2.29	2.57	2.27	2.47	3.66	3.41	3.61	3.25	2.88	2.59	2.69	3.54	NA	NA	2.97	3.39	3.96	NA	2.07	1.95
1898	2.39	3.72	2.1	2.37	3.62	2.43	2.09	3.19	4.5	4.67	2.41	2.2	2.54	2.26	2.31	3.63	3.44	4.22	3.4	2.87	3.13	2.21	3.21	NA	NA	3.09	3.13	3.46	NA	1.76	1.54
1899	2.18	3.23	2.51	1.96	2.66	1.69	1.96	3.32	3.86	4.37	3.29	2.24	2.42	1.63	2.14	3.19	2.98	3.35	2.51	2.77	3.11	1.41	2.32	NA	NA	2.69	0	3.1	NA	1.51	1.19
1900	2.33	2.78	1.99	0.63	2.67	1.85	1.49	1.91	2.58	3.57	3.17	2.48	2.55	1.91	2.83	3.4	3.17	3.97	3.23	2.26	3.22	1.21	1.46	NA	NA	2.95	2.97	3.66	NA	2.12	1.63
1901	2.71	2.73	2.54	1.34	2.97	1.82	1.65	2.68	1.97	3.56	3.3	2.53	2.65	1.95	3.47	4.11	4.17	3.14	3.66	2.26	3.9	0.84	1	NA	NA	2.8	3.8	3.34	NA	1.72	1.65
1902	2.36	2.35	2.4	1.37	2.56	1.67	2.03	2.92	2.38	3.03	2.25	1.8	2.28	1.67	3.15	4.11	3.5	2.46	3.01	2.21	3.03	0.62	1.08	NA	NA	1.76	2.6	2.83	NA	1.3	1.61
1903	2.61	2.46	2.93	1.46	2.88	1.84	2.43	3.15	2.41	3.26	2.25	1.68	2.35	1.75	3.87	4.97	4.32	2.85	3.79	2.27	3.9	0.59	0.98	4.7	NA	2.05	2.83	2.9	NA	1.43	1.59
1904	2.35	2.51	3.68	1.21	3.28	1.88	1.7	2.87	2.95	4.38	2.29	1.58	2.07	1.81	4.69	5.15	4.29	3.3	4.47	2.32	3.83	0.57	1.09	4.04	2.55	2.99	2.94	2.89	NA	1.71	1.74
1905	2.32	2.33	3.95	1.13	2.99	1.73	2.11	2.93	4.01	5.33	2.3	2.07	2.03	1.8	4.19	5.05	5.32	3.05	4.75	2.48	3.66	0.56	1.1	4.22	2.58	3.67	2.85	2.59	NA	1.67	1.83
1906	2.94	2.57	3.71	1.56	2.33	1.61	2.53	2.95	3.78	4.71	2.35	2.26	2.1	1.99	4.74	4.14	4.69	3.09	4.91	2.18	3.45	0.71	1.12	5.15	2.71	2.63	2.36	2.49	3.49	2.05	1.92
1907	3.46	2.74	3.64	1.5	2.53	2.04	2.87	3.49	3.47	4.28	2.68	2.56	2.24	1.92	5.65	3.79	4.24	3.27	4.63	2.08	2.76	0.73	1.61	4.99	2.47	2.53	2.6	2.61	3.61	2.16	2.41
1908	3.87	2.73	2.48	1.29	3.18	2.52	2.39	3.15	4.01	3.47	2.98	2.63	2.13	2.14	5.68	3.24	4	3.99	4.21	2.11	3.22	0.74	1.56	4.52	2.2	2.49	2.88	2.64	3.4	1.7	2.06
1909	3.57	2.87	2.37	2.31	2.32	2.61	2.28	2.97	3.84	3.34	2.71	2.44	2.24	1.81	4.21	3.27	3.51	3.23	3.18	1.96	3.08	0.8	1.93	4.24	2.3	2.51	3.05	2.69	3.16	1.68	1.95
1910	3.43	3.36	2.65	2.18	2.6	2.43	1.53	2.47	3.64	3.69	3.02	2.33	2.44	2.06	3.95	2.56	3.33	2.94	3.07	1.68	3.11	0.69	2.04	3.91	2.48	2.78	3.58	3.2	3.92	1.65	2.4
1911	3.01	2.69	2.15	2.48	2.27	2.26	1.42	2.42	3.37	3.67	2.75	2.02	2.49	1.51	3.21	2.64	3.03	2.7	2.86	1.51	2.83	0.69	1.79	3.53	2.67	2.19	2.91	2.78	3.12	1.37	1.89
1912	3.03	2.54	2.04	1.92	2.73	1.97	1.56	2.19	3.94	4.94	2.66	2.01	2.17	1.99	3.34	3.03	3.36	2.29	3.06	1.87	2.76	0.78	1.78	2.83	2.08	2.12	3.06	3.11	3.27	1.5	1.72
1913	3.11	3.4	2.32	2.09	3.31	2.59	2.72	2	4.41	6.03	3.11	2.19	2.42	2.04	3.56	3.17	3.72	2.51	3.32	1.87	2.75	1.16	2.26	3.49	2.27	2.75	3.8	3.54	3.08	1.72	2.09
1914	3.25	3.8	2.3	2.4	3.27	2.62	2.54	2.19	5.72	5.8	3.29	2.41	2.79	2.32	4.3	4.17	3.81	3.09	4.26	2.41	3.55	1.41	2.26	4.25	2.91	3.74	3.48	3.87	3.73	1.76	2.15
1915	2.62	3.09	2.08	1.83	2.8	2.02	2.29	2.01	5.18	5.14	3.58	2.03	2.55	2.15	3.86	3.53	3.47	2.53	3.47	2.75	2.87	1.26	2.13	3.7	2.62	3.41	3.37	3.65	3.99	1.36	1.72
1916	2.78	3.38	3.02	2.36	2.77	2.23	2.91	2.68	4.99	5.37	4.01	2.33	2.79	2.46	4	3.53	3.53	2.69	3.25	2.87	3.43	1.86	2.07	3.98	3.18	3.41	4.11	3.89	4.48	1.24	2.17
1917	1.56	3.59	2.42	1.9	2.38	1.65	2.73	2.26	4.95	4.53	3.51	2.29	2.17	1.95	3.07	2.34	2.75	2.53	2.61	2.55	3.05	1.56	1.87	3.07	2.26	2.31	2.91	3.2	3.21	1.17	1.71
