# Graybill - Eldorado Canyon - PSME - ITRDB CO533
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3354
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3354.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co533-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co533-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co533.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co533.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Graybill - Eldorado Canyon - PSME - ITRDB CO533
#--------------------
# Investigators
#   Investigators: Graybill, D.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Eldorado Canyon
#   Location: Colorado
#   Northernmost_Latitude: 39.93
#   Southernmost_Latitude: 39.93
#   Easternmost_Longitude: -105.27
#   Westernmost_Longitude: -105.27
#   Elevation_m: 1889
#--------------------
# Data_Collection
#   Collection_Name: CO533
#   First_Year: 1550
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EDO011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO063_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO063; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDO082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDO082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EDO011_raw	EDO012_raw	EDO021_raw	EDO022_raw	EDO031_raw	EDO032_raw	EDO041_raw	EDO042_raw	EDO051_raw	EDO052_raw	EDO061_raw	EDO062_raw	EDO063_raw	EDO071_raw	EDO072_raw	EDO081_raw	EDO082_raw
1541	NA	NA	NA	NA	2.17	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	NA	NA	NA	1.58	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	NA	NA	NA	1.48	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	NA	NA	NA	1.5	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	NA	NA	NA	1.83	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	NA	NA	NA	2.36	2.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	NA	NA	NA	1.9	1.82	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	2.46	2.96	NA	NA	NA	1.58	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	2.9	2.7	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	0.81	1.36	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	1.15	1.56	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	1.34	1.64	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	2.07	2.11	NA	NA	NA	1.71	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	2.29	2.21	NA	NA	2	1.97	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	2.32	2.53	NA	NA	1.78	1.94	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	3.2	1.92	NA	NA	2.13	1.81	NA	NA	NA	NA	NA	NA	NA
1557	NA	NA	NA	NA	2.09	1.37	NA	NA	1.45	1.53	NA	NA	NA	NA	NA	NA	NA
1558	NA	NA	NA	NA	1.32	0.93	NA	NA	1.18	1.49	NA	1.11	NA	NA	NA	NA	NA
1559	NA	NA	NA	NA	1.66	1.21	NA	NA	1.11	1.49	NA	2.38	NA	NA	NA	NA	NA
1560	NA	NA	NA	NA	1.89	1.11	NA	NA	0.91	1.58	NA	1.06	NA	NA	NA	NA	NA
1561	NA	NA	NA	NA	1.94	1.92	NA	NA	1.04	1.43	NA	1.2	NA	NA	NA	NA	NA
1562	NA	NA	NA	NA	2.76	1.43	NA	NA	1.38	1.75	NA	1.5	NA	NA	NA	NA	NA
1563	NA	NA	NA	NA	2.41	1.56	NA	NA	1.28	1.34	NA	1.34	NA	NA	NA	NA	NA
1564	NA	NA	NA	NA	2.54	1.25	NA	NA	1.64	1.67	NA	1.94	NA	NA	NA	NA	NA
1565	NA	NA	NA	NA	2.89	2.35	NA	NA	1.92	1.93	NA	1.69	NA	NA	NA	NA	NA
1566	NA	NA	NA	NA	2.21	1.63	NA	NA	1.48	1.41	NA	1.1	NA	NA	NA	NA	NA
1567	NA	NA	NA	NA	1.65	1.81	NA	NA	1.3	1.26	NA	0.89	NA	NA	NA	NA	NA
1568	NA	NA	NA	NA	1.03	1.45	NA	NA	0.93	0.89	NA	0.51	NA	NA	NA	NA	NA
1569	NA	NA	NA	NA	0.84	1.29	NA	NA	0.99	0.89	NA	0.75	NA	NA	NA	NA	NA
1570	NA	NA	NA	NA	1.07	1.54	NA	NA	1.08	1.3	NA	0.94	NA	NA	NA	NA	NA
1571	NA	NA	NA	NA	1.26	1.53	NA	NA	1.02	1.27	NA	0.63	NA	NA	NA	NA	NA
1572	NA	NA	NA	NA	1.29	1.55	NA	NA	1.16	1.26	NA	0.9	NA	NA	NA	NA	NA
1573	NA	NA	NA	NA	0.96	1.39	NA	NA	0.93	1.03	NA	0.55	NA	NA	NA	NA	NA
1574	NA	NA	NA	NA	1.15	1.6	NA	NA	0.79	1.02	NA	0.48	NA	NA	NA	NA	NA
1575	NA	NA	NA	NA	1.13	2.11	NA	NA	1.02	1.51	0.8	0.72	NA	NA	NA	NA	NA
1576	NA	NA	NA	NA	0.73	1.3	NA	NA	0.95	1.14	0.62	0.55	NA	NA	NA	NA	NA
1577	NA	NA	NA	NA	0.98	1.64	NA	NA	0.79	1.2	0.78	0.7	NA	NA	NA	NA	NA
1578	NA	NA	NA	NA	1.31	2.09	NA	NA	0.91	1.09	1.3	1.06	NA	NA	NA	NA	NA
1579	NA	NA	NA	NA	0.81	1.14	NA	NA	0.56	0.78	0.75	0.64	NA	NA	NA	NA	NA
1580	NA	NA	NA	NA	0.72	1.16	NA	NA	0.83	0.98	0.57	0.5	NA	NA	NA	NA	NA
1581	NA	NA	NA	NA	0.58	1.37	NA	NA	0.35	0.71	0.37	0.4	NA	NA	NA	NA	NA
1582	NA	NA	NA	NA	0.76	1.51	NA	NA	0.62	1.2	0.33	0.33	NA	NA	NA	NA	NA
1583	NA	NA	NA	NA	0.93	1.71	NA	NA	0.67	1.04	0.66	0.83	NA	NA	NA	NA	NA
1584	NA	NA	NA	NA	0.99	1.6	NA	NA	0.61	0.79	0.49	0.58	NA	NA	NA	NA	NA
1585	NA	NA	NA	NA	0.83	1.25	NA	NA	0.44	0.58	0.45	0.5	NA	NA	NA	NA	NA
1586	NA	NA	NA	NA	0.84	1.35	NA	NA	0.56	0.69	0.44	0.36	NA	NA	NA	NA	NA
1587	NA	NA	NA	NA	0.53	0.95	NA	NA	0.41	0.55	0.29	0.29	NA	NA	NA	NA	NA
1588	NA	NA	NA	NA	0.77	1.26	NA	NA	0.32	0.56	0.34	0.39	NA	NA	NA	NA	NA
1589	NA	NA	NA	NA	0.89	1.37	NA	NA	0.63	0.75	0.41	0.54	NA	NA	NA	NA	NA
1590	NA	NA	NA	NA	0.54	0.78	NA	NA	0.19	0.3	0.25	0.4	NA	NA	NA	NA	NA
1591	NA	NA	NA	NA	0.46	0.74	NA	NA	0.34	0.53	0.25	0.27	NA	NA	NA	NA	NA
1592	NA	NA	NA	NA	0.83	1.37	NA	NA	0.61	0.8	0.37	0.5	NA	NA	NA	NA	NA
1593	NA	NA	NA	NA	0.96	1.3	NA	NA	0.5	0.79	0.41	0.46	NA	NA	NA	NA	NA
1594	NA	NA	NA	NA	1.24	1.62	NA	NA	0.8	0.99	0.57	0.73	NA	NA	NA	NA	NA
1595	NA	NA	NA	NA	0.96	1.4	NA	NA	1.02	1.19	0.5	0.48	NA	NA	NA	NA	NA
