# Meko - Frawley - QUMA - ITRDB SD010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3941
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3941.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd010-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd010-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd010.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd010.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Meko - Frawley - QUMA - ITRDB SD010
#--------------------
# Investigators
#   Investigators: Meko, D.M.(https://orcid.org/0000-0002-5171-2724); Sieg, C.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frawley
#   Location: South Dakota
#   Northernmost_Latitude: 44.48
#   Southernmost_Latitude: 44.48
#   Easternmost_Longitude: -103.68
#   Westernmost_Longitude: -103.68
#   Elevation_m: 1230
#--------------------
# Data_Collection
#   Collection_Name: SD010
#   First_Year: 1892
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FRW04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW05C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW05C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FRW11O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FRW11O; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FRW04A_raw	FRW05A_raw	FRW05B_raw	FRW05C_raw	FRW07B_raw	FRW09A_raw	FRW09B_raw	FRW10A_raw	FRW10B_raw	FRW11A_raw	FRW11B_raw	FRW11O_raw
1925	1.09	NA	1.21	1.38	0.54	1.08	2.45	NA	NA	2.11	1.96	1.72
1926	0.81	NA	0.99	0.98	1.67	0.98	2.32	NA	NA	1.86	1.45	1.7
1927	1.14	1.52	1.65	1.78	1.97	1.08	2.39	NA	NA	2.34	1.52	1.55
1928	0.7	0.99	1.16	1.12	1.12	0.7	2.14	NA	NA	2.39	1.27	1.64
1929	0.93	0.95	1	1.2	0.91	1.32	2.46	NA	NA	2.55	1.7	1.85
1930	0.67	0.56	0.61	0.61	0.5	0.78	1.38	NA	NA	1.44	1.34	1.62
1931	0.43	0.41	0.4	0.54	0.44	0.6	0.8	NA	NA	0.81	0.76	2.1
1932	1.13	1.37	1.33	1.61	0.97	1.16	2.02	NA	NA	1.34	1.05	2.35
1933	1.06	1.01	1.16	1.35	0.85	0.89	1.89	NA	NA	1.73	1.15	2.42
1934	0.48	0.49	0.45	0.39	0.35	0.53	0.72	NA	NA	0.64	0.27	2.4
1935	1.06	0.74	0.87	0.93	0.36	0.61	0.97	NA	NA	1.06	0.51	2.69
1936	0.52	0.54	0.45	0.42	0.32	0.38	0.67	NA	NA	0.6	0.38	1.91
1937	0.62	0.32	0.36	0.43	0.36	0.29	0.72	NA	NA	0.97	0.32	1.97
1938	0.83	0.49	0.29	0.3	0.28	0.27	0.84	NA	NA	0.51	0.3	1.79
1939	0.62	0.34	0.25	0.35	0.27	0.39	0.73	NA	NA	0.29	0.32	1.62
1940	1.29	0.54	0.45	0.36	0.36	0.31	0.7	NA	NA	0.32	0.29	1.85
1941	0.8	0.89	0.67	0.74	0.49	0.51	1.82	NA	NA	0.45	0.3	1.68
1942	1.28	1.49	1.25	1.45	0.92	0.91	2.62	NA	NA	0.77	0.48	2.12
1943	0.5	0.95	0.83	0.88	0.97	0.73	1.74	0.79	NA	0.65	0.45	1.28
1944	0.19	0.62	0.7	0.72	0.45	0.55	1.48	0.63	NA	1.01	0.56	0.92
1945	0.46	1.26	1.21	1.25	0.71	0.94	1.48	0.96	0.79	1.33	0.78	1.43
1946	1.15	0.99	1.14	0.97	0.64	0.52	0.77	1.07	0.77	1.22	0.53	0.71
1947	0.4	0.98	1.26	1.32	0.64	0.85	1.22	1.41	1.05	2.27	0.99	1.81
1948	0.89	0.56	0.75	0.78	0.34	0.52	0.89	0.87	0.71	1.8	0.5	1.4
1949	0.48	0.88	1.09	1.14	0.4	1.02	1.52	1.39	0.95	1.59	0.67	1.41
1950	0.71	0.7	0.8	0.89	0.39	0.73	1.04	1.28	0.9	1.59	0.7	1.51
1951	0.43	0.48	0.62	0.49	0.3	0.53	0.92	0.89	0.57	0.85	0.41	1.31
1952	0.58	0.47	0.67	0.48	0.37	0.45	0.71	0.8	0.61	0.83	0.46	1.3
1953	0.74	0.79	1.04	1.21	0.49	1.09	1.52	1.13	0.63	2.06	0.77	1.68
1954	0.53	0.74	0.72	0.77	0.52	1	1.39	1.46	0.93	2	0.78	1.66
1955	0.44	0.89	0.54	0.85	0.57	0.9	1.2	1.31	0.78	1.61	0.66	1.48
1956	0.32	0.48	0.29	0.42	0.33	0.56	1.06	1.11	0.61	1.09	0.56	1.46
1957	0.55	1.08	0.83	1.13	0.35	0.76	0.99	1.26	0.91	1.82	0.94	1.61
1958	0.47	0.68	0.52	0.63	0.34	0.78	1	0.78	0.71	1.07	0.81	0.88
1959	0.33	0.47	0.37	0.34	0.27	0.55	0.79	0.89	0.76	0.78	0.43	0.91
1960	0.41	0.33	0.25	0.3	0.23	0.54	0.81	0.99	0.58	0.7	0.53	0.87
1961	0.32	0.28	0.2	0.28	0.18	0.34	0.48	0.52	0.39	0.45	0.38	0.93
1962	0.43	0.58	0.54	0.82	0.26	0.41	0.55	0.55	0.48	0.86	0.43	1.27
1963	0.58	0.69	0.33	0.31	0.29	0.45	0.91	0.61	0.56	1.08	0.36	1.31
1964	0.57	0.77	0.39	0.71	0.36	0.85	1.71	1.64	1.36	2.07	0.68	3.38
1965	0.42	1.07	0.79	1.05	0.28	0.58	1.22	0.87	1.05	1.97	1.13	3.31
1966	0.4	0.5	0.49	0.58	0.24	0.37	0.93	0.96	0.82	1.71	0.92	2.38
1967	0.41	0.43	0.42	0.45	0.23	0.32	0.72	0.81	0.84	2.11	1.16	1.31
1968	0.41	0.58	0.43	0.43	0.26	0.51	1.36	1.43	1.38	1.77	1.16	2.12
1969	0.41	0.38	0.46	0.26	0.29	0.67	1.39	1.78	1.59	2.77	1.79	2.23
1970	0.41	0.77	0.67	0.72	0.3	0.79	1.25	1.25	1.02	2.12	1.39	2.56
1971	0.41	0.48	0.43	0.36	0.35	0.7	0.96	1.06	0.92	1.91	1.13	1.34
1972	0.44	0.53	0.44	0.37	0.3	1.03	1.63	1	1.08	2.24	1.36	2.11
1973	0.26	0.6	0.57	0.51	0.37	0.75	0.83	0.97	0.97	1.5	1.08	1.56
1974	0.38	0.39	0.42	0.31	0.28	0.78	0.75	0.86	0.95	1.32	0.82	1.42
1975	0.37	0.53	0.47	0.39	0.27	0.45	0.65	0.74	0.69	1.68	0.95	1.65
1976	0.42	0.63	0.48	0.4	0.27	0.76	0.97	0.84	0.77	1.56	1.09	1.53
1977	0.36	0.56	0.58	0.44	0.24	0.79	1.14	0.78	0.62	1.04	0.81	1.41
1978	0.24	0.71	0.71	0.78	0.25	0.63	1.24	1.18	0.77	1.94	1.36	2.27
1979	0.17	0.46	0.53	0.42	0.24	0.86	1.29	0.86	0.7	1.71	1.28	2.49
1980	0.3	0.27	0.34	0.25	0.15	0.5	0.79	0.48	0.49	0.83	0.59	1.33
1981	0.63	0.37	0.48	0.49	0.13	0.52	0.76	0.81	0.6	1.08	0.84	1.89
1982	0.37	0.54	0.71	1	0.25	0.74	1.07	1.29	0.85	1.7	1.73	2.37
1983	0.51	0.44	0.57	0.48	0.37	0.63	0.84	0.88	0.68	0.96	0.75	1.97
1984	0.51	0.7	0.89	1.1	0.37	0.58	1.15	0.67	0.64	1.56	0.92	2.5
1985	0.29	0.35	0.31	0.38	0.16	0.67	0.79	0.64	0.53	0.75	0.66	1.78
1986	0.33	0.4	0.4	0.64	0.31	0.78	1.06	1.09	0.94	1.99	1.4	2.24
1987	0.32	0.52	0.4	0.56	0.29	0.62	0.98	0.86	0.78	1.56	0.85	1.97
1988	0.15	0.32	0.41	0.39	0.26	0.53	0.86	0.71	0.53	0.97	0.45	1.54
1989	0.33	0.48	0.34	0.53	0.29	0.5	0.69	0.76	0.62	1.24	0.94	1.94
1990	NA	0.64	0.53	0.54	0.32	0.4	0.71	0.55	NA	1.24	0.78	1.41
