# de Graauw - Kee Cabin - LITU - ITRDB WV021
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28237
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28237.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv021-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv021-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv021.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv021.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Kee Cabin - LITU - ITRDB WV021
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Kee Cabin; KML). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kee Cabin
#   Location: West Virginia
#   Northernmost_Latitude: 38.2
#   Southernmost_Latitude: 38.2
#   Easternmost_Longitude: -80.11
#   Westernmost_Longitude: -80.11
#   Elevation_m: 755
#--------------------
# Data_Collection
#   Collection_Name: WV021
#   First_Year: 1777
#   Last_Year: 1865
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Liriodendron tulipifera L.
#   Common_Name: tuliptree
#   Tree_Species_Code: LITU
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KMN204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMN204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KME103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KME103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMS104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMS104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMN103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMN103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KME203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KME203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMS204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMS204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMW104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMW104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMS105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMS105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMN203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMN203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KMN104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KMN104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KME204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KME204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KME106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KME106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KMN204A_raw	KMW201A_raw	KMW204A_raw	KME103A_raw	KMW106A_raw	KMS104A_raw	KMN103A_raw	KME203A_raw	KMW103A_raw	KMS204A_raw	KMW105A_raw	KMW104A_raw	KMS105A_raw	KMN203A_raw	KMN104A_raw	KME204A_raw	KME106A_raw
1777	NA	1.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	2.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	1.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	1.241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	1.386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	1.485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	1.577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	1.328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	0.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	1.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	1.617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	1.254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	0.947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	1.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.696	NA	NA	NA	NA
1791	NA	0.609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.811	NA	NA	NA	1.3
1792	NA	0.738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.412	NA	NA	NA	1.503
1793	NA	0.867	1.964	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.614	NA	NA	NA	2.065
1794	NA	0.656	1.781	NA	NA	NA	3.42	NA	NA	NA	NA	NA	2.12	NA	NA	NA	1.725
1795	NA	1.117	2.007	NA	NA	NA	3.811	NA	NA	NA	NA	NA	2.556	NA	3.073	NA	1.962
1796	NA	0.405	1.871	NA	NA	NA	3.398	NA	NA	NA	NA	NA	2.015	NA	2.891	NA	1.744
1797	NA	0.598	1.755	NA	NA	NA	3.538	NA	NA	NA	NA	NA	2.571	NA	3.188	NA	2.334
1798	1.115	0.834	1.368	NA	NA	NA	2.972	NA	NA	NA	NA	2.064	1.693	NA	2.581	NA	1.961
1799	2.28	1.19	1.313	NA	NA	NA	3.134	NA	NA	NA	NA	2.649	1.659	NA	2.658	NA	1.658
1800	1.799	1.048	1.492	NA	NA	NA	3.048	NA	NA	NA	NA	2.896	1.23	NA	3.081	NA	1.647
1801	2.026	1.415	2.014	NA	NA	NA	1.927	NA	NA	NA	NA	2.592	1.714	NA	2.488	NA	1.187
1802	1.34	1.622	2.336	NA	NA	NA	2.517	NA	NA	NA	NA	2.658	1.824	NA	3.064	NA	1.121
1803	1.837	1.017	1.44	NA	NA	NA	2.516	NA	NA	NA	NA	1.573	1.277	NA	2.003	NA	1.161
1804	1.209	1.192	1.697	NA	NA	NA	3.697	NA	NA	NA	NA	2.069	2.043	NA	2.907	NA	1.268
1805	1.118	0.842	1.331	NA	NA	NA	2.362	NA	NA	NA	NA	2.141	1.491	NA	1.863	NA	0.921
1806	1.48	0.668	1.234	1.637	NA	NA	2.395	4.097	NA	NA	NA	1.573	3.484	NA	1.526	NA	0.715
1807	1.084	0.951	1.256	2.212	NA	NA	3.053	3.1	NA	NA	NA	1.55	2.808	NA	2.303	NA	0.741
1808	1.559	0.979	1.393	1.944	NA	NA	2.343	1.921	NA	NA	NA	1.142	1.316	NA	1.993	NA	0.952
1809	1.584	1.722	1.407	1.967	NA	NA	2.12	1.988	NA	NA	NA	1.315	1.445	NA	2.551	NA	1.684
1810	1.366	1.63	1.685	1.862	NA	NA	2.166	1.676	NA	NA	1.169	1.157	1.628	NA	2.792	NA	2.216
1811	1.303	1.362	1.286	1.668	2.637	5.371	2.546	1.315	NA	NA	1.423	1.296	1.455	NA	1.805	NA	1.306
1812	1.463	1.133	0.946	1.182	2.288	4.377	1.582	1.075	NA	NA	1.26	0.792	0.919	NA	1.645	NA	0.881
1813	1.257	0.595	0.956	0.917	1.691	3.364	1.213	0.969	NA	NA	1.451	0.831	0.829	NA	0.968	NA	0.713
1814	1.326	1.165	1.188	1.447	1.565	4.055	2.468	1.668	NA	NA	1.391	1.116	1.142	NA	1.546	NA	0.755
1815	1.416	0.677	1.242	0.998	0.877	3.788	2.019	1.388	NA	1.385	0.856	0.876	1.225	NA	1.67	NA	0.491
1816	0.717	0.916	1.142	0.703	1.187	2.939	1.353	0.632	NA	1.639	0.67	1.017	0.628	NA	1.09	NA	0.985
1817	0.864	1.685	1.153	1.093	1.307	3.127	1.36	0.817	NA	1.7	0.66	1.534	0.854	NA	1.67	NA	1.363
1818	0.622	1.794	1.063	1.801	1.939	3.669	2.471	1.333	NA	1.188	0.982	2.195	1.381	NA	1.76	1.989	1.475
1819	1.506	0.879	0.815	0.775	1.258	2.802	1.283	0.939	NA	0.627	0.767	1.458	0.691	NA	1.241	1.029	0.692
1820	0.884	1.098	0.866	1.898	3.287	3.211	2.792	1.37	NA	1.213	1.053	2.113	0.651	NA	1.235	1.286	1.639
1821	1.562	0.832	0.995	1.284	2.351	3.147	1.426	1.059	NA	1.023	1.494	1.291	0.686	NA	0.989	1.122	1.201
1822	1.155	0.866	1.126	1.547	2.379	2.825	0.83	1.068	NA	0.953	1.761	1.01	0.72	NA	1.077	1.471	1.049
1823	1.236	0.71	1.012	1.366	2.571	3.001	1.051	1.165	3.118	1.088	1.57	0.872	0.869	NA	1.253	1.738	1.194
1824	1.715	1.122	1.203	1.549	2.186	2.679	0.995	0.912	1.989	1.006	1.128	1.104	0.772	NA	1.14	1.694	1.1
1825	0.839	0.801	1.156	1.839	2.903	2.343	1.046	1.539	2.359	1.455	1.851	1.041	1.225	NA	1.076	1.288	0.846
1826	1.024	0.743	1.101	1.229	2.137	2.168	1.083	2.152	2.411	1.501	1.84	1.209	1.538	NA	1.097	1.008	0.979
1827	1.945	0.983	1.23	2.101	2.672	2.298	0.877	2.007	2.414	1.59	3.046	1.278	1.051	NA	1.427	1.246	0.824
1828	1.397	1.122	1.064	1.536	1.869	2.567	0.644	1.262	2.329	1.134	1.719	1.936	0.919	NA	1.693	1.185	0.963
1829	1.391	0.933	0.875	1.238	1.873	1.861	0.604	1.059	2.44	1.249	1.349	1.4	0.779	NA	1.592	1.465	1.365
1830	0.987	0.694	1.115	1.239	2.575	2.15	1.013	1.878	2.433	1.269	1.868	1.692	0.991	2.154	1.277	1.558	1.917
