# Griffin - Tejon Valley Transect Mid Upland - QULO - ITRDB CA733
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/39044
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-39044.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca733-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca733.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca733.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2024-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2024-02-13
#--------------------
# Title
#   Study_Name: Griffin - Tejon Valley Transect Mid Upland - QULO - ITRDB CA733
#--------------------
# Investigators
#   Investigators: Griffin, Daniel; Trumper, Matthew L.; White, Michael D.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Trumper et al. 2024. Landscape position mediates drought vulnerability in California valley oak (Quercus lobata). Environmental Research Letters, In minor revision
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: #1903504
#--------------------
# Site_Information
#   Site_Name: Tejon Valley Transect Mid Upland
#   Location: California
#   Northernmost_Latitude: 35.028
#   Southernmost_Latitude: 35.028
#   Easternmost_Longitude: 118.628
#   Westernmost_Longitude: 118.628
#   Elevation_m: 885
#--------------------
# Data_Collection
#   Collection_Name: CA733
#   First_Year: 1818
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Quercus lobata Née
#   Common_Name: valley oak
#   Tree_Species_Code: QULO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TVTD100A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD100A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD102A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD102A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD109A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD111A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD111A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD114A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD114A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TVTD115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TVTD115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TVTD100A_raw	TVTD101A_raw	TVTD102A_raw	TVTD103A_raw	TVTD104A_raw	TVTD105A_raw	TVTD106A_raw	TVTD107A_raw	TVTD108A_raw	TVTD109A_raw	TVTD110A_raw	TVTD111A_raw	TVTD112A_raw	TVTD113A_raw	TVTD114A_raw	TVTD115A_raw
1818	NA	NA	NA	3.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	2.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	4.188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	3.597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	2.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	3.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	4.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	3.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	2.869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	3.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	2.786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	3.312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	2.608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	2.863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	2.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	2.763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	3.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	5.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	3.144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	2.957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	1.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	2.286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	1.898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	3.027	1.484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	1.81	1.628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	1.23	1.985	2.079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	1.865	2.111	1.591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	1.681	1.903	1.147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	1.425	1.44	1.043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	2.258	2.022	0.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	1.843	1.968	0.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	1.775	1.756	1.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	2.72	1.957	1.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	1.946	1.621	0.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	3.712	1.087	0.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	3.896	1.333	0.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	3.359	1.3	1.029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	2.992	1.022	0.982	NA	NA	NA	NA	NA	NA	NA	0.747	NA	NA	NA
1859	NA	NA	1.888	1.084	1.14	NA	NA	NA	NA	NA	NA	NA	0.227	NA	NA	NA
1860	NA	NA	3.154	1.156	2.121	NA	NA	NA	NA	NA	NA	NA	0.346	NA	NA	NA
1861	NA	NA	2.036	1.231	1.529	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	NA
1862	NA	NA	3.035	2.012	1.633	NA	NA	NA	NA	NA	NA	NA	0.318	NA	NA	NA
1863	NA	NA	1.88	1.839	1.319	NA	NA	NA	NA	NA	NA	NA	0.509	NA	NA	NA
1864	NA	NA	1.677	1.162	1.154	NA	NA	NA	NA	NA	NA	NA	0.516	NA	NA	NA
1865	NA	NA	1.534	1.424	0.853	NA	NA	NA	NA	NA	NA	NA	0.836	NA	NA	2.636
1866	NA	NA	2.836	1.631	0.949	NA	NA	NA	NA	NA	NA	2.377	1.319	NA	NA	2.749
1867	NA	NA	3.02	1.7	1.161	NA	NA	NA	NA	NA	NA	2.606	1.426	NA	NA	2.569
1868	NA	NA	2.92	2.086	1.537	NA	NA	NA	NA	NA	NA	3.671	1.723	NA	NA	2.599
1869	NA	NA	2.448	1.972	1.878	NA	NA	NA	NA	NA	NA	3.201	1.686	NA	NA	2.186
1870	NA	NA	2.062	2.003	1.427	NA	NA	NA	NA	NA	NA	1.994	1.12	NA	NA	2.031
1871	NA	NA	3.317	1.501	1.987	NA	NA	NA	NA	NA	NA	1.777	1.66	NA	NA	3.258
1872	NA	NA	2.55	1.782	1.228	NA	NA	NA	NA	NA	NA	1.596	1.502	NA	NA	2.023
1873	NA	NA	1.793	1.826	1.403	NA	NA	NA	NA	NA	NA	2.159	1.671	NA	2.03	1.316
1874	NA	NA	1.871	1.949	1.264	NA	NA	NA	NA	NA	NA	1.601	2.095	NA	2.351	1.478
1875	NA	NA	1.434	1.495	1.22	NA	NA	3.92	NA	NA	NA	1.721	1.808	NA	1.238	1.07
1876	NA	NA	2.199	2.419	1.405	NA	NA	5.559	NA	NA	NA	1.601	2.615	NA	2.984	1.656
1877	NA	NA	2.161	2.032	1.169	NA	NA	5.183	NA	NA	NA	1.719	2.542	NA	1.62	1.058
