# Patterson - Lower Truckee River Site MRW - PPFR - ITRDB NV525
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38301
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38301.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv525-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv525.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nv525.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-07-13
#--------------------
# File_Last_Modified_Date
#   Date: 2023-07-13
#--------------------
# Title
#   Study_Name: Patterson - Lower Truckee River Site MRW - PPFR - ITRDB NV525
#--------------------
# Investigators
#   Investigators: Patterson, Noelle(https://orcid.org/0000-0002-6418-5548); Dong, Xiaoli(https://orcid.org/0000-0003-3303-0735); Lane, Belize(https://orcid.org/0000-0003-2331-7038); Csank, Adam(https://orcid.org/0000-0002-7001-4470); Rood, Stewart(https://orcid.org/0000-0003-1340-1172); Sandoval-Solis, Samuel (https://orcid.org/0000-0003-0329-3243)
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: UC Davis College of Agricultural and Environmental Sciences
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Lower Truckee River
#   Location: Nevada
#   Northernmost_Latitude: 39.7262
#   Southernmost_Latitude: 39.5255
#   Easternmost_Longitude: -119.3043
#   Westernmost_Longitude: -119.6133
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: NV525
#   First_Year: 1948
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Populus fremontii Wats.
#   Common_Name: Fremont cottonwood
#   Tree_Species_Code: PPFR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MRW131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW171_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW171; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRW20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRW20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MRW131_raw	MRW132_raw	MRW16_raw	MRW12_raw	MRW23_raw	MRW232_raw	MRW14_raw	MRW15_raw	MRW191_raw	MRW192_raw	MRW171_raw	MRW172_raw	MRW18_raw	MRW1_raw	MRW2_raw	MRW6_raw	MRW21_raw	MRW9_raw	MRW3_raw	MRW5_raw	MRW22_raw	MRW111_raw	MRW112_raw	MRW4_raw	MRW8_raw	MRW7_raw	MRW20_raw
1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.53	NA	NA	NA
1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.19	NA	NA	NA
1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA
1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.78	NA	NA	NA
1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.41	NA	NA	NA
1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.48	NA	NA	NA
1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.75	NA	NA	NA
1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.32	NA	NA	NA
1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.76	NA	NA	NA
1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	NA	NA
1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.61	NA	NA	NA
1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.86	NA	NA	NA
1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.73	NA	NA	NA
1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.99	NA	NA	NA
1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.24	NA	NA	NA
1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.65	NA	NA	NA
1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	NA	3.07	NA
1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.24	NA	4.94	NA	5.74	NA
1966	NA	NA	8.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.32	NA	NA	NA	NA	NA	10.76	NA	8.83	NA	7.76	NA
1967	8.22	NA	10.02	NA	NA	4.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.52	NA	NA	NA	NA	NA	14.28	7.46	5.39	NA	6.16	NA
1968	7.54	NA	7.87	NA	NA	4.16	4.74	NA	NA	NA	NA	NA	NA	NA	NA	4.64	NA	NA	NA	NA	6.39	6.08	3.02	7.32	NA	4.92	NA
1969	12.29	10.47	12.02	NA	2.98	5.6	3.35	NA	NA	NA	NA	NA	NA	NA	NA	6.94	NA	NA	NA	NA	9.09	9.87	6.91	5.24	NA	7.96	NA
1970	9.55	10.36	11.22	NA	3.06	2.59	3.2	NA	3.64	3.49	15.65	NA	NA	NA	11.71	9.09	12.42	NA	NA	NA	4.07	6.95	3.94	5.38	NA	2.84	NA
1971	12.7	12.64	15.32	NA	3.3	3.01	2.74	NA	2.75	2.64	17.72	NA	NA	NA	9.66	6.76	13.51	NA	NA	NA	4.16	9.53	7.05	3.64	NA	4.66	NA
1972	7.99	6.29	14.36	NA	2.02	2.54	3.47	NA	2.61	2.73	14.28	14.42	NA	NA	17.29	5.07	6.87	NA	NA	NA	2.03	22.45	8.44	5.33	NA	1.8	NA
1973	8.09	9.6	12.49	NA	2.29	2.42	5.52	NA	3.02	2.84	14.51	17.62	NA	NA	14.34	3.9	8.45	NA	NA	NA	2.76	21.51	23.05	7.37	NA	4.37	NA
1974	11.33	12.53	14.2	NA	1.31	1.09	5.07	NA	2	2.11	15.27	16.84	NA	NA	10.51	5.8	10.82	NA	NA	NA	2.1	10.66	10.81	10.23	NA	5.72	NA
1975	13.01	10	13.82	15.81	1.57	1.26	4.19	NA	2.35	2.19	11.42	14.15	NA	NA	6.39	6.5	9.17	NA	11.6	NA	3.05	11.26	14.06	5.49	NA	5.53	NA
1976	7.06	8.37	10.06	0	1.11	0.74	3.7	NA	2.82	2.59	10.37	8.71	NA	NA	4.88	3.18	9.34	NA	6.32	NA	3.06	7.77	8.23	1.52	NA	3.71	NA
1977	7.48	7.64	5.76	10.26	0.55	0.41	6.24	NA	0.86	0.99	7.2	7.85	7.72	NA	7.37	1.4	3.85	NA	9.66	NA	2.35	10.8	8.94	0.32	NA	2.55	NA
1978	11.68	16.42	10.96	10.82	1.51	1.3	5.35	NA	2.11	1.94	10.53	13.1	10.15	NA	6.88	4.85	7.17	NA	6.62	NA	4.09	14.74	15.45	4.43	NA	5.14	NA
1979	13.94	13.26	10.96	18.79	0.77	0.58	2.04	4.1	1.9	2.04	9.24	10.25	9.03	8.76	5.44	4.85	9.44	NA	5.04	NA	2.95	14.71	15.07	5.13	NA	6.76	NA
1980	11.2	9.6	10.16	14.95	1.2	1.08	5.7	3.67	2.74	2.47	7.9	6.54	10.18	10.75	6.89	4.92	11.17	NA	3.71	NA	4.59	9.93	10.24	3.86	NA	5.06	NA
1981	12.67	16.11	8.41	13.13	0.79	0.81	4.36	5.35	2.37	1.93	6.58	6.6	9.93	9.81	5.72	5.54	7.47	NA	8.44	NA	2.74	9.27	9.47	5.1	NA	4.69	NA
1982	12	10.61	8.1	11.98	1.62	1.56	5.52	4.08	2.32	2.18	9.44	11.03	12.87	5.8	6.44	5.81	8.69	NA	6.77	NA	4.24	8.12	8.2	4.4	NA	6.77	NA
1983	10.95	11.19	10.28	8.63	1.36	1.01	4.93	3.79	3.05	2.61	10.87	10.15	12.05	4.7	4.46	6.3	10.42	NA	6.24	NA	3.59	8.68	7.58	4.82	5.85	4.97	NA
1984	5.52	7.51	6.09	10.68	1.47	1.27	2.87	2.24	1.5	1.43	8.32	10.03	7.32	4.08	5.33	5.28	9.1	NA	6.15	NA	2.16	4.74	4.35	5.78	4.37	3.54	NA
1985	4.74	7.31	4.46	15.72	1.56	1.21	2.46	5.56	1.88	1.53	4.97	6.48	7.86	4.68	5	4.13	4.59	NA	5.73	NA	2.45	2.96	2.42	5.73	3.4	3.26	NA
1986	9.68	10.71	6.46	15.99	0.78	0.58	2.85	5.76	1.52	1.75	8.16	7.6	11.75	7.45	4.36	5.04	6.97	NA	4.71	NA	2.28	3.98	3.61	5.61	5.52	5.31	NA
1987	6.94	10.34	4.51	17.4	0.38	0.4	2.82	4.52	1.29	1.23	4.41	3.88	10.06	7.9	6.18	5.34	4.16	NA	3.2	NA	1.95	3.29	3.12	4.8	5.26	3.88	NA
1988	7.09	9.25	4.83	13.21	0.32	0.19	3.57	4.24	1.18	1.48	4.98	4.02	11.24	4.06	4.53	5.23	4.46	NA	5.15	NA	3.09	3.42	3.15	6.96	4.6	4.48	NA
1989	6.81	9.26	7.71	13.36	1.33	1.02	4.58	7.37	10.94	10.71	4.33	4.71	9.02	9.72	4.93	5.48	4.56	NA	7.89	NA	13.41	5.14	5.42	8.05	4.62	5.04	NA
1990	9.97	11.67	7.19	13.48	3.11	2.77	5.29	4.94	12.99	13.11	3.95	3.79	8.07	6.88	2.75	7.52	4.99	NA	6.19	NA	26.43	4.61	5.31	7.13	5.16	6.07	NA
1991	7.62	7.17	6.31	9.14	5.13	5.73	4.22	4.73	8.81	8.3	2.06	2.33	6.32	4.36	2.81	5.49	5.9	NA	6.09	13.46	11.69	4.37	4.8	4.2	4.82	3.53	NA
