# Stewart - Treasure Creek - PCMA - ITRDB AK188
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36414
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36414.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: Other Reconstruction, Earth Surface Conditions Reconstruction, Arctic
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak188-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak188-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak188.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak188.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-05-09
#--------------------
# File_Last_Modified_Date
#   Date: 2022-05-09
#--------------------
# Title
#   Study_Name: Stewart - Treasure Creek - PCMA - ITRDB AK188
#--------------------
# Investigators
#   Investigators: Stewart, A.K.; Hubbard, T.D.; Leech, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Alexander K. Stewart, Trent D. Hubbard, Catherine Heinrich, Helen Eifert, and Maria Leech
#   Journal_Name: Unpublished Data
#   Published_Title: 10th World Dendrochronological Conference, Thimphu, Bhutan 2018: Landscape instability, permafrost and remote infrastructure corridors: reaction-wood analyses using black spruce, Alaska
#   Published_Date_or_Year: 2018
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: Alaska's infrastructure corridors are some of the more remote in North America; providing access to critical resources from a regional (e.g., Trans-Alaska Pipeline System) to a local scale (e.g., remote Alaska Native communities). Many corridors were developed quickly and with limited planning and understanding of cold-regions engineering in geologically complex terrains with widespread permafrost. This results in unique climate-driven maintenance requirements with a projected need of an additional $6.1 billion for normal wear-and-tear costs until 2030 (Larsen et al., 2008). In collaboration with the Alaskan Department of Transportation and Public Facilities and the Alaska Division of Geological & Geophysical Surveys, we have leveraged reaction-wood analyses in black spruce (Picea mariana) to evaluate landscape stability along important infrastructure corridors in three sites across Alaska-Northway Junction, Tonsina Hill, and Treasure Creek. At each site, 60 samples from 30 visibly tilted trees were collected, digitized, and quality checked using COFECHA software with reaction-wood years recorded. At Northway Junction along the Alaska Highway in east-central Alaska, an area of discontinuous permafrost of low to moderate ice content, there was a site-wide, rapid onset of reaction wood in 1989. Widespread tilting of trees on a retrogressive mass movement, likely a response to thawing permafrost conditions, necessitated an expensive road realignment. At the Tonsina Hill site along the Richardson Highway south of Glennallen in an area of sporadic permafrost, rapid onset of reaction wood began in 1978 and is likely associated with permafrost degradation due to increased heavy-equipment traffic from emplacement of the Trans- Alaska Pipeline. At the Treasure Creek site near Fairbanks, remote-sensing image analysis and geophysical data indicate land instability in an area of permafrost degradation, but the reaction wood signal is weak and monotonous from 1950 to the present (mean of 7 percent of recorded growth); this likely represents characteristic tree instability above frozen ground of variable ice content. Because each site is situated atop permafrost, unstable ground is expected under certain conditions (e.g., riverbank retreat, human influence) exacerbating the relatively quiescent process of permafrost thaw. As Alaska continues to modernize in concert with record population growth (10- fold increase in the past 70 years), efforts to recognize, mitigate, and/or prevent permafrost-thaw- induced landscape changes have become a focus for infrastructure projects. Improved evaluation of infrastructure siting and smarter technologies could help minimize the effects of permafrost thaw on human concerns.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Treasure Creek
#   Location: Alaska
#   Northernmost_Latitude: 65.02
#   Southernmost_Latitude: 65.02
#   Easternmost_Longitude: -147.74
#   Westernmost_Longitude: -147.74
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: AK188
#   First_Year: 1859
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea mariana (Mill.) Britton, Sterns, & Poggenb.
#   Common_Name: black spruce
#   Tree_Species_Code: PCMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TC016a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC016a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC016b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC016b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC017b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC017b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC019a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC019a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC019b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC019b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC020a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC020a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC020b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC020b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC021a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC021a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC021b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC021b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC022a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC022a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC022b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC022b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC023a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC023a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC023b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC023b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC024a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC024a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC024b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC024b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC025a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC025a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC025b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC025b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC026a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC026a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC026b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC026b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC027a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC027a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC027b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC027b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC029a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC029a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC029b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC029b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC030a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC030a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC103a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC103a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC103b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC103b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC104a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC104a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC104b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC104b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC109b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC109b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC110a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC110a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC113a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC113a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC113b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC113b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC114a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC114a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC114b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC114b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC115b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC115b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC117a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC117a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC118a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC118a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TC118b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TC118b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TC016a_raw	TC016b_raw	TC017b_raw	TC019a_raw	TC019b_raw	TC020a_raw	TC020b_raw	TC021a_raw	TC021b_raw	TC022a_raw	TC022b_raw	TC023a_raw	TC023b_raw	TC024a_raw	TC024b_raw	TC025a_raw	TC025b_raw	TC026a_raw	TC026b_raw	TC027a_raw	TC027b_raw	TC029a_raw	TC029b_raw	TC030a_raw	TC103a_raw	TC103b_raw	TC104a_raw	TC104b_raw	TC109a_raw	TC109b_raw	TC110a_raw	TC113a_raw	TC113b_raw	TC114a_raw	TC114b_raw	TC115b_raw	TC117a_raw	TC118a_raw	TC118b_raw
1859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.304	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342	NA	0.554	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.332	NA	0.682	NA	NA	NA	NA	NA	NA	NA	NA	NA
1904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.354	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA
1905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417	NA	0.765	NA	NA	NA	NA	NA	NA	NA	NA	NA
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.583	0.567	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724	0.547	NA	0.572	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.642	0.567	NA	0.981	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.462	0.386	NA	0.366	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.378	0.353	0.426	0.333	NA	NA	NA	NA	NA	NA	NA	NA	NA
