# Sauchyn - Boyce Ranch A - PIPO - ITRDB MT137
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/27511
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-27511.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt137-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mt137-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mt137.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mt137.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-05-17
#--------------------
# File_Last_Modified_Date
#   Date: 2019-05-17
#--------------------
# Title
#   Study_Name: Sauchyn - Boyce Ranch A - PIPO - ITRDB MT137
#--------------------
# Investigators
#   Investigators: Sauchyn, D.J.; Beriault, A.; Axelson, J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Upper Missouri River Basin Streamflow project NOAA Template Raw Measurements file added 2020-01-15.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Boyce Ranch A
#   Location: Montana
#   Northernmost_Latitude: 48.16
#   Southernmost_Latitude: 48.16
#   Easternmost_Longitude: -109.52
#   Westernmost_Longitude: -109.52
#   Elevation_m: 1400
#--------------------
# Data_Collection
#   Collection_Name: MT137
#   First_Year: 1572
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BBC01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBC05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBC05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BBC01A_raw	BBC01B_raw	BBC02A_raw	BBC02B_raw	BBC03A_raw	BBC03B_raw	BBC04A_raw	BBC04B_raw	BBC05A_raw
1839	1.941	1.952	0.499	0.94	2.399	2.514	0.845	NA	0.087
1840	2.222	2.464	0.708	0.847	2.578	2.795	2.268	NA	0.261
1841	2.792	1.913	0.415	0.678	1.351	1.376	1.795	NA	0.134
1842	2.546	2.569	0.914	1.201	1.697	1.985	1.788	NA	0.37
1843	1.933	1.56	0.743	0.707	0.817	1.013	1.776	NA	0.36
1844	2.269	2.496	0.695	0.403	1.204	1.069	0.6	NA	1.135
1845	2.569	2.569	0.81	0.784	1.897	2.118	1.061	NA	1.431
1846	2.864	2.245	0.733	0.968	1.062	1.383	1.763	NA	1.59
1847	2.374	1.945	0.68	0.769	1.315	1.232	1.389	NA	1.616
1848	1.792	1.759	0.281	0.741	1.295	1.325	1.28	NA	1.094
1849	1.67	1.842	0.939	0.804	1.54	1.495	1.316	NA	1.183
1850	2.166	1.759	0.652	0.444	0.955	1.077	1.302	0.525	0.454
1851	2.14	1.881	0.618	0.675	1.508	1.522	1.602	2.261	1
1852	1.567	2.379	1.026	0.826	1.428	1.588	1.738	2.773	1.099
1853	1.396	1.534	0.548	0.508	0.354	0.521	1.601	1.046	0.467
1854	1.16	1.28	0.633	0.498	0.206	0.152	0.818	0.145	0.868
1855	1.087	1.238	0.345	0.498	0.248	0.11	0.257	0.163	1.146
1856	1.415	1.481	0.64	0.466	0.217	0.116	0.385	0.51	1.294
1857	1.424	1.798	0.701	0.374	0.301	0.239	0.45	1.248	1.293
1858	1.735	1.954	0.993	0.601	0.719	0.508	0.666	0.867	1.643
1859	0.598	1.778	0.561	0.381	0.352	0.373	0.543	1.863	0.972
1860	1.009	2.339	0.997	0.603	0.468	0.376	0.99	2.421	0.628
1861	1.35	1.827	1.301	0.762	1.029	1.201	1.315	2.452	0.56
1862	1.002	1.143	0.875	0.645	0.647	0.781	1.157	1.332	0.419
1863	0.532	0.559	0.432	0.318	0.569	0.595	0.731	0.103	0.355
1864	0.644	1.033	0.506	0.18	0.574	0.891	0.354	0.635	0.379
1865	0.497	1.059	0.453	0.159	0.18	0.127	0.314	0.734	0.187
1866	0.829	1.295	0.572	0.296	0.495	0.449	0.486	0.784	0.33
1867	0.975	1.777	0.7	0.318	0.379	0.349	0.681	1.243	0.104
1868	1.564	2.065	0.996	0.519	0.772	0.835	0.992	2.302	0.232
1869	0.924	1.614	0.379	0.519	0.354	0.406	0.804	1.356	0.042
1870	1.085	1.407	0.734	0.551	0.498	0.572	0.883	1.618	0.203
1871	1.425	1.938	1.161	0.53	0.891	1.033	1.183	2.575	0.375
1872	1.174	1.649	0.719	0.488	1.032	0.783	0.868	1.291	0.189
1873	1.069	1.855	0.404	0.488	0.738	0.931	0.644	1.281	0.219
1874	1.105	2.137	0.704	0.466	0.685	0.975	0.543	1.406	0.157
1875	1.545	1.688	0.266	0.509	0.761	0.835	0.673	1.387	0.181
1876	1.63	2.144	0.337	0.749	0.626	0.709	1.058	2.094	0.166
1877	1.852	2.295	0.378	0.511	0.809	0.804	0.899	1.499	0.255
1878	1.975	2.821	0.601	0.487	1.469	1.258	2.031	2.586	0.344
1879	2.027	2.346	0.729	0.879	2.209	1.556	1.873	2.975	0.388
1880	1.426	1.561	0.242	0.836	0.925	0.59	1.114	2.074	0.024
1881	1.719	2.085	0.454	0.404	1.755	1.397	1.139	2.199	0.101
1882	1.749	1.944	0.719	0.431	2.041	1.398	2.002	2.891	0.421
1883	1.125	1.511	0.772	0.372	0.738	0.541	1.904	2.069	0.2
1884	1.016	1.489	0.667	0.457	1.169	1.028	1.112	1.188	0.284
1885	1.396	2.122	0.644	0.612	1.329	1.168	1.461	1.564	0.448
1886	0.922	1.092	0.201	0.16	0.309	0.448	0.494	0.398	0.161
1887	0.873	1.286	1.015	0.53	0.849	0.539	1.201	1.147	0.488
1888	1.151	1.782	1.14	0.425	1.458	1.024	1.475	2.422	0.762
1889	1.433	1.678	0.928	0.514	0.932	0.828	0.982	1.057	0.658
1890	0.633	0.631	1.099	0.479	0.486	0.254	0.232	0.239	0.522
1891	1.182	1.387	1.581	0.576	1.232	0.882	1.246	1.031	0.808
1892	1.06	1.568	1.785	0.434	0.856	0.855	0.794	1.32	0.726
1893	0.848	1.164	1.014	0.371	0.253	0.266	0.432	0.603	0.875
1894	0.871	1.426	0.471	0.398	0.304	0.509	0.558	0.833	0.54
1895	0.962	1.433	0.609	0.438	0.743	0.706	0.725	1.089	0.602
1896	0.869	1.428	0.466	0.382	0.591	0.513	0.737	1.177	0.637
1897	1.147	1.471	0.382	0.401	0.473	0.427	0.533	1.622	0.293
1898	1.365	2.241	0.763	0.595	0.837	0.88	1.175	2.038	0.343
1899	1.288	2.204	0.678	0.551	0.9	0.9	0.859	1.838	0.448
1900	1.031	2.114	0.247	0.421	0.814	0.941	0.761	1.34	0.286
1901	1.344	2.071	0.961	0.637	1.727	1.191	1.312	1.996	0.354
1902	1.393	2.125	1.248	0.569	0.876	0.632	0.708	1.644	0.388
1903	1.276	1.744	1.054	0.635	1.271	0.883	0.916	1.685	0.23
1904	1.461	1.782	0.888	0.604	1.313	0.718	1.123	1.571	0.506
1905	1.183	1.524	0.304	0.307	0.667	0.424	0.542	0.909	0.264
1906	1.321	1.576	0.625	0.767	1.244	0.599	1.116	1.52	0.656
1907	1.527	2.227	0.943	0.936	0.877	0.548	0.945	1.513	0.589
1908	0.907	0.978	0.668	0.562	0.99	0.511	0.791	1.15	0.427
1909	1.177	1.124	0.852	1.186	1.202	0.761	1.095	1.71	0.587
1910	1.27	1.3	0.764	0.725	0.795	0.647	1.127	1.317	0.454
1911	1.127	1.034	0.588	0.746	1.032	0.764	0.937	1.472	0.619
1912	1.129	1.318	1.378	0.601	1.275	0.865	1.004	1.552	0.822
1913	1.123	1.391	1.297	0.699	1.165	0.882	1.199	1.538	0.295
1914	1.184	1.162	1.085	0.915	1.222	0.892	0.79	1.317	0.246
1915	1.111	1.348	0.497	0.879	2.139	1.17	1.667	2.452	0.492
1916	1.212	1.18	0.572	0.541	1.598	0.925	0.96	1.981	0.745
1917	0.694	0.706	0.441	0.697	0.826	0.676	0.443	0.958	0.452
1918	0.697	0.598	0.466	0.672	0.793	0.775	0.506	1.158	0.806
1919	0.411	0.43	0.225	0.608	0.727	0.486	0.255	0.598	0.377
1920	0.725	0.492	0.466	0.503	0.949	0.85	0.514	0.774	0.408
1921	0.992	0.846	0.714	0.798	1.186	0.909	0.657	1.304	0.661
1922	1	0.824	0.431	0.611	0.526	0.539	0.477	0.931	0.606
1923	1.166	0.92	0.387	0.677	0.882	0.543	0.468	1.072	0.784
1924	1.936	1.259	0.432	0.781	0.984	0.745	0.99	1.289	1.001
1925	1.367	1.035	0.288	0.528	0.902	0.576	0.925	1.742	0.163
1926	1.481	1.532	0.217	0.857	1.456	1.095	1.309	2.264	0.173
1927	1.843	1.487	0.281	0.878	0.95	0.83	0.987	1.782	0.204
1928	1.949	1.674	0.19	0.967	1.156	1.009	1.035	1.941	0.302
1929	2.032	1.955	0.185	1.109	1.19	0.993	1.795	1.986	0.325
1930	1.425	1.542	0.185	0.78	0.719	0.853	1.019	1.469	0.313
1931	0.925	0.803	0.26	0.682	0.914	0.705	0.633	0.831	0.174
1932	1.248	1.186	0.392	0.869	0.946	1.18	1.355	1.761	0.737
1933	1.404	1.077	0.366	0.593	0.888	0.87	0.904	1.382	0.926
1934	1.087	0.952	0.281	0.678	0.703	0.751	0.636	0.712	0.445
1935	1.021	1.165	0.419	0.699	0.923	0.862	0.749	0.764	0.847
1936	0.911	0.718	0.206	0.283	0.489	0.563	0.333	0.343	0.307
1937	1.115	0.804	0.171	0.246	0.377	0.373	0.374	0.192	0.402
1938	1.286	1.227	0.27	0.763	0.68	0.686	0.559	0.452	0.48
1939	1.105	1.109	0.18	0.424	0.436	0.448	0.393	0.382	0.113
1940	1.404	1.206	0.303	0.615	0.648	0.709	0.746	0.828	0.275
1941	1.29	1.117	0.133	0.444	0.67	0.574	0.393	0.405	0.127
1942	1.686	2.01	0.328	0.677	1.254	0.78	1.143	1.373	0.426
1943	1.435	1.956	0.276	0.93	0.657	0.906	1.047	1.322	0.462
1944	1.209	1.971	0.205	0.868	0.7	1.076	0.912	1.62	0.099
1945	1.153	1.894	0.187	0.593	0.869	0.872	0.841	1.185	0.206
1946	1.66	2.618	0.593	0.572	1.065	1.669	1.509	2.12	0.643
1947	1.658	2.571	0.641	0.718	1.455	1.565	0.989	1.894	0.458
1948	1.411	2.584	0.237	0.55	1.498	1.435	0.612	1.68	0.227
1949	1.226	2.225	0.216	0.254	1.131	1.276	0.487	1.357	0.245
1950	1.311	1.758	0.508	0.444	1.179	1.688	0.537	1.392	0.177
1951	1.562	1.995	0.442	0.706	0.917	0.76	0.379	0.867	0.247
1952	1.172	1.778	0.151	0.373	1.179	1.045	0.553	1.132	0.141
1953	1.235	1.749	0.258	0.678	1.209	1.055	0.742	1.36	0.281
1954	1.224	1.768	0.148	0.763	0.731	0.868	0.463	1.326	0.099
1955	1.554	2.391	0.279	0.72	1.214	1.017	0.571	1.478	0.188
1956	0.922	1.587	0.077	0.572	0.831	0.557	0.411	0.835	0.102
1957	1.182	1.828	0.18	0.614	0.934	0.911	0.529	0.968	0.34
1958	1.191	1.452	0.156	0.529	0.958	0.912	0.495	1.009	0.316
1959	1.482	1.849	0.23	0.635	1.008	0.754	0.679	1.035	0.409
1960	1.496	2.433	0.217	0.254	1.195	0.988	0.813	1.076	0.317
1961	1.28	1.925	0.168	0.233	0.498	0.604	0.399	0.56	0.187
1962	1.39	1.727	0.169	0.592	0.979	1.04	0.734	1.03	0.224
1963	1.482	1.861	0.174	0.362	0.709	0.821	0.671	1.016	0.402
1964	1.1	1.248	0.106	0.318	0.605	0.568	0.43	0.55	0.218
1965	1.427	2.241	0.148	0.657	1.525	1.095	1.06	1.527	0.675
1966	1.363	2.286	0.169	0.706	0.472	1.01	0.936	1.413	0.538
1967	0.921	1.099	0.11	0.262	0.639	0.365	0.458	0.567	0.283
1968	1.162	1.545	0.155	0.501	0.398	0.747	0.776	1.363	0.28
1969	1.58	2.423	0.266	0.755	0.744	0.777	0.828	1.739	0.593
1970	1.319	2	0.172	0.741	0.876	0.495	0.74	1.336	0.397
1971	1.013	1.122	0.157	0.296	0.589	0.279	0.482	0.881	0.234
1972	0.814	0.868	0.082	0.339	0.41	0.201	0.44	0.676	0.14
1973	1.239	1.608	0.291	0.614	0.297	0.507	0.585	0.861	0.228
1974	1.069	1.131	0.127	0.339	0.172	0.189	0.457	0.459	0.276
1975	1.333	1.746	0.212	0.825	0.315	0.395	0.603	1.094	0.697
1976	1.619	1.962	0.247	0.91	0.806	0.777	0.787	1.134	1.143
1977	0.973	1.222	0.182	0.698	0.554	0.458	0.455	0.502	0.602
1978	1.238	1.616	0.249	0.55	0.506	0.499	0.83	1.167	0.658
1979	1.312	1.572	0.217	0.74	0.918	0.69	0.98	1.386	0.562
1980	1.016	1.229	0.108	0.698	0.54	0.422	0.588	0.764	0.487
1981	1.118	1.548	0.253	0.753	0.656	0.613	0.657	1.053	0.666
1982	1.118	1.569	0.141	0.764	0.596	0.437	0.722	1.136	0.489
1983	1.734	2.156	0.18	0.894	0.553	0.525	0.904	1.403	0.559
1984	1.107	1.149	0.122	0.692	0.587	0.468	0.426	0.694	0.337
1985	0.915	0.737	0.193	0.396	0.421	0.303	0.625	0.863	0.367
1986	1.465	1.69	0.258	0.867	0.735	0.528	0.977	1.239	0.75
1987	1.34	1.577	0.185	0.884	0.801	0.682	0.374	0.546	0.583
1988	0.844	0.952	0.138	0.674	0.346	0.27	0.29	0.421	0.342
1989	1.075	0.921	0.227	0.78	0.412	0.268	0.641	0.926	0.604
1990	1.375	1.227	0.34	0.845	0.415	0.536	0.806	0.949	0.65
1991	0.984	0.835	0.407	0.338	0.449	0.409	0.468	0.579	0.763
1992	0.876	0.689	0.224	0.549	0.391	0.317	0.335	0.525	0.416
1993	1.346	1.383	0.282	1.057	0.36	0.231	0.741	1.024	0.826
1994	1.563	1.395	0.337	0.57	0.586	0.37	0.749	0.91	0.806
1995	1.136	0.855	0.134	0.548	0.434	0.413	0.954	1.079	0.717
1996	1.019	0.767	0.169	0.422	0.286	0.45	0.581	0.671	0.942
1997	0.853	0.906	0.148	0.255	0.168	0.18	0.576	0.563	0.874
1998	1.4	1.223	0.212	0.265	0.226	0.419	1.198	1.063	1.118
1999	1.579	1.467	0.141	0.348	0.488	0.343	1.009	0.974	0.731
2000	1.519	1.516	0.198	0.72	0.413	0.324	0.327	0.387	0.555
2001	0.845	0.969	0.084	0.269	0.335	0.284	0.174	0.236	0.264
2002	0.988	NA	0.264	0.213	0.307	0.201	0.539	0.695	0.591
