# Woodhouse - Happy Meadows - PIPO - ITRDB CO639
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10449
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10449.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co639-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co639-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co639.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co639.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-04-21
#--------------------
# File_Last_Modified_Date
#   Date: 2010-04-21
#--------------------
# Title
#   Study_Name: Woodhouse - Happy Meadows - PIPO - ITRDB CO639
#--------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Losleben, M.V.; Chowanski, K.; Lukas, J.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Happy Meadows
#   Location: Colorado
#   Northernmost_Latitude: 39.0167
#   Southernmost_Latitude: 39.0167
#   Easternmost_Longitude: -105.3667
#   Westernmost_Longitude: -105.3667
#   Elevation_m: 2440
#--------------------
# Data_Collection
#   Collection_Name: CO639
#   First_Year: 1620
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus ponderosa Douglas ex C. Lawson
#   Common_Name: ponderosa pine
#   Tree_Species_Code: PIPO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## hap041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap222_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap222; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap242_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap242; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap241_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap241; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap271_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap271; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap272_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap272; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap232_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap232; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap231_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap231; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap252_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap252; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap251_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap251; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap261_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap261; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## hap262_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: hap262; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	hap041_raw	hap042_raw	hap222_raw	hap221_raw	hap242_raw	hap241_raw	hap271_raw	hap272_raw	hap071_raw	hap232_raw	hap231_raw	hap131_raw	hap061_raw	hap062_raw	hap032_raw	hap072_raw	hap081_raw	hap111_raw	hap112_raw	hap132_raw	hap141_raw	hap252_raw	hap121_raw	hap122_raw	hap251_raw	hap021_raw	hap022_raw	hap261_raw	hap262_raw
1620	NA	NA	NA	NA	NA	NA	1.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1621	NA	NA	NA	NA	NA	NA	1.588	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622	NA	NA	NA	NA	NA	NA	0.878	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1623	NA	NA	NA	NA	NA	NA	1.003	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1624	NA	NA	NA	NA	NA	NA	1.381	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1625	NA	NA	NA	NA	NA	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1626	NA	NA	NA	NA	NA	NA	0.776	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1627	NA	NA	NA	NA	NA	NA	0.791	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1628	NA	NA	NA	NA	NA	NA	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1629	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1630	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1631	NA	NA	NA	NA	NA	NA	0.451	0.623	NA	NA	NA	NA	NA	NA	NA	NA	0.367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1632	NA	NA	NA	NA	NA	NA	0.153	0.143	NA	NA	NA	NA	NA	NA	NA	NA	0.887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1633	NA	NA	NA	NA	NA	NA	0.652	0.657	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1634	NA	NA	NA	NA	NA	NA	1.021	1.142	NA	NA	NA	NA	NA	NA	NA	NA	0.713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1635	NA	NA	NA	NA	NA	NA	0.901	1.307	NA	NA	NA	NA	NA	NA	NA	NA	0.903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1636	NA	NA	NA	NA	NA	3.158	2.064	3.093	NA	NA	NA	NA	NA	NA	NA	NA	1.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1637	NA	NA	NA	NA	NA	2.159	2.086	3.084	NA	NA	NA	NA	NA	NA	NA	NA	1.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1638	NA	NA	NA	NA	NA	2.289	2.311	3.821	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	2.407	2.343	3.855	NA	NA	NA	NA	NA	NA	NA	NA	0.937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	NA	NA	NA	NA	NA	2.17	2.118	4.11	NA	NA	NA	NA	NA	NA	NA	NA	1.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	NA	NA	NA	NA	NA	1.673	1.828	2.894	NA	NA	NA	NA	NA	NA	NA	NA	0.851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	NA	NA	NA	NA	NA	1.74	2.145	2.914	NA	NA	NA	NA	NA	NA	NA	NA	0.986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	NA	NA	NA	NA	1.837	1.969	2.447	2.68	NA	NA	NA	NA	NA	NA	NA	NA	0.934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	NA	NA	NA	NA	1.61	1.34	2.476	3.116	NA	NA	NA	NA	NA	NA	NA	NA	1.358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	NA	NA	NA	NA	0.639	0.925	0.801	0.884	NA	NA	NA	NA	NA	NA	NA	NA	0.854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	NA	NA	NA	NA	1.272	1.331	1.381	1.33	NA	NA	NA	NA	NA	NA	NA	NA	0.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	NA	NA	NA	NA	2.197	1.832	2.469	2.73	NA	NA	NA	NA	NA	2.388	NA	NA	0.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	NA	NA	NA	NA	1.295	1.576	1.588	1.666	NA	NA	NA	NA	NA	1.656	NA	NA	0.493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1649	NA	NA	NA	NA	1.907	1.742	2.015	2.318	NA	NA	NA	NA	NA	1.522	NA	NA	0.645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1650	NA	NA	NA	NA	0.829	1.216	0.951	0.695	NA	NA	NA	NA	NA	1.199	NA	NA	0.259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	NA	NA	NA	NA	1.626	2.353	1.835	1.838	NA	NA	NA	NA	1.916	1.76	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1652	NA	NA	NA	NA	1.788	2.639	1.991	1.811	NA	NA	NA	NA	1.899	1.515	NA	NA	1.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	NA	NA	NA	NA	1.503	2.053	1.574	1.675	NA	NA	NA	NA	1.624	1.491	NA	NA	0.776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	NA	NA	NA	NA	0.969	1.011	0.859	0.623	NA	NA	NA	NA	1.013	0.942	NA	NA	0.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	NA	NA	NA	NA	2.43	2.633	2.041	2.252	NA	NA	NA	NA	1.473	1.716	NA	NA	0.807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	NA	NA	NA	NA	2.35	2.564	2.373	2.381	NA	NA	NA	NA	2.003	1.758	NA	NA	1.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	NA	NA	NA	NA	2.166	2.414	2.222	2.417	NA	NA	NA	NA	1.456	1.766	NA	1.832	1.355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	NA	NA	NA	NA	1.488	1.542	1.587	1.476	NA	NA	NA	NA	1.386	1.582	NA	1.202	0.787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	NA	NA	NA	NA	1.351	1.135	1.547	1.346	NA	NA	NA	NA	1.19	1.145	NA	1.101	0.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	NA	NA	NA	NA	1.525	1.84	2.237	1.531	NA	NA	NA	NA	1.873	1.604	NA	1.858	1.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	NA	NA	NA	NA	1.867	2.274	1.782	1.47	NA	NA	NA	NA	1.627	1.486	NA	2.089	0.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	NA	NA	NA	NA	2.014	2.208	1.147	1.841	NA	NA	NA	1.723	1.489	1.296	NA	1.375	0.955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	NA	NA	NA	NA	1.625	1.541	0.959	1.079	NA	NA	NA	0.513	1.152	0.886	NA	1.038	0.536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	NA	NA	NA	NA	1.123	1.423	0.715	0.748	NA	NA	NA	0.608	0.947	0.89	NA	0.635	0.761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
