# Peterson - Thornton Lakes Low - TSME - ITRDB WA092
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4196
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4196.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa092-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa092-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa092.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa092.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Peterson - Thornton Lakes Low - TSME - ITRDB WA092
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Thornton Lakes Low
#   Location: Washington
#   Northernmost_Latitude: 48.67
#   Southernmost_Latitude: 48.67
#   Easternmost_Longitude: -121.33
#   Westernmost_Longitude: -121.33
#   Elevation_m: 1220
#--------------------
# Data_Collection
#   Collection_Name: WA092
#   First_Year: 1731
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HLTL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HLTL20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HLTL20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HLTL01A_raw	HLTL02B_raw	HLTL03B_raw	HLTL04B_raw	HLTL05A_raw	HLTL06B_raw	HLTL07B_raw	HLTL08A_raw	HLTL09A_raw	HLTL10A_raw	HLTL11B_raw	HLTL12A_raw	HLTL13A_raw	HLTL14B_raw	HLTL15A_raw	HLTL17B_raw	HLTL18B_raw	HLTL19B_raw	HLTL20B_raw
1731	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	0.79	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	0.74	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA
1735	NA	NA	NA	NA	NA	NA	0.73	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1736	NA	NA	NA	NA	NA	NA	0.5	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA
1737	NA	NA	NA	NA	NA	NA	0.48	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA	0.98	NA
1738	NA	NA	NA	NA	NA	NA	0.52	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	1.19	NA
1739	NA	NA	NA	NA	NA	NA	0.66	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA
1740	NA	NA	NA	NA	NA	NA	0.66	NA	0.74	NA	NA	NA	NA	NA	NA	2.18	NA	1.18	NA
1741	NA	NA	NA	NA	NA	NA	0.67	NA	0.87	NA	NA	NA	NA	NA	NA	2.05	NA	1.34	NA
1742	NA	NA	NA	NA	NA	NA	0.47	NA	0.88	NA	NA	NA	NA	NA	NA	1.86	NA	0.48	NA
1743	NA	NA	NA	NA	NA	NA	0.44	NA	0.76	NA	NA	NA	NA	NA	NA	2.13	NA	0.74	NA
1744	NA	NA	NA	NA	NA	NA	0.74	NA	0.91	NA	NA	NA	NA	NA	NA	1.19	NA	0.44	NA
1745	NA	NA	NA	NA	NA	NA	0.67	NA	1.11	NA	NA	NA	NA	NA	NA	1.39	NA	0.61	NA
1746	NA	NA	NA	NA	NA	NA	0.67	NA	1.01	NA	NA	NA	NA	NA	NA	1.48	NA	0.81	NA
1747	NA	NA	NA	NA	NA	NA	1.1	NA	1.1	NA	NA	NA	NA	NA	NA	1.37	NA	0.88	NA
1748	NA	NA	NA	NA	NA	NA	1.24	NA	1.13	NA	NA	NA	NA	NA	NA	1.09	NA	1.03	NA
1749	NA	NA	NA	NA	NA	NA	1.23	NA	1.12	NA	NA	NA	NA	NA	NA	1.18	NA	1.12	NA
1750	0.88	NA	NA	NA	NA	NA	2.12	NA	1.02	NA	NA	NA	0.78	NA	NA	2.74	NA	1.45	NA
1751	0.86	NA	NA	NA	NA	NA	0.98	NA	1.29	NA	NA	NA	0.9	NA	NA	2.35	NA	1.66	NA
1752	0.62	NA	NA	NA	NA	NA	0.65	NA	0.87	NA	NA	NA	0.46	NA	NA	1.24	NA	1.52	NA
1753	0.49	NA	NA	0.42	NA	NA	0.43	NA	1.49	NA	NA	NA	0.44	0.67	NA	0.65	NA	1.05	NA
1754	0.37	NA	NA	0.58	NA	NA	0.52	NA	1.8	NA	NA	NA	0.39	0.49	NA	0.19	0.96	0.43	NA
1755	0.32	NA	NA	0.95	NA	NA	0.58	NA	1.31	NA	NA	NA	0.55	0.63	NA	0.3	1.12	0.5	NA
1756	0.35	NA	NA	1.39	NA	NA	1.05	NA	1.28	NA	NA	NA	0.55	0.51	NA	0.54	1.63	1.04	NA
1757	0.59	NA	NA	1.1	NA	NA	0.97	NA	0.85	NA	NA	NA	0.6	0.82	NA	0.58	2.11	0.92	NA
1758	0.65	NA	NA	0.83	NA	NA	0.79	NA	0.85	NA	NA	NA	0.63	0.78	NA	0.3	1.67	1.01	NA
1759	0.95	NA	NA	0.85	NA	NA	0.78	NA	1.08	NA	NA	NA	1.08	1.59	NA	0.37	1.55	0.86	NA
1760	0.71	NA	NA	0.8	NA	NA	0.59	NA	0.58	NA	NA	NA	0.84	2.31	NA	0.38	0.79	0.66	0.76
1761	0.65	NA	NA	0.61	NA	NA	1.09	NA	0.6	NA	NA	NA	0.94	1.43	NA	0.41	0.96	0.64	1.01
1762	0.43	NA	NA	0.57	NA	NA	1.13	NA	0.9	NA	NA	NA	0.81	0.77	NA	0.43	0.98	0.69	0.99
1763	0.38	NA	NA	0.99	NA	NA	1.34	NA	1.05	NA	NA	NA	0.91	0.88	NA	0.46	1.09	0.76	0.98
1764	0.33	NA	NA	1.24	NA	NA	1.34	NA	0.92	NA	NA	NA	0.75	0.63	0.8	0.49	1.05	1.05	1.12
1765	0.3	NA	NA	1.12	NA	NA	1.33	NA	0.79	NA	NA	NA	0.92	0.86	0.67	0.49	0.98	1.13	1.5
1766	0.19	NA	NA	0.98	NA	NA	1.17	NA	0.69	NA	NA	NA	0.83	0.66	0.6	0.44	0.8	0.84	1.64
1767	0.17	NA	NA	0.88	NA	NA	1.04	NA	0.81	NA	NA	NA	0.78	0.69	0.59	0.44	1.14	0.75	1.6
1768	0.16	NA	NA	0.87	NA	NA	0.78	NA	0.91	NA	NA	NA	0.54	0.62	0.62	0.35	0.97	0.49	1.59
1769	0.12	NA	NA	0.8	NA	NA	0.69	NA	0.83	NA	NA	NA	0.37	0.74	0.59	0.64	1.32	0.45	1.18
1770	0.14	NA	NA	1.13	NA	NA	0.83	0.82	0.92	NA	NA	NA	0.51	1.59	0.54	0.56	1.43	0.38	1.63
1771	0.17	NA	NA	1.31	NA	NA	0.95	1.29	0.87	NA	NA	NA	0.55	1.44	0.51	0.73	3.25	0.62	1.75
1772	0.16	NA	NA	1.06	NA	NA	0.82	1.72	0.86	NA	NA	NA	0.54	0.95	0.38	0.72	3.18	0.71	1.95
1773	0.16	NA	NA	1.35	NA	NA	0.76	1.33	1.21	NA	NA	NA	0.53	0.7	0.46	0.92	2.06	0.8	1.27
1774	0.16	NA	NA	1.38	NA	NA	0.58	0.88	1.03	NA	NA	NA	0.38	0.43	0.28	0.73	1.24	0.74	0.96
1775	0.1	NA	0.29	1	NA	NA	0.61	0.59	0.83	NA	NA	NA	0.24	0.54	0.16	0.43	0.86	0.83	0.65
1776	0.23	NA	0.43	1.23	NA	NA	0.96	1.2	0.94	NA	NA	NA	0.29	0.71	0.3	0.55	1.11	0.96	1.47
1777	0.17	NA	0.53	0.99	NA	NA	0.94	2.28	1.06	NA	NA	NA	0.4	0.62	0.36	0.55	1.2	1.01	1.39
1778	0.17	NA	0.4	0.91	NA	NA	0.6	1.56	0.57	NA	NA	NA	0.31	0.41	0.21	0.49	0.95	0.71	0.92
1779	0.18	NA	0.31	0.61	NA	NA	0.57	1.05	0.46	NA	NA	NA	0.22	0.44	0.1	0.56	0.91	0.57	0.76
1780	0.23	NA	0.44	1.08	NA	NA	0.78	1.32	0.7	NA	NA	NA	0.31	0.48	0.53	0.81	0.91	0.55	0.72
1781	0.24	NA	0.41	0.84	NA	NA	0.56	0.92	0.65	NA	NA	NA	0.21	0.46	0.16	0.61	0.9	0.54	0.66
1782	0.41	NA	0.52	1.18	NA	NA	0.73	1.2	0.77	NA	NA	NA	0.3	0.81	0.17	0.68	1.12	0.65	0.77
