# Beier - Poison Cove Bog - CHNO - ITRDB AK157
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/23053
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-23053.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak157-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak157-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak157.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak157.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-11-08
#--------------------
# File_Last_Modified_Date
#   Date: 2017-11-08
#--------------------
# Title
#   Study_Name: Beier - Poison Cove Bog - CHNO - ITRDB AK157
#--------------------
# Investigators
#   Investigators: Beier, C.M.; Sink, S.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Colin M. Beier, Scott E. Sink, Paul E. Hennon, David V. D’Amore, Glenn P. Juday
#   Journal_Name: Canadian Journal of Forest Research
#   Published_Title: Twentieth-century warming and the dendroclimatology of declining yellow-cedar forests in southeastern Alaska
#   Published_Date_or_Year: 2008
#   Volume: 38
#   Pages: 1319-1334
#   Issue: 6
#   Report_Number: 
#   DOI: 10.1139/X07-240
#   Full_Citation: None
#   Abstract: Decline of yellow-cedar (Chamaecyparis nootkatensis ((D. Don) Spach) has occurred on 200 000 ha of temperate rainforests across southeastern Alaska. Because declining forests appeared soon after the Little Ice Age and are limited mostly to low elevations (whereas higher elevation forests remain healthy), recent studies have hypothesized a climatic mechanism involving early dehardening, reduced snowpack, and freezing injury. This hypothesis assumes that a specific suite of microclimatic conditions occurs during late winter and declining cedar populations across the region have responded similarly to these conditions. Based on the first geographically extensive tree ring chronologies constructed for southeastern Alaska, we tested these assumptions by investigating regional climatic trends and the growth responses of declining cedar populations to this climatic variation. Warming winter trends were observed for southeastern Alaska, resulting in potentially injurious conditions for yellow-cedar due to reduced snowfall and frequent occurrence of severe thaw-freeze events. Declining cedar forests shared a common regional chronology for which late-winter weather was the best predictor of annual growth of surviving trees. Overall, our findings verify the influence of elevational gradients of temperature and snow cover on exposure to climatic stressors, support the climatic hypothesis across large spatial and temporal scales, and suggest cedar decline may expand with continued warming.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Poison Cove Bog
#   Location: Alaska
#   Northernmost_Latitude: 57.5306
#   Southernmost_Latitude: 57.5306
#   Easternmost_Longitude: -135.5833
#   Westernmost_Longitude: -135.5833
#   Elevation_m: 64
#--------------------
# Data_Collection
#   Collection_Name: AK157
#   First_Year: 1700
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Chamaecyparis nootkatensis (D. Don) Spach
#   Common_Name: Alaska yellow-cedar
#   Tree_Species_Code: CHNO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## poi2t43a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t43a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t40a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t40a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t47a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t47a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t39a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t39a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t42a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t42a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t41a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t41a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t45a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t45a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t44a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t44a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t46a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t46a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## poi2t38a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: poi2t38a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	poi2t43a_raw	poi2t40a_raw	poi2t47a_raw	poi2t39a_raw	poi2t42a_raw	poi2t41a_raw	poi2t45a_raw	poi2t44a_raw	poi2t46a_raw	poi2t38a_raw
1700	NA	NA	0.37	NA	0.095	NA	NA	NA	NA	0.486
1701	NA	NA	0.342	NA	0.119	NA	NA	NA	NA	0.443
1702	NA	NA	0.315	NA	0.166	NA	NA	NA	NA	0.422
1703	NA	NA	0.224	NA	0.211	NA	NA	NA	NA	0.337
1704	NA	NA	0.147	NA	0.152	NA	NA	NA	NA	0.377
1705	NA	NA	0.152	NA	0.142	NA	NA	NA	NA	0.381
1706	NA	NA	0.098	NA	0.092	NA	NA	NA	NA	0.357
1707	NA	NA	0.089	NA	0.118	NA	NA	NA	NA	0.343
1708	NA	NA	0.11	NA	0.093	NA	NA	NA	NA	0.392
1709	NA	NA	0.134	NA	0.176	NA	NA	NA	NA	0.383
1710	NA	NA	0.174	NA	0.247	NA	NA	NA	NA	0.563
1711	NA	NA	0.154	NA	0.21	NA	NA	NA	NA	0.437
1712	NA	NA	0.095	NA	0.103	NA	NA	NA	NA	0.256
1713	NA	NA	0.105	NA	0.249	NA	NA	NA	NA	0.469
1714	NA	NA	0.125	NA	0.264	NA	NA	NA	NA	0.442
1715	NA	NA	0.188	NA	0.331	NA	NA	NA	NA	0.602
1716	NA	NA	0.106	NA	0.326	NA	NA	NA	NA	0.487
1717	NA	NA	0.097	NA	0.304	NA	NA	NA	NA	0.541
1718	NA	NA	0.199	NA	0.307	NA	NA	NA	NA	0.7
1719	NA	NA	0.233	NA	0.316	NA	NA	NA	NA	0.711
1720	NA	NA	0.214	NA	0.252	NA	NA	NA	NA	0.578
1721	NA	NA	0.172	NA	0.226	NA	NA	NA	NA	0.558
1722	NA	NA	0.273	NA	0.223	NA	NA	NA	NA	0.501
1723	NA	NA	0.183	NA	0.17	NA	NA	NA	NA	0.456
1724	NA	NA	0.239	NA	0.262	NA	NA	NA	NA	0.429
1725	NA	NA	0.383	NA	0.236	NA	NA	NA	NA	0.488
1726	NA	NA	0.336	NA	0.189	NA	NA	NA	NA	0.33
1727	NA	NA	0.383	NA	0.218	NA	NA	NA	NA	0.356
1728	NA	NA	0.559	NA	0.244	NA	NA	NA	NA	0.335
1729	NA	NA	0.575	NA	0.261	NA	NA	NA	NA	0.255
1730	NA	NA	0.605	NA	0.383	NA	NA	NA	NA	0.384
1731	NA	NA	0.579	NA	0.243	NA	NA	NA	NA	0.317
1732	NA	NA	0.653	NA	0.258	NA	NA	NA	NA	0.23
1733	NA	NA	0.629	NA	0.179	NA	NA	NA	NA	0.2
1734	NA	NA	0.834	NA	0.208	NA	NA	NA	NA	0.285
1735	NA	NA	0.619	NA	0.191	NA	NA	NA	NA	0.36
1736	NA	NA	0.606	NA	0.139	NA	NA	NA	NA	0.37
1737	NA	NA	0.401	NA	0.137	NA	NA	NA	NA	0.393
1738	NA	NA	0.562	NA	0.17	NA	NA	NA	NA	0.496
1739	NA	NA	0.434	NA	0.226	NA	NA	NA	NA	0.463
1740	NA	NA	0.513	NA	0.164	NA	NA	NA	NA	0.467
1741	NA	NA	0.707	NA	0.161	NA	NA	NA	NA	0.558
1742	NA	NA	0.412	NA	0.16	NA	NA	NA	NA	0.618
1743	NA	NA	0.368	NA	0.18	NA	NA	NA	NA	0.422
1744	NA	NA	0.306	NA	0.125	NA	NA	NA	NA	0.443
1745	NA	NA	0.315	NA	0.189	NA	NA	NA	NA	0.414
1746	NA	NA	0.355	NA	0.132	NA	NA	NA	NA	0.415
1747	NA	NA	0.258	NA	0.057	NA	NA	NA	NA	0.521
1748	NA	NA	0.389	NA	0.157	NA	NA	NA	NA	0.667
1749	NA	NA	0.405	NA	0.129	NA	NA	NA	NA	0.606
1750	NA	NA	0.447	NA	0.21	NA	NA	NA	NA	0.704
1751	NA	NA	0.436	NA	0.128	NA	NA	NA	NA	0.441
1752	NA	NA	0.347	NA	0.116	NA	NA	NA	NA	0.523
1753	NA	NA	0.205	NA	0.104	NA	NA	NA	NA	0.444
1754	NA	NA	0.205	NA	0.115	NA	NA	NA	NA	0.398
1755	NA	NA	0.228	NA	0.14	NA	NA	NA	NA	0.393
1756	NA	NA	0.328	NA	0.122	NA	NA	NA	NA	0.373
1757	NA	NA	0.243	NA	0.133	NA	NA	NA	NA	0.366
1758	NA	NA	0.323	NA	0.267	NA	NA	NA	NA	0.462
1759	NA	NA	0.297	NA	0.176	NA	NA	NA	NA	0.412
1760	NA	NA	0.372	NA	0.262	NA	NA	NA	NA	0.454
1761	NA	NA	0.416	NA	0.309	NA	NA	NA	NA	0.567
1762	NA	NA	0.402	NA	0.28	NA	NA	NA	NA	0.538
1763	NA	NA	0.391	NA	0.204	NA	NA	NA	NA	0.43
1764	NA	NA	0.393	NA	0.275	NA	NA	NA	NA	0.305
1765	NA	NA	0.509	NA	0.353	NA	NA	NA	NA	0.522
1766	NA	NA	0.63	NA	0.384	NA	NA	NA	NA	0.583
1767	NA	NA	0.524	NA	0.331	NA	NA	NA	NA	0.575
1768	NA	NA	0.318	NA	0.196	NA	NA	NA	NA	0.29
1769	NA	NA	0.362	NA	0.277	NA	NA	NA	NA	0.271
1770	NA	NA	0.29	NA	0.239	NA	NA	NA	NA	0.335
1771	NA	0.293	0.383	NA	0.207	NA	NA	NA	NA	0.396
1772	NA	0.256	0.501	NA	0.3	NA	NA	NA	NA	0.519
1773	NA	0.261	0.603	NA	0.311	NA	NA	NA	NA	0.642
1774	NA	0.362	0.674	NA	0.38	NA	NA	NA	NA	0.638
1775	NA	0.288	0.62	NA	0.313	NA	NA	NA	NA	0.774
1776	NA	0.487	0.476	NA	0.347	NA	NA	NA	NA	0.814
1777	NA	0.304	0.354	NA	0.313	NA	NA	NA	NA	0.613
1778	NA	0.339	0.403	NA	0.273	NA	NA	NA	NA	0.57
1779	NA	0.335	0.473	NA	0.207	NA	NA	NA	NA	0.668
1780	NA	0.498	0.293	0.783	0.105	NA	NA	NA	NA	0.437
1781	NA	0.279	0.343	0.976	0.172	NA	NA	NA	NA	0.414
1782	NA	0.458	0.344	0.904	0.162	NA	NA	NA	NA	0.352
1783	NA	0.398	0.242	0.685	0.115	NA	NA	NA	NA	0.303
1784	NA	0.425	0.284	0.502	0.104	NA	NA	NA	NA	0.383
1785	NA	0.417	0.23	0.41	0.145	NA	NA	NA	NA	0.427
1786	NA	0.296	0.341	0.526	0.162	NA	NA	NA	NA	0.477
1787	NA	0.155	0.387	0.583	0.132	NA	NA	NA	NA	0.471
1788	NA	0.246	0.352	0.573	0.196	NA	NA	NA	NA	0.514
1789	NA	0.261	0.356	0.921	0.129	NA	NA	NA	NA	0.391
