# Larson - Swamplovers - QUAL - ITRDB WI054
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33956
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33956.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi054-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi054-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi054.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi054.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Swamplovers - QUAL - ITRDB WI054
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Swamplovers
#   Location: Wisconsin
#   Northernmost_Latitude: 42.729
#   Southernmost_Latitude: 42.729
#   Easternmost_Longitude: -90.499
#   Westernmost_Longitude: -90.499
#   Elevation_m: 252
#--------------------
# Data_Collection
#   Collection_Name: WI054
#   First_Year: 1807
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SWP001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP011A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP011A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP011B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP011B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SWP001A_raw	SWP001B_raw	SWP002A_raw	SWP002B_raw	SWP003A_raw	SWP003B_raw	SWP004A_raw	SWP004B_raw	SWP005A_raw	SWP005B_raw	SWP006A_raw	SWP006B_raw	SWP007A_raw	SWP007B_raw	SWP008A_raw	SWP008B_raw	SWP009A_raw	SWP009B_raw	SWP010A_raw	SWP010B_raw	SWP011A_raw	SWP011B_raw
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.702	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.626	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.441	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.859	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.197	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122	1.015	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.544	1.035	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.274	1.556	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.116	1.238	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.512	1.366	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.467	2.031	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.442	1.863	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.068	1.162	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.552	1.159	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.708	1.004	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.221	0.999	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.695	1.548	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.156	1.969	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.893	2.122	NA	NA
1827	NA	NA	1.151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.036	1.396	NA	NA
1828	NA	NA	1.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.011	1.129	NA	NA
1829	NA	NA	0.908	NA	NA	0.572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1.351	NA	NA
1830	NA	NA	1.438	NA	NA	0.632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.252	2.427	NA	NA
1831	NA	NA	1.493	NA	NA	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344	1.627	NA	NA
1832	NA	NA	1.633	0.501	NA	1.452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.039	1.632	NA	NA
1833	NA	NA	1.476	0.473	NA	0.677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	2.129	NA	NA
1834	NA	NA	1.484	0.588	NA	0.779	NA	NA	NA	NA	NA	1.863	NA	NA	NA	NA	NA	NA	1.375	1.207	NA	NA
1835	NA	NA	1.206	0.774	NA	0.512	NA	NA	NA	NA	NA	1.112	NA	NA	NA	NA	NA	NA	0.876	0.656	NA	NA
1836	NA	NA	1.346	0.863	NA	0.53	NA	NA	NA	NA	NA	1.368	NA	NA	NA	NA	NA	NA	0.63	0.529	NA	NA
1837	NA	NA	1.355	1.307	NA	0.601	NA	NA	NA	NA	NA	1.751	NA	NA	NA	NA	NA	NA	0.538	0.466	NA	NA
1838	NA	NA	1.175	1.321	NA	0.545	NA	NA	NA	NA	NA	1.509	NA	NA	NA	NA	NA	NA	0.599	0.422	NA	NA
1839	NA	NA	1.286	0.856	NA	0.884	NA	NA	NA	NA	NA	2.049	NA	NA	NA	NA	NA	NA	0.598	0.444	NA	NA
1840	NA	NA	1.54	1.403	NA	0.578	NA	NA	NA	NA	NA	1.838	NA	NA	NA	NA	NA	NA	0.594	0.529	NA	NA
1841	NA	NA	2.156	1.879	NA	0.536	NA	NA	NA	NA	NA	2.172	NA	NA	NA	NA	NA	NA	1.42	1.037	NA	NA
1842	NA	NA	1.94	1.673	NA	0.475	NA	NA	NA	NA	NA	2.583	NA	NA	NA	NA	NA	NA	1.576	1.376	NA	NA
1843	NA	NA	1.849	1.467	NA	0.716	NA	NA	NA	NA	NA	2.136	NA	NA	NA	NA	NA	NA	1.505	1.435	NA	NA
1844	NA	NA	1.467	1.921	NA	0.652	NA	NA	NA	NA	NA	2.34	NA	NA	NA	NA	NA	NA	1.509	1.54	NA	NA
1845	NA	NA	1.802	1.97	NA	0.527	NA	NA	NA	NA	NA	1.889	NA	NA	NA	NA	NA	NA	1.134	1.016	NA	NA
1846	NA	NA	1.85	2.167	NA	0.74	NA	NA	NA	NA	NA	2.812	NA	NA	NA	NA	NA	NA	1.215	1.206	NA	NA
1847	NA	NA	2.01	2.309	NA	0.95	NA	NA	NA	NA	NA	2.973	NA	NA	NA	NA	NA	NA	1.291	1.418	NA	NA
1848	NA	NA	1.757	1.86	1.054	0.739	NA	NA	NA	NA	NA	2.721	NA	NA	NA	NA	NA	NA	1.175	1.206	NA	NA
1849	NA	NA	1.763	1.831	1.237	1.354	NA	NA	NA	NA	NA	2.706	NA	NA	NA	NA	NA	NA	1.27	1.143	NA	NA
1850	NA	NA	1.425	1.329	1.531	0.888	NA	NA	NA	NA	NA	2.113	NA	NA	NA	NA	NA	NA	0.967	0.909	NA	1.379
1851	NA	NA	1.453	1.747	0.9	1.206	NA	NA	NA	NA	NA	2.593	NA	NA	NA	NA	NA	NA	0.907	0.824	NA	1.423
1852	NA	NA	1.778	1.834	0.943	1.142	NA	NA	NA	NA	NA	2.233	NA	NA	NA	NA	NA	NA	0.72	0.8	NA	1.626
1853	NA	NA	1.673	2.013	0.893	1.482	NA	NA	NA	NA	NA	2.876	NA	NA	NA	NA	NA	NA	1.058	0.91	NA	1.868
1854	NA	NA	1.971	2.292	1.078	1.5	NA	NA	NA	NA	NA	2.519	NA	NA	NA	NA	NA	NA	1.099	0.972	NA	1.629
1855	NA	NA	1.972	2.512	1.072	1.476	NA	NA	NA	NA	NA	2.616	NA	NA	NA	NA	NA	NA	1.12	1.014	NA	1.243
1856	NA	NA	2.247	2.337	1.787	1.711	NA	NA	NA	NA	NA	2.747	NA	NA	NA	NA	NA	NA	1.807	1.335	NA	1.566
1857	NA	NA	1.768	2.072	1.397	1.139	NA	NA	NA	NA	NA	2.437	NA	NA	NA	NA	NA	NA	1.537	1.115	NA	1.456
1858	NA	NA	1.796	1.764	1.173	0.844	NA	NA	NA	NA	NA	2.423	NA	NA	NA	NA	NA	NA	1.3	1.009	NA	1.32
1859	NA	NA	1.813	1.804	1.172	0.952	NA	NA	NA	NA	NA	2.003	NA	NA	NA	NA	NA	NA	1.283	0.974	NA	1.195
1860	NA	NA	1.822	2.147	1.389	1.333	NA	NA	NA	NA	NA	2.982	NA	NA	NA	NA	NA	NA	1.537	1.249	NA	1.291
1861	1.771	NA	1.648	2.059	1.157	1.056	NA	NA	NA	NA	NA	2.031	NA	NA	NA	NA	NA	NA	1.37	0.868	NA	1.485
1862	2.141	NA	2.084	2.379	1.524	1.355	NA	NA	NA	NA	NA	2.831	NA	NA	NA	NA	NA	NA	2.024	1.422	NA	1.627
1863	1.614	NA	2.039	2.539	1.809	1.325	NA	NA	NA	NA	NA	2.574	NA	NA	NA	NA	NA	NA	1.617	1.2	NA	1.398
1864	1.511	NA	1.811	2.645	1.655	1.352	NA	NA	NA	NA	NA	2.582	NA	NA	NA	NA	NA	NA	2.36	1.377	NA	1.611
1865	1.321	NA	2.281	2.664	1.486	1.141	NA	NA	NA	0.714	NA	2.875	NA	NA	NA	NA	NA	NA	2.046	1.702	NA	1.946
1866	1.638	NA	2.464	2.937	1.579	1.49	NA	NA	NA	0.577	NA	2.92	NA	NA	NA	NA	NA	NA	2.427	1.56	NA	2.15
1867	2.516	NA	2.375	2.659	0.804	1.056	NA	NA	NA	1.275	NA	3.043	NA	NA	NA	NA	NA	NA	1.834	1.219	NA	2.567
