# Patterson - Lower Truckee River Site MRE - PPFR - ITRDB NV524
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38300
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38300.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv524-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nv524.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nv524.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-07-13
#--------------------
# File_Last_Modified_Date
#   Date: 2023-07-13
#--------------------
# Title
#   Study_Name: Patterson - Lower Truckee River Site MRE - PPFR - ITRDB NV524
#--------------------
# Investigators
#   Investigators: Patterson, Noelle(https://orcid.org/0000-0002-6418-5548); Dong, Xiaoli(https://orcid.org/0000-0003-3303-0735); Lane, Belize(https://orcid.org/0000-0003-2331-7038); Csank, Adam(https://orcid.org/0000-0002-7001-4470); Rood, Stewart(https://orcid.org/0000-0003-1340-1172); Sandoval-Solis, Samuel (https://orcid.org/0000-0003-0329-3243)
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: UC Davis College of Agricultural and Environmental Sciences
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Lower Truckee River
#   Location: Nevada
#   Northernmost_Latitude: 39.7262
#   Southernmost_Latitude: 39.5255
#   Easternmost_Longitude: -119.3043
#   Westernmost_Longitude: -119.6133
#   Elevation_m: 1250
#--------------------
# Data_Collection
#   Collection_Name: NV524
#   First_Year: 1964
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Populus fremontii Wats.
#   Common_Name: Fremont cottonwood
#   Tree_Species_Code: PPFR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MRE121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE141_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE141; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE181_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE181; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRE2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MRE2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MRE121_raw	MRE122_raw	MRE41_raw	MRE42_raw	MRE110_raw	MRE12_raw	MRE111_raw	MRE5_raw	MRE141_raw	MRE142_raw	MRE61_raw	MRE62_raw	MRE131_raw	MRE132_raw	MRE9_raw	MRE16_raw	MRE19_raw	MRE15_raw	MRE8_raw	MRE20_raw	MRE7_raw	MRE3_raw	MRE181_raw	MRE182_raw	MRE10_raw	MRE17_raw	MRE2_raw
1964	9.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1965	11.76	12.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1966	9.48	9.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1967	7.51	8.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1968	8.46	9.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1969	10.64	11.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1970	11.95	12.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1971	8.41	7.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1972	7.58	7.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1973	12.92	13.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1974	10.56	9.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1975	7.14	7.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1976	4.36	4.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1977	3.98	4.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1978	6.04	6.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1979	8.12	8.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1980	9.36	8.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1981	7	6.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1982	8.43	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1983	8.3	8.54	NA	NA	NA	11.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.96
1984	12.04	11.97	NA	NA	NA	9.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.42
1985	9.33	11	NA	NA	NA	8.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.11
1986	10.48	11.55	NA	NA	NA	6.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22
1987	8.46	9.8	NA	NA	NA	4.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.26
1988	6.26	6.2	NA	NA	8.28	6.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.5
1989	9.36	9.91	NA	NA	9.84	8.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.53
1990	7.24	7.39	NA	NA	11.93	10.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.75
1991	5.35	5.14	NA	NA	9.85	9.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.87
1992	4.08	4.56	NA	NA	10.2	6.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.57
1993	3.74	3.75	NA	NA	10.86	7.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.84
1994	4.88	5.19	NA	NA	9.4	5.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.18
1995	5.17	5.18	NA	NA	5.8	6.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.43
1996	3.79	3.92	NA	NA	5.84	6.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.34
1997	5.01	4.59	NA	NA	10.48	9.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.17
1998	3.72	3.63	NA	NA	9.29	9.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.58
1999	6.28	6.47	NA	NA	7.3	6.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.94
2000	5.21	5.04	NA	NA	8.55	7.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.24
2001	5.14	5.28	NA	NA	9.87	8.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.85	NA	NA	NA	NA	NA	2.39
2002	4.66	4.6	NA	NA	8.39	9.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.57	NA	NA	NA	NA	NA	1.18
2003	5.75	5.76	3.75	NA	2.99	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.62	NA	NA	NA	NA	NA	0.88
2004	6.42	6.26	15.65	NA	3.75	4.23	NA	31.32	NA	NA	12.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.76	NA	NA	NA	NA	NA	1.19
2005	6.44	6.97	24.9	28.11	6.05	4.83	NA	24.57	NA	NA	9.92	9.81	NA	NA	NA	2.49	NA	NA	NA	NA	9.39	NA	NA	NA	NA	NA	0.87
2006	6.17	6.42	21.81	21.94	7.49	6.72	NA	21.31	NA	NA	10.47	9.75	NA	NA	NA	4.32	NA	NA	3.87	NA	17.91	NA	23.3	NA	NA	NA	2.33
2007	6.8	7.71	24.22	22.41	9.09	8.29	NA	20.04	3.04	NA	7.37	6.91	NA	NA	NA	4.77	NA	NA	4.3	NA	14.38	NA	22.48	24.09	NA	NA	2.4
2008	5.55	6.27	17.11	17.43	9.42	7.77	6.13	15.83	7.48	NA	10.94	9.78	NA	NA	NA	12.13	7.83	3.53	13.26	NA	13.22	10.57	17.27	13.15	NA	NA	2.69
2009	6.18	6.47	16.21	16.28	9.88	9.1	9.05	19.52	18.72	18.75	14.63	14.03	NA	NA	NA	14.51	7.01	8.74	20.27	NA	10.58	4.04	15.1	12.24	NA	11.55	4.08
2010	5.24	5.17	11.24	10.77	9.5	8.9	12.55	7.41	17.53	17.63	11.54	11.81	NA	NA	11.7	16.03	6.06	11.33	13.64	10.88	5.82	7.39	9.85	8.1	NA	11.6	3.3
2011	5.06	5.32	13.24	13.32	11.75	11.18	12.93	9.52	20.2	20.42	13.59	13.95	17.72	14.97	20.27	14.91	6.36	14.83	9.22	13.58	5.78	7.11	6.67	6.02	15.18	15.43	3.95
