# Gray - Anderson Ridge East - PIFL - ITRDB WY042
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12758
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12758.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology, drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy042-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wy042-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wy042.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wy042.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2011-06-09
#--------------------
# File_Last_Modified_Date
#   Date: 2011-06-09
#--------------------
# Title
#   Study_Name: Gray - Anderson Ridge East - PIFL - ITRDB WY042
#--------------------
# Investigators
#   Investigators: Gray, S.T.; Pederson, G.T.; Watson, T.; Barnett, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection: Climatology - Snowpack reconstruction
# #  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Gregory T. Pederson, Stephen T. Gray, Connie A. Woodhouse, Julio L. Betancourt, Daniel B. Fagre, Jeremy S. Littell, Emma Watson, Brian H. Luckman, Lisa J. Graumlich
#   Journal_Name: Science
#   Published_Title: The unusual nature of recent snowpack declines in the North American Cordillera
#   Published_Date_or_Year: 2011
#   Volume: 333
#   Pages: 332-335
#   Issue: 6040
#   Report_Number: 
#   DOI: 10.1126/science.1201570
#   Full_Citation: None
#   Abstract: In western North America, snowpack has declined in recent decades, and further losses are projected through the 21st century. Here, we evaluate the uniqueness of recent declines using snowpack reconstructions from 66 tree-ring chronologies in key runoff-generating areas of the Colorado, Columbia, and Missouri River drainages. Over the past millennium, late 20th century snowpack reductions are almost unprecedented in magnitude across the northern Rocky Mountains and in their north-south synchrony across the cordillera. Both the snowpack declines and their synchrony result from unparalleled springtime warming that is due to positive reinforcement of the anthropogenic warming by decadal variability. The increasing role of warming on large-scale snowpack variability and trends foreshadows fundamental impacts on streamflow and water supplies across the western United States.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Anderson Ridge East
#   Location: Wyoming
#   Northernmost_Latitude: 42.45
#   Southernmost_Latitude: 42.45
#   Easternmost_Longitude: -108.8667
#   Westernmost_Longitude: -108.8667
#   Elevation_m: 2431
#--------------------
# Data_Collection
#   Collection_Name: WY042
#   First_Year: 1200
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus flexilis E. James
#   Common_Name: limber pine
#   Tree_Species_Code: PIFL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ARE 031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 203_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 203; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 312_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 312; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 311_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 311; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 142_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 142; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 211_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 211; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 372_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 372; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 992_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 992; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 991_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 991; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 191_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 191; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 064_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 064; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 194_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 194; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 172_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 172; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 202_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 202; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARE 182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARE 182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 361_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 361; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ARN 362_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ARN 362; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ARE 031_raw	ARE 121_raw	ARE 203_raw	ARN 312_raw	ARN 311_raw	ARN 142_raw	ARE 212_raw	ARE 211_raw	ARN 081_raw	ARN 372_raw	ARN 072_raw	ARN 992_raw	ARN 991_raw	ARE 091_raw	ARE 041_raw	ARE 052_raw	ARE 071_raw	ARE 132_raw	ARE 191_raw	ARE 062_raw	ARE 064_raw	ARE 194_raw	ARE 172_raw	ARE 202_raw	ARE 011_raw	ARE 182_raw	ARN 361_raw	ARN 362_raw
1200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402	0.244	NA	NA	NA	NA	NA	NA
1201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.835	0.242	NA	NA	NA	NA	NA	NA
1202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.648	0.114	NA	NA	NA	NA	NA	NA
1203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.382	0.048	NA	NA	NA	NA	NA	NA
1204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.494	0.118	NA	NA	NA	NA	NA	NA
1205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.217	NA	NA	NA	NA	NA	NA
1206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.541	0.17	NA	NA	NA	NA	NA	NA
1207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.22	NA	NA	NA	NA	NA	NA
1208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.645	0.201	NA	NA	NA	NA	NA	NA
1209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.425	0.051	NA	NA	NA	NA	NA	NA
1210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.492	0.125	NA	NA	NA	NA	NA	NA
1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.496	0.139	NA	NA	NA	NA	NA	NA
1212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.182	NA	NA	NA	NA	NA	NA
1213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.063	0.179	NA	NA	NA	NA	NA	NA
1214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.527	0.163	NA	NA	NA	NA	NA	NA
1215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.129	0.752	0.241	NA	NA	NA	NA	NA	NA
1216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.739	0.754	0.263	NA	NA	NA	NA	NA	NA
1217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.128	0.128	0.117	NA	NA	NA	NA	NA	NA
1218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206	0.206	0.111	NA	NA	NA	NA	NA	NA
1219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314	0.448	0.145	NA	NA	NA	NA	NA	NA
1220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.383	0.362	0.147	NA	NA	NA	NA	NA	NA
1221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.311	0.44	0.194	NA	NA	NA	NA	NA	NA
1222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.572	0.653	0.294	NA	NA	NA	NA	NA	NA
1223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	0.257	0.216	NA	NA	NA	NA	NA	NA
1224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.609	0.311	NA	NA	NA	NA	NA	NA
1225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.453	0.589	0.349	NA	NA	NA	NA	NA	NA
1226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.487	0.605	0.342	NA	NA	NA	NA	NA	NA
1227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.387	0.438	0.453	NA	NA	NA	NA	NA	NA
1228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.489	0.866	0.447	NA	NA	NA	NA	NA	NA
1229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.316	0.372	0.272	NA	NA	NA	NA	NA	NA
1230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	0.797	0.457	NA	NA	NA	NA	NA	NA
1231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641	0.768	0.29	NA	NA	NA	NA	NA	NA
1232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.346	0.422	0.302	NA	NA	NA	NA	NA	NA
1233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307	0.369	0.329	NA	NA	NA	NA	NA	NA
1234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.063	0.078	0.124	NA	NA	NA	NA	NA	NA
1235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.272	0.31	0.274	NA	NA	NA	NA	NA	NA
1236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.327	0.372	0.367	NA	NA	NA	NA	NA	NA
1237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.264	0.283	0.325	NA	NA	NA	NA	NA	NA
1238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.488	0.502	0.413	NA	NA	NA	NA	NA	NA
1239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.565	0.779	0.304	NA	NA	NA	NA	NA	NA
1240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	0.596	0.469	NA	NA	NA	NA	NA	NA
1241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	0.542	0.383	NA	NA	NA	NA	NA	NA
1242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.539	0.709	0.521	NA	NA	NA	NA	NA	NA
1243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.611	0.843	0.413	NA	NA	NA	NA	NA	NA
1244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.375	0.579	0.382	NA	NA	NA	NA	NA	NA
1245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.452	0.708	0.499	NA	NA	NA	NA	NA	NA
1246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.52	0.591	0.527	NA	NA	NA	NA	NA	NA
1247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.538	0.565	0.555	NA	NA	NA	NA	NA	NA
1248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	0.675	0.846	NA	NA	NA	NA	NA	NA
1249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.423	0.499	0.748	NA	NA	NA	NA	NA	NA
1250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.578	0.556	0.501	NA	NA	NA	NA	NA	NA
1251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.632	0.698	0.621	NA	NA	NA	NA	NA	NA
1252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.321	0.308	0.325	NA	NA	NA	NA	NA	NA
