# Peterson - Mount Rainier Medium - ABLA - ITRDB WA111
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4171
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4171.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa111-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa111-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa111.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa111.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Peterson - Mount Rainier Medium - ABLA - ITRDB WA111
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Rainier Medium
#   Location: Washington
#   Northernmost_Latitude: 46.83
#   Southernmost_Latitude: 46.83
#   Easternmost_Longitude: -121.75
#   Westernmost_Longitude: -121.75
#   Elevation_m: 1645
#--------------------
# Data_Collection
#   Collection_Name: WA111
#   First_Year: 1850
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FMMR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FMMR20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FMMR20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FMMR02A_raw	FMMR03B_raw	FMMR04A_raw	FMMR05B_raw	FMMR06A_raw	FMMR07B_raw	FMMR09A_raw	FMMR10A_raw	FMMR11A_raw	FMMR12A_raw	FMMR13A_raw	FMMR15A_raw	FMMR16A_raw	FMMR18A_raw	FMMR19A_raw	FMMR20B_raw
1850	NA	1.15	NA	0.62	NA	NA	1.15	NA	1.55	0.99	0.71	0.89	0.89	NA	NA	NA
1851	NA	1.02	NA	0.76	NA	NA	1.52	NA	1.53	1.51	0.85	1.05	1.02	NA	NA	NA
1852	NA	1.01	NA	1.13	NA	NA	1.48	NA	1.61	1.18	0.69	0.86	0.87	3.27	NA	NA
1853	NA	0.83	NA	0.58	NA	NA	1.42	NA	1.42	0.97	0.67	0.81	0.8	3.91	NA	NA
1854	NA	1.04	NA	0.63	NA	NA	1.73	NA	1.7	0.99	0.91	0.71	0.7	3.73	NA	NA
1855	NA	1.02	NA	1.07	NA	NA	1.86	NA	1.72	0.86	0.8	0.74	0.74	4.09	NA	NA
1856	NA	0.62	NA	0.91	NA	NA	1.57	NA	1.3	0.91	0.62	0.63	0.46	3.3	NA	NA
1857	NA	1.11	NA	0.97	NA	NA	1.43	NA	1.3	1.12	0.45	0.65	0.45	3.4	NA	NA
1858	NA	1.03	NA	1.24	NA	NA	1.24	NA	1.43	1.26	0.75	0.83	0.45	3.78	NA	NA
1859	NA	1.49	NA	1.27	NA	NA	1.52	NA	1.04	1.19	0.82	0.82	0.58	3.71	NA	NA
1860	NA	1.31	NA	1.42	NA	NA	1.58	NA	1.63	0.96	0.66	0.98	0.51	4.54	NA	NA
1861	NA	0.99	NA	1.06	NA	NA	1.44	NA	1.55	0.81	0.52	0.73	0.31	3.66	NA	NA
1862	NA	1.33	NA	1.1	NA	NA	1.72	NA	1.82	1.08	0.73	0.83	0.55	3.03	NA	NA
1863	NA	1.4	NA	1.39	NA	NA	1.75	NA	2.23	1.61	0.85	1.03	0.67	2.85	NA	NA
1864	NA	0.99	NA	0.73	NA	NA	1.25	NA	2.05	0.82	0.54	0.44	0.42	2.31	NA	NA
1865	NA	1.44	NA	1.06	NA	NA	1.62	NA	2.8	1.45	0.77	1.07	0.83	2.55	NA	NA
1866	NA	0.85	NA	0.74	NA	NA	1.06	NA	2.52	0.89	0.6	0.57	0.76	2.45	NA	NA
1867	NA	0.95	NA	0.56	NA	NA	1.24	NA	2.08	0.64	0.5	0.58	0.67	2.25	NA	NA
1868	NA	0.96	NA	1.09	NA	NA	1.57	NA	2.46	0.98	0.58	0.6	0.63	2.41	NA	NA
1869	NA	0.97	NA	1.17	NA	NA	1.59	NA	2.19	1.22	0.67	0.77	0.68	2.18	NA	NA
1870	NA	0.75	NA	1.28	NA	NA	1.38	NA	1.64	0.97	0.59	0.72	0.46	1.9	NA	NA
1871	NA	0.74	NA	1.2	NA	NA	1.5	NA	2.23	1.07	0.68	0.59	0.58	1.97	NA	NA
1872	NA	1.05	NA	1.22	NA	NA	1.66	NA	2.74	0.99	0.67	0.51	0.67	1.94	NA	NA
1873	NA	1.08	NA	0.77	NA	NA	1.25	NA	2.27	1.24	0.72	0.53	0.77	2.1	NA	NA
1874	NA	1.57	NA	1.3	NA	NA	1.97	NA	2.55	1.2	0.74	0.46	0.89	2.48	NA	NA
1875	NA	1.74	NA	1.15	NA	NA	1.74	NA	2.22	1.65	0.77	0.57	0.89	1.98	NA	NA
1876	NA	1.32	NA	0.87	NA	NA	1.4	NA	1.59	0.85	0.5	0.36	0.63	1.78	NA	NA
1877	NA	1.97	NA	1.67	NA	NA	1.84	NA	2.3	1.1	0.73	0.38	1.08	2.71	NA	NA
1878	NA	1.18	NA	1.24	NA	NA	1.46	NA	1.67	0.78	0.44	0.34	0.72	2.17	NA	NA
1879	NA	1.11	NA	0.9	NA	NA	1.51	NA	1.41	1.21	0.81	0.47	0.98	2.25	NA	NA
1880	NA	0.73	NA	0.62	NA	NA	1.45	NA	1.13	0.72	0.55	0.22	0.7	1.19	NA	NA
1881	NA	1.33	NA	0.9	NA	NA	1.58	NA	2.22	0.73	0.82	0.25	0.77	2.41	NA	NA
1882	NA	1.11	NA	0.35	NA	NA	1.46	NA	2.57	1.17	0.93	0.32	1.12	2.21	NA	NA
1883	NA	0.99	NA	0.54	NA	NA	1.67	NA	3.24	1.26	0.86	0.43	1.2	2.35	NA	NA
1884	NA	0.8	NA	0.73	NA	NA	1.6	NA	2.71	1.01	0.65	0.49	0.87	1.79	NA	NA
1885	NA	1.09	NA	1.12	NA	NA	1.77	NA	2.95	1.03	0.91	0.32	1.25	1.67	NA	NA
1886	NA	1.29	NA	1.07	NA	NA	1.98	NA	2.27	1.18	1.03	0.66	1.18	1.95	NA	NA
1887	NA	1.29	NA	0.88	NA	NA	1.64	NA	2.21	0.73	0.7	0.38	0.88	1.86	NA	NA
1888	NA	1.55	NA	1.18	NA	NA	1.7	NA	2.69	0.76	0.64	0.36	0.84	1.8	NA	NA
1889	NA	1.24	NA	1.44	NA	NA	1.78	NA	1.93	0.76	0.53	0.3	0.68	1.69	NA	NA
1890	0.87	0.81	NA	1.51	NA	NA	1.64	NA	1.62	0.74	0.69	0.35	0.83	2.14	NA	NA
1891	0.85	1.09	NA	1.55	NA	NA	1.8	NA	2.11	0.71	0.76	0.48	1	1.84	NA	NA
1892	0.57	0.87	1.78	1.03	NA	NA	0.96	NA	1.28	0.73	0.57	0.45	0.76	1.92	NA	NA
1893	0.51	0.81	1.53	0.98	NA	NA	0.89	NA	1.33	0.86	0.56	0.26	0.44	1.82	NA	NA
1894	0.43	0.99	1.5	0.96	NA	NA	0.93	NA	1.43	0.89	0.61	0.4	0.76	1.92	NA	NA
1895	0.93	1.5	2.31	1.21	NA	NA	1.02	NA	1.93	0.77	0.73	0.45	0.88	1.97	NA	NA
1896	0.69	0.97	1.55	0.92	NA	NA	0.84	NA	1.7	0.94	0.79	0.37	0.77	1.72	NA	NA
1897	0.65	1.04	2.1	1.31	NA	NA	1.36	NA	1.53	0.69	0.55	0.22	0.66	2.11	NA	NA
1898	0.86	1.2	2.46	1.29	NA	NA	1.85	NA	1.69	0.82	1.11	0.3	0.82	2.26	NA	NA
1899	0.22	0.48	0.89	0.63	NA	1.05	0.92	1.38	0.99	0.53	0.56	0.25	0.5	1.46	NA	NA
1900	0.95	1.03	2.38	1.39	NA	2.93	2.36	3.98	1.28	0.53	0.68	0.19	0.88	1.83	NA	5.38
1901	0.75	1.09	2.52	1.11	NA	3.36	1.82	3.79	2.33	0.69	1.06	0.33	1.02	2.55	NA	3.19
1902	0.88	0.98	1.87	0.94	NA	2.85	2.09	2.86	1.58	0.58	0.92	0.24	0.91	2.34	NA	2.51
