# Larson - Moody - QUMA - ITRDB WI041
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33942
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33942.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi041-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi041-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi041.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi041.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Moody - QUMA - ITRDB WI041
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Moody
#   Location: Wisconsin
#   Northernmost_Latitude: 42.802
#   Southernmost_Latitude: 42.802
#   Easternmost_Longitude: -90.284
#   Westernmost_Longitude: -90.284
#   Elevation_m: 304
#--------------------
# Data_Collection
#   Collection_Name: WI041
#   First_Year: 1834
#   Last_Year: 2014
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MDY001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY003A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY003A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY003B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY003B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY008A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY008A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY008B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY008B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MDY009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MDY009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MDY001A_raw	MDY001B_raw	MDY002A_raw	MDY002B_raw	MDY003A_raw	MDY003B_raw	MDY004A_raw	MDY004B_raw	MDY005A_raw	MDY005B_raw	MDY006A_raw	MDY006B_raw	MDY007A_raw	MDY007B_raw	MDY008A_raw	MDY008B_raw	MDY009A_raw	MDY009B_raw
1834	0.601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	0.225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	0.513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	0.473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	0.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	0.557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	0.636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	0.568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	0.733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	0.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	0.906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	0.547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	0.549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	0.684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	1.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	1.182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	0.826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	1.208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	1.255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	0.849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	0.838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	NA	NA	NA	NA
1860	0.765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.273	NA	NA	NA	NA
1861	0.917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.279	NA	NA	NA	NA
1862	0.709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.286	NA	NA	NA	NA
1863	0.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.803	NA	NA	NA	NA
1864	0.433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	NA
1865	0.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.662	NA	NA	NA	NA
1866	0.617	NA	NA	NA	NA	NA	1.288	NA	NA	NA	NA	NA	0.918	0.653	NA	NA	NA	NA
1867	0.474	NA	NA	NA	NA	NA	1.691	NA	NA	NA	NA	NA	0.686	0.8	NA	NA	NA	NA
1868	0.449	NA	NA	NA	NA	NA	1.628	NA	NA	NA	NA	NA	0.759	0.668	NA	NA	NA	NA
1869	0.486	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	0.759	0.829	NA	NA	NA	NA
1870	0.436	NA	NA	NA	NA	NA	1.594	NA	NA	NA	NA	NA	1.584	1.305	NA	NA	NA	NA
1871	0.383	NA	NA	NA	NA	NA	2.867	NA	NA	NA	NA	NA	1.079	0.713	NA	NA	NA	NA
1872	0.453	NA	NA	NA	NA	NA	3.093	NA	NA	NA	NA	NA	0.657	0.654	NA	NA	NA	NA
1873	0.479	NA	NA	NA	NA	NA	2.786	NA	NA	NA	NA	NA	0.885	0.716	NA	NA	NA	NA
1874	0.395	NA	NA	NA	NA	NA	2.85	NA	NA	NA	NA	NA	0.801	0.636	NA	NA	NA	NA
1875	0.415	NA	NA	NA	NA	NA	3.091	NA	NA	NA	NA	NA	0.733	0.559	NA	NA	NA	NA
1876	0.481	NA	NA	NA	NA	NA	3.106	NA	NA	NA	NA	NA	0.685	0.601	NA	NA	NA	NA
1877	0.467	NA	NA	NA	NA	NA	2.524	NA	NA	NA	NA	NA	0.811	0.657	NA	NA	NA	NA
1878	0.442	NA	NA	NA	NA	NA	2.52	NA	NA	NA	NA	NA	0.514	0.594	NA	NA	NA	NA
1879	0.696	NA	NA	NA	NA	NA	3.229	NA	NA	NA	NA	NA	0.748	0.481	NA	NA	NA	NA
1880	0.711	16.259	NA	NA	NA	NA	3.365	NA	NA	NA	NA	NA	0.606	0.28	NA	NA	NA	NA
1881	0.626	0.319	NA	NA	NA	NA	2.877	NA	NA	NA	NA	NA	0.574	0.433	NA	NA	NA	NA
1882	0.705	0.283	NA	NA	NA	NA	2.346	NA	NA	NA	NA	NA	0.626	0.534	NA	NA	NA	NA
1883	0.554	0.372	NA	NA	NA	NA	1.721	NA	NA	NA	NA	NA	0.951	0.411	NA	NA	NA	NA
1884	0.739	0.376	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	0.633	0.392	NA	NA	NA	NA
1885	1.37	1.16	NA	NA	NA	NA	1.296	NA	NA	NA	NA	NA	0.759	0.557	NA	NA	NA	NA
1886	1.18	0.558	NA	NA	NA	NA	1.293	NA	NA	1.882	NA	NA	0.443	0.41	NA	NA	NA	NA
1887	1.161	0.751	NA	NA	NA	NA	1.94	NA	NA	2.391	NA	NA	0.92	0.567	NA	NA	NA	0.992
1888	1.744	0.925	NA	NA	NA	NA	2.251	NA	NA	4.246	NA	NA	0.785	0.531	NA	NA	NA	2.202
1889	1.797	1.294	1.785	NA	NA	NA	2.409	NA	NA	3.952	NA	NA	0.752	0.578	NA	NA	NA	1.437
1890	1.702	0.785	2.623	NA	NA	NA	2.266	NA	NA	4.203	NA	NA	1.311	0.96	NA	NA	NA	1.182
1891	1.524	0.793	0.892	NA	NA	1.816	2.396	NA	NA	2.984	NA	NA	1.052	1.065	NA	NA	NA	1.083
1892	2.276	1.311	0.637	NA	NA	2.793	2.528	NA	NA	3.089	NA	NA	1.315	1.262	NA	NA	NA	1.128
1893	1.263	0.867	0.937	NA	NA	2.181	1.666	NA	NA	1.357	NA	NA	0.452	0.469	NA	NA	NA	0.681
1894	1.197	0.793	1.122	NA	NA	1.808	1.354	NA	NA	1.51	NA	NA	0.378	0.338	NA	NA	NA	0.761
1895	0.96	0.686	0.532	NA	NA	1.832	0.993	NA	NA	0.983	NA	NA	0.29	0.205	NA	NA	NA	0.621
1896	2.067	1.513	0.929	NA	NA	2.568	2.199	NA	NA	2.356	NA	NA	0.917	0.961	NA	NA	NA	1.203
1897	1.657	1.505	1.044	1.2	NA	2.321	2.661	NA	NA	2.564	NA	NA	1.203	1.195	NA	NA	NA	0.969
1898	1.939	1.781	0.978	0.834	NA	2.012	1.868	NA	NA	2.053	NA	NA	1.071	0.708	NA	NA	NA	0.486
1899	2.193	1.792	1.245	2.812	NA	2.068	0.689	NA	NA	1.926	NA	NA	1.249	0.903	NA	NA	NA	0.679
1900	1.525	1.104	0.84	1.765	NA	1.545	0.462	1.216	NA	2.032	NA	0.604	0.858	0.71	NA	NA	NA	0.523
1901	2.566	1.295	0.784	1.239	NA	1.73	0.46	1.293	NA	2.031	NA	0.639	0.622	0.654	NA	NA	NA	0.734
