# Hill - Bear Island - QUAL - ITRDB MD007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3497
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3497.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/md007l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; md007l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/md007l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/md007l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Hill - Bear Island - QUAL - ITRDB MD007
#--------------------
# Investigators
#   Investigators: Hill, J.F.; Hill, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bear Island
#   Location: Maryland
#   Northernmost_Latitude: 38.98
#   Southernmost_Latitude: 38.98
#   Easternmost_Longitude: -77.23
#   Westernmost_Longitude: -77.23
#   Elevation_m: 18
#--------------------
# Data_Collection
#   Collection_Name: MD007
#   First_Year: 1836
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 2  21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  32_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  32; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  41_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  41; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  42_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  42; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  51_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  51; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  52_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  52; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  61_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  61; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  62_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  62; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  81_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  81; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  82_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  82; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  91_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  91; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2  92_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2  92; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2 122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2 122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	2  21_raw	2  22_raw	2  31_raw	2  32_raw	2  41_raw	2  42_raw	2  51_raw	2  52_raw	2  61_raw	2  62_raw	2  81_raw	2  82_raw	2  91_raw	2  92_raw	2 101_raw	2 102_raw	2 111_raw	2 112_raw	2 121_raw	2 122_raw
1836	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	0.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1846	0.43	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1847	0.42	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1848	0.4	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1849	0.17	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1850	0.25	0.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1851	0.4	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	0.24	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	0.24	0.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	0.21	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	0.28	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	0.22	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	0.31	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	0.3	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	0.69	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	0.36	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	0.24	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	0.29	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	0.14	0.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	0.15	0.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	0.17	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	0.2	0.17	NA	NA	NA	NA	NA	NA	NA	1.55	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	0.28	0.26	NA	NA	NA	NA	NA	NA	NA	1.79	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	0.18	0.37	NA	NA	NA	NA	NA	NA	NA	1.36	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	1.02	1.53	NA	NA	NA	NA	NA	NA	NA	2.52	3.76	NA	NA	NA	NA	3.05	NA	NA	NA	NA
1870	1.16	1.42	NA	NA	NA	NA	NA	NA	2.25	2.29	2.28	NA	NA	NA	NA	2.77	NA	NA	NA	NA
1871	0.64	0.89	NA	NA	NA	NA	NA	NA	2.25	3.44	1.86	NA	NA	NA	NA	2.31	NA	NA	NA	NA
1872	0.29	0.25	NA	NA	NA	NA	NA	NA	1.82	1.55	1.07	NA	NA	NA	NA	1.73	NA	NA	NA	NA
1873	0.26	0.23	NA	NA	NA	NA	NA	NA	1.86	1.3	0.83	NA	NA	NA	NA	2.05	NA	NA	NA	NA
1874	0.25	0.41	NA	NA	NA	NA	NA	NA	1.07	0.97	0.95	NA	NA	NA	NA	1.21	NA	NA	NA	NA
1875	0.53	0.2	NA	NA	NA	NA	NA	NA	0.9	0.51	0.79	NA	NA	NA	NA	0.55	NA	NA	NA	NA
1876	0.7	1.19	NA	NA	NA	NA	NA	NA	1.55	1.03	2.75	NA	NA	NA	NA	1.47	NA	NA	NA	NA
1877	1.49	1.81	NA	NA	NA	NA	NA	NA	1.87	1.75	3.94	NA	NA	NA	NA	2.94	NA	0.81	NA	NA
1878	2.52	2.3	NA	NA	NA	NA	4.44	NA	1.7	1.61	4.24	NA	NA	NA	NA	2.37	NA	0.8	NA	NA
1879	1.23	1.48	NA	NA	NA	1.49	2.29	NA	1.15	1.28	2.22	NA	NA	NA	NA	0.86	NA	0.53	NA	NA
1880	0.97	1.18	NA	NA	NA	1.34	2.14	NA	1.31	1.34	3.02	1.48	NA	NA	NA	1.17	NA	0.33	NA	NA
1881	1.06	1.78	NA	NA	NA	2.6	3.43	NA	1.46	2.09	3.09	2.59	NA	NA	NA	1.73	NA	0.72	NA	NA
1882	0.52	0.64	NA	NA	NA	1.42	3.13	NA	1.43	1.8	0.62	0.91	NA	NA	NA	3.01	NA	0.56	NA	NA
1883	0.74	1.3	NA	NA	NA	2.17	2.54	NA	1.66	2.21	1.95	2.53	NA	NA	NA	2.32	NA	0.56	NA	NA
1884	0.71	1.25	NA	NA	NA	2.04	3.89	NA	1.47	2.63	2.96	2.55	NA	NA	NA	3.37	NA	0.87	NA	NA
1885	0.41	0.28	1.49	NA	2.01	1.03	2.01	NA	0.39	0.77	0.77	0.49	NA	NA	NA	2.11	NA	0.29	NA	NA
1886	0.76	1.3	2.73	NA	4	1.85	3.93	NA	1.18	1.22	2.32	2.06	NA	NA	NA	2.65	1.52	0.81	NA	NA
1887	1.07	1.11	2.81	NA	2.6	1.77	2.99	NA	1.33	0.7	1.03	0.68	NA	NA	NA	1.27	0.94	0.42	NA	NA
