# Peterson - Thornton Lakes High - TSME - ITRDB WA094
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4195
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4195.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa094-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa094-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa094.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa094.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Thornton Lakes High - TSME - ITRDB WA094
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Thornton Lakes High
#   Location: Washington
#   Northernmost_Latitude: 48.67
#   Southernmost_Latitude: 48.67
#   Easternmost_Longitude: -121.33
#   Westernmost_Longitude: -121.33
#   Elevation_m: 1525
#--------------------
# Data_Collection
#   Collection_Name: WA094
#   First_Year: 1765
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HHTL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HHTL20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HHTL20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HHTL01B_raw	HHTL02B_raw	HHTL03B_raw	HHTL04A_raw	HHTL05B_raw	HHTL06B_raw	HHTL07B_raw	HHTL08B_raw	HHTL09B_raw	HHTL10B_raw	HHTL12A_raw	HHTL13B_raw	HHTL14A_raw	HHTL15B_raw	HHTL16B_raw	HHTL17B_raw	HHTL18B_raw	HHTL19B_raw	HHTL20B_raw
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA
1767	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA
1768	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA
1769	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA
1770	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA
1771	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	NA	NA	NA	NA	NA
1772	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA	NA
1773	1.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA
1774	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66	NA	NA	NA	NA	NA
1775	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA
1776	1.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA
1777	2.21	2.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA
1778	2.11	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	2.81	NA	NA	NA	NA
1779	2.12	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	1.07	NA	NA	NA	NA
1780	2.52	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.19	2.27	NA	NA	NA	NA
1781	2.06	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	0.96	NA	NA	NA	NA
1782	2.33	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	1.88	NA	NA	NA	NA
1783	2.78	1.83	2.58	NA	NA	NA	NA	NA	NA	NA	3.12	NA	NA	0.87	2.3	NA	NA	NA	NA
1784	1.82	1.84	1.91	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	0.94	1.27	NA	NA	NA	NA
1785	2.2	1.64	1.84	NA	NA	NA	NA	NA	NA	NA	3.07	NA	NA	0.83	1.22	NA	NA	NA	NA
1786	2.82	1.49	1.31	NA	NA	NA	NA	NA	NA	NA	2.78	NA	NA	0.54	0.71	NA	NA	NA	NA
1787	2.34	1.47	1.26	NA	NA	NA	NA	NA	NA	NA	2.38	NA	NA	0.55	0.6	NA	NA	NA	NA
1788	2.89	1.34	1.37	NA	NA	NA	NA	NA	NA	NA	2.55	NA	NA	0.59	1.5	NA	NA	NA	NA
1789	2.64	1.19	1.14	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	0.49	1.03	NA	NA	NA	NA
1790	2.27	1.93	1.25	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA	0.86	1.7	NA	NA	NA	NA
1791	2.73	2.44	1.5	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	0.91	2.63	NA	NA	NA	NA
1792	3.09	2	1.43	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA	0.51	2.13	NA	NA	NA	NA
1793	2.49	1.99	1.38	NA	NA	1.67	NA	NA	NA	NA	1.95	NA	NA	0.68	2.43	NA	NA	NA	NA
1794	2.75	1.8	1.37	NA	NA	1.07	NA	NA	NA	NA	1.29	NA	NA	0.9	1.22	NA	NA	NA	NA
1795	1.78	1.21	0.97	NA	NA	0.9	NA	NA	NA	NA	0.86	NA	NA	0.85	0.84	NA	NA	NA	NA
1796	1.76	1.69	1.49	NA	NA	1.16	NA	NA	NA	NA	1.08	NA	NA	0.81	0.99	NA	NA	NA	NA
1797	1.47	1.46	1.39	NA	NA	0.69	NA	NA	NA	NA	1.48	NA	NA	0.41	1.12	NA	NA	NA	NA
1798	2.4	1.31	1.55	NA	0.68	0.93	NA	NA	NA	NA	1.82	NA	NA	0.52	0.94	NA	NA	3.68	NA
1799	1.61	1.02	1.17	NA	1.29	1.45	NA	NA	NA	NA	1.24	NA	NA	0.94	1.83	NA	NA	3.19	NA
1800	1.44	1.09	1.65	NA	1.14	1.33	NA	NA	NA	NA	1.33	NA	NA	1.7	2.21	NA	NA	3.83	NA
1801	1.17	0.88	0.76	NA	0.62	1.11	NA	NA	NA	NA	0.73	NA	NA	1.17	0.98	NA	NA	1.97	NA
1802	1.46	1.52	1.19	NA	1.05	1.64	NA	2.96	NA	1.07	1.33	NA	NA	1.45	1.14	NA	NA	2.71	NA
1803	1.4	2	1.96	NA	1.24	1.67	NA	2.68	NA	1.37	2.12	NA	NA	1.26	1.68	NA	NA	2.67	NA
1804	1.71	2.35	2.37	NA	0.94	1.24	NA	2.79	NA	1.74	2.26	NA	NA	1.58	1.57	NA	NA	3.08	1.82
1805	1.43	1.8	1.92	NA	0.7	0.69	NA	1.53	NA	1.22	1.53	NA	NA	1.47	1.16	NA	NA	3.18	1.69
1806	1.19	1.17	1.16	NA	0.27	0.38	NA	0.95	NA	0.6	0.99	NA	NA	0.8	0.42	NA	1.57	1.83	0.56
1807	1.36	1.7	1.53	NA	0.45	0.63	NA	1.4	NA	0.91	1.22	NA	NA	1.07	0.9	NA	2.66	2.42	1.1
1808	0.96	1.29	1.41	NA	0.46	0.7	NA	1.09	NA	0.77	0.99	NA	NA	0.81	0.55	NA	1.92	1.96	0.62
1809	1.1	1.41	1.82	NA	0.34	0.69	NA	2.12	NA	0.95	1.4	NA	NA	0.94	0.85	NA	2.29	2.4	0.9
1810	0.77	0.63	0.67	NA	0.24	0.73	NA	1.35	NA	0.31	0.2	NA	NA	0.45	0.29	NA	0.78	1.3	0.3
1811	1.26	0.72	0.74	NA	0.16	0.99	NA	1.73	NA	0.66	0.98	NA	NA	0.44	0.69	NA	1.53	1.18	0.54
1812	1.59	1.09	1.12	NA	0.31	1.02	NA	2.2	NA	0.64	1.2	NA	NA	0.73	0.75	NA	2.27	1.57	0.72
1813	1.35	1.12	1.24	NA	0.33	1.01	NA	2.03	NA	1	1.85	NA	NA	0.74	1.23	NA	2.59	1.58	0.85
1814	1.6	1.21	1.41	NA	0.5	0.81	NA	2.28	NA	1.06	3.35	NA	NA	1.25	1.23	NA	1.84	1.89	1.03
1815	1.57	1.25	1.45	NA	0.23	0.74	NA	2.35	NA	1.03	3.13	NA	NA	1.15	0.95	NA	1.39	1.6	1.46
1816	1.87	1.79	1.64	NA	0.77	1.1	NA	2.23	NA	1.19	2.46	NA	NA	0.64	1.07	NA	1.63	1.67	1.82
1817	1.71	1.65	1.21	NA	0.62	0.91	NA	2.71	NA	1.25	2.85	NA	NA	1.53	1.04	NA	1.76	1.96	1.83
