# Stahle - Ocala National Forest - QUST - ITRDB FL004
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4912
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4912.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl004-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fl004-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl004.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fl004.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Stahle - Ocala National Forest - QUST - ITRDB FL004
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Cleaveland, M.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-12. NOAA Template Raw Measurements file added 2019-01-23.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ocala National Forest
#   Location: Florida
#   Northernmost_Latitude: 29.17
#   Southernmost_Latitude: 29.17
#   Easternmost_Longitude: -81.9
#   Westernmost_Longitude: -81.9
#   Elevation_m: 24
#--------------------
# Data_Collection
#   Collection_Name: FL004
#   First_Year: 1833
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus stellata Wangenh.
#   Common_Name: post oak
#   Tree_Species_Code: QUST
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ONF01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF04C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF04C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF08D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF08D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF11C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF11C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF11D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF11D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF11E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF11E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF16C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF16C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ONF26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ONF26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ONF01B_raw	ONF02A_raw	ONF02B_raw	ONF02C_raw	ONF03B_raw	ONF04A_raw	ONF04C_raw	ONF06A_raw	ONF06B_raw	ONF06C_raw	ONF07A_raw	ONF08A_raw	ONF08B_raw	ONF08C_raw	ONF08D_raw	ONF09A_raw	ONF10A_raw	ONF10B_raw	ONF11A_raw	ONF11B_raw	ONF11C_raw	ONF11D_raw	ONF11E_raw	ONF13B_raw	ONF14A_raw	ONF16A_raw	ONF16B_raw	ONF16C_raw	ONF17B_raw	ONF17A_raw	ONF18A_raw	ONF19A_raw	ONF19B_raw	ONF24A_raw	ONF26A_raw
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88
1837	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32
1838	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27
1839	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48
1840	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05
1841	NA	0.9	NA	0.76	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1842	NA	0.65	NA	0.46	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4
1843	NA	1.46	NA	1.33	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28
1844	NA	0.79	NA	0.86	NA	NA	NA	NA	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1
1845	NA	2.04	NA	1.76	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03
1846	NA	1.68	NA	1.53	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1847	NA	0.84	NA	1.1	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08
1848	NA	0.42	NA	0.41	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.41
1849	NA	0.72	NA	1.08	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97
1850	NA	0.79	NA	0.99	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31
1851	NA	0.99	NA	0.98	NA	NA	NA	NA	NA	NA	NA	0.85	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26
1852	NA	1.35	NA	1.18	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25
1853	NA	0.82	NA	0.64	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	0.59	NA	NA	NA	NA	1.55	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44
1854	NA	0.83	NA	1.06	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	0.69	NA	NA	NA	NA	0.44	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97
1855	NA	1.69	NA	1.65	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	0.78	NA	NA	NA	NA	0.61	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85
1856	NA	1.55	NA	1.83	NA	NA	NA	NA	NA	NA	NA	0.95	NA	NA	0.61	NA	NA	NA	NA	1.21	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7
1857	NA	1.43	1.29	1.32	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	0.45	NA	NA	NA	NA	1.08	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41
1858	NA	0.68	0.7	0.81	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	0.43	NA	NA	NA	NA	0.41	0.69	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11
1859	NA	0.63	0.75	0.63	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	0.45	NA	NA	NA	NA	0.69	1.05	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04
1860	NA	1.01	1.28	1.36	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	0.48	NA	NA	NA	1.13	1.04	2.65	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52
1861	NA	1.34	2.05	1.71	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	0.68	NA	NA	NA	1.01	0	1.23	NA	1.06	NA	2.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36
1862	NA	1.47	1.13	1.66	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	0.48	NA	NA	NA	0.97	0.55	0.89	NA	0.7	NA	2.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69
1863	NA	1.55	1.45	1.76	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	0.69	NA	NA	NA	1.89	0.94	1.39	1.8	1.13	NA	3.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09
1864	NA	1.24	1.56	1.33	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	0.65	NA	NA	NA	1.98	1.79	1.65	2.36	1.03	NA	3.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49
1865	NA	1.28	1.48	1.56	1.37	NA	NA	NA	NA	NA	NA	0.81	NA	0.6	0.49	NA	NA	NA	1.31	0.97	1.04	1.13	0.76	NA	2.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51
1866	NA	1.48	2.22	2.36	1.25	NA	NA	NA	NA	NA	NA	0.8	NA	0.7	0.34	NA	NA	NA	1.67	1.32	1.43	1.49	1.13	NA	2.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82
1867	NA	1.36	1.4	1.84	0.48	NA	NA	0.81	NA	NA	NA	0.65	NA	0.64	0.41	NA	NA	NA	1.64	0.56	1.34	1.46	1.14	NA	1.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79
1868	NA	1.39	1.26	1.63	1.36	NA	NA	0.39	NA	NA	NA	0.54	NA	0.31	0.24	NA	NA	NA	0.89	0.67	0.78	0.84	0.71	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5
1869	NA	1.77	1.69	1.83	0.87	NA	NA	0.66	NA	NA	NA	0.59	NA	0.83	0.31	NA	NA	NA	1.37	0.84	0.9	1.04	0.85	NA	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54
1870	NA	1.19	1.36	1.43	0.57	NA	NA	0.29	NA	NA	NA	0.5	NA	0.46	0.26	NA	NA	NA	1.07	0.71	0.97	1.02	0.73	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04
1871	NA	1.34	1.38	1.59	1.32	NA	NA	0.64	NA	NA	NA	0.51	NA	0.6	0.35	NA	NA	NA	1.37	0.74	0.72	1.24	1.11	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18
1872	NA	0.45	0.82	0.42	0.66	NA	NA	0.39	NA	NA	NA	0.57	NA	0.31	0.26	NA	NA	NA	1.1	0.89	0.74	1.1	0.62	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.57
1873	NA	0.66	1.08	0.7	0.78	NA	3.15	1.2	NA	NA	NA	0.52	NA	1.03	0.38	NA	NA	NA	2.31	1.92	1.44	2.63	1.02	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1874	NA	0.5	1	0.65	0.57	NA	2.66	0.57	NA	NA	NA	0.48	NA	0.58	0.45	NA	NA	NA	2.01	1.6	1.7	1.95	0.89	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69
1875	NA	0.65	0.89	0.63	0.94	0.8	0.41	1.81	NA	NA	NA	0.51	NA	0.51	0.46	NA	NA	NA	1.34	0.98	0.94	1.09	0.78	NA	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73
