# Andrus - Slate - THPL - ITRDB WA162
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38346
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38346.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa162-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa162.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa162.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-07-24
#--------------------
# File_Last_Modified_Date
#   Date: 2023-07-24
#--------------------
# Title
#   Study_Name: Andrus - Slate - THPL - ITRDB WA162
#--------------------
# Investigators
#   Investigators: Andrus, R.A.; Peach, L.R.; Cinquini, A.R.; Mills, B.; Yusi, J.T.; Buhl, C.; Fischer, M.; Goodrich, B.A.; Hulbert, J.M.; Holz, A.; Meddens, A.J.H.; Moffett, K.B.; Ramirez, A.; Adams, H.D.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: United States Forest Service
#   Grant: Region 6 Emerging Pests Program 21-CA-11062765-742
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: NIFA McIntire Stennis project 1019284; NIFA postdoctoral award 2022-67012-37200
#--------------------
# Site_Information
#   Site_Name: Slate
#   Location: Washington
#   Northernmost_Latitude: 48.9712
#   Southernmost_Latitude: 48.9712
#   Easternmost_Longitude: -117.3332
#   Westernmost_Longitude: -117.3332
#   Elevation_m: 715
#--------------------
# Data_Collection
#   Collection_Name: WA162
#   First_Year: 1913
#   Last_Year: 2020
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Thuja plicata Donn ex D. Don
#   Common_Name: western redcedar
#   Tree_Species_Code: THPL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SLA1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA2B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA2B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA3B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA3B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA4B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA4B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA5B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA5B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA22B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA22B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SLA25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SLA25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SLA1A_raw	SLA1B_raw	SLA2A_raw	SLA2B_raw	SLA3B_raw	SLA4A_raw	SLA4B_raw	SLA5A_raw	SLA5B_raw	SLA11A_raw	SLA11B_raw	SLA12A_raw	SLA12B_raw	SLA13A_raw	SLA13B_raw	SLA14A_raw	SLA14B_raw	SLA15B_raw	SLA15A_raw	SLA21A_raw	SLA21B_raw	SLA22A_raw	SLA22B_raw	SLA23A_raw	SLA23B_raw	SLA24A_raw	SLA24B_raw	SLA25A_raw	SLA25B_raw
1913	NA	NA	NA	NA	NA	1.68	2.2	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	1.78	2.31	NA	NA	NA	NA	NA	NA	NA	1.85	NA	3.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	NA	NA	NA	1.84	2.01	NA	NA	NA	NA	NA	NA	NA	1.93	NA	2.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	1.76	2.12	NA	NA	NA	NA	NA	NA	NA	1.54	1.94	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	1.42	1.55	3.32	NA	NA	NA	NA	NA	NA	1.23	1.87	1.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	0.96	1.11	2.45	NA	NA	NA	NA	NA	NA	0.72	1.4	1.43	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	1.16	1.75	2.84	NA	NA	NA	NA	NA	NA	0.99	1.4	1.68	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	1.07	NA	1.35	1.43	2.35	NA	NA	NA	NA	NA	NA	1.09	1.51	1.44	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	1.01	NA	1.16	1.52	2.37	NA	NA	NA	NA	NA	NA	0.82	1.94	1.2	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	0.93	NA	1.07	1.26	1.94	NA	NA	NA	NA	NA	0.55	0.6	1.39	1.13	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	1.12	NA	1.47	1.69	1.49	NA	NA	NA	NA	NA	0.62	0.85	1.53	1.41	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	0.76	NA	1.07	1.39	1.4	NA	NA	NA	NA	NA	0.7	0.57	1.38	1.14	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	1.02	NA	1.19	1.44	1.7	NA	NA	NA	NA	NA	0.44	0.63	1.42	1.62	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	0.82	NA	1.01	1.18	1.53	NA	NA	NA	NA	NA	0.51	0.54	1.31	1.18	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	1.15	NA	0.9	1.13	1.41	NA	NA	NA	NA	NA	0.45	0.61	1.28	0.96	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	0.89	NA	0.99	1.28	1.9	NA	NA	NA	NA	NA	0.4	0.58	1.27	1.08	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	NA	0.97	NA	1	1.39	3.24	NA	NA	NA	NA	NA	0.38	0.46	1.38	1.53	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	NA	1.24	NA	1.62	1.6	2.59	NA	NA	NA	NA	NA	1.96	1.68	2.61	2.43	NA	NA	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	NA	1.15	NA	1.51	1.82	1.71	NA	NA	NA	NA	NA	1.83	1.62	1.89	2.33	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	NA	1.23	NA	1.39	1.89	2.12	NA	NA	NA	NA	NA	1.87	1.33	2.41	2.84	NA	NA	NA	NA	0.87	NA	NA	NA	1.36	1.1	NA	NA
1933	NA	NA	NA	1.03	NA	1.35	1.64	2.41	NA	NA	NA	NA	NA	1.52	1.18	2.23	2.78	NA	NA	NA	NA	0.87	NA	1.72	NA	1.14	1.11	NA	NA
1934	NA	NA	NA	0.62	NA	1.13	1.34	2.64	NA	NA	1.22	NA	NA	1.2	0.93	2.03	2.37	NA	NA	NA	NA	0.47	NA	1.26	NA	0.77	0.84	NA	NA
1935	NA	NA	NA	0.66	NA	1.21	1.55	2.38	NA	NA	1.09	NA	NA	1.38	0.91	1.75	2.33	NA	NA	NA	1.68	0.65	NA	1.28	1.65	1.03	0.86	NA	NA
1936	NA	NA	NA	0.57	NA	1.18	1.47	2	NA	NA	0.71	NA	NA	1.13	1.02	2.29	2.49	NA	NA	NA	1.45	0.47	NA	1.31	1.37	0.46	0.81	NA	NA
1937	NA	NA	NA	0.73	NA	1.06	1.37	1.89	NA	1.04	0.83	NA	NA	1.04	0.87	1.83	2.29	NA	NA	NA	1.72	0.7	NA	0.67	1.31	0.41	0.86	NA	NA
1938	NA	NA	NA	0.72	NA	1.12	1.32	2.12	NA	1.27	1.1	NA	NA	1.18	0.99	2.25	2.41	NA	NA	NA	2.03	0.72	NA	0.87	1.1	0.44	1.1	NA	NA
1939	NA	NA	NA	0.56	1.7	1.08	1.18	1.97	NA	1.27	1.36	NA	NA	0.97	1.02	2.1	2.5	NA	NA	NA	2.11	0.65	NA	0.73	0.91	1	1.03	1.66	NA
1940	NA	NA	NA	0.75	1.31	1.24	1.45	2.23	NA	1.27	1.2	NA	NA	1.15	1.14	1.96	2.4	NA	NA	NA	2.11	0.74	NA	0.75	0.84	0.92	1.11	1.84	NA
1941	NA	NA	NA	0.81	1.47	0.66	1.8	2.44	NA	1.24	1.21	NA	NA	1.16	1.32	2.13	2.48	NA	NA	NA	2.67	0.8	NA	0.79	0.86	0.97	1.22	2.01	NA
1942	NA	NA	NA	0.96	1.53	0.59	2.27	2.84	NA	1.63	1.62	NA	NA	2.19	2.22	2.75	3.41	NA	NA	NA	3.58	1.37	NA	0.84	0.98	1.09	1.74	2.76	NA
1943	NA	NA	NA	1.19	1.55	1.43	2.15	2.86	NA	1	2.21	NA	NA	2.52	2.59	2.68	2.74	NA	NA	NA	4.08	1.29	NA	0.97	0.94	1.33	2	2.61	NA
1944	NA	NA	NA	1.23	1.6	2	1.86	3.9	NA	1.76	1.12	NA	NA	2.7	2.59	3.38	3.62	NA	2.72	NA	3.9	1.11	NA	1.2	1.01	1.37	2.01	2.96	NA
1945	NA	NA	NA	1.27	1.74	1.68	1.35	3.32	2.96	2.04	1.29	NA	NA	2.17	1.89	2.61	3.06	NA	1.98	NA	3.54	1.45	NA	1.02	1.03	1.25	1.47	2.7	NA
1946	NA	NA	NA	1.27	1.78	1.31	1.18	3.08	2.44	1.98	1.33	NA	NA	2.14	1.64	2.47	2.71	NA	2.32	NA	3.9	1.3	NA	1.1	1.15	1.25	1.5	2.57	NA
1947	NA	NA	NA	1.35	1.88	1.2	1.06	2.92	3.31	2.06	1.04	NA	NA	2.06	1.76	2.4	2.82	NA	2.11	2.47	3.79	1.54	NA	1.12	1.22	1.29	1.62	2.78	NA
1948	NA	NA	NA	1.75	1.98	1.54	1.32	3.08	3.3	2	0.94	NA	NA	2.62	1.68	2.73	2.66	NA	2.63	3.03	4.08	1.44	NA	1.25	1.14	1.31	1.66	2.81	NA
1949	NA	NA	NA	1.69	2.73	1.55	1.62	4.3	3.39	1.68	0.69	NA	NA	2.43	2.18	2.67	3.03	NA	2.88	3.2	4.7	1.43	1.61	1.11	1.33	1.45	1.72	3.55	NA
1950	NA	NA	NA	1.78	2.25	1.21	1.43	3.85	2.81	1.65	0.63	NA	NA	2.16	2.82	2.45	2.57	2.52	2.64	3.94	3.86	1.49	1.49	1.08	1.22	1.23	1.64	2.76	NA
1951	NA	NA	NA	1.93	2.12	1.38	1.45	3.6	2.96	1.87	0.93	NA	NA	1.74	2.53	2.75	2.94	2.14	2.18	3.19	3.6	1.46	1.56	1.13	1.42	1.01	1.87	3.61	NA
1952	NA	NA	NA	2.01	2.14	1.65	1.59	3.31	2.94	1.75	0.91	3.47	NA	1.37	2.2	2.78	2.94	1.98	2.28	3.01	3.81	1.52	1.57	1.46	1.44	1.15	1.98	3.48	NA
1953	NA	NA	NA	2.4	2	1.45	1.74	3.65	3.43	1.94	1	3.58	NA	1.36	2.07	2.97	3.54	2.35	2.09	2.99	3.66	1.69	1.72	1.56	1.41	1.16	1.81	3.27	NA
1954	NA	NA	NA	2.16	1.65	1.2	1.44	2.63	3.3	1.82	0.95	2.98	NA	1.45	1.73	2.51	2.72	1.93	1.37	3.59	3.27	1.76	1.5	1.34	1.5	1.07	1.73	3.22	NA
1955	NA	NA	NA	2.17	1.82	1.12	1.72	4.3	4.72	2.04	1.21	3.18	NA	1.91	2.2	2.58	2.56	2.01	1.38	4.42	3.33	1.97	1.72	1.39	1.81	1.38	1.68	3.66	NA
1956	NA	NA	NA	2.08	1.53	1.17	1.53	3.65	4.55	2.41	1.39	3.63	NA	1.64	1.84	2.72	2.84	1.64	1.55	3.74	3.88	2.18	1.62	1.48	1.68	1.63	1.82	4.39	NA
