# Kaiser - Yakutat Inner Terminal Moraine - PCSI - ITRDB AK139
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16479
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16479.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak139-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak139-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak139.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak139.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Kaiser - Yakutat Inner Terminal Moraine - PCSI - ITRDB AK139
#--------------------
# Investigators
#   Investigators: Kaiser, F.K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Yakutat Inner Terminal Moraine
#   Location: Alaska
#   Northernmost_Latitude: 59.5333
#   Southernmost_Latitude: 59.5333
#   Easternmost_Longitude: -139.5619
#   Westernmost_Longitude: -139.5619
#   Elevation_m: 40
#--------------------
# Data_Collection
#   Collection_Name: AK139
#   First_Year: 1784
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ITMO0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0060_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0060; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ITMO0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ITMO0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ITMO0010_raw	ITMO0020_raw	ITMO0030_raw	ITMO0040_raw	ITMO0050_raw	ITMO0060_raw	ITMO0070_raw	ITMO0080_raw	ITMO0090_raw	ITMO0100_raw	ITMO0110_raw	ITMO0120_raw
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA
1788	NA	1.78	NA	NA	NA	NA	NA	NA	NA	4.62	1.58	NA
1789	NA	1.29	NA	NA	NA	NA	NA	NA	NA	2.18	1.04	NA
1790	NA	1.02	NA	NA	NA	NA	NA	NA	NA	1.38	1.25	NA
1791	NA	1.28	NA	NA	NA	NA	NA	NA	NA	1.64	1.32	NA
1792	NA	1.86	NA	0.5	NA	NA	NA	NA	NA	1.21	1.57	NA
1793	NA	1.42	NA	1.07	1.98	NA	NA	NA	NA	1.18	1.33	NA
1794	NA	1.88	NA	0.91	1.75	NA	NA	NA	NA	1.5	2.07	NA
1795	NA	3.13	NA	1.32	1.92	NA	NA	NA	NA	2.48	2.04	NA
1796	NA	2.33	NA	1.79	1.75	NA	NA	NA	NA	1.49	1.84	NA
1797	NA	1.8	NA	2.87	2.22	NA	NA	NA	NA	2.45	3.55	NA
1798	NA	2.6	NA	1.54	1.4	NA	NA	NA	NA	1.98	2.3	0.97
1799	NA	5.89	NA	1.87	1.39	NA	NA	NA	NA	3.02	2.95	1.64
1800	NA	5.51	NA	1.45	1.13	NA	NA	NA	NA	1.99	2.52	1.53
1801	NA	3.84	NA	1.65	1.17	NA	NA	NA	NA	2.88	2.51	3.05
1802	NA	4.21	NA	2.41	1.07	NA	NA	NA	NA	2.36	2.56	1.77
1803	NA	5.21	NA	3.31	1.45	NA	NA	NA	NA	3.29	3.31	1.92
1804	NA	5.06	2.44	2.4	1.08	NA	NA	NA	NA	3.82	3.2	3.32
1805	NA	4.07	1.98	2.05	1.3	NA	NA	NA	NA	2.77	2.39	2.78
1806	NA	3.1	2.04	2.14	1.06	NA	NA	NA	NA	2.77	2.48	2.66
1807	NA	3.1	2.01	2.35	0.97	NA	NA	NA	NA	2.42	2.59	2.41
1808	NA	2.31	1.38	1.96	0.51	NA	NA	NA	NA	1.77	2.07	1.95
1809	NA	2.4	1.31	2.28	0.93	NA	NA	NA	NA	1.53	2.48	1.85
1810	NA	1.99	1.44	2.27	0.84	NA	0.64	NA	NA	1.31	2.03	1.72
1811	NA	1.33	0.93	2.25	1.11	NA	0.42	NA	NA	0.79	2.49	1.4
1812	NA	0.8	0.61	1.18	1.22	NA	0.53	NA	NA	0.38	2.53	1.35
1813	NA	1.29	0.53	0.47	0.49	NA	0.5	NA	NA	0.23	2.69	0.99
1814	NA	1.83	0.74	0.42	0.75	NA	0.74	NA	NA	0.33	3.49	1.32
1815	NA	1.93	0.44	0.51	0.76	1.28	0.73	NA	NA	0.64	3.15	1.68
1816	NA	1.68	0.69	0.56	0.64	1.34	0.78	NA	NA	0.51	3.34	1.82
1817	NA	1.22	1.68	0.67	0.46	0.99	0.54	NA	NA	0.32	1.88	1.61
1818	NA	1.44	1.19	0.57	0.53	1.05	0.36	NA	NA	0.42	1.54	1.53
1819	NA	1.85	1.12	0.52	0.6	0.99	0.49	NA	NA	0.44	1.7	1.38
1820	NA	1.6	1.6	0.74	0.99	0.99	0.65	0.93	NA	0.54	2.36	1.11
1821	NA	1.59	1.61	0.76	1.45	1.64	0.68	1.26	NA	0.53	2.63	1.35
1822	NA	2.02	1.63	0.83	1.31	1.18	0.74	0.98	NA	0.57	2.54	1.56
1823	NA	1.91	1.86	0.74	0.85	1.39	0.97	1.7	NA	0.36	1.92	1.05
1824	NA	2.47	1.77	0.75	0.95	1.57	1.31	1.82	0.3	0.47	2.13	1.11
1825	NA	2.73	1.63	1.19	0.87	1.78	1.11	1.44	0.38	0.52	2.07	1.24
1826	NA	2.06	1.31	0.81	0.72	1.22	0.75	1.32	0.3	0.55	1.9	0.69
1827	NA	2.69	1.66	0.98	0.89	2.18	0.92	1.8	0.27	1.09	1.72	1.16
1828	NA	3.74	1.89	1.62	0.97	2.43	1.72	2.11	0.29	1.66	1.74	1.33
1829	NA	4.07	1.8	1.87	0.91	2.16	2	2.31	0.24	2.17	1.69	1.44
1830	NA	3.14	1.88	1.88	1.01	2.18	1.6	2.08	0.37	2.23	1.86	1.81
1831	NA	2.89	1.69	1.23	0.77	1.91	1.19	2.45	0.69	1.76	1.89	1.4
1832	NA	2.81	2	1.57	0.76	2.14	1.14	2.46	0.37	2.2	2.02	2.1
1833	NA	3.06	2.09	1.81	0.97	2	1.58	2.83	0.51	2.38	2.07	2.22
1834	NA	1.61	1.49	1.21	0.76	1.38	1.59	2.18	1.05	1.6	1.78	1.65
1835	NA	2.15	1.64	1.14	1	1.32	1.79	2.48	1.31	2.14	1.6	2.13
1836	NA	2.88	2.11	1.09	0.95	1.14	1.56	2.89	1.33	2.19	1.6	1.87
1837	NA	2.76	1.99	1.39	1.16	1.66	2.67	3.63	0.7	2.63	1.91	2.37
1838	NA	2.31	2.18	1.13	1.32	1.61	2.6	3.09	0.91	2.67	1.98	2.26
1839	NA	2.81	2.25	1.75	1.27	1.73	3.31	2.87	1.22	2.58	2.14	1.98
1840	NA	3.34	2.6	1.49	1.4	1.55	2.92	3.6	1.71	3.06	2.29	2.12
1841	NA	3.84	3.4	1.68	1.92	1.96	2.76	4.24	1.79	4.01	2.42	2.1
1842	NA	3.77	3.52	1.68	1.93	2.27	2.27	4.23	2.22	3.52	2.67	2.27
1843	NA	3.62	3.43	1.47	1.83	2.09	2.76	3.79	2.38	4.15	2.56	2.24
1844	NA	4.31	1.99	1.57	2.01	1.94	2.65	3.09	2.03	3.6	2.34	2.43
