# Pederson - Mohonk Preserve - CYGL - ITRDB NY024
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13963
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13963.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny024-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny024-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny024.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny024.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-26
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-26
#--------------------
# Title
#   Study_Name: Pederson - Mohonk Preserve - CYGL - ITRDB NY024
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
#   Authors: 
#   Journal_Name: Dendrochronologia
#   Published_Title: The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species
#   Published_Date_or_Year: 2004
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Pederson, N., E.R. Cook, G.C. Jacoby, D.M. Peteet, and K.L. Griffin. 2004. The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species. Dendrochronologia 22: 7-29
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mohonk Preserve
#   Location: New York
#   Northernmost_Latitude: 41.798633
#   Southernmost_Latitude: 41.798633
#   Easternmost_Longitude: -74.11255
#   Westernmost_Longitude: -74.11255
#   Elevation_m: 220
#--------------------
# Data_Collection
#   Collection_Name: NY024
#   First_Year: 1740
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Carya glabra (Mill.) Sweet
#   Common_Name: pignut hickory
#   Tree_Species_Code: CYGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BCV01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV10b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV10b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV16a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV16a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV16b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV16b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV17a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV17a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV18a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV18a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV18b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV18b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV20a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV20a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BCV20b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BCV20b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BCV01a_raw	BCV02a_raw	BCV02b_raw	BCV03a_raw	BCV04a_raw	BCV04b_raw	BCV05a_raw	BCV05b_raw	BCV06a_raw	BCV06b_raw	BCV07a_raw	BCV08a_raw	BCV08b_raw	BCV09a_raw	BCV09b_raw	BCV10a_raw	BCV10b_raw	BCV11a_raw	BCV12a_raw	BCV12b_raw	BCV13a_raw	BCV14a_raw	BCV14b_raw	BCV16a_raw	BCV16b_raw	BCV17a_raw	BCV18a_raw	BCV18b_raw	BCV20a_raw	BCV20b_raw
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.643	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.446	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.769	NA	NA	NA	NA	0.497	NA
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507	NA	NA	NA	NA	0.266	NA
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.507	NA	NA	NA	NA	0.279	NA
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612	NA	NA	NA	NA	0.365	NA
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.809	NA	NA	NA	NA	0.384	NA
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.868	0.768	NA	NA	NA	0.555	NA
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.015	0.449	NA	NA	NA	0.8	NA
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.464	0.353	NA	NA	NA	0.467	NA
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.626	1.16	NA	NA	NA	0.912	NA
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788	0.823	NA	NA	NA	0.526	NA
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	1.249	NA	NA	NA	0.799	NA
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.633	0.726	NA	NA	NA	0.758	NA
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.352	0.401	NA	NA	NA	0.697	NA
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.668	1.137	NA	NA	NA	1.223	NA
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.848	1.197	NA	NA	NA	0.812	0.82
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.475	0.557	NA	NA	NA	0.467	0.409
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698	0.935	NA	NA	NA	0.975	0.733
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.753	0.967	NA	NA	NA	1.008	1.003
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916	1.029	NA	NA	NA	0.998	1.004
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832	0.911	NA	NA	NA	0.737	0.773
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.873	1.019	NA	NA	NA	0.303	0.25
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.711	0.76	NA	NA	NA	0.25	0.22
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.923	NA	NA	NA	0.593	0.361
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.358	0.406	NA	NA	NA	0.458	0.403
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.645	0.658	NA	NA	NA	0.638	0.747
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.627	NA	NA	NA	0.668	0.672
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.85	NA	NA	NA	0.728	0.679
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.674	NA	NA	NA	0.578	0.398
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.334	0.736	0.48	NA	NA	0.559	1.647
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.211	0.461	0.451	NA	NA	0.458	1.369
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.413	0.517	0.552	NA	NA	0.421	0.854
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.649	0.582	0.538	NA	NA	0.633	0.796
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.295	0.4	0.69	NA	NA	0.419	0.536
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.201	0.502	1.281	NA	NA	0.58	0.842
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.233	0.522	1.185	NA	NA	0.652	0.904
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.246	0.618	1.453	NA	NA	0.842	1.128
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.284	0.633	0.957	NA	NA	0.654	0.822
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.141	0.322	0.868	NA	NA	0.439	0.51
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	0.677	1.093	NA	NA	0.806	0.723
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.451	0.597	0.893	NA	NA	0.589	0.954
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.281	0.673	0.602	NA	NA	0.376	0.641
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.273	0.843	0.576	NA	NA	0.349	0.525
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.388	0.706	0.77	NA	NA	0.5	0.605
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.215	0.789	0.667	NA	NA	0.35	0.366
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	0.861	0.741	NA	NA	0.325	0.347
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435	1.545	0.866	NA	NA	0.397	0.315
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.545	1.277	0.406	NA	NA	0.534	0.789
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.484	1.324	0.293	NA	NA	0.439	0.565
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.552	1.323	0	NA	NA	0.539	0.409
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.373	0.917	0	NA	NA	0.52	0.577
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.568	0.881	0	NA	NA	0.374	0.453
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.457	0.992	0	NA	NA	0.448	0.455
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.415	1.016	0	NA	NA	0.427	0.357
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.483	0.876	0	NA	NA	0.393	0.354
