# Zampieri - Myakka River State Park - PIPA - ITRDB FL018
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38105
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38105.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl018e-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/fl018e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fl018e.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-05-19
#--------------------
# File_Last_Modified_Date
#   Date: 2023-05-19
#--------------------
# Title
#   Study_Name: Zampieri - Myakka River State Park - PIPA - ITRDB FL018
#--------------------
# Investigators
#   Investigators: Zampieri, Nicole; Pau, Stephanie
#--------------------
# Description_Notes_and_Keywords
#   Description: Earlywood measurements
#--------------------
# Publication
#   Authors: Zampieri, Nicole E.; Stephanie Pau
#   Published_Date_or_Year: 2022
#   Published_Title: The effects of fire, climate, and species composition on longleaf pine stand structure and growth rates across diverse natural communities in Florida
#   Journal_Name: Forest Ecology and Management
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1016/j.foreco.2022.120568
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Myakka River State Park
#   Location: Florida
#   Northernmost_Latitude: 27.25
#   Southernmost_Latitude: 27.25
#   Easternmost_Longitude: -82.25
#   Westernmost_Longitude: -82.25
#   Elevation_m: nan
#--------------------
# Data_Collection
#   Collection_Name: FL018
#   First_Year: 1917
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Pinus palustris Mill.
#   Common_Name: longleaf pine
#   Tree_Species_Code: PIPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MRSP001A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP001B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP002B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP006A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP012B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP012B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP013B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP013B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP014B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP014B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP016A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP016A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP016B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP016B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP017A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP017A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP018A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP018A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP018B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP018B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP020A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP020A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP020B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP020B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP021A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP021A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP021B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP021B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP029A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP029A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP029B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP029B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP030A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP030A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP030B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP030B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP032A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP032A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP032B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP032B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP033A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP033A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP033B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP033B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP034A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP034A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP034B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP034B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP038A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP038A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP038B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP038B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP039_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP040A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP040A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP040B_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP040B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MRSP044A_raw	earlywood width,,,millimeter,,tree ring,,,N,Tree ID: MRSP044A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MRSP001A_raw	MRSP001B_raw	MRSP002B_raw	MRSP006A_raw	MRSP012B_raw	MRSP013B_raw	MRSP014B_raw	MRSP016A_raw	MRSP016B_raw	MRSP017A_raw	MRSP018A_raw	MRSP018B_raw	MRSP020A_raw	MRSP020B_raw	MRSP021A_raw	MRSP021B_raw	MRSP029A_raw	MRSP029B_raw	MRSP030A_raw	MRSP030B_raw	MRSP032A_raw	MRSP032B_raw	MRSP033A_raw	MRSP033B_raw	MRSP034A_raw	MRSP034B_raw	MRSP038A_raw	MRSP038B_raw	MRSP039_raw	MRSP040A_raw	MRSP040B_raw	MRSP044A_raw
1917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	1.15	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	0.71	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	1.7	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	0.29	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	2.26	NA	NA	NA	NA	0.56	NA	0.89	NA	NA	NA	0.29	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	1.48	NA	NA	NA	NA	0.66	NA	1.53	NA	NA	NA	1.03	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	1.41	NA	NA	NA	NA	0.41	NA	1.36	0.89	NA	NA	0.37	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	1.73	NA	NA	NA	NA	0.51	NA	1.51	1.28	NA	NA	0.47	0.97	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	2.48	NA	NA	NA	NA	1.1	NA	1.09	1.11	NA	NA	0.95	1.36	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1929	NA	NA	1.12	NA	NA	NA	NA	0.38	0.43	1.01	2.06	NA	NA	0.89	1.06	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1930	NA	NA	0.52	NA	NA	NA	NA	0.59	0.51	0.8	0.24	NA	NA	0.38	0.93	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1931	NA	NA	0.47	NA	NA	NA	NA	0.51	0.5	0.86	1	NA	NA	0.95	0.26	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	5.8	NA	NA	NA	NA	1.02	1.32	1.85	0.6	NA	NA	0.38	0.57	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	2.54	NA	NA	NA	NA	0.57	0.45	0.36	0.2	0.42	NA	0.31	0.39	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1934	NA	NA	1.08	NA	NA	NA	NA	0.47	0.42	1.4	0.57	0.55	NA	0.42	0.38	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1935	NA	NA	0.59	NA	NA	NA	NA	0.53	0.28	1.63	0.54	0.6	0.64	0.33	0.35	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1936	NA	NA	3.66	NA	NA	NA	NA	1.18	1.16	1.27	0.29	1.63	0.85	0.86	0.5	0.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1937	NA	NA	1.67	NA	NA	NA	NA	0.28	0.6	2.19	1.46	0.83	0.43	0.29	1.14	1.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1938	NA	NA	0.6	NA	1.94	NA	1.96	0.89	0.84	1.02	0.42	1.43	0.87	1.5	0.46	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1939	NA	NA	1.02	NA	3.45	NA	0.47	0.8	0.68	1.3	1.23	0.93	0.77	1.19	1.09	0.51	4.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.18	NA
1940	NA	NA	0.5	NA	3.07	NA	2.2	1.67	1.36	0.86	1.18	1.31	1.34	1.71	0.76	0.66	3.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.77	NA	NA	2.1	NA
1941	NA	NA	1	NA	3.4	2.01	2.48	1.55	1.47	1.65	1.02	1.55	1.17	1.33	0.84	0.88	3.22	5.38	NA	NA	NA	NA	NA	NA	NA	3.89	NA	2.5	NA	NA	2.04	NA
1942	NA	NA	1.17	NA	3.24	1.42	1.86	1.67	1.57	1.98	1.77	1.65	1.8	1.46	0.81	0.64	1.62	4.92	NA	NA	NA	NA	NA	NA	NA	2.31	NA	1.97	NA	NA	1.43	NA
1943	NA	NA	0.87	NA	3.99	0.9	2.01	2.29	1.8	1.73	1.63	1.29	1.31	1.27	0.51	1.53	1.65	3.38	NA	NA	NA	NA	NA	NA	2.24	2.04	2.79	3.18	NA	NA	2.7	NA
1944	NA	NA	1.23	NA	1.64	1.27	1.96	1.28	1.25	1.42	1.53	1.62	1.47	1.23	4.23	1.57	1.48	1.86	NA	NA	NA	NA	NA	NA	2.09	3.37	3.05	1.86	NA	2.04	1.19	NA
1945	NA	NA	0.81	NA	1.52	2.01	1.99	1.27	1.56	1	1.4	0.95	0.61	0.51	1.37	1.19	0.87	1.78	NA	NA	NA	NA	NA	NA	1.82	3.13	1.71	1.57	NA	2.73	1.33	NA
1946	NA	NA	1.06	NA	0.77	0.91	1.33	0.28	0.32	1.04	0.17	0.42	0.44	0.42	0.52	1.28	0.29	1.36	NA	NA	NA	NA	NA	NA	2.65	3.4	1.6	0.39	NA	2.21	0.4	1
1947	NA	NA	0.83	NA	1.53	0.76	0.6	0.38	0.23	0.38	0.81	0.53	0.37	0.3	1.05	1.33	0.73	0.66	NA	NA	NA	NA	NA	NA	2.2	2.06	0.46	0.41	NA	3.41	0.39	2
1948	NA	NA	0.34	NA	1.54	1.12	0.97	0.53	0.51	0.15	0.45	0.97	0.44	0.4	0.1	0.28	0.32	0.25	NA	NA	NA	NA	NA	NA	2.72	2.29	0.6	0.61	NA	2.88	0.37	2.42
1949	NA	NA	0.27	NA	0.94	1.58	0.81	0.15	0.38	0.38	0.21	0.34	0.3	0.08	0.22	0.74	0.24	0.49	NA	NA	NA	NA	NA	NA	0.67	0.52	0.7	0.5	NA	1.77	0.12	1.57
1950	NA	NA	0.15	0.26	0.35	1.4	1.02	0.7	0.47	0.4	0.44	0.86	0.66	0.66	1.02	0.34	0.55	0.45	NA	NA	NA	NA	NA	NA	0.11	0.34	1.58	0.66	NA	0.16	0.51	0.58
1951	NA	NA	0.43	0.57	1.15	1.77	1.53	1.04	0.99	0.64	0.53	1.15	0.42	0.43	0.23	0.32	0.93	0.77	2.65	NA	NA	NA	NA	NA	0.25	0.3	1.03	1.15	NA	0.43	1.03	0.14
1952	NA	NA	0.74	0.85	1.67	3.14	1.7	1.18	0.93	0.81	1.14	1.89	1.08	1.51	0.62	0.49	1.04	0.72	1.35	NA	NA	NA	NA	NA	0.67	0.41	1.6	1.64	NA	1.22	1.26	0.28
1953	NA	NA	0.71	0.96	3.06	3.13	1.86	1.44	1.14	1.04	1.42	1.75	0.8	1.14	0.64	0.44	1.88	1.46	1.43	NA	NA	NA	3.83	3.71	1.03	0.66	1.24	2.07	NA	0.78	1.13	0.37
1954	2.93	5.49	0.38	0.59	1.51	1.51	0.4	0.34	0.5	0.26	0.89	0.8	0.38	0.41	0.23	0.95	0.61	0.55	2.03	NA	NA	NA	0.6	0.54	0.66	0.1	0.2	0.79	NA	1.09	0.4	0.23
1955	1.98	2.88	0.59	0.92	2.29	1.23	1.33	0.93	1.06	0.51	0.6	1.55	1.03	1.1	0.87	0.36	1.1	0.99	1.4	1.25	NA	NA	1.21	1.47	0.76	0.68	0.52	1.27	NA	0.42	0.54	0.4
1956	1.12	1.1	0.63	1	2.14	1.93	1.21	1.14	1.23	1.22	0.69	1.39	0.86	1.07	0.44	0.45	1.42	1.23	1.28	1.23	NA	NA	2.47	1.71	1.02	1.1	1.41	1.75	NA	1.21	1.09	0.57
1957	1.36	1.99	0.74	1.31	2.2	3.24	1	1.08	1.16	1.59	1.22	1.59	0.76	0.91	0.43	0.83	1.19	1.1	1.56	1.11	5.57	NA	2.46	2.41	1	0.8	1.94	1.49	NA	1.21	1.26	0.99
1958	2.33	2.77	1.33	1.93	3.66	2.33	1.61	1.21	1.39	1.49	0.98	2.21	1.5	1.68	0.85	1.57	1.25	1.59	1.42	1.08	3.4	NA	2.51	2.32	1.37	0.13	1.6	1.81	NA	1.22	1.53	1.17
1959	1.93	2.56	0.96	1.31	2.73	2.54	0.95	1	0.68	0.96	2.48	1.69	1.19	1.07	1.53	1.14	1.39	1.72	1.42	1.47	0.37	NA	0.16	0.1	0.93	1.14	1.61	1.38	NA	1.19	1.15	1.23
