# Lloyd - Usibelli below treeline - PCGL - ITRDB AK044
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3896
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3896.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak044-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak044-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak044.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak044.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-23
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-23
#--------------------
# Title
#   Study_Name: Lloyd - Usibelli below treeline - PCGL - ITRDB AK044
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Usibelli below treeline
#   Location: Alaska
#   Northernmost_Latitude: 63.9
#   Southernmost_Latitude: 63.9
#   Easternmost_Longitude: -148.67
#   Westernmost_Longitude: -148.67
#   Elevation_m: 762
#--------------------
# Data_Collection
#   Collection_Name: AK044
#   First_Year: 1784
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## U-1B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-1B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-2A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-2A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-4A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-4A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-5A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-5A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-7_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-7; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-8_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-8; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-9A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-9A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## U-15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: U-15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	U-1B_raw	U-2A_raw	U-3_raw	U-4A_raw	U-5A_raw	U-6_raw	U-7_raw	U-8_raw	U-9A_raw	U-10_raw	U-11_raw	U-12_raw	U-13A_raw	U-14_raw	U-15_raw
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.138	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.151	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.176	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.251	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068	NA	0.266	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.056	NA	0.125	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088	NA	0.202	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA	0.112	NA	0.27	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	0.283	NA	NA	0.254	NA	0.348	NA
1794	NA	NA	NA	NA	NA	NA	NA	0.204	0.252	NA	NA	0.24	NA	0.313	NA
1795	NA	NA	NA	NA	NA	NA	NA	0.256	0.231	NA	NA	0.255	NA	0.286	NA
1796	NA	NA	NA	NA	NA	NA	NA	0.264	0.202	NA	NA	0.114	NA	0.255	NA
1797	NA	NA	NA	NA	NA	NA	NA	0.237	0.174	NA	NA	0.101	NA	0.298	NA
1798	NA	NA	NA	NA	NA	NA	NA	0.244	0.127	NA	NA	0.126	NA	0.328	NA
1799	NA	NA	NA	NA	NA	NA	NA	0.162	0.141	NA	NA	0.162	NA	0.207	NA
1800	NA	NA	NA	NA	NA	0.202	NA	0.173	0.124	NA	NA	0.134	NA	0.218	NA
1801	NA	NA	NA	NA	NA	0.201	NA	0.147	0.145	NA	NA	0.175	NA	0.152	NA
1802	NA	NA	NA	NA	NA	0.454	NA	0.19	0.102	NA	NA	0.215	NA	0.132	NA
1803	NA	NA	NA	NA	NA	0.179	NA	0.193	0.137	NA	NA	0.161	NA	0.146	NA
1804	NA	NA	NA	NA	NA	0.266	NA	0.123	0.127	NA	NA	0.215	NA	0.105	NA
1805	NA	NA	NA	NA	NA	0.308	NA	0.075	0.203	NA	NA	0.232	NA	0.125	NA
1806	NA	NA	NA	NA	NA	0.362	NA	0.078	0.164	0.092	NA	0.461	NA	0.096	NA
1807	NA	NA	NA	NA	NA	0.12	NA	0.076	0.132	0.049	NA	0.331	NA	0.069	NA
1808	NA	NA	NA	NA	NA	0.249	NA	0.076	0.104	0.074	NA	0.377	NA	0.054	NA
1809	NA	NA	NA	NA	NA	0.261	NA	0.05	0.105	0.029	NA	0.313	NA	0.022	NA
1810	NA	NA	NA	NA	NA	0.204	NA	0.053	0.092	0.046	NA	0.375	NA	0.012	NA
1811	NA	NA	NA	NA	NA	0.167	NA	0.063	0.056	0.034	NA	0.148	NA	0.022	NA
1812	NA	NA	NA	NA	NA	0.186	NA	0.113	0.105	0.028	NA	0.174	NA	0.015	NA
1813	NA	NA	NA	NA	NA	0.257	NA	0.2	0.154	0.025	NA	0.089	NA	0.023	NA
1814	NA	NA	NA	NA	NA	0.214	NA	0.269	0.098	0.057	NA	0.093	NA	0.041	NA
1815	NA	NA	NA	NA	NA	0.264	NA	0.107	0.092	0.029	NA	0.213	NA	0.043	NA
1816	NA	NA	NA	NA	NA	0.245	NA	0.103	0.171	0.023	NA	0.134	NA	0.039	NA
1817	NA	NA	NA	NA	NA	0.175	NA	0.138	0.18	0.049	NA	0.087	NA	0.073	NA
1818	NA	NA	NA	NA	NA	0.185	NA	0.166	0.238	0.035	NA	0.053	NA	0.052	NA
1819	NA	NA	NA	NA	NA	0.126	NA	0.169	0.165	0.034	NA	0.056	NA	0.055	NA
1820	NA	NA	NA	NA	NA	0.128	NA	0.197	0.14	0.028	NA	0.088	NA	0.047	NA
1821	NA	NA	NA	NA	NA	0.112	NA	0.124	0.14	0.02	NA	0.113	NA	0.034	NA
1822	NA	NA	NA	NA	NA	0.149	NA	0.144	0.133	0.013	NA	0.167	NA	0.039	NA
1823	NA	NA	NA	NA	NA	0.238	NA	0.16	0.168	0.023	NA	0.163	NA	0.064	NA
1824	NA	NA	NA	NA	NA	0.441	NA	0.148	0.128	0.016	NA	0.147	NA	0.04	NA
1825	NA	NA	NA	NA	NA	0.533	NA	0.145	0.179	0.062	NA	0.215	NA	0.089	NA
1826	NA	NA	NA	NA	NA	0.388	NA	0.133	0.189	0.044	NA	0.204	NA	0.068	NA
1827	NA	NA	NA	NA	NA	0.535	NA	0.228	0.27	0.058	NA	0.166	NA	0.089	NA
1828	NA	NA	NA	NA	NA	0.651	NA	0.186	0.323	0.068	NA	0.225	NA	0.094	NA
1829	NA	NA	NA	NA	NA	0.558	0.361	0.207	0.478	0.116	NA	0.187	NA	0.115	NA
1830	NA	NA	NA	NA	NA	0.425	0.166	0.214	0.265	0.141	NA	0.196	NA	0.08	NA
1831	NA	NA	NA	NA	NA	0.158	0.209	0.159	0.259	0.145	NA	0.152	NA	0.119	NA
1832	NA	NA	NA	NA	NA	0.302	0.201	0.138	0.223	0.128	NA	0.177	0.069	0.1	NA
1833	NA	NA	NA	NA	NA	0.179	0.14	0.121	0.201	0.118	NA	0.158	0.161	0.082	NA
1834	NA	NA	NA	NA	NA	0.136	0.107	0.093	0.193	0.066	NA	0.073	0.09	0.056	NA
1835	NA	NA	NA	NA	NA	0.226	0.156	0.068	0.241	0.057	NA	0.063	0.062	0.044	NA
1836	NA	NA	NA	NA	NA	0.162	0.225	0.084	0.355	0.075	NA	0.057	0.074	0.105	NA
1837	NA	NA	NA	NA	NA	0.211	0.228	0.082	0.465	0.114	NA	0.031	0.141	0.065	NA
1838	NA	NA	NA	NA	NA	0.205	0.349	0.061	0.347	0.088	0.264	0.09	0.12	0.111	NA
1839	NA	NA	NA	NA	NA	0.167	0.244	0.043	0.248	0.105	0.234	0.12	0.19	0.086	NA
1840	NA	NA	NA	NA	NA	0.261	0.187	0.03	0.248	0.203	0.263	0.167	0.218	0.082	NA
