# Voelker - Gans Creek - QUMA - ITRDB MO049
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15255
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15255.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo049-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mo049-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo049.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mo049.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-16
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-16
#--------------------
# Title
#   Study_Name: Voelker - Gans Creek - QUMA - ITRDB MO049
#--------------------
# Investigators
#   Investigators: Voelker, S.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores Stored at:
# # Oregon State University
# # 
# # These cores were taken to measure growth rates, wood anatomy and stable 
# # isotope measurements from dominant and co-dominant trees across tree 
# # ages. Two cores were taken for each tree but in most cases only one 
# # was measured for ring-widths. The other was destructively sampled for 
# # stable isotope measurements. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Ecological Monographs
#   Published_Title: Spring temperature responses of oaks are synchronous with  North Atlantic conditions during the last deglaciation
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1890/11-0848.1
#   Full_Citation: Voelker, Steven L., Paul-Emile Noirot-Cosson, Michael C. Stambaugh, Erin R. McMurry, 
Frederick C. Meinzer, Barbara Lachenbruch, and Richard P. Guyette. 2012. 
Spring temperature responses of oaks are synchronous with 
North Atlantic conditions during the last deglaciation. 
Ecological Monographs, Vol. 82, Issue 2, pp.169-187.
DOI:10.1890/11-0848.1
#   Abstract: Paleoclimate proxies based on the measurement of xylem cell anatomy have rarely been developed across the temperature range of a species or applied to wood predating the most recent millennium. Here we describe wood anatomy-based proxies for spring temperatures in central North America from modern bur oaks (Quercus macrocarpa Michx.). The strong coherence of temperature signals across the species range supports the use of these proxies across thousands of years of climatic change. We also used 79 subfossil oak log cross sections from northern Missouri, 14C-dated to 9.9 - 3.63 ka (ka is 1000 cal yr BP), to assess the frequency of oak deposition into alluvial sediments and a subset of these oaks for a wood anatomy-based reconstruction of spring paleotemperatures. Temperatures during the Younger Dryas cold period (YD) were up to 3.5°C lower than modern temperatures for that region, equivalent to or lower than those experienced at the northern edge of the modern species range. Compared to extant oaks growing at much higher [CO2], subfossil oaks had greater vessel frequencies. Besides very low theoretical (or estimated) xylem conductivity near the beginning of the oak record near 13.6 ka, vessel frequencies greater than modern trees compensated for reduced vessel dimensions so that theoretical xylem conductivity was consistently above that of modern trees at the cold northern sites. Significant correlations were found between the frequency of 14C-dated oaks and either d18O from the NGRIP (North Greenland Ice Core Project) ice core or from the Cariaco grayscale marine-sediment record from the southern Caribbean sea. Oak deposition into alluvial sediments during the YD was significantly lower than expected given the average sample depth of oaks from 9.9 to 13.6 ka. Reduced oak deposition during the YD suggests that an abrupt shift in climate reduced oak populations across the region and/or changed the rates of channel movement across drainages.# 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Gans Creek
#   Location: Missouri
#   Northernmost_Latitude: 38.875
#   Southernmost_Latitude: 38.875
#   Easternmost_Longitude: -92.32
#   Westernmost_Longitude: -92.32
#   Elevation_m: 190
#--------------------
# Data_Collection
#   Collection_Name: MO049
#   First_Year: 1897
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Gan011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Gan011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Gan021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Gan021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Gan031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Gan031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Gan011_raw	Gan021_raw	Gan031_raw
1897	3.957	2.9	3.633
1898	4.629	2.452	4.013
1899	2.885	3.586	2.543
1900	3.64	2.985	3.339
1901	2.681	2.379	2.568
1902	4.653	2.51	4.83
1903	4.549	4.094	4.961
1904	5.578	3.236	5.232
1905	5.283	2.593	5.66
1906	5.064	2.901	4.679
1907	3.488	2.582	5.581
1908	4.108	1.759	4.377
1909	4.138	2.11	4.158
1910	5.272	1.452	4.06
1911	4.048	1.244	2.735
1912	6.924	1.288	3.362
1913	4.333	1.717	2.549
1914	3.779	1.822	2.185
1915	6.628	3.655	4.982
1916	4.966	3.468	3.84
1917	3.708	2.644	2.783
1918	3.582	2.312	3.046
1919	4.162	2.459	4.049
1920	3.813	2.504	2.94
1921	2.463	2.448	2.944
1922	2.203	2.32	3.178
1923	2.414	2.47	2.712
1924	2.527	2.991	3.595
1925	2.246	3.124	3.077
1926	2.532	2.932	2.966
1927	2.435	3.309	2.956
1928	1.664	3.105	3.039
1929	1.383	2.078	2.441
1930	1.012	1.927	2.248
1931	0.777	1.132	1.426
1932	1.199	1.946	2.522
1933	0.79	1.694	1.945
1934	0.632	1.832	1.495
1935	1.376	2.075	2.791
1936	0.886	1.238	1.482
1937	0.946	1.098	1.262
1938	1.965	1.877	2.067
1939	1.554	1.992	1.943
1940	1.714	2.463	1.867
1941	1.326	1.794	1.53
1942	1.364	1.544	1.635
1943	1.15	1.32	2.053
1944	1.11	1.366	1.902
1945	1.749	2.532	3.165
1946	1.333	2.238	2.099
1947	1.236	1.45	1.831
1948	1.502	1.851	2.154
1949	1.608	2.785	2.308
1950	1.103	1.799	1.674
1951	1.395	3.067	1.953
1952	1.16	2.195	1.965
1953	1.087	1.285	1.395
1954	1.242	1.128	1.419
1955	1.791	1.518	1.857
1956	2.256	1.75	2.053
1957	1.951	1.41	1.981
1958	1.91	1.594	2.888
1959	1.488	1.494	1.922
1960	2.065	1.65	1.852
1961	1.827	1.062	1.331
1962	1.743	1.394	1.859
1963	1.399	1.443	1.909
1964	1.551	1.588	1.621
1965	1.471	1.788	2.122
1966	1.979	1.877	1.523
1967	1.76	1.33	1.147
1968	1.774	1.436	1.251
1969	2.318	2.639	2.171
1970	2.236	1.733	1.123
1971	1.822	1.574	1.261
1972	2.115	1.863	1.504
1973	2.715	2.378	2.599
1974	3.443	2.329	1.656
1975	2.507	1.572	1.595
1976	1.925	1.101	0.838
1977	1.98	1.186	1.989
1978	2.493	1.721	1.96
1979	2.483	1.28	1.541
1980	1.958	1.742	1.615
1981	1.48	1.521	1.359
1982	2.742	4.079	3.037
1983	2.027	4.126	1.813
1984	2.646	4.744	2.013
1985	2.845	5.188	2.276
1986	1.765	4.126	2.357
1987	2.412	5.336	2.179
1988	2.119	3.102	1.677
1989	1.838	3.71	1.996
1990	2.152	4.843	2.824
1991	1.573	2.779	1.812
1992	2.657	3.032	2.525
1993	2.156	4.102	2.939
1994	1.507	2.552	2.092
1995	1.894	3.533	2.436
1996	1.25	2.65	1.632
1997	1.618	2.786	1.793
1998	1.361	2.768	2.04
1999	1.028	2.006	2.022
2000	1.513	2.454	2.692
2001	1.125	2.755	2.53
2002	0.908	2.259	1.309
2003	0.904	1.848	1.289
2004	1.064	1.808	1.363
2005	0.865	2.192	1.785
2006	0.843	2.356	1.979
2007	1.051	1.906	1.637
2008	1.211	2.629	1.958
