# Peterson - San Bernardino Mountains C - PSMA - ITRDB CA538
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4175
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4175.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca538-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ca538-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ca538.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ca538.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Peterson - San Bernardino Mountains C - PSMA - ITRDB CA538
#--------------------
# Investigators
#   Investigators: Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: San Bernardino Mountains C
#   Location: California
#   Northernmost_Latitude: 34.22
#   Southernmost_Latitude: 34.22
#   Easternmost_Longitude: -117.3
#   Westernmost_Longitude: -117.3
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: CA538
#   First_Year: 1784
#   Last_Year: 1988
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga macrocarpa (Vasey) Mayr
#   Common_Name: bigcone Douglas-fir
#   Tree_Species_Code: PSMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BC0401A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0401A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0402A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0402A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0403B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0403B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0404A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0404A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0405A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0405A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0406A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0406A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0407A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0407A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0408B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0408B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0409B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0409B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0410B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0410B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BC0412B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BC0412B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BC0401A_raw	BC0402A_raw	BC0403B_raw	BC0404A_raw	BC0405A_raw	BC0406A_raw	BC0407A_raw	BC0408B_raw	BC0409B_raw	BC0410B_raw	BC0411B_raw	BC0412B_raw
1784	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	3.87	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	3.63	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	2.07	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	4.15	NA	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	3.19	NA	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	3.21	NA	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	3.87	NA	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	2.95	NA	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	2.75	NA	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	3.34	NA	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	2.51	NA	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	1.58	NA	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	1.86	NA	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	2.05	NA	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	2.14	NA	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	2.78	NA	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	3.06	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA
1822	NA	NA	NA	2.75	NA	NA	NA	1.95	2.25	NA	NA	NA
1823	NA	NA	NA	2.12	NA	NA	NA	2.08	1.62	NA	NA	NA
1824	NA	NA	NA	2.2	NA	NA	NA	1.14	1.52	NA	NA	NA
1825	NA	NA	NA	2.13	NA	NA	NA	1.47	1.78	NA	NA	NA
1826	NA	NA	NA	1.57	NA	1.23	NA	2.4	3.65	NA	NA	NA
1827	NA	NA	NA	2.17	NA	1.6	NA	1.86	3.84	NA	NA	NA
1828	NA	NA	NA	1.86	1.9	1.39	NA	1.84	3.5	NA	NA	NA
1829	NA	NA	NA	2.03	1.84	1.39	NA	1.14	1.98	NA	NA	NA
1830	NA	NA	NA	2.15	1.64	1	NA	1.09	2.5	NA	NA	NA
1831	NA	NA	NA	1.33	1.77	0.56	NA	1.25	2.64	NA	NA	NA
1832	NA	NA	NA	1.44	1.63	0.63	NA	1.73	2.69	NA	NA	NA
1833	NA	NA	NA	1.41	0.96	0.71	NA	1.79	2.25	NA	NA	NA
1834	NA	NA	NA	1.6	1.2	0.93	NA	1.53	1.47	NA	NA	NA
1835	NA	NA	NA	2.14	0.92	1.38	NA	1.73	1.28	NA	NA	NA
1836	NA	NA	NA	1.63	1.57	1.06	NA	2.38	2.27	NA	NA	NA
1837	NA	NA	NA	1.52	2.3	1.46	NA	2.97	2.83	NA	NA	NA
1838	NA	NA	NA	1.78	1.34	1.96	NA	2.74	2.88	NA	NA	NA
1839	NA	NA	NA	1.87	1.36	1.61	NA	2.22	2.26	NA	NA	NA
1840	NA	NA	NA	1.84	1.34	2.48	NA	1.66	1.8	1.68	NA	NA
1841	NA	NA	NA	1.44	1.46	1.9	NA	0.64	0.78	1.54	NA	NA
1842	NA	NA	NA	1.35	1.5	1.41	NA	0.78	1.08	1.62	NA	NA
1843	NA	NA	NA	0.91	1.48	0.82	NA	1.33	1.23	1.19	NA	NA
1844	NA	NA	NA	0.96	1.35	0.87	NA	1.49	1.26	1.22	NA	NA
1845	NA	NA	NA	1.09	0.83	1.19	NA	1.01	0.71	0.9	NA	NA
1846	NA	NA	NA	1.15	1.09	1.17	NA	1.76	0.92	0.96	NA	NA
1847	NA	NA	NA	0.77	1.3	1.12	NA	1.93	1.55	0.86	NA	NA
1848	NA	NA	NA	1.66	1.3	2.25	NA	1.66	1.75	0.99	NA	NA
1849	NA	NA	NA	0.99	0.77	1.55	NA	1.51	1.34	0.75	NA	NA
1850	NA	NA	NA	1.12	1.56	1.64	NA	1.79	1.98	1.37	NA	NA
1851	NA	1.51	NA	0.99	1.23	1.8	NA	1.68	1.61	0.96	NA	NA
