# Larson - Matawaumkeag - TSCA - ITRDB ME047
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33692
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33692.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me047-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; me047-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/me047.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/me047.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Matawaumkeag - TSCA - ITRDB ME047
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Flinner, N.L.; Labarge, S.G.; Wilding, T.C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Larson, E.R. Allen, S., Flinner, N.L., Labarge, S.G., Wilding, T.C.
#   Journal_Name: Tree-Ring Research
#   Published_Title: The need and means to update chronologies in a dynamic environment
#   Published_Date_or_Year: 2013
#   Volume: 69
#   Pages: 21-27
#   Issue: 1
#   Report_Number: 
#   DOI:
#   Full_Citation: None
#   Abstract: The International Tree-Ring Data Bank (ITRDB) provides public access to over 3000 tree-ring data sets collected over the past century, yet 809 of these sites have end dates between AD 1950 and 1980. These data cannot be calibrated with at least the past 30-40 years of instrumental data when used in climate reconstructions. We developed new tree-ring data sets at five sites in Maine, USA, to update earlier collections. Four of the five collections were successfully updated, with environmental changes at the fifth site limiting our success. Our results highlight the limits to tree longevity in a dynamic world and the need to increase and formalize efforts toward updating chronologies. We initiate a discussion to set forth explicit guidelines that help create consistent efforts to updating chronologies and provide a guide to beginning dendrochronologists who are particularly well suited to contribute to this area of work. The research was carried out through an introductory dendrochronology course taught at the University of Wisconsin-Platteville and offers a model to help direct the increasing availability of human resources to the rapidly growing field of dendrochronology.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Matawaumkeag 3
#   Location: Maine
#   Northernmost_Latitude: 45.52352
#   Southernmost_Latitude: 45.52352
#   Easternmost_Longitude: -68.32653
#   Westernmost_Longitude: -68.32653
#   Elevation_m: 100
#--------------------
# Data_Collection
#   Collection_Name: ME047
#   First_Year: 1721
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MAT001a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT001a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT001b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT001b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT002a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT002a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT002b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT002b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT003a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT003a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT003b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT003b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT004a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT004a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT004b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT004b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT005a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT005a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT005b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT005b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT006a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT006a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT006b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT006b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT007a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT007a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT007b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT007b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT008a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT008a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT008b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT008b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT009b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT009b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT009a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT009a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT010a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT010a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT010b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT010b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT011a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT011a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT011b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT011b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT012a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT012a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT013a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT013a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT013b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT013b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT014a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT014a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MAT014b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MAT014b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MAT001a_raw	MAT001b_raw	MAT002a_raw	MAT002b_raw	MAT003a_raw	MAT003b_raw	MAT004a_raw	MAT004b_raw	MAT005a_raw	MAT005b_raw	MAT006a_raw	MAT006b_raw	MAT007a_raw	MAT007b_raw	MAT008a_raw	MAT008b_raw	MAT009b_raw	MAT009a_raw	MAT010a_raw	MAT010b_raw	MAT011a_raw	MAT011b_raw	MAT012a_raw	MAT013a_raw	MAT013b_raw	MAT014a_raw	MAT014b_raw
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.463	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.627	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.738	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.667	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.381	0.402	0.812	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.923	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.699	0.72	0.644	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.758	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.614	1.122	0.751	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.741	1.185	0.575	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.273	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.889	1.101	0.903	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.035	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.931	0.698	0.605	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	0.953	0.424	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	0.43	NA	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.974	1.079	0.624	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	0.314	NA	NA	NA	NA	1.905	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.334	1.334	0.605	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	0.228	NA	NA	NA	NA	2.008	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	1.291	0.816	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	0.193	NA	NA	NA	NA	2.253	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	0.931	0.68	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	0.453	NA	NA	NA	NA	3.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.291	1.185	0.811	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	0.514	NA	NA	NA	NA	2.174	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.439	1.058	0.7	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	0.444	NA	NA	NA	NA	2.077	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.736	1.376	0.748	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	0.329	NA	NA	NA	NA	1.122	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.185	1.079	0.489	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	0.44	NA	NA	NA	NA	1.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.376	1.397	0.726	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	0.376	NA	NA	NA	NA	1.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.312	1.143	0.615	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	0.316	NA	NA	NA	NA	1.759	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.736	1.651	0.621	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	0.259	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.397	0.91	0.817	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	0.268	NA	NA	NA	NA	1.423	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.079	0.698	0.67	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	0.589	NA	NA	NA	NA	1.142	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.974	0.487	1.365	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	0.385	NA	NA	NA	NA	0.465	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.016	0.572	1.153	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	0.325	NA	NA	NA	NA	0.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	0.656	0.852	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA	1.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	0.529	0.905	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	0.383	NA	NA	NA	NA	1.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058	0.677	0.74	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	0.438	NA	NA	NA	NA	1.634	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.164	0.635	0.657	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	1.152	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.291	0.783	0.7	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	0.589	NA	NA	NA	NA	1.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.249	1.206	0.661	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	0.692	NA	NA	NA	NA	1.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.868	0.847	0.608	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	1.004	NA	NA	NA	NA	2.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	0.931	0.836	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	0.829	NA	NA	NA	NA	1.723	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.91	0.531	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	0.818	NA	NA	NA	NA	1.469	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.058	1.291	0.658	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	0.725	NA	NA	NA	NA	5.244	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.101	1.355	0.764	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	0.433	NA	NA	NA	NA	0.804	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.164	0.814	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	0.489	NA	NA	NA	NA	1.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122	1.037	0.826	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	0.847	NA	NA	NA	NA	1.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.953	0.72	0.878	NA	0.774	NA	NA
1763	NA	NA	NA	NA	NA	0.482	NA	NA	NA	NA	1.332	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.143	0.931	0.762	NA	0.641	NA	NA
1764	NA	NA	NA	NA	NA	0.664	NA	NA	NA	NA	1.938	NA	NA	NA	NA	NA	0.902	NA	NA	NA	1.122	0.995	0.818	NA	0.416	NA	NA
1765	NA	NA	NA	NA	NA	0.566	NA	NA	NA	NA	2.115	NA	NA	NA	NA	NA	1.339	NA	NA	NA	1.333	0.931	0.764	NA	0.415	NA	NA
1766	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	2.967	NA	NA	NA	NA	NA	1.127	NA	NA	NA	1.482	1.016	0.617	NA	0.664	NA	NA
1767	NA	NA	NA	NA	NA	0.338	NA	NA	NA	NA	1.525	NA	NA	NA	NA	NA	1.06	NA	NA	NA	1.291	0.868	0.344	NA	0.498	NA	NA
1768	NA	NA	NA	NA	NA	0.304	NA	NA	NA	NA	1.847	NA	NA	NA	0.405	NA	0.817	NA	NA	NA	1.185	0.783	0.307	NA	0.58	NA	NA
1769	NA	NA	NA	NA	NA	0.287	NA	NA	NA	NA	2.455	NA	NA	NA	0.485	NA	1.009	NA	NA	NA	0.72	0.487	0.288	NA	0.493	NA	NA
1770	NA	NA	NA	NA	NA	0.18	NA	NA	NA	NA	1.933	NA	NA	NA	0.512	NA	0.751	NA	NA	NA	0.91	0.593	0.203	NA	0.419	NA	NA
1771	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	2.055	NA	NA	NA	0.483	NA	0.542	NA	NA	NA	0.974	0.815	0.234	NA	0.52	NA	NA
1772	NA	NA	NA	0.434	NA	0.676	NA	NA	NA	NA	1.294	NA	NA	NA	0.616	NA	0.58	NA	NA	NA	0.635	0.793	0.304	NA	0.499	NA	NA
1773	NA	NA	NA	0.485	NA	0.581	NA	NA	NA	NA	1.845	NA	NA	NA	0.688	NA	0.622	NA	NA	NA	0.688	0.762	0.436	NA	0.563	NA	NA
