# Voelker - Bear Gulch - QUMA - ITRDB SD024
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15356
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15356.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd024-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; sd024-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/sd024.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/sd024.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-21
#--------------------
# Title
#   Study_Name: Voelker - Bear Gulch - QUMA - ITRDB SD024
#--------------------
# Investigators
#   Investigators: Voelker, S.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores Stored at:
# # Oregon State University 
# # These cores were taken to measure growth rates, wood anatomy and stable 
# # isotope measurements from dominant and co-dominant trees across tree 
# # ages. Two cores were taken for each tree but in most cases only one 
# # was measured for ring-widths. The other was destructively sampled for 
# # stable isotope measurements. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: Ecological Monographs
#   Published_Title: Spring temperature responses of oaks are synchronous with  North Atlantic conditions during the last deglaciation
#   Published_Date_or_Year: 2012
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1890/11-0848.1
#   Full_Citation: Voelker, Steven L., Paul-Emile Noirot-Cosson, Michael C. Stambaugh, Erin R. McMurry, 
Frederick C. Meinzer, Barbara Lachenbruch, and Richard P. Guyette. 2012. 
Spring temperature responses of oaks are synchronous with 
North Atlantic conditions during the last deglaciation. 
Ecological Monographs, Vol. 82, Issue 2, pp.169-187.
DOI:10.1890/11-0848.1
#   Abstract: Paleoclimate proxies based on the measurement of xylem cell anatomy have rarely been developed across the temperature range of a species or applied to wood predating the most recent millennium. Here we describe wood anatomy-based proxies for spring temperatures in central North America from modern bur oaks (Quercus macrocarpa Michx.). The strong coherence of temperature signals across the species range supports the use of these proxies across thousands of years of climatic change. We also used 79 subfossil oak log cross sections from northern Missouri, 14C-dated to 9.9 - 3.63 ka (ka is 1000 cal yr BP), to assess the frequency of oak deposition into alluvial sediments and a subset of these oaks for a wood anatomy-based reconstruction of spring paleotemperatures. Temperatures during the Younger Dryas cold period (YD) were up to 3.5°C lower than modern temperatures for that region, equivalent to or lower than those experienced at the northern edge of the modern species range. Compared to extant oaks growing at much higher [CO2], subfossil oaks had greater vessel frequencies. Besides very low theoretical (or estimated) xylem conductivity near the beginning of the oak record near 13.6 ka, vessel frequencies greater than modern trees compensated for reduced vessel dimensions so that theoretical xylem conductivity was consistently above that of modern trees at the cold northern sites. Significant correlations were found between the frequency of 14C-dated oaks and either d18O from the NGRIP (North Greenland Ice Core Project) ice core or from the Cariaco grayscale marine-sediment record from the southern Caribbean sea. Oak deposition into alluvial sediments during the YD was significantly lower than expected given the average sample depth of oaks from 9.9 to 13.6 ka. Reduced oak deposition during the YD suggests that an abrupt shift in climate reduced oak populations across the region and/or changed the rates of channel movement across drainages.# 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bear Gulch
#   Location: South Dakota
#   Northernmost_Latitude: 43.802
#   Southernmost_Latitude: 43.802
#   Easternmost_Longitude: -103.39
#   Westernmost_Longitude: -103.39
#   Elevation_m: 1370
#--------------------
# Data_Collection
#   Collection_Name: SD024
#   First_Year: 1724
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BG011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BG021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BG050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BG061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BG031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BG041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BG041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BG011_raw	BG021_raw	BG050_raw	BG061_raw	BG031_raw	BG041_raw
1724	NA	NA	NA	NA	NA	1.546
1725	NA	NA	NA	NA	NA	1.283
1726	NA	NA	NA	NA	NA	1.483
1727	NA	NA	NA	NA	NA	1.142
1728	NA	NA	NA	NA	NA	1.137
1729	NA	NA	NA	NA	NA	1.14
1730	NA	NA	NA	NA	NA	0.88
1731	NA	NA	NA	NA	NA	0.485
1732	NA	NA	NA	NA	NA	0.578
1733	NA	NA	NA	NA	NA	0.788
1734	NA	NA	NA	NA	NA	0.714
1735	NA	NA	NA	NA	NA	0.656
1736	NA	NA	NA	NA	NA	0.632
1737	NA	NA	NA	NA	NA	0.893
1738	NA	NA	NA	NA	NA	0.888
1739	NA	NA	NA	NA	NA	0.816
1740	NA	NA	NA	NA	NA	1.179
1741	NA	NA	NA	NA	NA	0.709
1742	NA	NA	NA	NA	NA	0.546
1743	NA	NA	NA	NA	NA	0.658
1744	NA	NA	NA	NA	NA	0.582
1745	NA	NA	NA	NA	NA	0.678
1746	NA	NA	NA	NA	NA	0.72
1747	NA	NA	NA	NA	NA	0.772
1748	NA	NA	NA	NA	NA	0.819
1749	NA	NA	NA	NA	NA	0.588
1750	NA	NA	NA	NA	NA	0.895
1751	NA	NA	NA	NA	NA	1.108
1752	NA	NA	NA	NA	NA	1.153
1753	NA	NA	NA	NA	NA	0.967
1754	NA	NA	NA	NA	NA	0.757
1755	NA	NA	NA	NA	NA	2.08
1756	NA	NA	NA	NA	NA	1.554
1757	NA	NA	NA	NA	NA	1.063
1758	NA	NA	NA	NA	NA	0.962
1759	NA	NA	NA	NA	NA	1.409
1760	NA	NA	NA	NA	NA	1.42
1761	NA	NA	NA	NA	NA	2.241
1762	NA	NA	NA	NA	NA	1.76
1763	NA	NA	NA	NA	NA	1.363
1764	NA	NA	NA	NA	NA	1.377
1765	NA	NA	NA	NA	NA	1.634
1766	NA	NA	NA	NA	NA	1.887
1767	NA	NA	NA	NA	NA	1.783
1768	NA	NA	NA	1.526	NA	1.772
1769	NA	NA	NA	1.132	NA	1.637
1770	NA	NA	1.214	0.681	NA	1.287
1771	NA	NA	1.095	1.461	NA	1.661
1772	NA	NA	1.377	1.046	NA	1.625
1773	NA	NA	0.981	0.9	NA	1.5
1774	NA	NA	0.686	0.804	1.182	1.638
1775	NA	NA	1.061	1.414	1.269	1.703
1776	NA	NA	0.866	0.861	0.743	1.216
1777	NA	NA	1.324	1.096	1.33	2.007
1778	NA	NA	1.33	1.267	1.099	1.812
1779	NA	NA	0.498	0.952	0.673	1.703
1780	NA	NA	0.944	1.227	0.776	1.743
1781	NA	NA	0.593	0.845	1.07	1.2
1782	NA	NA	0.509	0.545	0.573	0.82
1783	NA	NA	0.668	0.839	0.862	1.159
1784	NA	NA	0.828	0.906	1.215	1.701
1785	NA	NA	0.847	1.05	1.068	1.226
1786	NA	NA	0.933	1.007	0.972	1.436
1787	NA	NA	1.359	1.097	1.169	1.271
1788	0.985	NA	1.475	1.561	1.757	1.678
1789	0.918	NA	1.236	1.058	1.561	1.512
1790	0.729	NA	1.308	1.38	1.382	1.336
1791	0.695	NA	0.65	0.875	0.831	0.967
1792	0.631	NA	1.045	0.847	1.098	0.881
1793	0.792	NA	1.219	1.505	2.251	1.694
1794	0.657	NA	1.124	1.272	2.022	1.421
1795	0.885	NA	1.109	1.18	1.94	1.27
1796	0.872	NA	0.922	1.056	1.442	1.119
1797	1.157	NA	1.296	1.098	1.892	1.439
1798	0.938	NA	1.08	1.03	1.88	1.312
1799	1.138	NA	1.294	1.343	1.855	1.303
1800	0.677	NA	0.589	0.782	1.255	0.572
1801	0.577	NA	0.789	0.63	1.314	0.7
1802	0.71	NA	1.331	1.085	1.588	0.794
1803	0.944	NA	1.233	0.978	1.75	0.925
1804	0.857	NA	1.07	0.856	1.902	0.771
1805	0.931	NA	1.469	1.707	2.032	1.035
1806	1.02	NA	1.807	1.742	1.887	1.08
1807	0.877	NA	1.912	1.072	2.31	1.062
1808	0.818	NA	1.282	1.467	1.851	0.974
1809	0.559	NA	0.931	1.253	0.701	0.559
1810	0.729	NA	1.529	1.417	1.472	0.879
1811	0.951	NA	1.611	1.605	1.555	0.955
1812	0.796	NA	1.213	1.326	1.72	0.805
1813	1.041	NA	1.638	2.177	1.748	1.213
1814	1.105	NA	1.374	1.803	1.764	1.077
1815	1.169	NA	1.748	1.826	2.181	1.057
1816	1.157	NA	1.62	1.486	1.588	1.006
1817	1.184	NA	1.577	1.736	1.718	1.053
1818	0.937	NA	1.114	1.445	1.694	0.884
1819	0.865	NA	0.897	1.368	1.362	0.88
1820	0.594	NA	0.702	1.005	1.146	0.681
1821	0.783	NA	1.168	1.086	1.655	0.895
1822	0.591	NA	1.182	0.905	1.075	0.675
1823	0.613	NA	1.387	0.89	0.885	0.651
1824	0.552	NA	1.608	0.718	0.918	0.641
1825	0.771	NA	1.336	0.831	1.118	0.807
1826	1.054	NA	1.88	1.579	1.658	1.097
1827	1.619	NA	2.203	1.78	1.766	1.016
1828	1.57	NA	2.08	1.884	2.104	0.871
1829	1.249	NA	2.027	1.584	2.061	0.946
1830	1.028	NA	1.483	1.725	1.782	1.002
1831	1.134	NA	1.685	1.684	1.567	0.916
1832	1.447	NA	1.657	1.8	1.831	1.15
1833	1.448	NA	1.832	1.775	2.127	1.088
1834	1.453	NA	1.285	1.022	1.798	0.897
1835	0.884	NA	1.259	1.33	1.97	0.753
1836	0.88	NA	1.506	1.294	1.74	0.913
1837	0.698	NA	1.16	0.979	1.835	0.695
1838	0.751	NA	1.111	0.744	1.212	0.629
1839	1.023	NA	1.525	1.033	1.704	1.023
1840	1.693	NA	1.761	0.904	2.171	1.184
1841	1.1	NA	1.792	1.151	2.353	1.033
1842	0.78	NA	0.774	0.793	0.98	0.567
1843	0.586	NA	0.897	0.839	1.528	0.572
1844	1.129	NA	1.081	1.163	2.066	0.956
1845	0.937	NA	0.998	0.705	1.698	0.799
1846	1.159	NA	1.274	1.183	2.261	1.041
1847	0.938	NA	1.107	1.396	1.962	0.89
1848	1.075	NA	1.06	1.334	1.782	0.876
1849	1.023	NA	1.238	1.167	1.782	0.781
1850	0.955	NA	1.432	1.286	2.011	1.049
1851	1.253	NA	1.606	1.646	2.163	1.211
1852	1.261	NA	1.031	1.652	1.862	1.52
1853	1.402	NA	1.653	2.035	2.117	1.517
1854	1.204	NA	1.387	1.905	1.771	1.244
1855	0.707	NA	1.17	1.512	1.583	0.955
