# Larson - Oxbow - PIRE - ITRDB MI029
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33697
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33697.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi029-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mi029-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mi029.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mi029.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-01
#--------------------
# Title
#   Study_Name: Larson - Oxbow - PIRE - ITRDB MI029
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Rawling, J.E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2021-08-05.
#--------------------
# Publication
#   Authors: Evan R. Larson, J. Elmo Rawling III
#   Journal_Name: Journal of Great Lakes Research
#   Published_Title: Developing new sources of proxy climate data from historical structures in the Lake Michigan-Huron Basin
#   Published_Date_or_Year: 2016
#   Volume: 42
#   Pages: 328-335
#   Issue: 2
#   Report_Number: 
#   DOI: 10.1016/j.jglr.2015.12.010
#   Full_Citation: None
#   Abstract: The need to understand lake level variability in the Great Lakes is underscored by record low stands in 2012 followed by a quick shift back to the historic averages by 2014 in the Michigan-Huron basins. These rapid changes have important implications for near-shore ecology, sedimentology, water management, tourism, and industrial commerce throughout the Great Lakes region. Attempts to reconstruct climatic controls of lake level variability from tree rings have either been based on spatially and temporally limited tree-ring data sets or tree--ring records from sites in the Pacific Northwest teleconnected to Great Lakes climate. The necessary local tree-ring chronologies to develop more robust reconstructions of climate and its relation to Great Lakes levels simply do not exist. A particularly evident gap in available data exists in Lower Michigan, where logging in the 1800s removed most old growth forests. Here we report the development of three new tree-ring chronologies derived from a pier near the mouth of the Kalamazoo River that was constructed ca. 1871. The new chronologies include multi-century Pinus resinosa (1673-1878), Quercus spp. (1628-1847), and Tsuga canadensis (1643-1864) tree-ring data that exhibit patterns of correlation among reference chronologies of the same species indicative of origins within the Great Lakes Region, and possibly Lower Michigan. Our results illustrate the excellent potential to develop a more complete network of sites with tree-ring data throughout the Michigan-Huron Basin by utilizing wood incorporated into historical structures.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Oxbow
#   Location: Michigan
#   Northernmost_Latitude: 42.675565
#   Southernmost_Latitude: 42.675565
#   Easternmost_Longitude: -86.211856
#   Westernmost_Longitude: -86.211856
#   Elevation_m: 177
#--------------------
# Data_Collection
#   Collection_Name: MI029
#   First_Year: 1673
#   Last_Year: 1878
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus resinosa Aiton
#   Common_Name: red pine
#   Tree_Species_Code: PIRE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OXB001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB023_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB023; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB025_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB025; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB026_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB026; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB027_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB027; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB028_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB028; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OXB029_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OXB029; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OXB001_raw	OXB007_raw	OXB008_raw	OXB021_raw	OXB022_raw	OXB023_raw	OXB024_raw	OXB025_raw	OXB026_raw	OXB027_raw	OXB028_raw	OXB029_raw
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.768	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.661	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.105	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.206	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	NA
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.291	NA
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.661	NA
1681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.792	NA
1682	NA	NA	NA	NA	3.114	NA	NA	NA	NA	NA	1.144	NA
1683	NA	NA	NA	NA	4.944	NA	NA	NA	NA	NA	1.475	NA
1684	NA	NA	NA	NA	4.814	NA	NA	NA	NA	NA	1.794	NA
1685	NA	NA	NA	NA	4.501	NA	NA	NA	NA	NA	1.394	NA
1686	NA	NA	NA	NA	4.655	NA	NA	NA	NA	NA	0.821	NA
1687	NA	NA	NA	NA	3.34	NA	NA	NA	NA	NA	1.728	NA
1688	NA	NA	NA	3.313	2.628	NA	0.671	NA	NA	NA	0.884	NA
1689	NA	NA	NA	2.285	1.995	NA	1.618	NA	NA	NA	0.212	NA
1690	NA	NA	NA	2.518	2.955	NA	2.493	NA	NA	NA	0.162	NA
1691	NA	NA	NA	1.775	1.922	NA	2.127	NA	NA	NA	0.106	NA
1692	NA	NA	NA	1.799	1.446	NA	1.9	NA	NA	NA	0.359	NA
1693	NA	NA	NA	1.651	1.348	NA	1.943	NA	NA	NA	0.795	NA
1694	NA	NA	NA	3.117	1.775	NA	2.641	NA	NA	NA	1.578	NA
1695	NA	NA	NA	2.468	1.989	NA	2.051	NA	NA	NA	1.431	NA
1696	NA	NA	NA	2.932	1.852	NA	2.531	NA	1.644	NA	1.822	NA
1697	NA	NA	NA	1.963	1.227	NA	1.711	NA	1.338	NA	1.412	NA
1698	NA	NA	NA	1.984	0.667	NA	1.439	NA	1.347	NA	1.098	NA
1699	NA	NA	NA	1.964	0.965	NA	1.693	NA	1.459	NA	1.336	NA
1700	NA	NA	NA	1.881	1.1	NA	1.587	NA	1.321	NA	1.213	NA
1701	NA	NA	NA	2.03	1.118	NA	1.754	NA	1.244	NA	1.415	NA
1702	NA	NA	NA	1.924	0.967	NA	1.185	NA	0.249	NA	1.075	NA
1703	NA	NA	NA	2.307	0.967	NA	1.395	NA	0.216	NA	1.423	NA
1704	NA	NA	NA	2.074	1.024	NA	1.375	NA	0.265	NA	1.305	NA
1705	NA	NA	NA	1.861	1.191	NA	1.208	NA	0.363	NA	1.136	NA
1706	NA	NA	NA	1.945	1.218	NA	1.563	NA	0.556	NA	1.76	NA
1707	NA	NA	NA	1.926	1.229	NA	1.734	NA	0.789	NA	1.515	3.73
1708	NA	NA	NA	1.544	1.19	NA	1.587	NA	1.102	NA	1.126	4.285
1709	NA	NA	NA	1.46	0.968	NA	1.354	NA	1.117	NA	1.153	3.292
1710	NA	NA	NA	1.249	0.802	NA	1.185	NA	1.2	NA	0.53	3.859
1711	NA	NA	NA	1.375	0.728	NA	1.312	NA	1.153	NA	0.471	3.794
1712	NA	NA	NA	1.311	0.84	NA	1.544	NA	1.434	NA	0.696	3.046
1713	NA	NA	NA	1.416	0.596	NA	1.185	NA	1.284	NA	0.539	2.873
1714	NA	NA	NA	1.204	0.735	NA	1.079	NA	1.302	NA	0.869	2.603
1715	NA	NA	NA	1.291	0.743	NA	1.248	NA	1.501	NA	1.093	2.028
1716	NA	NA	NA	1.161	0.622	NA	0.783	NA	1.44	NA	1.011	1.667
1717	NA	NA	NA	1.481	0.668	NA	1.333	NA	1.404	NA	1.241	1.942
1718	NA	NA	NA	1.247	0.667	NA	1.079	NA	1.366	NA	0.831	1.743
1719	NA	NA	NA	1.228	0.801	NA	1.1	NA	1.292	NA	0.959	1.808
1720	NA	NA	NA	1.397	0.978	NA	1.375	NA	1.638	NA	0.898	2.172
1721	NA	NA	NA	0.995	0.591	NA	0.995	NA	1.281	NA	0.954	1.226
1722	NA	NA	NA	1.015	0.639	NA	1.164	NA	1.249	NA	1.332	1.522
1723	NA	NA	NA	0.847	0.483	NA	0.804	NA	1.376	NA	0.873	1.343
1724	NA	NA	NA	0.973	0.708	NA	1.098	NA	1.294	NA	1.245	1.809
1725	NA	NA	NA	0.972	1.173	NA	1.605	NA	1.56	NA	1.404	1.248
1726	2.485	NA	NA	0.889	1.334	NA	1.541	NA	1.569	NA	1.329	1.503
1727	3.055	NA	NA	0.846	1.224	NA	1.596	NA	1.296	NA	1.149	1.232
1728	2.265	NA	NA	0.91	0.699	NA	1.317	NA	1.369	NA	0.955	1.27
1729	2.341	NA	NA	1.142	0.659	NA	1.379	NA	1.314	NA	0.647	0.977
1730	2.08	NA	NA	1.226	0.666	NA	1.359	NA	1.289	NA	0.797	1.322
1731	1.759	NA	NA	1.079	0.79	NA	1.339	NA	1.738	NA	0.904	1.36
1732	2.045	NA	NA	0.973	0.582	NA	0.733	NA	1.284	NA	0.693	1.138
1733	1.624	NA	NA	0.846	0.582	NA	0.819	NA	1.24	NA	0.608	1.109
1734	1.811	NA	NA	0.994	0.86	NA	1.029	NA	1.522	NA	1.13	1.178
1735	1.916	NA	NA	0.698	0.544	NA	0.755	NA	1.069	NA	0.88	1.055
1736	1.643	1.751	NA	0.72	0.44	NA	0.799	NA	0.826	NA	0.503	0.669
1737	2.16	2.467	NA	0.804	0.524	NA	0.824	NA	1.067	NA	0.733	0.71
1738	2.896	2.754	NA	0.974	0.692	NA	1.121	NA	1.134	NA	0.753	0.911
1739	2.16	1.902	NA	1.096	0.588	NA	0.847	NA	1.16	NA	0.81	0.989
1740	1.512	1.143	NA	1.375	0.75	NA	1.396	NA	1.434	NA	0.951	1.333
1741	2.359	0.586	NA	1.079	1.301	NA	1.565	NA	1.498	NA	1.152	1.204
1742	2.029	0.771	NA	0.846	0.902	NA	1.417	NA	1.484	NA	0.874	1.225
1743	1.749	0.792	NA	0.825	0.904	NA	1.079	NA	1.043	NA	0.78	1.121
1744	2.172	1.064	NA	0.846	1.16	NA	1.566	NA	1.289	NA	0.651	0.886
1745	2.217	0.794	NA	0.845	1.266	NA	1.566	NA	1.62	NA	0.612	0.947
1746	2.497	1.29	NA	0.931	1.119	NA	1.1	NA	1.462	NA	0.614	1.052
1747	2.687	1.293	NA	1.249	1.498	NA	1.142	NA	1.679	NA	1.044	0.914
1748	2.348	0.818	NA	1.249	1.161	NA	0.889	NA	1.378	NA	0.798	0.757
1749	2.389	0.555	NA	1.016	1.055	NA	1.185	NA	1.365	NA	0.841	0.907
1750	2.898	1.018	NA	1.037	1.118	NA	1.437	NA	1.392	NA	0.759	0.931
1751	2.053	0.94	NA	0.825	0.928	NA	0.942	NA	1.026	NA	0.863	0.739
1752	2.179	0.887	NA	0.952	0.928	NA	0.696	NA	1.182	2.791	0.841	0.738
1753	1.883	0.458	NA	0.973	1.014	NA	1.054	NA	1.234	3.4	0.616	0.735
1754	1.711	0.115	NA	0.825	0.824	1.968	0.845	NA	1.04	3.824	0.531	0.655
1755	1.2	0.39	NA	0.866	0.507	1.185	0.656	NA	0.817	3.403	0.366	0.537
1756	1.96	0.615	NA	0.845	1.057	1.905	1.164	NA	0.992	3.529	0.53	0.838
1757	1.497	0.475	NA	0.528	0.719	2.245	0.571	NA	0.8	2.264	0.327	0.498
