# Cleaveland - Spruce Canyon - PSME - ITRDB CO509
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2948
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2948.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co509-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co509-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co509.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co509.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Cleaveland - Spruce Canyon - PSME - ITRDB CO509
#--------------------
# Investigators
#   Investigators: Cleaveland, M.K.; Harlan, T.P.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Spruce Canyon
#   Location: Colorado
#   Northernmost_Latitude: 37.18
#   Southernmost_Latitude: 37.18
#   Easternmost_Longitude: -108.48
#   Westernmost_Longitude: -108.48
#   Elevation_m: 2115
#--------------------
# Data_Collection
#   Collection_Name: CO509
#   First_Year: 1373
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pseudotsuga menziesii (Mirb.) Franco
#   Common_Name: Douglas-fir
#   Tree_Species_Code: PSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SD011W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD011W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD021W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD021W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD023W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD023W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD024W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD024W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD032W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD032W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD064W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD064W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD101W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD101W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD102W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD102W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD103W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD103W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD104W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD104W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD109W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD109W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD111W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD111W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD121W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD121W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD152W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD152W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD153W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD153W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD154W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD154W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD161W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD161W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD163W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD163W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD164W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD164W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SD169W_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SD169W; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SD011W_raw	SD021W_raw	SD023W_raw	SD024W_raw	SD032W_raw	SD064W_raw	SD101W_raw	SD102W_raw	SD103W_raw	SD104W_raw	SD109W_raw	SD111W_raw	SD121W_raw	SD152W_raw	SD153W_raw	SD154W_raw	SD161W_raw	SD163W_raw	SD164W_raw	SD169W_raw
1373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA
1374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA
1375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA
1376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA
1377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	NA	NA	NA	NA
1378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.89	NA	2.15	NA	NA	NA	NA
1379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	1.69	NA	NA	NA	NA
1380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA	2.4	NA	NA	NA	NA
1381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.18	NA	1.49	NA	NA	NA	NA
1382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	NA	1.53	NA	NA	NA	NA
1383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.78	NA	2.34	NA	NA	NA	NA
1384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	2.14	NA	NA	NA	NA
1385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	2.41	NA	NA	NA	NA
1386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.44	NA	2.31	NA	NA	NA	NA
1387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	NA	2	NA	NA	NA	NA
1388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.09	NA	1.8	NA	NA	NA	NA
1389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	2.55	1.61	NA	NA	NA	NA
1390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.21	1.07	NA	NA	NA	NA
1391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.91	1.37	NA	NA	NA	NA
1392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.25	2.49	2.07	NA	NA	NA	NA
1393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	2.32	1.64	NA	NA	NA	NA
1394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	1.98	2.09	NA	NA	NA	NA
1395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.63	2.96	2.28	NA	NA	NA	NA
1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	2.18	1.98	NA	NA	NA	NA
1397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08	1.82	1.77	NA	NA	NA	NA
1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15	1.94	1.53	NA	NA	NA	NA
1399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.56	1.35	NA	NA	NA	NA
1400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64	1.63	1.33	NA	NA	NA	NA
1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.57	1.55	NA	NA	NA	NA
1402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	1.58	1.44	NA	NA	NA	NA
1403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.07	1.8	1.57	NA	NA	NA	NA
1404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.96	2.42	2.06	NA	NA	NA	NA
1405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.5	2.08	NA	NA	NA	NA
1406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	2.64	2.65	NA	NA	NA	NA
1407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	2.23	2.37	NA	NA	NA	NA
1408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	1.77	1.82	NA	NA	NA	NA
1409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	2.41	2.85	NA	NA	NA	NA
1410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05	2.23	2.38	NA	NA	NA	NA
1411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.44	1.37	NA	0.6	NA	NA
1412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	2.19	1.83	NA	1.1	NA	NA
1413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85	1.03	0.9	NA	0.93	NA	NA
1414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.59	1.89	1.89	NA	1.77	NA	1.13
1415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	1.24	1.17	NA	1.17	NA	1.12
1416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	1.49	1.3	NA	1.12	NA	0.9
1417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	2.13	2.01	NA	1.63	NA	1.39
1418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.68	1.74	NA	1.4	NA	1.1
1419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.45	1.5	NA	1.22	1.27	1.03
1420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.71	1.47	NA	1.55	1.47	1.2
1421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	1.3	1.18	NA	1.19	1.16	0.92
1422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	2.09	1.52	NA	1.29	1.41	1.31
1423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.47	1.09	NA	0.95	0.88	0.75
1424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23	1.36	0.88	NA	1.19	1.06	1.12
1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	1.57	1.08	NA	1.46	1.23	1.22
