# Stahle - Joyce Kilmer Memorial Forest - TSCA - ITRDB NC013
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4872
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4872.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc013-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nc013-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc013.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nc013.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-21
#--------------------
# Title
#   Study_Name: Stahle - Joyce Kilmer Memorial Forest - TSCA - ITRDB NC013
#--------------------
# Investigators
#   Investigators: Stahle, D.W.; Sierzchula, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Joyce Kilmer Memorial Forest
#   Location: North Carolina
#   Northernmost_Latitude: 35.35
#   Southernmost_Latitude: 35.35
#   Easternmost_Longitude: -83.92
#   Westernmost_Longitude: -83.92
#   Elevation_m: 250
#--------------------
# Data_Collection
#   Collection_Name: NC013
#   First_Year: 1784
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JOY32B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY32B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY33B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY33B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY34B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY34B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY35A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY35A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY35B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY35B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY36A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY36A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY36B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY36B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY38B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY38B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY39A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY39A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY39B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY39B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY40A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY40A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY40B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY40B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY43A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY43A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JOY43B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JOY43B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JOY32B_raw	JOY33B_raw	JOY34B_raw	JOY35A_raw	JOY35B_raw	JOY36A_raw	JOY36B_raw	JOY38B_raw	JOY39A_raw	JOY39B_raw	JOY40A_raw	JOY40B_raw	JOY43A_raw	JOY43B_raw
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.472	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.574	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.693	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.542	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.789	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833	NA	NA	NA
1791	NA	NA	NA	NA	NA	2.184	NA	NA	NA	NA	0.72	NA	NA	NA
1792	NA	NA	NA	NA	NA	1.864	NA	NA	NA	NA	0.822	NA	NA	NA
1793	NA	NA	NA	NA	NA	2.122	NA	NA	NA	NA	1.082	NA	NA	NA
1794	NA	NA	NA	NA	NA	1.905	NA	NA	NA	NA	1.066	NA	NA	NA
1795	NA	NA	NA	NA	NA	1.854	NA	NA	NA	NA	1.055	NA	NA	NA
1796	NA	NA	NA	NA	NA	1.886	NA	NA	NA	NA	1.347	NA	NA	NA
1797	NA	NA	NA	NA	NA	1.277	NA	NA	NA	NA	0.888	NA	NA	NA
1798	NA	NA	NA	NA	NA	1.658	NA	NA	NA	NA	0.875	NA	NA	NA
1799	NA	NA	NA	NA	NA	1.375	NA	NA	NA	NA	0.961	NA	NA	NA
1800	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	1.35	NA	NA	NA
1801	NA	NA	NA	NA	NA	1.707	NA	NA	NA	NA	1.296	NA	NA	NA
1802	NA	NA	NA	NA	NA	1.404	NA	NA	NA	NA	1.059	NA	NA	NA
1803	NA	NA	NA	NA	NA	1.4	NA	NA	NA	NA	1.075	NA	NA	NA
1804	NA	NA	NA	NA	NA	1.659	NA	NA	NA	NA	0.98	NA	NA	NA
1805	NA	NA	NA	NA	NA	1.378	NA	NA	NA	NA	0.631	NA	NA	NA
1806	NA	NA	NA	NA	NA	1.846	NA	NA	NA	NA	0.814	NA	NA	NA
1807	NA	NA	NA	NA	NA	1.236	NA	NA	NA	NA	0.79	NA	NA	NA
1808	NA	NA	NA	NA	NA	1.786	NA	NA	NA	NA	1.002	NA	NA	NA
1809	NA	NA	NA	NA	NA	1.111	NA	NA	NA	NA	0.79	NA	NA	NA
1810	NA	NA	NA	NA	NA	1.784	NA	NA	NA	NA	0.868	NA	NA	NA
1811	NA	NA	NA	NA	NA	1.744	NA	NA	NA	NA	0.982	NA	NA	NA
1812	NA	NA	NA	NA	NA	1.548	NA	NA	NA	NA	0.455	NA	NA	NA
1813	NA	NA	NA	NA	NA	1.329	NA	NA	NA	NA	0.304	NA	NA	NA
1814	NA	NA	NA	NA	NA	1.223	NA	NA	NA	NA	0.329	NA	NA	NA
1815	NA	NA	NA	NA	NA	1.425	NA	NA	NA	NA	0.435	NA	NA	NA
1816	NA	NA	NA	NA	NA	2.027	NA	NA	NA	NA	0.77	1.401	NA	NA
1817	NA	NA	NA	NA	NA	2.036	NA	NA	NA	NA	0.625	1.24	NA	NA
1818	NA	NA	NA	NA	NA	1.868	NA	NA	NA	NA	0.693	1.223	NA	NA
1819	NA	NA	NA	NA	NA	1.608	NA	NA	NA	NA	0.886	1.279	NA	NA
1820	NA	NA	NA	NA	NA	1.889	NA	NA	NA	NA	0.729	1.507	NA	NA
1821	NA	NA	NA	NA	NA	1.776	NA	NA	NA	NA	0.787	1.319	NA	NA
1822	NA	NA	NA	NA	NA	1.554	NA	NA	NA	NA	0.456	0.949	NA	NA
1823	NA	NA	NA	NA	NA	1.52	NA	NA	NA	NA	0.451	1.015	NA	NA
1824	NA	NA	NA	NA	NA	1.587	NA	NA	NA	NA	0.481	0.903	NA	NA
1825	NA	NA	NA	NA	NA	1.854	NA	NA	NA	NA	0.646	1.418	NA	NA
1826	NA	NA	NA	NA	NA	1.803	NA	NA	NA	NA	0.541	1.013	NA	NA
1827	NA	NA	NA	NA	NA	2.487	NA	NA	NA	NA	0.674	1.228	NA	NA
1828	NA	NA	NA	NA	NA	2.617	NA	NA	NA	NA	0.993	1.312	NA	NA
1829	NA	NA	NA	NA	NA	1.833	NA	NA	NA	NA	1.206	1.38	NA	NA
1830	NA	NA	NA	NA	NA	1.939	NA	NA	NA	NA	1.129	0.951	NA	NA
1831	NA	NA	NA	NA	NA	1.847	NA	NA	NA	NA	1.097	0.791	NA	NA
1832	NA	NA	NA	NA	NA	2.381	NA	NA	NA	NA	0.993	0.627	NA	NA
1833	NA	NA	NA	NA	NA	2.708	NA	NA	NA	NA	1.098	0.648	NA	NA
1834	NA	NA	NA	NA	NA	2.509	NA	NA	NA	NA	0.9	0.453	NA	NA
1835	NA	NA	NA	NA	NA	2.743	NA	NA	NA	NA	0.972	0.493	NA	NA
1836	NA	NA	NA	NA	NA	2.636	NA	NA	NA	NA	0.896	0.51	NA	NA
1837	NA	NA	NA	NA	NA	2.358	NA	NA	NA	NA	0.809	0.57	NA	NA
1838	NA	NA	NA	NA	NA	2.049	NA	NA	NA	NA	0.68	0.552	NA	NA
1839	NA	NA	NA	NA	NA	2.161	NA	NA	NA	NA	0.619	0.436	NA	NA
1840	NA	NA	NA	NA	NA	2.579	NA	NA	NA	NA	0.621	0.49	NA	NA
1841	NA	NA	NA	NA	NA	2.856	NA	NA	NA	NA	0.693	0.505	NA	NA
1842	NA	NA	NA	NA	NA	2.24	NA	NA	NA	NA	0.27	0.073	NA	NA
1843	NA	NA	NA	NA	NA	2.275	NA	NA	NA	NA	0.319	0.183	NA	NA
1844	NA	NA	NA	NA	NA	2.887	NA	NA	NA	NA	0.354	0.267	NA	NA
1845	NA	NA	NA	NA	NA	3.188	NA	NA	NA	NA	0.536	0.46	NA	NA
1846	NA	NA	NA	NA	NA	2.621	NA	NA	NA	NA	0.533	0.626	NA	NA
1847	NA	NA	NA	NA	NA	2.389	NA	NA	NA	NA	0.783	0.9	NA	NA
