# Peterson - Hart's Pass Low - ABLA - ITRDB WA128
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4124
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4124.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa128-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa128-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa128.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa128.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Hart's Pass Low - ABLA - ITRDB WA128
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hart's Pass Low
#   Location: Washington
#   Northernmost_Latitude: 48.72
#   Southernmost_Latitude: 48.72
#   Easternmost_Longitude: -120.65
#   Westernmost_Longitude: -120.65
#   Elevation_m: 1495
#--------------------
# Data_Collection
#   Collection_Name: WA128
#   First_Year: 1851
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FLHP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FLHP20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FLHP20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FLHP01A_raw	FLHP02B_raw	FLHP03A_raw	FLHP04A_raw	FLHP05A_raw	FLHP06B_raw	FLHP07B_raw	FLHP08B_raw	FLHP09B_raw	FLHP10B_raw	FLHP11B_raw	FLHP12B_raw	FLHP13B_raw	FLHP14A_raw	FLHP15B_raw	FLHP16B_raw	FLHP19A_raw	FLHP20A_raw
1851	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	1.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	NA	2.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	4.11	NA	2.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	3.3	NA	2.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	2.9	NA	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	2.63	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	1.67	1.1	2.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	1.97	1.41	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	1.65	1.12	2.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	0.57	0.57	1.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1868	NA	NA	0.96	1.02	2.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1869	NA	NA	1.1	0.94	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1870	NA	NA	1.28	1.27	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1871	NA	NA	1.51	0.39	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	NA	1.83	0.73	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1873	NA	NA	2.07	0.69	2.23	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA
1874	NA	NA	2.75	1.11	2.66	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA
1875	NA	NA	2.85	1.06	2.4	1.58	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	NA
1876	NA	NA	2.69	1.9	2.13	1.5	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1877	NA	NA	2.92	1.93	3.05	2.12	1.63	NA	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA
1878	NA	NA	1.78	1.9	1.08	1.46	1.73	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1879	NA	NA	2.02	0.79	2.06	1.17	1.2	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA
1880	NA	NA	1.92	0.63	2.34	0.79	1.5	NA	1.39	NA	NA	1.14	NA	NA	NA	NA	NA	NA
1881	NA	NA	2.01	1.05	2.4	2.22	1.79	NA	1.52	NA	NA	1.35	NA	NA	NA	NA	2.11	NA
1882	1.82	1.13	2.14	1.01	1.92	2.95	1.91	0.88	1.54	NA	NA	1.06	NA	NA	1.73	NA	2.24	NA
1883	1.72	1.35	2.19	1.02	2.03	2.27	1.81	1.16	1.67	NA	NA	1.41	1.85	NA	1.4	NA	2.14	NA
1884	1.9	1.59	2.36	1.92	1.94	1.92	1.97	1.24	1.67	NA	NA	1.92	2	NA	1.32	NA	2.12	NA
1885	1.9	1.52	1.58	2.24	2.13	1.7	1.91	1.76	1.47	NA	NA	1.78	2.7	1.55	1.06	NA	2.43	NA
1886	1.33	1.7	2.72	1.9	2.79	2.35	2.48	1.62	1.96	NA	NA	1.88	1.49	0.98	0.5	NA	1.51	NA
1887	2.05	1.39	2.06	1.19	2.56	2.22	2.08	1.13	1.75	NA	NA	1.94	1.52	0.88	0.41	NA	1.6	NA
1888	1.92	1.65	2.64	1.76	2.75	2.69	2.46	1.81	2.69	1.32	NA	1.8	1.81	1.91	0.91	NA	2.53	NA
1889	2.73	1.86	2.73	1.2	2.48	2.36	1.54	2.74	3.04	0.77	NA	1.83	1.45	1.92	1.09	NA	1.8	NA
1890	1.78	1.98	2.17	1.35	2.31	2.14	1.59	1.98	1.29	1.05	NA	1.76	1.58	1.13	1.12	NA	2.22	NA
1891	1.19	2.75	3.05	2.33	2.17	2.39	4.51	2.93	2.05	0.71	NA	1.86	1.34	1.68	1.48	NA	2.18	NA
1892	0.98	2.26	2.57	1.57	2.16	1.7	3.04	2.09	2.08	0.93	NA	1.98	1.22	1.23	1.15	NA	1.84	NA
1893	1.18	2.3	2.4	0.93	1.88	1.91	3.31	1.9	2.95	1.23	NA	1.81	0.88	0.71	0.77	NA	1.74	NA
1894	1.48	1.7	2.24	1.5	1.73	1.87	2.69	1.41	3.43	0.88	NA	1.75	1.29	0.64	1.46	NA	1.81	NA
1895	1.41	2.32	2.89	1.66	2.28	1.97	3.71	1.58	3.87	1.21	NA	2.14	1.13	1.2	1.6	NA	2.17	NA
1896	1.8	2.17	3.17	1.89	1.77	1.86	2.94	1.39	2.28	1.3	NA	1.74	1.04	0.48	1.01	NA	2.03	NA
1897	1.14	2.06	2.5	1.98	1.82	1.81	2.6	1.86	2.56	1.64	NA	1.66	2.35	1.18	1.49	NA	2.23	NA
1898	1.08	2.49	2.74	2.35	2.67	2.11	3.06	2.44	2.93	1.82	NA	2.04	1.94	1.57	1.46	NA	2.33	NA
1899	0.84	1.82	2.46	1.73	2.07	2.3	2.54	2.2	2.9	1.18	1.98	1.58	1.29	1.21	1.13	NA	2.01	NA
1900	1.14	1.98	2.58	2.55	2.58	3.03	3.26	3.18	4.15	1.97	2.35	1.63	2.04	1.66	1.6	NA	2.73	NA
1901	0.98	2.17	3.03	2.13	2.31	2.47	2.9	2.33	3.3	1.4	2.17	1.44	1.4	1.18	1.55	NA	2.48	NA
1902	1.54	2.42	2.47	1.77	1.82	3.08	3.39	2.27	3.2	1.37	2.28	1.33	1.4	1.98	1.62	NA	2.93	NA
1903	1.28	2.43	2.71	1.49	2	3	3.28	1.97	3.05	1.18	2.4	1.14	1.28	1.3	1.13	NA	2.36	NA
