# Maxwell - Saunders Woods - QUPA - ITRDB IN045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34654
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34654.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in045-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in045-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in045.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Saunders Woods - QUPA - ITRDB IN045
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Strange, B.M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Wabash streamflow reconstruction NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Brandon M. Strange, Justin T. Maxwell, Scott M. Robeson, Grant L. Harley, Matthew D. Therrell, Darren L. Ficklin
#   Journal_Name: Journal of Hydrology
#   Published_Title: Comparing three approaches to reconstructing streamflow using tree rings in the Wabash River basin in the Midwestern, US.
#   Published_Date_or_Year: 2020
#   Volume: 573
#   Pages: 829-840
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2019.03.057
#   Full_Citation: None
#   Abstract: Tree-ring reconstructions of streamflow can provide long-term perspectives of flow variability that may be useful in management strategies for water resources. Relative to other portions of the United States, there is a dearth of tree-ring based streamflow reconstructions in the Midwest. The Wabash River is an important water resource in Indiana and Illinois where many sectors rely on it. Here, to better understand the historic hydroclimate within the Wabash River Basin, we reconstructed June-September streamflow for a tributary of the Wabash River using three statistical approaches: the traditional basin approach, and the recently-developed climate-footprint, and drought-reconstruction approaches. Our reconstructions explained 53-71% of the variance for the common period (1941-1984). We find that in our three reconstructions, there are extreme droughts and pluvials that exceed those during the instrumental period, including a sustained five-decade low-flow event in the early 19th century. Overall, we find that the traditional basin approach produced the most robust model but had the shortest reconstruction length of the three approaches, as it requires the predictor chronologies to be derived from within the basin. Our results indicate that there are merits and drawbacks to each approach with the general pattern of sacrificing variance explained for reconstruction length.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Saunders Woods
#   Location: Indiana
#   Northernmost_Latitude: 38.37071
#   Southernmost_Latitude: 38.37071
#   Easternmost_Longitude: -87.717271
#   Westernmost_Longitude: -87.717271
#   Elevation_m: 119
#--------------------
# Data_Collection
#   Collection_Name: IN045
#   First_Year: 1909
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus palustris Muenchh.
#   Common_Name: pin oak
#   Tree_Species_Code: QUPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SWP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SWP10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SWP10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SWP01A_raw	SWP01B_raw	SWP02A_raw	SWP02B_raw	SWP03A_raw	SWP03B_raw	SWP04A_raw	SWP04B_raw	SWP05A_raw	SWP05B_raw	SWP06A_raw	SWP06B_raw	SWP07A_raw	SWP07B_raw	SWP08A_raw	SWP08B_raw	SWP09A_raw	SWP09B_raw	SWP10A_raw	SWP10B_raw
1909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.174	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.715	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.573	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	NA	NA	2.989	2.623	NA	NA	NA	2.214	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	NA	NA	2.765	2.163	NA	NA	NA	3.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1915	NA	NA	5.76	NA	2.806	5.057	2.853	NA	NA	NA	3.03	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	4.014	NA	3.479	4.703	2.453	NA	NA	NA	2.868	NA	NA	NA	NA	NA	4.456	NA	NA	NA
1917	NA	NA	3.291	NA	1.991	3.313	1.877	NA	NA	NA	1.877	NA	NA	NA	NA	NA	4.26	NA	NA	NA
1918	NA	NA	3.443	NA	2.467	3.691	1.917	NA	NA	NA	2.025	NA	NA	2.391	NA	NA	6.85	NA	NA	NA
1919	5.94	NA	1.317	NA	1.319	1.38	2.239	NA	NA	NA	1.524	NA	NA	1.096	NA	NA	3.304	NA	NA	NA
1920	6.36	NA	2.464	NA	2.117	2.691	1.625	NA	NA	NA	1.396	NA	NA	1.775	NA	NA	5.355	NA	NA	NA
1921	6.769	NA	2.708	NA	2.461	4.031	1.376	NA	NA	NA	1.329	NA	NA	1.942	NA	NA	6.202	NA	NA	NA
1922	6.577	NA	3.151	NA	1.988	3.432	1.431	NA	NA	NA	1.154	NA	NA	2.135	NA	NA	5.105	8.147	NA	NA
1923	6.563	NA	2.387	3.115	1.973	3.198	1.093	NA	NA	NA	0.886	NA	NA	1.379	NA	NA	5.824	8.053	NA	NA
1924	5.338	5.395	2.623	3.216	2.314	3.558	0.989	NA	2.222	NA	2.341	NA	NA	1.826	NA	NA	4.591	7.741	NA	NA
1925	3.31	5.501	2.149	1.966	2.874	4.533	1.703	NA	1.889	NA	5.848	NA	NA	1.477	NA	NA	5.597	6.036	NA	NA
1926	2.956	4.413	2.377	2.081	3.292	3.746	2.579	NA	4.614	NA	6.219	NA	NA	1.749	NA	NA	3.78	6.439	NA	NA
1927	5.084	5.066	2.984	3.337	3.223	3.665	3.883	NA	5.894	NA	5.035	NA	NA	2.413	NA	NA	5.615	6.006	NA	NA
1928	5.562	5.551	3.623	3.939	3.667	4.022	5.557	4.382	7.375	6.543	5.393	NA	NA	3.991	NA	NA	5.095	5.588	NA	NA
1929	6.271	6.563	3.942	4.736	3.62	3.4	5.177	4.472	8.422	6.916	4.439	NA	NA	5.82	NA	NA	5.312	4.876	NA	NA
1930	4.699	4.18	3.172	3.92	2.415	2.686	4.414	3.332	6.259	5.276	6.008	NA	NA	3.999	NA	NA	3.167	3.415	4.176	NA
1931	5.588	5.059	4.99	5.471	3.275	3.351	5.842	3.414	7.368	6.162	5.618	NA	NA	4.289	NA	NA	3.266	2.91	3.946	NA
1932	4.633	4.096	4.909	5.147	3.291	4.744	5.948	3.275	7.686	6.756	7.698	NA	NA	5.08	NA	NA	2.798	2.914	3.927	NA
1933	4.996	5.633	6.349	5.746	4.624	6.414	6.658	4.152	9.221	8.649	5.845	NA	NA	7.095	7.017	6.869	4.072	3.917	4.503	NA
1934	6.639	6.958	5.767	4.781	5.305	6.067	5.565	3.93	6.959	6.963	8.193	NA	NA	5.691	7.061	5.887	3.454	3.48	3.474	NA
1935	7.432	8.599	6.744	5.742	4.845	7.43	7.311	5.584	8.954	8.146	4.08	8.281	NA	7.115	6.74	5.776	5.737	5.231	5.092	NA
1936	5.059	5.731	5.704	4.639	3.648	4.93	5.354	4.915	6.678	5.043	1.482	6.827	NA	5.196	5.179	4.678	3.748	3.809	4.108	NA
1937	9.2	6.523	5.654	4.407	5.183	6.222	5.743	6.494	9.086	5.88	6.824	6.844	NA	6.596	5.135	4.667	4.523	4.425	5.112	NA
1938	10.339	7.441	5.926	5.146	5.894	7.054	7.581	7.213	9.644	8.353	9.661	7.335	NA	7.503	6.689	6.621	6.004	6.712	6.804	NA
1939	5.036	3.748	4.959	3.877	4.515	6.643	5.965	6.304	8.223	7.913	8.945	7.099	NA	5.472	5.972	4.994	6.252	6.294	4.96	NA
1940	4.585	2.771	4.708	4.171	3.819	5.126	5.389	5.227	6.522	6.703	6.658	5.819	NA	5.491	4.536	4.014	4.477	3.669	4.503	NA
1941	3.268	3.021	4.262	5.213	3.527	4.853	4.512	4.292	6.894	5.998	6.238	5.29	5.117	4.935	4.572	4.045	4.005	4.317	3.971	NA
1942	4.012	4.748	5.383	5.267	4.404	6.233	6.071	6.524	8.777	5.41	6.344	5.45	6.693	4.548	5.398	5.301	5.449	5.568	4.53	8.297
1943	3.294	3.985	5.408	4.67	5.4	6.076	5.856	5.03	7.905	6.511	6.247	5.413	5.842	4.857	4.907	4.382	6.105	5.783	4.296	9.505
1944	2.325	2.856	4.08	3.873	3.312	4.012	5.21	4.959	6.484	4.559	3.581	3.729	5.482	3.498	3.369	3.568	3.747	3.693	2.359	8.144
1945	4.185	5.052	5.196	4.677	4.934	6.656	6.895	6.04	8.389	7.39	5.933	5.794	6.39	5.236	4.211	5.046	4.939	4.791	2.855	9.067
1946	4.744	5.488	4.113	4.037	4.593	5.764	5.768	5.009	7.018	7.163	4.915	4.163	6.431	4.227	4.472	3.802	4.898	4.562	2.119	7.563
1947	4.909	4.768	3.794	3.369	4.018	5.116	6.395	5.257	5.512	6.009	4.581	4.575	5.672	4.164	3.627	3.463	4.185	4.077	2.31	7.143
1948	4.42	3.439	3.874	2.356	4.129	4.818	4.928	5.452	5.46	4.529	4.306	4.082	5.253	3.615	3.646	3.418	4.043	3.838	2.555	5.162
1949	4.695	3.831	3.373	2.688	4.377	5.061	5.242	3.527	4.711	3.335	3.524	3.65	4.316	3.05	2.839	2.651	3.683	2.952	2.57	3.365
1950	3.93	3.295	3.518	2.949	2.79	4.47	4.617	4.444	4.843	3.577	3.51	3.374	5.933	3.45	3.679	2.933	3.77	3.305	2.154	3.124
1951	5.338	4.908	3.158	3.273	3.791	5.742	4.444	4.439	4.814	3.737	4.303	3.855	5.154	3.367	3.109	2.687	3.182	3.289	1.962	2.966
1952	3.501	3.817	3.081	3.206	2.945	7.382	3.956	3.684	4.237	3.015	4.24	3.928	5.034	2.496	2.766	2.49	3.111	3.085	2.329	2.993
1953	3.676	4.089	2.739	2.37	1.959	5.019	4.064	3.282	3.232	2.29	3.181	2.83	2.972	2.06	2.239	2.114	2.634	2.386	1.978	2.826
1954	2.429	2.936	2.369	1.94	1.429	2.876	3.587	3.091	2.799	1.908	2.793	2.792	3.272	1.857	1.99	2.314	2.054	2.15	1.621	2.29
1955	3.212	3.647	3.368	2.792	1.791	3.073	4.058	3.485	5.007	2.113	4.848	4.693	3.966	1.799	2.211	2.439	2.774	3.073	2.012	2.543
1956	2.9	3.32	2.477	2.701	1.433	2.478	2.848	2.841	4.424	2.685	3.169	3.824	3.866	2.594	2.366	2.883	2.794	3.245	1.784	2.096
1957	3.584	4.272	3.714	4.045	2.965	3.238	4.303	4.187	6.621	4.725	4.109	4.993	5.309	4.03	2.535	3.309	4.051	5.215	3.57	3.418
1958	4.141	3.938	3.324	3.925	1.625	2.856	4.516	3.693	4.805	4.858	3.864	3.952	3.988	4.104	3.071	3.274	4.64	4.098	3.159	4.125
1959	3.306	3.86	1.725	2.196	1.285	1.663	3.182	3.472	3.213	3.183	2.132	2.337	3.562	1.859	2.497	2.64	3.104	3.049	1.476	2.399
1960	3.93	4.387	1.738	2.03	1.495	1.622	2.976	2.896	3.271	3.194	2.37	2.574	3.658	2.063	2.409	2.896	2.927	2.651	2.038	2.546
1961	3.845	4.269	2.142	2.377	1.592	2.045	2.949	2.825	3.19	3.414	2.544	2.7	3.317	2.672	2.559	3.076	3.531	2.864	2.147	2.377
