# Peltier - Southwest Ecological Memory Project Site A1 - PPTR - ITRDB AZ610
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/35493
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-35493.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az610-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az610-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az610.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az610.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-01-31
#--------------------
# File_Last_Modified_Date
#   Date: 2022-01-31
#--------------------
# Title
#   Study_Name: Peltier - Southwest Ecological Memory Project Site A1 - PPTR - ITRDB AZ610
#--------------------
# Investigators
#   Investigators: Peltier, D.M.P.(https://orcid.org/0000-0003-3271-9055); Yocom, L.L.; Nguyen, P.; Bangs, M.; Wilson, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: These tree ring data were collected to assess the climate memory of tree growth 
# # around the southwestern US in "ecologically sampled" trees. Trees were from a range of size classes and vigors, but were all dominant or co-dominant. NOAA Template Raw Measurements file added 2022-04-04.
#--------------------
# Publication
#   Authors: Drew M.P. Peltier, Jessica Guo, Phiyen Nguyen, Michael Bangs, Michelle Wilson, Kimberly Samuels-Crow, Larissa L. Yocom, Yao Liu, Michael K. Fell, John D. Shaw, David Auty, Christopher Schwalm, William R.L. Anderegg, George W. Koch, Marcy E. Litvak, Kiona Ogle
#   Journal_Name: Tree Physiology
#   Published_Title: Temperature memory and non-structural carbohydrates mediate legacies of a hot drought in trees across the southwestern USA
#   Published_Date_or_Year: 2022
#   Volume: 42
#   Pages: 71-85
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1093/treephys/tpab091
#   Full_Citation: None
#   Abstract: Trees are long-lived organisms that integrate climate conditions across years or decades to produce secondary growth. This integration process is sometimes referred to as 'climatic memory.' While widely perceived, the physiological processes underlying this temporal integration, such as the storage and remobilization of non-structural carbohydrates (NSC), are rarely explicitly studied. This is perhaps most apparent when considering drought legacies (perturbed post-drought growth responses to climate), and the physiological mechanisms underlying these lagged responses to climatic extremes. Yet, drought legacies are likely to become more common if warming climate brings more frequent drought. To quantify the linkages between drought legacies, climate memory and NSC, we measured tree growth (via tree ring widths) and NSC concentrations in three dominant species across the southwestern USA. We analyzed these data with a hierarchical mixed effects model to evaluate the time-scales of influence of past climate (memory) on tree growth. We then evaluated the role of climate memory and the degree to which variation in NSC concentrations were related to forward-predicted growth during the hot 2011-2012 drought and subsequent 4-year recovery period. Populus tremuloides exhibited longer climatic memory compared to either Pinus edulis or Juniperus osteosperma, but following the 2011-2012 drought, P. tremuloides trees with relatively longer memory of temperature conditions showed larger (more negative) drought legacies. Conversely, Pinus edulis trees with longer temperature memory had smaller (less negative) drought legacies. For both species, higher NSC concentrations followed more negative (larger) drought legacies, though the relevant NSC fraction differed between P. tremuloides and P. edulis. Our results suggest that differences in tree NSC are also imprinted upon tree growth responses to climate across long time scales, which also underlie tree resilience to increasingly frequent drought events under climate change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: 1458867, 1643245
#--------------------
# Site_Information
#   Site_Name: Southwest Ecological Memory Project Site A1
#   Location: Arizona
#   Northernmost_Latitude: 35.2
#   Southernmost_Latitude: 35.2
#   Easternmost_Longitude: -112.2
#   Westernmost_Longitude: -112.2
#   Elevation_m: 2157
#--------------------
# Data_Collection
#   Collection_Name: AZ610
#   First_Year: 1928
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Populus tremuloides Michx.
#   Common_Name: quaking aspen
#   Tree_Species_Code: PPTR
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AZA0101B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0101B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0101C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0102C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0103C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0103C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0104B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0104B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0104C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0104C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0105B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0105B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0105C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0107B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0107B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0108A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0108A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0109A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0110B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0110B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0111A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0111A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0111B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0111B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0113A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0113A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0113B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0113B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0114A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0114A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0114B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0114B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0115A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0115A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AZA0115B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AZA0115B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AZA0101B_raw	AZA0101C_raw	AZA0102B_raw	AZA0102C_raw	AZA0103A_raw	AZA0103C_raw	AZA0104B_raw	AZA0104C_raw	AZA0105B_raw	AZA0105C_raw	AZA0106A_raw	AZA0106B_raw	AZA0107A_raw	AZA0107B_raw	AZA0108A_raw	AZA0108B_raw	AZA0109A_raw	AZA0109B_raw	AZA0110A_raw	AZA0110B_raw	AZA0111A_raw	AZA0111B_raw	AZA0112A_raw	AZA0113A_raw	AZA0113B_raw	AZA0114A_raw	AZA0114B_raw	AZA0115A_raw	AZA0115B_raw
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.234	NA	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.329	NA	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158	NA	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.617	NA	NA	NA	NA	NA
1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.559	NA	NA	NA	NA	NA
1933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.819	NA	NA	NA	NA	NA
1934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA
1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.912	NA	NA	NA	NA	NA
1936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.451	NA	NA	NA	NA	NA
1937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236	NA	NA	NA	NA	NA
1938	NA	NA	NA	0.815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.543	NA	NA	NA	NA	NA
1939	NA	NA	NA	0.698	NA	NA	NA	NA	NA	NA	1.661	2.009	NA	NA	NA	NA	NA	NA	NA	NA	0.566	0.461	NA	1.68	NA	NA	NA	NA	NA
1940	NA	NA	NA	0.919	NA	NA	NA	NA	NA	NA	1.815	2.262	NA	0.417	NA	NA	NA	NA	NA	NA	0.303	0.81	NA	2.975	NA	NA	NA	NA	NA
1941	NA	NA	NA	0.835	NA	NA	NA	NA	NA	NA	1.695	2.019	NA	0.213	NA	NA	NA	NA	NA	NA	0.948	0.597	NA	2.542	NA	NA	NA	NA	NA
1942	NA	NA	NA	0.793	NA	NA	NA	NA	NA	NA	1.602	1.704	NA	0.111	NA	NA	NA	NA	NA	NA	0.566	0.366	NA	3.25	2.467	NA	NA	NA	NA
1943	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	1.039	1.675	NA	0.073	NA	NA	NA	NA	NA	NA	1.471	0.197	NA	2.874	2.874	NA	NA	NA	NA
1944	NA	NA	NA	0.658	NA	NA	NA	NA	NA	NA	1.459	1.611	0.376	0.346	NA	NA	NA	NA	NA	NA	0.493	0.595	NA	2.609	2.123	NA	NA	NA	NA
1945	NA	NA	NA	0.907	NA	NA	NA	NA	NA	NA	0.955	1.076	0.343	0.089	NA	NA	NA	NA	NA	NA	1.004	0.668	1.071	1.829	1.806	NA	NA	1.176	0.951
1946	NA	NA	NA	0.653	NA	NA	NA	NA	NA	NA	1.187	1.499	0.541	0.301	NA	NA	NA	NA	NA	NA	0.933	0.554	0.709	1.444	1.622	NA	2.202	1.293	0.92
1947	NA	NA	NA	0.671	NA	NA	NA	NA	NA	NA	0.697	0.936	0.242	0.287	NA	NA	NA	NA	NA	NA	0.436	0.406	0.331	0.977	1.043	NA	1.468	0.568	0.449
1948	NA	NA	0.57	0.398	NA	NA	NA	NA	NA	NA	0.753	0.899	0.429	0.183	NA	NA	NA	NA	NA	NA	0.47	0.591	0.346	2.242	1.64	NA	2.706	0.583	0.722
1949	NA	NA	0.756	0.721	NA	NA	NA	NA	NA	NA	1.464	1.28	0.374	0.23	NA	NA	NA	NA	NA	NA	1.034	0.473	0.652	2.975	2.078	NA	0.91	0.966	0.684
1950	NA	NA	0.221	0.23	NA	NA	NA	NA	NA	NA	1.024	0.943	0.463	0.252	NA	NA	NA	NA	NA	NA	0.962	0.809	0.497	1.007	0.906	NA	1.081	1.003	0.659
1951	NA	NA	0.144	0.425	NA	NA	NA	NA	NA	NA	0.52	0.752	0.503	0.222	NA	NA	NA	NA	NA	NA	0.683	0.435	0.492	1.307	0.791	NA	2.389	3.039	2.085
1952	NA	NA	0.856	1.298	NA	NA	NA	NA	NA	NA	2.007	1.935	0.892	0.736	NA	NA	3.404	NA	NA	NA	0.881	0.86	1.811	2.768	1.617	NA	0.555	4.292	2.589
1953	NA	NA	0.957	1.076	NA	NA	NA	NA	NA	NA	0.707	1.252	0.222	0.596	NA	NA	1.335	NA	NA	NA	0.26	0.454	0.33	1.435	0.763	NA	1.796	1.778	1.394
1954	NA	NA	1.215	1.635	NA	NA	NA	NA	NA	NA	1.147	1.429	0.747	0.567	NA	NA	1.7	NA	NA	NA	1.207	0.597	0.792	2.505	1.761	NA	1.23	1.631	2.688
1955	NA	NA	0.77	0.752	NA	NA	NA	NA	NA	NA	1.179	0.96	0.714	1.024	NA	NA	1.181	1.785	0.749	NA	1.196	0.587	1.024	2.43	1.704	NA	0.363	1.376	0.916
1956	NA	NA	0.398	0.408	NA	NA	NA	NA	NA	NA	0.343	0.54	0.564	0.383	NA	NA	0.668	0.635	0.494	NA	0.455	0.318	0.439	0.917	0.718	NA	0.307	0.373	0.241
1957	NA	NA	1.36	1.278	NA	NA	NA	NA	NA	NA	0.688	0.568	0.827	0.483	NA	NA	0.65	0.807	0.752	NA	0.488	0.419	1.029	1.43	1.39	NA	1.605	0.542	0.76
1958	NA	NA	1.27	1.774	NA	NA	NA	NA	NA	NA	1.196	0.961	1.067	0.744	NA	NA	0.848	1.374	0.378	NA	0.964	0.242	0.863	2.266	1.967	1.534	1.674	1.106	0.946
1959	NA	NA	0.554	1.001	NA	NA	NA	NA	0.959	NA	0.662	0.599	0.359	0.647	NA	NA	0.589	0.879	0.401	0.492	0.285	0.209	0.467	0.876	1.084	1.398	1.044	0.665	0.457
1960	0.106	NA	0.502	0.777	NA	NA	NA	NA	0.834	NA	0.465	0.474	0.429	0.57	NA	NA	1.191	1.185	0.463	0.464	0.726	0.246	0.618	0.975	0.779	0.905	0.985	0.589	0.387
1961	0.603	NA	0.855	0.676	NA	0.866	NA	NA	1.179	NA	0.448	0.724	0.825	0.443	NA	NA	0.834	1.227	0.249	0.617	0.302	0.181	0.531	1.014	1.231	1.176	1.106	0.469	0.305
1962	0.478	0.258	1.17	1.537	NA	1.539	NA	NA	1.19	NA	1.198	1.453	0.654	0.578	NA	NA	1.44	2.078	0.821	0.884	0.691	0.547	1.587	1.248	1.407	1.361	1.434	1.167	0.994
1963	0.251	0.248	0.482	0.502	NA	0.239	NA	NA	0.674	0.589	0.388	0.379	0.371	0.984	NA	NA	0.32	1.141	0.231	0.205	0.168	0.246	0.251	0.826	0.455	0.985	0.714	0.32	0.331
1964	0.449	0.671	0.68	1.051	NA	0.314	NA	NA	1.007	0.824	1.251	1.537	0.817	0.433	NA	NA	1.248	1.496	0.408	0.472	0.346	0.445	0.758	2.147	1.439	1.266	1.262	0.359	0.411
1965	0.422	0.902	1.015	0.929	0.461	0.734	NA	NA	1.156	0.998	0.67	1.064	0.508	0.985	NA	NA	1.274	1.349	0.484	0.444	0.524	0.609	0.434	1.584	1.381	0.725	1.025	0.887	0.551
1966	0.354	0.571	1.053	1.25	0.299	0.916	NA	NA	0.718	0.763	0.643	1.395	1.23	1.026	NA	NA	1.623	1.597	0.676	0.689	1.071	0.521	0.785	2.1	1.247	1.227	0.83	0.865	1.097
1967	0.915	1.205	0.904	0.864	0.448	0.498	NA	NA	1.432	1.184	0.748	1.219	0.808	0.653	NA	NA	1.361	1.477	0.588	0.628	0.891	0.389	1.017	1.334	1.287	1.349	2.093	1.348	0.751
1968	0.442	0.462	0.534	0.818	0.356	0.732	NA	NA	0.695	0.656	1.081	0.88	0.982	0.653	NA	NA	1.3	1.578	0.322	0.44	0.476	0.176	0.53	1.774	0.978	1.409	1.332	0.69	0.567
1969	0.836	0.68	1.025	0.901	0.271	0.712	NA	NA	1.077	1.392	1.263	1.287	1.075	0.996	NA	1.97	1.22	2.438	0.832	0.603	0.773	0.449	1.35	2.542	1.444	2.408	1.925	1.974	0.646
1970	1.008	0.467	0.625	0.593	0.942	0.438	NA	NA	0.733	0.623	0.293	0.568	0.627	0.239	NA	1.254	0.946	1.638	0.816	0.786	0.402	0.345	0.814	1.841	1.09	1.347	1.357	0.695	0.508
1971	0.529	0.607	0.4	0.58	0.245	0.224	NA	NA	1.003	0.802	0.342	0.475	0.398	0.275	NA	0	0.531	0.783	0.604	0.614	0.362	0.434	0.461	0.557	0.327	1.653	1.262	0.441	0.405
1972	0.228	0.589	0.471	0.528	0.379	0.447	NA	NA	0.796	0.427	0.416	0.678	0.569	0.299	NA	0.574	0.506	1.247	0.671	0.698	0.364	0.72	0.315	0.889	1.006	2.721	3.028	0.219	0.71
1973	1.178	1.928	1.739	1.559	1.388	1.966	NA	NA	1.951	1.961	1.033	1.704	1.974	1.397	NA	1.632	1.764	2.196	1.475	1.345	1.216	1.203	1.535	2.019	1.491	3.786	3.638	1.301	1.077
1974	0.48	0.616	0.325	0.286	0.353	0.588	NA	NA	1.662	0.581	0.212	0.448	0.421	0.299	NA	0.429	0.921	0.906	0.276	0.359	0.33	0.163	0.747	0.642	0.741	2.445	3.118	0.107	0.14
1975	1.133	0.799	0.987	2.35	0.662	1.3	NA	NA	1.089	0.952	0.818	0.837	1.149	1.045	NA	2.097	2.309	3.371	0.883	1.105	0.96	0.6	1.396	1.64	0.962	2.453	2.225	1.545	0.697
1976	0.805	0.996	1.177	2.148	0.54	0.505	NA	NA	1.156	1.215	1.543	0.826	1.077	0.678	2.271	1.831	1.902	3.695	0.814	0.75	0.908	0.435	1.019	1.186	0.772	1.932	1.507	0.585	0.91
1977	0.429	0.449	0.411	0.852	0.293	0.259	NA	NA	0.716	0.383	0.518	0.419	0.472	0.233	0.803	0.627	0.96	2.502	0.148	0.353	0.287	0.289	0.464	1.026	0.933	1.855	1.374	0.462	0.404
1978	0.623	0.798	0.871	1.152	0.344	0.199	NA	NA	1.362	0.845	0.699	0.652	0.822	0.891	1.975	0.898	2.312	3.549	0.761	0.691	0.398	0.509	0.986	1.473	0.878	1.899	1.704	1.608	0.718
1979	1.092	1.202	1.369	1.081	0.619	0.772	NA	NA	1.303	1.556	1.095	1.164	1.014	1.037	1.403	1.546	2.322	2.865	0.791	1.027	0.958	1.172	2.23	1.531	1.625	1.969	1.624	1.867	0.889
