# Peterson - Lake Minotaur Medium - TSME - ITRDB WA099
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4150
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4150.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa099-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa099-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa099.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa099.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Lake Minotaur Medium - TSME - ITRDB WA099
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lake Minotaur Medium
#   Location: Washington
#   Northernmost_Latitude: 47.83
#   Southernmost_Latitude: 47.83
#   Easternmost_Longitude: -121.0
#   Westernmost_Longitude: -121.0
#   Elevation_m: 1465
#--------------------
# Data_Collection
#   Collection_Name: WA099
#   First_Year: 1713
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Tsuga mertensiana (Bong.) Carrière
#   Common_Name: mountain hemlock
#   Tree_Species_Code: TSME
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HMLM01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HMLM19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HMLM19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HMLM01B_raw	HMLM02B_raw	HMLM05B_raw	HMLM06B_raw	HMLM07A_raw	HMLM08B_raw	HMLM09B_raw	HMLM10B_raw	HMLM11A_raw	HMLM14B_raw	HMLM15A_raw	HMLM16B_raw	HMLM18B_raw	HMLM19B_raw
1713	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	NA	NA	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	0.81	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	0.94	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	0.72	NA	NA	1.94	NA	NA	NA	NA	2.41	NA	NA	NA
1730	NA	NA	0.49	NA	NA	0.83	NA	NA	NA	NA	1.48	NA	NA	NA
1731	NA	NA	0.93	NA	NA	0.75	NA	NA	NA	NA	1.64	NA	NA	NA
1732	NA	NA	2.09	NA	NA	0.76	NA	NA	NA	NA	2.07	NA	NA	NA
1733	NA	NA	1.56	NA	NA	1.01	NA	NA	NA	NA	2.63	NA	NA	NA
1734	NA	NA	1.01	NA	NA	0.77	NA	NA	NA	NA	1.81	NA	NA	NA
1735	NA	NA	0.86	NA	NA	1.2	NA	NA	NA	NA	1.74	NA	NA	NA
1736	NA	NA	0.84	NA	NA	1.6	NA	NA	NA	NA	1.78	2.7	NA	NA
1737	NA	NA	1.61	NA	NA	1.88	NA	NA	NA	NA	2.75	3.17	NA	NA
1738	NA	NA	1.68	NA	NA	1.4	NA	NA	NA	NA	2.14	2.16	NA	NA
1739	NA	NA	1.67	NA	NA	1.54	NA	NA	NA	NA	2.67	2.32	NA	NA
1740	NA	NA	0.61	NA	NA	0.9	NA	NA	NA	NA	2.49	1.61	NA	NA
1741	NA	NA	1.27	NA	NA	0.97	NA	NA	NA	NA	2.17	1.89	NA	NA
1742	NA	NA	0.44	NA	NA	0.71	NA	NA	NA	NA	1.31	1.32	NA	NA
1743	NA	NA	0.4	NA	NA	0.66	NA	NA	NA	NA	1.39	1.48	NA	NA
1744	NA	NA	0.29	NA	NA	0.66	NA	NA	NA	NA	1.19	1.23	NA	NA
1745	NA	NA	0.37	NA	NA	0.66	NA	NA	NA	NA	1.57	1.42	NA	NA
1746	NA	NA	0.55	NA	NA	0.72	NA	NA	NA	NA	1.45	1.46	NA	NA
1747	NA	NA	1.13	NA	NA	0.86	NA	NA	NA	NA	1.7	1.75	NA	NA
1748	NA	NA	0.8	NA	NA	1.34	NA	NA	NA	NA	2.75	2.3	NA	NA
1749	NA	NA	0.66	NA	NA	0.95	NA	NA	NA	NA	2.56	1.73	NA	NA
1750	NA	NA	0.84	NA	NA	1.1	NA	NA	NA	NA	2.84	2.11	NA	NA
1751	NA	NA	0.58	NA	NA	1.46	NA	NA	NA	NA	2.4	1.83	NA	NA
1752	NA	NA	0.49	NA	NA	1.1	NA	NA	NA	NA	2.13	1.92	NA	NA
1753	NA	NA	0.34	NA	NA	0.92	NA	NA	NA	NA	1.37	1.25	NA	NA
1754	NA	NA	0.14	NA	NA	0.64	NA	NA	NA	NA	1.18	0.98	NA	NA
1755	NA	NA	0.2	NA	NA	0.65	NA	NA	NA	NA	1.25	1.26	NA	NA
1756	NA	NA	0.7	NA	NA	0.82	NA	NA	NA	NA	1.57	1.45	NA	0.9
1757	NA	NA	1.59	NA	NA	0.89	NA	NA	NA	NA	1.46	1.26	NA	0.44
1758	NA	NA	0.57	NA	NA	0.89	NA	NA	NA	NA	1.61	1.43	NA	0.55
1759	NA	NA	0.4	NA	NA	0.92	1.45	NA	NA	NA	1.85	1.68	NA	0.42
1760	NA	NA	0.35	NA	NA	0.75	1.27	NA	NA	NA	2.16	1.52	NA	0.39
1761	NA	NA	0.4	NA	NA	0.72	1.68	NA	NA	NA	2.07	1.66	NA	0.51
1762	NA	NA	0.78	NA	NA	0.89	1.4	NA	NA	NA	1.62	1.49	NA	0.39
1763	NA	NA	1.13	NA	NA	1.07	1.82	NA	NA	NA	2.23	1.58	NA	0.48
1764	NA	NA	1.32	NA	NA	1.22	1.75	NA	NA	NA	1.82	1.71	NA	0.61
1765	NA	NA	1.33	NA	NA	1.34	1.78	NA	NA	NA	1.97	1.98	NA	0.76
1766	NA	NA	0.92	NA	NA	1.16	2.01	NA	NA	NA	1.87	1.44	NA	0.95
1767	NA	NA	0.74	NA	NA	1.26	1.83	NA	NA	NA	1.9	1.69	NA	0.75
1768	NA	NA	0.88	NA	NA	1.18	1.72	NA	NA	NA	1.87	1.6	NA	0.6
1769	NA	NA	0.91	NA	NA	1.15	1.44	NA	NA	NA	1.71	1.57	NA	0.5
1770	NA	NA	1	NA	NA	1.47	1.62	NA	NA	NA	1.54	1.56	NA	0.74
1771	NA	NA	1.52	1.72	NA	1.35	2.14	NA	NA	NA	1.87	1.37	NA	1.2
1772	NA	NA	1.17	1.23	NA	1.06	1.68	NA	NA	NA	1.49	1.11	NA	0.92
1773	NA	NA	0.9	0.58	NA	1.15	1.87	NA	NA	NA	1.72	1.5	NA	0.41
1774	NA	NA	1.13	0.68	NA	1.16	1.34	NA	NA	NA	1.47	1.36	NA	0.77
