# Kaiser - Pony Point Kodiak Island - PCSI - ITRDB AK12
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3660
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3660.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak12-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak12-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak12.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak12.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kaiser - Pony Point Kodiak Island - PCSI - ITRDB AK12
#--------------------
# Investigators
#   Investigators: Kaiser, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pony Point  Kodiak Island
#   Location: Alaska
#   Northernmost_Latitude: 57.62
#   Southernmost_Latitude: 57.62
#   Easternmost_Longitude: -152.28
#   Westernmost_Longitude: -152.28
#   Elevation_m: 20
#--------------------
# Data_Collection
#   Collection_Name: AK12
#   First_Year: 1731
#   Last_Year: 1986
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea sitchensis (Bong.) Carrière
#   Common_Name: Sitka spruce
#   Tree_Species_Code: PCSI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PONY0010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0030_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0030; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0040_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0040; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0050_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0050; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0070_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0070; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0090_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0090; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0160_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0160; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONY0170_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONY0170; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PONYCH00_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PONYCH00; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PONY0010_raw	PONY0020_raw	PONY0030_raw	PONY0040_raw	PONY0050_raw	PONY0070_raw	PONY0080_raw	PONY0090_raw	PONY0100_raw	PONY0110_raw	PONY0120_raw	PONY0130_raw	PONY0140_raw	PONY0150_raw	PONY0160_raw	PONY0170_raw	PONYCH00_raw
1731	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17
1732	NA	NA	NA	NA	1.85	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	1.76
1733	NA	NA	NA	NA	2.88	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	2.73
1734	NA	NA	NA	NA	2.98	NA	NA	NA	2.44	NA	NA	NA	NA	NA	NA	NA	2.91
1735	NA	NA	NA	NA	2.73	2.06	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	2.38
1736	NA	NA	NA	NA	2.92	3	NA	NA	1.66	NA	NA	NA	NA	NA	NA	NA	2.59
1737	NA	NA	NA	NA	2.76	4.5	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	3.09
1738	NA	NA	2.81	NA	2.71	3.02	NA	NA	2.7	NA	NA	NA	NA	NA	NA	NA	2.77
1739	NA	NA	2.75	NA	3.61	3.09	NA	NA	3.13	NA	NA	3.73	NA	NA	NA	NA	3.1
1740	NA	NA	2.5	NA	3.59	1.87	NA	NA	1.35	NA	NA	1.19	NA	NA	NA	NA	2.1
1741	NA	NA	2.23	NA	2.62	1.49	NA	NA	1.16	NA	NA	1.41	NA	NA	NA	NA	1.78
1742	NA	NA	2.24	NA	2.98	1.46	NA	NA	0.98	NA	NA	1.49	NA	NA	0.98	NA	1.74
1743	NA	NA	2.29	NA	2.59	1.61	NA	NA	1.45	NA	NA	1.46	NA	NA	0.97	NA	1.73
1744	NA	NA	2.19	NA	2.3	1.55	NA	NA	1.48	NA	NA	1.3	NA	NA	0.99	NA	1.65
1745	NA	NA	1.8	NA	2.21	1.43	NA	NA	1.15	NA	NA	0.46	NA	NA	1.1	NA	1.26
1746	NA	NA	1.31	NA	1.49	1.24	NA	NA	1.35	NA	NA	0.85	NA	NA	1.5	NA	1.19
1747	NA	NA	2.08	NA	2.53	1.66	NA	NA	2.38	NA	NA	1.4	NA	NA	1.73	NA	1.82
1748	NA	NA	1.76	NA	2.02	2.01	NA	NA	2.51	NA	NA	2.04	NA	NA	2.01	NA	1.96
1749	NA	NA	2.1	NA	1.99	2.54	NA	NA	2.67	NA	NA	2.05	NA	NA	1.77	NA	2.1
1750	2.48	NA	2.05	NA	1.88	2.5	NA	NA	2.56	NA	2.2	3.08	NA	NA	2.05	NA	2.28
1751	2.66	NA	1.96	NA	2.05	2.12	NA	NA	2.25	NA	0.98	3.81	NA	NA	2.27	NA	2.17
1752	1.67	NA	1.48	NA	1.46	1.62	NA	NA	1.28	NA	0.35	2.45	NA	NA	2.08	NA	1.48
1753	1.7	NA	0.88	NA	1.02	1.71	NA	0.56	0.86	NA	0.62	1.6	NA	NA	1.65	NA	1.14
1754	2.53	NA	0.98	NA	1	1.79	NA	1.14	1.23	NA	0.59	2.11	NA	NA	2.22	NA	1.42
1755	1.93	NA	0.87	NA	0.91	1.62	NA	0.85	1.2	1.11	0.58	1.97	NA	NA	1.67	NA	1.21
1756	2.23	NA	0.88	NA	0.83	1.67	NA	0.54	1.23	1.71	0.77	2.1	NA	NA	1.96	NA	1.36
1757	2.33	NA	1.46	NA	1.42	1.65	NA	0.82	1.65	1.8	0.85	2.63	NA	NA	1.99	NA	1.62
1758	2.6	NA	1.51	NA	1.38	1.51	NA	0.88	1.54	2.12	0.79	2.72	NA	NA	1.78	NA	1.65
1759	2.47	NA	1.1	NA	1.34	1.1	NA	0.9	1.34	1.95	1.28	2.55	NA	NA	1.47	NA	1.52
1760	3.44	NA	1.67	NA	1.74	1.21	NA	1.19	2.02	2.5	1.71	3.16	NA	NA	1.91	NA	1.98
1761	2.74	NA	1.78	NA	1.61	1.24	NA	0.99	1.82	2.17	1.93	3.04	NA	NA	1.57	NA	1.86
1762	2.87	NA	2.18	NA	1.82	1.35	NA	0.84	2.17	2.31	1.55	3.65	NA	NA	1.61	NA	1.99
1763	3.73	NA	2.15	NA	1.73	1.24	NA	1.06	2.57	2.36	2.07	4.15	NA	NA	2.1	NA	2.24
1764	2.95	NA	2.02	NA	1.69	1.48	NA	1.18	2.25	1.89	1.74	3.23	NA	NA	2.06	NA	1.97
1765	3.46	NA	1.58	NA	1.69	1.47	NA	1.58	2.58	2.1	2.2	3.05	NA	NA	1.92	NA	2.04
1766	3.08	NA	1.51	NA	1.27	1.49	NA	1.34	2.1	2.39	1.53	2.53	NA	NA	1.54	NA	1.8
1767	3.26	NA	1.57	NA	1.09	1.58	NA	1.2	2.06	2.38	1.74	2.94	NA	NA	1.55	NA	1.87
1768	2.06	NA	0.96	NA	0.47	1.06	NA	0.87	1.07	1.31	1.06	1.85	NA	NA	0.93	NA	1.12
1769	2.48	1.02	1.11	NA	0.61	1.45	NA	1.22	1.25	1.83	1.34	1.7	NA	NA	1.25	NA	1.33
1770	2.44	1.41	0.95	NA	0.59	1.22	NA	1.04	1.56	1.46	0.72	1.8	NA	NA	1.37	NA	1.27
1771	2.59	0.88	1.06	NA	0.81	1.27	NA	1.13	2.08	1.84	1.03	1.8	NA	NA	1.44	NA	1.4
1772	2.77	1.05	1.23	NA	0.8	1.01	NA	0.7	1.6	1.75	2.4	1.91	NA	NA	1.29	NA	1.44
1773	2.83	1.44	1.43	NA	0.63	0.86	NA	0.55	1.23	1.22	1.67	1.67	NA	NA	1.38	NA	1.26
1774	3.42	1.53	1.45	NA	0.66	1.12	NA	0.8	1.46	1.35	1.84	1.65	NA	NA	1.6	NA	1.43
1775	2.96	0.95	1.3	NA	0.94	1.21	NA	1.62	1.84	1.6	2.19	1.68	NA	NA	1.99	NA	1.56
1776	2.85	1.12	1.44	NA	1.01	1.45	NA	1.41	2.01	1.94	2.56	1.96	NA	NA	1.62	NA	1.71
1777	3.37	1.3	1.78	NA	1.2	1.74	NA	1.3	2.39	2.43	2.87	2.75	NA	NA	1.59	NA	1.98
1778	2.43	1.06	1.43	NA	0.98	1.33	NA	1.06	1.34	1.51	2.41	2.06	NA	NA	1.65	NA	1.51
1779	2.33	1.18	1.45	NA	0.92	1.16	NA	1.49	1.67	1.87	2.12	2.15	NA	NA	1.34	NA	1.54
1780	2.33	1.52	1.37	NA	1.12	1.14	NA	1.29	1.74	2.06	2.4	2.47	NA	NA	1.23	NA	1.63
1781	1.39	0.73	0.73	NA	0.71	0.69	NA	0.86	0.89	1.11	1.64	1.35	NA	NA	0.81	NA	0.94
1782	2.04	0.87	0.83	NA	1.04	0.8	NA	1.4	1.34	1.64	2.55	2.18	NA	NA	1.18	NA	1.39
