# Krusic - Mohonk Lake Talus Slope Update - TSCA - ITRDB NY027
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13966
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13966.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny027-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny027-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny027.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny027.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-27
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-27
#--------------------
# Title
#   Study_Name: Krusic - Mohonk Lake Talus Slope Update - TSCA - ITRDB NY027
#--------------------
# Investigators
#   Investigators: Krusic, P.J.; Cook, E.R.(https://orcid.org/0000-0001-7478-4176)
#--------------------
# Description_Notes_and_Keywords
#   Description: Mohonk Preserve hemlock talus slope - Tsuga canadensis - growing near New Paltz, NY.#  It is a 2002 update made by Paul Krusic and Ed Cook of the original #  NY006 collection in the ITRDB:# https://www.ncei.noaa.gov/access/paleo-search/study/3001; NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
#   Authors: 
#   Journal_Name: Dendrochronologia
#   Published_Title: The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species
#   Published_Date_or_Year: 2004
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI:
#   Full_Citation: Pederson, N., E.R. Cook, G.C. Jacoby, D.M. Peteet, and K.L. Griffin. 2004. The influence of winter temperatures on the annual radial growth of six northern-range-margin tree species. Dendrochronologia 22: 7-29
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mohonk Lake Talus Slope
#   Location: New York
#   Northernmost_Latitude: 41.77
#   Southernmost_Latitude: 41.77
#   Easternmost_Longitude: -74.18
#   Westernmost_Longitude: -74.18
#   Elevation_m: 200
#--------------------
# Data_Collection
#   Collection_Name: NY027
#   First_Year: 1690
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Tsuga canadensis (L.) Carr.
#   Common_Name: eastern hemlock
#   Tree_Species_Code: TSCA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HDU07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU07C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU07C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HDU12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HDU12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HDU07B_raw	HDU07C_raw	HDU01B_raw	HDU06B_raw	HDU06A_raw	HDU04B_raw	HDU01A_raw	HDU11A_raw	HDU11B_raw	HDU02A_raw	HDU05A_raw	HDU03A_raw	HDU05B_raw	HDU12A_raw	HDU12B_raw
1690	NA	0.224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	NA	0.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	NA	0.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	0.337	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	0.206	0.204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	0.283	0.265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	0.274	0.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	0.278	0.301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	0.243	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	0.248	0.274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	0.27	0.278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	0.335	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1702	0.389	0.384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1703	0.427	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1704	0.39	0.479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	0.304	0.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1706	0.268	0.353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1707	0.242	0.287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1708	0.298	0.318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1709	0.237	0.295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1710	0.217	0.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1711	0.28	0.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1712	0.387	0.419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1713	0.521	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1714	0.469	0.663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1715	0.527	0.681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1716	0.495	0.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1717	0.432	0.641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1718	0.457	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	0.367	0.697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1720	0.504	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	0.422	0.779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1722	0.425	0.691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1723	0.414	0.503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	0.493	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	0.532	0.496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	0.784	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	0.812	0.579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	0.87	0.474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	0.939	0.478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	0.942	0.567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	0.871	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	0.744	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	0.68	0.538	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	0.747	0.603	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	0.789	0.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	0.733	0.625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	0.629	0.527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1738	0.564	0.507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1739	0.664	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1740	0.752	0.73	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA
1741	0.78	0.688	NA	NA	NA	NA	NA	NA	NA	0.891	NA	NA	NA	NA	NA
1742	1.002	0.783	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA
1743	0.946	0.876	NA	NA	NA	NA	NA	NA	NA	0.709	NA	NA	NA	NA	NA
1744	0.866	0.85	NA	NA	NA	NA	NA	NA	NA	0.678	NA	NA	NA	NA	NA
1745	0.714	0.789	NA	NA	NA	NA	NA	NA	NA	0.781	NA	NA	NA	NA	NA
1746	0.578	0.97	NA	NA	NA	NA	NA	NA	NA	0.681	NA	NA	NA	NA	NA
1747	0.684	0.892	NA	NA	NA	NA	NA	NA	NA	0.874	NA	NA	NA	NA	NA
1748	0.554	0.717	NA	NA	NA	NA	NA	NA	NA	0.437	NA	NA	NA	NA	NA
1749	0.494	0.541	NA	NA	NA	NA	NA	NA	NA	0.278	NA	NA	NA	NA	NA
1750	0.619	0.639	NA	NA	NA	NA	NA	NA	NA	0.521	NA	NA	NA	NA	NA
1751	0.654	0.571	NA	NA	NA	NA	NA	NA	NA	0.466	NA	NA	NA	NA	NA
1752	0.755	0.648	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA
1753	0.728	0.732	NA	NA	NA	NA	NA	NA	NA	0.575	NA	NA	NA	NA	NA
1754	0.729	0.782	NA	NA	NA	NA	NA	NA	NA	0.732	NA	NA	NA	NA	NA
1755	0.729	0.704	NA	NA	NA	NA	NA	NA	NA	0.447	NA	NA	NA	NA	NA
1756	0.717	0.645	NA	NA	NA	NA	NA	NA	NA	0.755	NA	NA	NA	NA	NA
1757	0.875	0.824	NA	NA	NA	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA
1758	0.443	0.388	NA	NA	NA	NA	NA	NA	NA	0.529	NA	NA	NA	NA	NA
1759	0.721	0.614	NA	NA	NA	NA	NA	NA	NA	0.778	NA	NA	NA	NA	NA
1760	0.659	0.544	NA	NA	NA	NA	NA	NA	1.009	0.813	NA	NA	NA	NA	NA
1761	0.748	0.587	NA	NA	NA	NA	NA	NA	0.982	0.802	NA	NA	NA	NA	NA
1762	0.567	0.513	NA	NA	NA	NA	NA	NA	0.674	0.604	NA	NA	NA	NA	NA
1763	0.64	0.591	NA	NA	NA	NA	NA	NA	0.602	0.74	NA	NA	NA	NA	NA
1764	0.528	0.481	NA	NA	NA	NA	NA	NA	0.467	0.474	NA	NA	0.381	NA	NA
1765	0.458	0.332	NA	NA	NA	NA	NA	NA	0.473	0.502	0.363	NA	0.312	NA	NA
1766	0.443	0.46	NA	NA	NA	NA	NA	NA	0.46	0.474	0.268	NA	0.233	NA	NA
1767	0.352	0.363	NA	NA	NA	NA	NA	NA	0.398	0.371	0.156	NA	0.207	NA	NA
1768	0.516	0.399	NA	NA	NA	NA	NA	NA	0.695	0.464	0.137	NA	0.218	NA	NA
1769	0.534	0.402	NA	NA	NA	NA	NA	NA	0.623	0.433	0.183	NA	0.321	NA	NA
1770	0.506	0.391	NA	NA	NA	NA	NA	NA	0.499	0.329	0.16	NA	0.483	NA	NA
1771	0.393	0.314	NA	NA	NA	NA	NA	NA	0.541	0.374	0.151	NA	0.383	NA	NA
