# Larson - Platte Mound Trail - QUMA - ITRDB WI044
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33945
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33945.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi044-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wi044-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wi044.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wi044.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-07-03
#--------------------
# File_Last_Modified_Date
#   Date: 2021-07-03
#--------------------
# Title
#   Study_Name: Larson - Platte Mound Trail - QUMA - ITRDB WI044
#--------------------
# Investigators
#   Investigators: Larson, E.R.(https://orcid.org/0000-0001-6628-1659); Allen, S.A.; Underwood, C.A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Oak ring width data from the Driftless Area of southwest Wisconsin and northeast Iowa, USA, sampled from living oak trees, remnants, and archeological beams. NOAA Template Raw Measurements file added 2021-10-19.
#--------------------
# Publication
#   Authors: Larson, Evan R., Sara A. Allen, Chris A. Underwood
#   Journal_Name: Progress in Physical Geography
#   Published_Title: The Driftless Oaks: A new network of tree-ring chronologies to improve regional perspectives of drought in the Upper Midwest, USA
#   Published_Date_or_Year: 2021
#   Volume: 45
#   Pages: 375-406
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1177/0309133320960670
#   Full_Citation: None
#   Abstract: New and updated multi-century tree-ring chronologies from living oak trees, remnants, and archeological beams from across the Driftless Area of southwest Wisconsin and northeast Iowa, USA, were developed to fill a spatial gap in the network of available tree-ring chronologies. We produced a robust 303-year summer drought reconstruction (June-August Palmer's Modified Drought Index (PMDI): r2 = 0.45) that identified clusters of extreme droughts and pluvials (PMDI <= -4.0 or >= 4.0) in the early 1700s and more even distributions of drought conditions, with the exception of the post 1930s period when drought became relatively infrequent. Compared to the Living Blended Drought Atlas (LBDA) and the North American Drought Atlas (NADA), our reconstruction more accurately represented moderate moisture conditions across the Driftless Area, the NADA and LBDA more closely represented extreme pluvials, and our reconstruction and the LBDA better represented extreme drought years. The three reconstructions largely captured the same high-frequency variability in drought conditions and differed most at low frequencies. Significant correlations were identified between our reconstruction and corn (r = 0.30, n = 91, p = 0.002) and soybean (r = 0.25, n  = 81, p = 0.012) yields, with the strength of the correlations increasing over recent decades suggesting a tighter coupling of interannual climate variability and crop productivity in the region. Superposed epoch analyses indicated significantly wetter conditions in the Driftless Area two years after major volcanic eruptions. In the context of long-term climatic variability, the Driftless Oaks drought reconstruction demonstrated that drought and pluvial conditions more extreme than those experienced during the instrumental record have occurred in the past.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Platte Mound Trail
#   Location: Wisconsin
#   Northernmost_Latitude: 42.765
#   Southernmost_Latitude: 42.765
#   Easternmost_Longitude: -90.406
#   Westernmost_Longitude: -90.406
#   Elevation_m: 431
#--------------------
# Data_Collection
#   Collection_Name: WI044
#   First_Year: 1857
#   Last_Year: 2012
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PMT004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT007A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT007A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT007B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT007B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT009A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT009A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT009B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT009B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT010A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT010A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PMT010B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PMT010B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PMT004A_raw	PMT004B_raw	PMT007A_raw	PMT007B_raw	PMT009A_raw	PMT009B_raw	PMT010A_raw	PMT010B_raw
1857	NA	NA	NA	NA	0.657	NA	NA	2.281
1858	NA	NA	NA	NA	1.564	NA	NA	1.679
1859	NA	NA	NA	NA	0.99	NA	NA	1.861
1860	NA	NA	NA	NA	0.612	NA	NA	1.695
1861	NA	NA	NA	NA	0.708	NA	NA	0.751
1862	NA	NA	NA	NA	1.202	NA	NA	0.974
1863	NA	NA	NA	NA	0.545	NA	NA	1.704
1864	NA	NA	NA	NA	0.965	NA	NA	0.87
1865	NA	NA	NA	NA	1.047	NA	NA	1.544
1866	NA	NA	NA	NA	0.976	NA	NA	1.22
1867	NA	NA	NA	NA	1.475	NA	NA	1.185
1868	NA	NA	NA	1.015	1.502	NA	NA	2.228
1869	NA	NA	NA	0.452	0.487	NA	NA	1.552
1870	NA	NA	NA	0.374	1.227	NA	NA	2.939
1871	NA	NA	NA	0.431	1.164	NA	NA	2.398
1872	NA	NA	NA	0.303	0.888	NA	NA	2.005
1873	1.582	NA	NA	0.266	0.887	NA	NA	1.313
1874	1.773	NA	NA	0.452	1.336	NA	NA	1.838
1875	0.798	NA	NA	0.37	0.826	NA	NA	1.226
1876	2.597	NA	NA	1.983	1.46	NA	NA	2.138
1877	1.039	0.875	NA	0.512	0.402	NA	NA	0.74
1878	0.937	0.755	NA	0.667	0.994	NA	NA	1.226
1879	0.985	0.787	NA	0.564	1.226	NA	NA	1.418
1880	0.847	0.858	NA	0.622	1.636	NA	NA	1.566
1881	0.65	0.64	NA	0.314	0.717	NA	NA	1.121
1882	0.865	0.853	NA	0.842	0.974	NA	NA	1.888
1883	0.636	0.53	NA	0.455	0.591	NA	NA	0.874
1884	0.923	0.928	NA	0.449	1.491	NA	NA	2.434
1885	2.238	1.71	NA	0.859	1.192	NA	NA	2.781
1886	0.707	0.613	NA	0.666	0.604	NA	NA	1.127
1887	0.939	1.207	NA	0.793	0.979	NA	NA	1.675
1888	1.74	1.782	NA	1.349	1.854	NA	NA	2.211
1889	0.78	0.99	NA	0.652	0.941	NA	NA	1.65
1890	0.84	0.811	NA	0.453	0.594	NA	NA	1.622
1891	0.532	0.761	NA	0.506	0.583	NA	NA	1.221
1892	0.602	0.528	NA	0.512	0.915	NA	NA	1.232
1893	0.529	0.609	0.349	0.488	0.809	NA	NA	1.259
1894	0.815	0.822	0.514	0.895	1.332	NA	NA	1.603
1895	0.717	0.708	0.545	0.576	0.605	NA	NA	1.062
1896	1.146	1.08	1.153	1.188	1.001	NA	NA	1.514
1897	0.964	0.873	0.528	0.572	0.666	NA	NA	1.489
1898	0.825	0.932	0.486	0.627	1.233	NA	NA	1.669
1899	0.67	0.718	0.616	0.826	1.138	NA	NA	1.158
1900	0.878	0.922	0.929	0.756	1.139	NA	NA	1.093
1901	0.751	0.968	0.914	0.936	0.438	NA	NA	0.947
1902	0.777	0.828	0.908	0.88	0.461	NA	NA	0.938
1903	0.77	0.922	1.241	1.642	1.253	NA	NA	2.019
1904	1.098	1.301	2.024	1.701	1.489	NA	NA	2.114
1905	0.733	0.825	1.039	1.118	0.863	NA	NA	1.293
1906	1.31	1.736	2.443	2.053	1.651	NA	NA	2.348
1907	1.346	1.599	2.323	2.057	1.987	NA	NA	2.423
1908	1.168	1.066	1.258	1.199	1.015	NA	NA	1.343
1909	1.514	1.514	2.313	1.672	1.327	NA	1.187	1.59
1910	1.088	0.918	0.787	0.789	1.418	1.07	1.285	1.565
1911	0.964	0.695	1.062	0.663	0.846	0.86	1.088	1.22
1912	1.849	1.776	3.18	1.526	2.455	2.261	1.612	1.725
1913	1.366	1.366	1.629	1.029	1.756	2.201	1.119	1.515
1914	0.926	0.873	1.597	0.698	1.058	0.926	1.312	1.512
1915	2.013	1.577	2.289	1.094	1.968	2.406	2.284	2.306
1916	1.664	1.477	1.827	0.992	1.499	2.881	2.448	1.835
1917	0.839	0.712	0.873	0.499	0.741	0.71	0.64	1.087
1918	1.036	0.881	1.221	0.825	0.908	0.855	1.177	0.872
1919	1.675	1.427	1.674	1.396	1.628	1.406	1.718	1.661
1920	0.871	0.748	0.971	1.134	1.355	1.445	1.769	1.38
1921	1.183	1.194	1.787	1.297	2.56	3.061	2.724	2.281
1922	1.651	1.627	1.669	1.49	2.627	2.625	3.541	2.667
1923	1.143	0.755	0.786	0.735	0.971	1.486	1.521	1.575
1924	1.349	0.974	1.301	1.047	1.428	1.633	1.759	1.298
1925	1.077	0.952	1.523	1.024	1.478	1.82	1.76	1.226
1926	0.756	0.508	0.862	0.624	0.782	0.866	0.838	0.843
1927	1.095	0.864	1.113	0.92	1.194	1.023	1.371	0.94
1928	1.034	0.719	1.337	0.936	1.435	1.983	1.837	1.218
1929	0.74	0.505	0.799	0.652	0.909	1.289	1.103	0.959
1930	1.078	0.656	1.239	0.978	1.353	1.146	1.099	0.838
1931	0.674	0.36	0.738	0.661	1.178	0.941	0.964	0.589
1932	0.757	0.443	0.697	0.598	0.76	0.997	0.872	0.632
1933	0.993	0.694	1.202	0.87	1.328	1.216	1.149	0.943
1934	0.736	0.566	0.591	0.587	1.185	0.979	1.009	0.863
1935	0.773	0.591	0.825	0.775	0.951	0.911	1.055	0.694
1936	0.541	0.591	0.846	0.519	1.058	0.836	1.135	0.628
1937	0.673	0.57	0.931	0.564	0.973	0.88	0.955	0.677
1938	0.42	0.4	0.741	0.458	0.74	0.689	0.674	0.459
1939	2.05	0.463	0.656	0.583	1.29	1.228	0.933	0.611
1940	0.254	0.355	0.465	0.482	1.012	0.864	0.564	0.632
1941	0.19	0.312	0.529	0.417	0.973	0.651	0.636	0.715
1942	0.316	0.393	0.718	0.355	1.584	1.027	1.569	0.793
1943	0.233	0.335	0.423	0.293	0.888	0.851	0.678	0.686
1944	0.296	0.274	0.486	0.357	0.889	0.714	0.636	0.522
1945	0.254	0.291	0.547	0.357	1.352	1.132	1.406	0.607
1946	0.212	0.315	0.443	0.394	0.867	0.844	0.921	0.582
1947	0.212	0.252	0.567	0.392	0.991	0.74	0.766	0.6
1948	0.254	0.359	0.627	0.53	1.432	0.997	1.156	0.804
1949	0.296	0.232	0.459	0.368	1.219	1.045	0.845	0.874
1950	0.275	0.231	0.497	0.392	1.22	0.949	0.753	0.582
1951	0.275	0.312	0.811	0.742	1.749	1.428	1.213	0.945
1952	0.296	0.249	0.539	0.35	1.152	0.689	1.096	0.683
1953	0.359	0.333	0.418	0.391	0.796	0.828	0.84	0.636
