# Lloyd - Twelvemile Summit below treeline - PCGL - ITRDB AK042
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3894
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3894.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak042-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ak042-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ak042.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ak042.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2005-08-25
#--------------------
# Title
#   Study_Name: Lloyd - Twelvemile Summit below treeline - PCGL - ITRDB AK042
#--------------------
# Investigators
#   Investigators: Lloyd, A.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Twelvemile Summit below treeline
#   Location: Alaska
#   Northernmost_Latitude: 65.37
#   Southernmost_Latitude: 65.37
#   Easternmost_Longitude: -145.93
#   Westernmost_Longitude: -145.93
#   Elevation_m: 945
#--------------------
# Data_Collection
#   Collection_Name: AK042
#   First_Year: 1739
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TW0-08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-1A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-1A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-7A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-7A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-7B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-7B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TW0-9_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TW0-9; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TW0-08_raw	TW0-10_raw	TW0-11_raw	TW0-1A_raw	TW0-2_raw	TW0-3_raw	TW0-4_raw	TW0-5_raw	TW0-6_raw	TW0-7A_raw	TW0-7B_raw	TW0-9_raw
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.234
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.112
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.154
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.257
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.241
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.169
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208
1750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.232
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.214
1752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.204
1753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.224
1754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.297
1755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14
1756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092
1757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096
1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.106
1759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.172
1760	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.143
1761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178
1762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.238
1763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181
1764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.181
1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.175
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.123
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.193
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.193
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1771	0.454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17
1772	0.431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.121
1773	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202
1774	0.494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.162
1775	0.329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182
1776	0.317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.156
1777	0.395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.139
1778	0.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.229
1779	0.394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.209
1780	0.405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.199
1781	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16
1782	0.372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.469
1783	0.257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32
1784	0.481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.355
1785	0.215	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	0.086
1786	0.294	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.218	0.151
1787	0.306	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.307	0.14
1788	0.217	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.182	0.144
1789	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.087	0.166
1790	0.236	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	0.174
1791	0.362	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.181
1792	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	0.156
1793	0.299	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.188	0.167
1794	0.272	NA	NA	NA	NA	0.143	NA	NA	NA	NA	0.221	0.217
1795	0.354	NA	NA	NA	NA	0.103	NA	NA	NA	NA	0.235	0.23
1796	0.309	NA	NA	NA	NA	0.254	NA	NA	NA	NA	0.129	0.186
1797	0.262	NA	NA	NA	NA	0.145	NA	NA	0.234	NA	0.226	0.221
1798	0.203	NA	NA	NA	NA	0.077	NA	NA	0.249	NA	0.217	0.159
1799	0.196	NA	NA	NA	NA	0.076	NA	NA	0.26	NA	0.265	0.088
1800	0.196	NA	NA	NA	NA	0.083	NA	NA	0.136	NA	0.113	0.096
1801	0.276	NA	NA	NA	NA	0.18	NA	NA	0.208	NA	0.368	0.053
1802	0.201	NA	NA	NA	NA	0.108	NA	NA	0.218	NA	0.257	0.06
1803	0.242	NA	NA	NA	NA	0.161	NA	NA	0.473	NA	0.407	0.074
1804	0.167	NA	NA	NA	NA	0.064	NA	NA	0.138	NA	0.258	0.028
1805	0.175	NA	NA	NA	NA	0.141	NA	NA	0.153	NA	0.274	0.066
1806	0.237	NA	NA	NA	NA	0.096	NA	NA	0.211	NA	0.422	0.09
1807	0.171	NA	NA	NA	NA	0.126	NA	NA	0.182	NA	0.275	0.09
