# de Graauw - Whiskey Barn - QUAL - ITRDB WV030
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28246
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28246.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv030-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wv030-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wv030.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wv030.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-10-30
#--------------------
# File_Last_Modified_Date
#   Date: 2019-10-30
#--------------------
# Title
#   Study_Name: de Graauw - Whiskey Barn - QUAL - ITRDB WV030
#--------------------
# Investigators
#   Investigators: de Graauw, K.K.; Hessl, A.E.(https://orcid.org/0000-0002-2279-6260)
#--------------------
# Description_Notes_and_Keywords
#   Description: Chronology derived from log building (Whiskey Barn; WBQ). NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: Kristen K. de Graauw and Amy E. Hessl
#   Journal_Name: Journal of Biogeography
#   Published_Title: Do historic log buildings provide evidence of reforestation following depopulation of Indigenous Peoples?
#   Published_Date_or_Year: 2020
#   Volume: 47
#   Pages: 630-642
#   Issue: 
#   Report_Number: 
#   DOI: 10.1111/jbi.13769
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Whiskey Barn
#   Location: West Virginia
#   Northernmost_Latitude: 38.71
#   Southernmost_Latitude: 38.71
#   Easternmost_Longitude: -79.31
#   Westernmost_Longitude: -79.31
#   Elevation_m: 472
#--------------------
# Data_Collection
#   Collection_Name: WV030
#   First_Year: 1725
#   Last_Year: 1844
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## WBN104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBN104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBW106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBW106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBS201A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBS201A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBN103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBN103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE202A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE202A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBW203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBW203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBS106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBS106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE106A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE106A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBN105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBN105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBE203A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBE203A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## WBW204A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: WBW204A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	WBN104A_raw	WBW106A_raw	WBS201A_raw	WBN103A_raw	WBE202A_raw	WBW203A_raw	WBE104A_raw	WBS106A_raw	WBE106A_raw	WBN105A_raw	WBE203A_raw	WBW204A_raw
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.123
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.252
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.439
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.508
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.316
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.636
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.601
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.863
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.525
1737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391
1738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.088
1739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62
1740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.667
1741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.914
1742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.831
1743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.829
1744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.174
1745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.228
1746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.202
1748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.537
1749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.344
1750	NA	NA	2.111	NA	NA	NA	NA	NA	NA	NA	NA	0.451
1751	NA	NA	2.355	NA	NA	NA	NA	NA	NA	NA	NA	0.495
1752	NA	NA	1.979	NA	NA	NA	NA	NA	NA	NA	NA	1.015
1753	NA	NA	1.354	NA	NA	NA	NA	NA	NA	NA	NA	1.341
1754	NA	NA	1.245	NA	NA	NA	NA	NA	NA	NA	NA	1.108
1755	NA	NA	1.219	NA	NA	NA	NA	NA	NA	NA	NA	0.578
1756	NA	NA	1.585	NA	NA	NA	NA	NA	NA	NA	NA	1.111
1757	NA	0.467	2.079	NA	NA	NA	NA	NA	NA	NA	NA	0.454
1758	NA	0.584	1.07	NA	NA	NA	NA	3.573	NA	NA	NA	0.528
1759	NA	0.539	1.042	NA	NA	NA	NA	3.389	NA	NA	NA	0.235
1760	NA	0.698	2.826	NA	NA	NA	NA	4.376	NA	NA	NA	0.322
1761	NA	0.727	3.016	NA	NA	NA	NA	2.963	NA	NA	NA	0.477
1762	NA	0.378	2.266	NA	NA	NA	NA	1.814	NA	NA	NA	0.307
1763	NA	0.669	3.428	NA	NA	NA	NA	2.328	NA	NA	NA	0.475
1764	NA	0.564	2.023	NA	NA	NA	NA	2.099	NA	NA	NA	0.538
1765	NA	0.438	2.848	NA	NA	NA	NA	1.547	NA	NA	NA	0.556
1766	NA	0.32	2.41	NA	NA	NA	NA	2.127	NA	NA	NA	0.56
1767	NA	0.449	2.268	NA	NA	NA	NA	1.581	NA	NA	NA	0.447
1768	1.276	0.554	1.945	NA	NA	NA	NA	1.629	NA	NA	NA	0.634
1769	1.281	0.442	1.425	NA	NA	NA	NA	1.227	NA	NA	NA	0.617
1770	1.483	0.613	2.111	NA	NA	NA	NA	2.27	NA	NA	2.768	0.605
1771	1.104	0.893	2.828	NA	NA	NA	NA	2.641	1.967	NA	1.38	0.766
1772	1.614	0.758	2.265	NA	NA	NA	NA	1.682	1.945	1.773	1.324	0.492
1773	1.784	0.685	2.254	NA	NA	NA	NA	1.864	2.767	2.537	1.672	0.421
1774	1.243	0.543	2.327	2.764	1.183	NA	NA	1.628	1.934	2.021	1.871	0.494
1775	1.502	0.848	2.283	1.5	1.973	NA	NA	1.512	1.784	1.4	1.76	0.428
1776	1.811	0.685	2.269	2.109	2.563	NA	3.492	1.492	1.988	1.93	2.491	0.994
1777	1.571	0.679	2.367	1.816	2.717	NA	2.588	1.453	1.511	1.773	1.279	0.843
1778	1.113	0.464	1.966	1.743	1.698	NA	1.915	0.861	1.512	1.5	1.035	0.336
1779	1.178	0.509	1.394	1.786	2.527	NA	1.824	1.079	1.36	0.839	1.2	0.599
1780	0.887	0.704	2.76	1.906	2.304	NA	1.604	0.955	1.817	1.772	1.299	0.493
1781	1.016	0.627	1.919	2.558	1.923	NA	2.862	1.214	1.442	1.462	1.419	0.936
1782	1.004	0.623	1.148	2.228	1.318	NA	2.13	0.898	1.174	1.186	1.652	0.76
1783	0.837	0.826	1.41	2.039	1.895	NA	1.603	0.981	1.429	1.392	1.528	0.847
1784	0.823	0.757	1.442	1.665	2.415	NA	1.692	0.984	1.413	1.52	1.139	0.406
1785	0.968	0.731	1.633	1.564	1.621	NA	1.544	0.907	1.502	1.611	0.997	0.593
1786	1.112	0.743	2.027	1.491	1.575	NA	1.137	0.935	1.566	1.653	0.87	0.608
1787	1.186	0.923	1.447	1.15	1.383	NA	1.453	1.348	1.721	1.588	0.659	0.712
1788	0.678	0.813	1.604	1.577	1.057	NA	1.558	0.972	2.366	1.443	0.845	0.888
1789	0.727	0.713	1.427	1.875	1.229	NA	1.311	0.799	1.675	1.514	0.624	0.891
1790	0.576	0.675	1.593	1.434	1.212	NA	1.271	0.63	1.624	1.263	1.834	0.539
1791	0.415	0.478	0.862	1.403	1.05	NA	0.837	0.556	1.229	1.076	0.656	0.296
