# Maxwell - Meltzer Woods - ACSH - ITRDB IN037
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/34646
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-34646.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in037-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in037-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in037.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in037.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-10-06
#--------------------
# File_Last_Modified_Date
#   Date: 2021-10-06
#--------------------
# Title
#   Study_Name: Maxwell - Meltzer Woods - ACSH - ITRDB IN037
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Au, T.F.(https://orcid.org/0000-0003-0591-9342); Harley, G.L.(https://orcid.org/0000-0003-1557-8465); Matheus, T.J.; Strange, B.M.; Bregy, J.C.(https://orcid.org/0000-0002-3483-595X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Sugar Maple and White Oak comparisons 1901-2016 (analyses period). NOAA Template Raw Measurements file added 2021-12-29.
#--------------------
# Publication
#   Authors: Tsun Fung Au, Justin T. Maxwell, Kimberly A. Novick, Scott M. Robeson, Scott M. Warner, Benjamin R. Lockwood, Richard P. Phillips, Grant L. Harley, Frank W. Telewski, Matthew D. Therrell, Neil Pederson
#   Journal_Name: Ecography
#   Published_Title: Demographic shifts in eastern US forests increase the impact of late-season drought on forest growth
#   Published_Date_or_Year: 2020
#   Volume: 43
#   Pages: 1475-1486
#   Issue: 10
#   Report_Number: 
#   DOI: 10.1111/ecog.05055
#   Full_Citation: None
#   Abstract: While forest communities are changing as a result of global environmental change, the impacts of tree species shifts on ecosystem services such as carbon storage are poorly quantified. In many parts of the eastern United States (US), more xeric-adapted oak-hickory dominated stands are being replaced with mesic beech-maple assemblages. To examine the possible impacts of this ongoing change in forest composition, we investigated how two wide-ranging and co-occurring eastern US species - Acer saccharum (sugar maple) and Quercus alba (white oak) - respond to interannual climate variability. Using 781 tree cores from 418 individual trees at 18 locations, we found late-growing season drought reduced A. saccharum growth more than that of Q. alba. A gradient in the growth reduction across latitude was also found in A. saccharum, where southern populations of A. saccharum experienced greater reductions in growth during drought. Drought had a legacy effect on growth for both species, with drought occurring later in the growing season having a larger legacy effect. Consequently, as forests shift from oak to maple dominance, drought in the later part of the growing season is likely to become an increasingly important control on forest productivity. Thus, our findings suggest that co-occurring species are responding to environmental conditions during different times in the growing season and, therefore, the timing of drought conditions will play an important role in forest productivity and carbon sequestration as forest species composition changes. These findings are particularly important because the projected increases in potential evapotranspiration, combined with possible changes in the seasonality of precipitation could have a substantial impact on how tree growth responds to future climatic change.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US Department of Agriculture
#   Grant: 2017-67013-26191
#--------------------
# Site_Information
#   Site_Name: Meltzer Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.505057
#   Southernmost_Latitude: 39.505057
#   Easternmost_Longitude: -85.669107
#   Westernmost_Longitude: -85.669107
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: IN037
#   First_Year: 1917
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Acer saccharum Marsh.
#   Common_Name: sugar maple
#   Tree_Species_Code: ACSH
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWS01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWS12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWS12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWS01A_raw	MWS01B_raw	MWS02A_raw	MWS02B_raw	MWS03A_raw	MWS03B_raw	MWS04A_raw	MWS04B_raw	MWS06A_raw	MWS06B_raw	MWS07A_raw	MWS08A_raw	MWS08B_raw	MWS09A_raw	MWS09B_raw	MWS10A_raw	MWS10B_raw	MWS11A_raw	MWS11B_raw	MWS12A_raw
1917	NA	NA	0.785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	1.027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	0.961	NA	0.836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	0.256	NA	1.302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	0.097	NA	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	0.232	NA	0.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	0.558	NA	0.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	0.464	NA	2.025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	0.871	NA	0.86	NA	NA	NA	NA	NA	1.942	NA	NA	NA	NA	NA	NA	NA	NA	0.445	NA	NA
1926	0.478	NA	0.55	NA	NA	NA	NA	NA	1.026	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA
1927	0.531	NA	0.611	0.587	NA	NA	NA	NA	1.216	NA	NA	NA	NA	NA	NA	NA	NA	0.742	NA	NA
1928	0.982	NA	0.642	0.423	NA	NA	NA	NA	1.721	NA	NA	NA	NA	NA	NA	NA	NA	0.886	NA	NA
1929	0.356	NA	0.321	0.264	NA	0.623	NA	NA	1.128	NA	NA	NA	NA	NA	NA	NA	NA	0.901	NA	NA
1930	0.963	NA	1.278	1.266	NA	1.41	NA	NA	1.549	NA	NA	NA	NA	NA	NA	NA	NA	0.536	NA	NA
1931	1.207	NA	1.587	1.457	NA	0.678	NA	NA	1.704	NA	NA	NA	NA	NA	NA	NA	NA	0.853	NA	NA
1932	1.951	NA	1.407	1.389	NA	2.135	NA	NA	1.121	NA	NA	NA	NA	NA	NA	NA	NA	0.421	NA	NA
1933	1.438	NA	0.941	1.14	NA	1.838	NA	NA	1.406	NA	NA	NA	NA	NA	NA	NA	NA	0.239	NA	NA
1934	2.671	NA	1.848	1.949	NA	1.584	NA	NA	1.838	NA	NA	NA	NA	NA	NA	1.076	NA	0.898	NA	NA
1935	2.606	NA	0.475	0.72	NA	1.37	NA	NA	0.886	NA	NA	NA	NA	NA	NA	1.252	NA	0.474	NA	NA
1936	2.144	NA	2.727	3.056	NA	3.022	2.431	NA	2.383	NA	NA	NA	NA	NA	NA	1.021	NA	1.62	NA	NA
1937	1.704	NA	2.183	2.946	NA	1.139	1.217	NA	1.262	NA	NA	NA	NA	NA	NA	1.445	NA	1.735	0.337	NA
1938	1.6	NA	2.138	2.533	NA	3.959	3.368	NA	0.841	NA	NA	NA	NA	NA	NA	2.066	NA	1.657	2.709	NA
1939	1.636	NA	0.901	1.125	NA	3.727	3.638	3.665	0.518	NA	NA	NA	NA	NA	NA	1.584	NA	1.262	2.012	NA
1940	2.543	1.295	1.173	1.395	NA	2.745	2.351	2.634	1.764	NA	NA	NA	NA	NA	NA	0.79	0.663	1.541	1.222	1.518
1941	0.544	1.762	3.207	2.467	NA	1.652	1.932	1.595	2.238	NA	NA	NA	NA	NA	NA	0.566	0.843	1.176	0.502	1.529
1942	0.656	2.101	1.526	0.553	NA	2.037	1.637	2.066	0.375	NA	NA	NA	NA	NA	NA	0.909	0.957	1.314	0.402	2.242
1943	0.675	1.689	0.831	1.156	NA	3.222	2.584	2.973	0.484	NA	NA	NA	NA	0.217	NA	0.981	0.305	0.755	2.05	1.844
1944	1.273	1.214	0.52	1.843	NA	2.539	2.018	2.193	1.664	NA	NA	NA	NA	1.477	NA	0.244	1.292	2.009	1.189	0.903
1945	2.862	2.31	1.16	1.041	NA	1.865	1.655	1.533	1.832	NA	NA	NA	NA	0.774	NA	0.972	0.922	0.747	0.827	2.546
1946	1.824	1.439	1.789	1.787	NA	2.503	1.997	1.69	1.517	NA	NA	NA	NA	1.033	NA	0.937	1.374	1.407	1.479	1.944
1947	1.77	1.815	1.396	1.867	NA	1.981	2.557	1.964	2.155	NA	NA	NA	NA	0.956	NA	1.098	1.115	1.282	0.73	1.778
1948	2.159	2.131	0.925	1.194	NA	1.83	2.43	2.29	3.463	NA	NA	NA	NA	0.956	NA	0.739	1.396	1.615	1.094	1.776
1949	2.548	2.442	0.849	1.035	NA	1.478	1.861	2.041	2.113	3.642	NA	NA	NA	1.601	NA	1.216	2.402	1.148	1.109	1.729
1950	2.739	2.616	1.444	1.55	NA	1.152	1.891	2.084	1.325	1.916	NA	NA	NA	1.231	NA	1.335	1.136	0.724	1.035	2.131
1951	2.208	2.126	0.789	1.013	NA	1.262	2.137	2.044	1.463	1.25	NA	NA	NA	0.668	NA	0.85	1.507	0.388	0.491	1.062
1952	1.586	1.428	0.565	0.757	NA	0.75	1.717	1.721	1.085	1.396	NA	NA	NA	2.012	NA	0.652	0.787	2.474	1.322	1.737
1953	1.709	1.521	1.021	1.078	NA	0.572	1.202	1.302	1.191	1.82	NA	NA	NA	1.265	NA	0.709	0.446	1.172	1.147	4.627
1954	0.721	0.609	0.755	0.891	NA	0.423	1.357	1.627	0.25	1.45	1.793	NA	NA	2.115	2.753	0.636	1.02	2.969	2.176	2.523
1955	2.306	1.635	1.667	1.874	NA	1.26	1.181	1.167	2.583	0.326	2.442	NA	NA	2.106	2.352	1.342	1.818	2.58	2.579	5.084
1956	1.962	1.573	1.013	1.212	2.578	1.937	2.32	2.313	2.353	4.721	2.724	NA	NA	1.602	1.633	0.867	0.812	1.66	3.43	3.735
1957	2.047	1.623	1.555	1.673	2.262	1.799	2.348	1.939	1.693	2.935	3.05	NA	NA	1.495	1.049	0.907	1.65	2.927	3.865	4.971
1958	1.408	1.289	0.811	1.297	2.082	1.748	2.509	2.08	1.301	2.357	2.801	NA	NA	0.754	0.255	1.06	1.475	1.707	2.051	3.69
1959	0.447	0.37	0.609	0.888	1.953	1.499	1.949	1.863	1.096	1.367	3.044	0.666	NA	0.237	2.476	0.608	1.124	0.918	0.366	2.001
1960	1.786	1.898	0.961	0.991	1.438	1.184	1.726	1.297	2.207	2.823	3.406	3.255	NA	2.122	2.453	0.711	1.87	4.046	3.928	3.619
1961	0.677	0.677	0.635	0.475	2.214	2.279	3.008	2.553	1.589	2.183	2.97	2.555	3.562	2.207	0.816	1.012	1.574	2.648	3.052	2.714
1962	1.676	1.584	0.965	1.039	2.042	1.668	2.32	1.857	2.378	2.09	3.524	3.328	2.918	1.875	1.097	0.695	1.727	2.942	2.566	2.796
1963	1.493	2.366	0.526	0.903	1.709	0.748	2.6	1.853	2.914	2.624	3.522	2.973	1.455	2.65	3.282	0.524	0.96	2.915	2.724	2.304
1964	1.602	1.802	0.4	0.537	1.226	0.644	2.059	1.753	3.11	2.261	2.558	2.838	0.883	2.446	2.638	0.544	0.648	1.717	2.067	2.025
1965	3.596	2.824	0.949	1.519	1.012	1.135	1.77	1.323	4.029	2.816	3.473	3.039	1.595	2.501	3.059	1.536	1.787	3.103	3.111	1.973
1966	2.38	2.92	0.756	1.216	1.436	1.479	2.231	1.884	3.475	2.574	3.42	2.961	2.708	2.081	2.61	0.783	0.828	2.014	2.038	1.777
1967	4.052	3.493	0.521	1.124	1.019	1.373	1.916	1.477	2.456	1.333	3.419	2.747	2.216	1.664	2.77	1.139	1.336	2.162	1.978	1.911
1968	4.937	4.711	0.918	1.467	0.834	0.974	1.468	1.347	3.091	2.169	3.523	4.04	2.707	2.912	2.709	1.53	2.464	2.208	1.992	2.015
1969	3.766	3.914	0.362	0.74	0.813	1.292	1.641	1.745	3.744	2.415	3.593	2.852	2.19	2.069	2.343	1.467	1.783	2.474	2.32	1.69
1970	0.56	0.508	0.673	1.299	0.854	0.802	1.304	1.271	0.37	0.319	0.449	0.66	0.592	0.648	0.82	0.809	0.431	1.276	1.522	0
1971	3.457	2.204	0.513	0.885	1.436	1.68	1.778	1.918	1.251	1.419	2.9	3.144	3.028	2.326	2.606	2.124	3.691	2.275	2.378	2.044
1972	3.066	1.713	1.152	2.405	1.157	1.172	1.233	1.092	1.851	1.799	2.964	2.577	2.616	2.872	2.686	2.87	2.261	2.368	2.178	1.608
1973	1.281	1.71	2.34	3.301	2.886	2.394	1.223	0.934	2.729	2.177	3.405	2.616	3.197	2.657	2.367	2.605	3.294	2.344	2.15	1.908
1974	1.661	2.651	2.443	3.673	4.527	4.527	1.439	1.133	2.912	1.734	5.286	2.315	2.883	2.62	2.477	2.355	3.462	2.822	2.174	1.444
