# Baker - Bent Creek Experimental Forest - QUAL - ITRDB NC021
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13817
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13817.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc021-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; nc021-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/nc021.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/nc021.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2012-05-22
#--------------------
# Title
#   Study_Name: Baker - Bent Creek Experimental Forest - QUAL - ITRDB NC021
#--------------------
# Investigators
#   Investigators: Baker, P.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Some raw data here have values of -8888 for years where the rings 
# # were distorted or otherwise not useful for dendroclimatology. 
# # The latest version of ARSTAN reads these as dummy variables 
# # and can in-fill these gaps. 
# # 
# # These data were combined with QUMO data from Bent Creek to create 
# # the Bent Creek Q. leucobalanus chronology used in the final reconstruction. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, T.A. Knight, C. Leland, N. Malcomb, K.J. Anchukaitis, K. Tackett, J. Scheff, A. Brice, B. Catron, W. Blozan, and J. Riddle
#   Journal_Name: Environmental Research Letters
#   Published_Title: A long-term perspective on a modern drought in the American Southeast
#   Published_Date_or_Year: 2012
#   Volume: 7
#   Pages: 
#   Issue: 1
#   Report_Number: 014034
#   DOI: 10.1088/1748-9326/7/1/014034
#   Full_Citation: None
#   Abstract: The depth of the 2006-9 drought in the humid, southeastern US left several metropolitan areas with only a 60-120 day water supply. To put the region's recent drought variability in a long-term perspective, a dense and diverse tree-ring network-including the first records throughout the Apalachicola-Chattahoochee-Flint river basin - is used to reconstruct drought from 1665 to 2010 CE. The network accounts for up to 58.1% of the annual variance in warm-season drought during the 20th century and captures wet eras during the middle to late 20th century. The reconstruction shows that the recent droughts are not unprecedented over the last 346 years. Indeed, droughts of extended duration occurred more frequently between 1696 and 1820. Our results indicate that the era in which local and state water supply decisions were developed and the period of instrumental data upon which it is based are amongst the wettest since at least 1665. Given continued growth and subsequent industrial, agricultural and metropolitan demand throughout the southeast, insights from paleohydroclimate records suggest that the threat of water-related conflict in the region has potential to grow more intense in the decades to come.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bent Creek Experimental Forest
#   Location: North Carolina
#   Northernmost_Latitude: 35.5
#   Southernmost_Latitude: 35.5
#   Easternmost_Longitude: -82.625
#   Westernmost_Longitude: -82.625
#   Elevation_m: 790
#--------------------
# Data_Collection
#   Collection_Name: NC021
#   First_Year: 1733
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus alba L.
#   Common_Name: white oak
#   Tree_Species_Code: QUAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## HT106a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT106a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT123a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT123a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT131a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT131a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT221a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT221a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT221b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT221b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT222a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT222a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## HT224a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: HT224a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP101a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP101a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP106a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP106a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP106b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP106b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP116a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP116a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP126a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP126a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP144a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP144a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP152a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP152a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP152b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP152b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RP153a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RP153a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	HT106a_raw	HT109a_raw	HT123a_raw	HT131a_raw	HT221a_raw	HT221b_raw	HT222a_raw	HT224a_raw	RP101a_raw	RP106a_raw	RP106b_raw	RP116a_raw	RP126a_raw	RP144a_raw	RP152a_raw	RP152b_raw	RP153a_raw
1733	NA	NA	NA	NA	NA	NA	NA	2.363	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	2.202	NA	NA	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	2.584	NA	NA	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	2.051	NA	NA	NA	NA	NA	NA	NA	NA	NA
1737	NA	NA	NA	NA	NA	NA	NA	1.236	NA	0.226	NA	NA	NA	NA	NA	NA	NA
1738	NA	NA	NA	NA	NA	1.306	NA	1.439	NA	0.259	NA	NA	NA	NA	NA	NA	NA
1739	NA	NA	NA	NA	NA	1.313	NA	1.571	NA	0.311	NA	NA	NA	NA	NA	NA	NA
1740	NA	NA	NA	NA	NA	1.143	NA	1.35	NA	0.204	NA	NA	NA	NA	NA	NA	NA
1741	NA	NA	NA	NA	NA	1.112	NA	1.272	NA	0.297	NA	NA	NA	NA	NA	NA	NA
1742	NA	NA	NA	NA	NA	1.098	NA	1.403	NA	0.369	NA	NA	NA	NA	NA	NA	NA
1743	NA	NA	NA	NA	NA	1.081	NA	1.393	NA	0.266	NA	NA	NA	NA	NA	NA	NA
1744	NA	NA	NA	NA	NA	1.22	NA	1.288	NA	0.077	NA	NA	NA	NA	NA	NA	NA
1745	NA	NA	NA	NA	NA	1.149	NA	1.738	NA	0.352	NA	NA	NA	NA	NA	NA	NA
1746	NA	NA	NA	NA	NA	1.205	NA	1.782	NA	0.23	NA	NA	NA	NA	NA	NA	NA
1747	NA	NA	NA	NA	NA	1.209	NA	1.85	NA	0.143	NA	NA	NA	NA	NA	NA	NA
1748	NA	NA	NA	NA	NA	1.188	NA	2.001	NA	0.275	NA	NA	NA	NA	NA	NA	NA
1749	NA	NA	NA	NA	NA	1.135	NA	1.672	NA	0.286	NA	NA	NA	NA	NA	NA	NA
1750	NA	NA	NA	NA	NA	1.167	NA	2.468	NA	0.277	NA	NA	NA	NA	NA	NA	NA
1751	NA	NA	NA	NA	NA	0.959	NA	1.951	NA	0.244	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	NA	NA	1.034	NA	2.022	NA	0.221	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	NA	NA	0.751	NA	1.852	NA	0.19	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	NA	NA	0.634	NA	1.759	NA	0.27	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	NA	NA	0.604	NA	1.385	NA	0.094	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	NA	NA	0.703	NA	1.566	NA	0.244	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	NA	NA	0.728	NA	2.054	NA	0.089	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	NA	NA	0.865	NA	1.919	NA	0.295	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	NA	NA	0.95	NA	2.338	1.646	0.215	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	NA	NA	0.774	NA	2.21	1.037	0.108	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	NA	NA	1.141	0.776	3.031	0.767	0.253	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	NA	NA	0.934	0.598	1.889	1.017	0.27	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	NA	NA	0.859	0.855	1.86	1.403	0.324	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	NA	NA	0.6	0.986	1.838	1.044	0.156	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	NA	NA	1.07	0.794	1.722	2.259	0.328	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	NA	NA	0.926	1.447	2.215	1.846	0.137	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	1.048	1.295	2.271	0.584	0.112	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	1.154	0.845	2.714	1.116	0.343	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	1.291	0.832	2.334	0.425	0.117	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	0.903	0.543	2.318	1.066	0.187	0.277	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	0.962	0.4	2.117	0.745	0.172	0.175	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	0.755	0.459	1.899	0.484	0.275	0.25	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	0.663	0.592	1.596	0.489	0.113	0.134	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	0.254	0.441	0.571	0.965	0.317	0.255	0.246	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	0.367	0.31	0.456	1.189	0.31	0.057	0.143	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	0.47	0.403	0.685	1.854	0.247	0.154	0.116	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	0.508	0.473	0.587	2.019	0.281	0.152	0.333	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	0.515	0.336	0.577	1.866	0.423	0.221	0.178	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	0.804	0.613	0.493	1.736	0.637	0.33	0.172	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	0.494	0.88	0.682	1.563	0.835	0.233	0.181	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	0.504	0.49	0.785	1.568	1.119	0.243	0.193	NA	NA	NA	NA	NA	NA
1782	NA	NA	1.993	NA	0.626	0.487	0.717	1.657	1.563	0.346	0.403	NA	NA	NA	NA	NA	NA
1783	NA	NA	2.224	NA	0.443	0.59	0.768	1.626	1.8	0.232	0.219	NA	NA	NA	NA	NA	NA
1784	NA	NA	2.54	NA	0.396	0.582	0.862	1.325	1.746	0.308	0.265	NA	NA	NA	NA	NA	NA
1785	NA	NA	1.454	NA	0.414	0.496	0.848	1.445	2.09	0.316	0.393	NA	NA	NA	NA	NA	NA
1786	NA	NA	1.826	NA	0.329	0.574	0.824	1.418	1.715	0.264	0.789	NA	NA	NA	NA	NA	NA
1787	NA	NA	0.643	NA	0.35	0.423	0.47	0.84	1.157	0.248	0.753	NA	NA	NA	NA	NA	NA
1788	NA	NA	0.787	NA	0.281	0.445	0.503	1.024	0.693	0.364	0.855	NA	NA	NA	NA	NA	NA
1789	NA	NA	1.286	NA	0.394	0.249	0.814	1.305	0.661	0.389	1.002	NA	NA	NA	NA	NA	NA
1790	NA	NA	0.854	NA	0.284	0.251	0.856	1.371	1.19	0.421	0.821	NA	NA	NA	NA	NA	NA
1791	NA	NA	0.972	NA	0.338	0.265	1.151	1.662	1.997	0.455	1.232	NA	NA	NA	NA	NA	NA
1792	NA	NA	1.031	NA	0.278	0.367	0.955	1.75	2.731	1.168	0.781	NA	NA	NA	NA	NA	NA
1793	NA	NA	1.566	NA	0.278	0.418	1.623	1.851	2.807	1.956	1.294	NA	NA	NA	NA	NA	NA
1794	NA	NA	1.663	NA	0.216	0.435	1.312	1.75	0	1.167	0.911	NA	NA	NA	NA	1.825	NA
1795	NA	NA	1.363	NA	0.314	0.477	1.311	1.709	1.132	1.194	0.969	NA	NA	NA	NA	2.031	NA
1796	NA	NA	1.129	NA	0.322	0.346	1.243	1.682	2.442	0.911	1.108	NA	NA	NA	NA	1.653	NA
1797	NA	NA	0.71	NA	0.205	0.243	2.005	1.512	1.391	0.927	0.878	NA	NA	NA	NA	1.355	NA
