# Brown - Fool Creek - PCEN - ITRDB CO586
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2871
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2871.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: PAGES NAmerica 2k, PAGES 2k Network
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co586e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; co586e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/co586e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/co586e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-01-14
#--------------------
# Title
#   Study_Name: Brown - Fool Creek - PCEN - ITRDB CO586
#--------------------
# Investigators
#   Investigators: Brown, P.M.; Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-20. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Fool Creek
#   Location: Colorado
#   Northernmost_Latitude: 39.87
#   Southernmost_Latitude: 39.87
#   Easternmost_Longitude: -105.87
#   Westernmost_Longitude: -105.87
#   Elevation_m: 3370
#--------------------
# Data_Collection
#   Collection_Name: CO586
#   First_Year: 1224
#   Last_Year: 1993
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea engelmannii Parry ex Engelm.
#   Common_Name: Engelmann spruce
#   Tree_Species_Code: PCEN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FC017CBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC017CBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC018BBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC018BBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC028CBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC028CBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC041DBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC041DBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC041EBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC041EBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC042DBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC042DBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC043CBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC043CBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC046DBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC046DBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC056ABC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC056ABC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC056BBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC056BBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC064BBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC064BBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC068ABC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC068ABC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC068BBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC068BBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC072ABC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC072ABC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC073BBC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC073BBC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC074ABC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC074ABC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC46E1BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC46E1BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC46E2BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC46E2BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC64A1BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC64A1BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC64A2BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC64A2BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC72B1BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC72B1BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FC72B2BC_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FC72B2BC; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FC017CBC_raw	FC018BBC_raw	FC028CBC_raw	FC041DBC_raw	FC041EBC_raw	FC042DBC_raw	FC043CBC_raw	FC046DBC_raw	FC056ABC_raw	FC056BBC_raw	FC064BBC_raw	FC068ABC_raw	FC068BBC_raw	FC072ABC_raw	FC073BBC_raw	FC074ABC_raw	FC46E1BC_raw	FC46E2BC_raw	FC64A1BC_raw	FC64A2BC_raw	FC72B1BC_raw	FC72B2BC_raw
1297	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1298	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1299	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	NA
1300	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA
1301	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
1302	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA
1303	NA	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA
1304	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA	NA	NA
1305	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44	NA	NA	NA	NA
1306	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	NA
1307	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	NA
1308	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA
1309	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA
1310	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.68
1311	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	0.76
1312	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA	NA	0.54
1313	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	0.44
1314	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	0.56
1315	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.5
1316	NA	1.02	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	0.56
1317	NA	1.6	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	0.62
1318	NA	1.58	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA	NA	0.68
1319	NA	1.28	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	0.74
1320	NA	0.96	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	0.6
1321	NA	0.82	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	0.4
1322	NA	0.88	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	0.46
1323	NA	0.86	NA	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.42
1324	NA	0.7	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.44
1325	NA	0.74	NA	NA	NA	NA	0.4	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.42
1326	NA	0.76	NA	NA	NA	NA	0.42	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA	0.42
1327	NA	0.84	NA	NA	NA	NA	0.36	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	0.48
1328	NA	0.7	NA	NA	NA	NA	0.34	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA	NA	NA	0.52
1329	NA	0.6	NA	NA	NA	NA	0.3	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	0.42
1330	NA	0.58	NA	NA	NA	NA	0.22	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	0.44
1331	NA	0.86	NA	NA	NA	NA	0.34	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	0.58
1332	NA	0.76	NA	NA	NA	NA	0.28	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA	NA	0.6
1333	NA	0.4	NA	NA	NA	NA	0.18	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	0.46
1334	NA	0.68	NA	NA	NA	NA	0.18	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	NA	NA	NA	0.48
1335	NA	0.58	NA	NA	NA	NA	0.18	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA	NA	NA	0.4
1336	NA	0.6	NA	NA	NA	NA	0.22	0.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA	0.36
1337	NA	0.72	NA	NA	NA	NA	0.16	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	0.24
1338	NA	0.6	NA	NA	NA	NA	0.28	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	0.38
1339	NA	0.66	NA	NA	NA	NA	0.26	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	0.42
1340	NA	0.58	NA	0.46	NA	NA	0.24	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA	0.38
1341	NA	0.5	NA	0.36	NA	NA	0.24	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA	0.3
1342	NA	0.64	NA	0.4	NA	NA	0.18	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	0.44
1343	NA	0.66	NA	0.4	NA	NA	0.24	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	0.44
1344	NA	0.78	NA	0.42	NA	NA	0.36	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28	NA	NA	NA	0.52
1345	NA	0.64	NA	0.4	NA	NA	0.36	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.66	NA	NA	NA	0.22
1346	NA	0.54	NA	0.32	NA	NA	0.24	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	0.44
1347	NA	0.56	NA	0.36	NA	NA	0.24	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	NA	0.42
1348	NA	0.64	NA	0.36	NA	NA	0.28	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	0.46
1349	NA	0.54	NA	0.5	NA	NA	0.18	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	0.46
1350	NA	0.54	NA	0.42	NA	NA	0.24	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	NA	NA	0.46
