# Maxwell - Meltzer Woods - QUMA - ITRDB IN023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30568
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30568.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in023-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; in023-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/in023.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/in023.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-01
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-01
#--------------------
# Title
#   Study_Name: Maxwell - Meltzer Woods - QUMA - ITRDB IN023
#--------------------
# Investigators
#   Investigators: Maxwell, J.T.(https://orcid.org/0000-0001-9195-3146); Strange, B.M.; Matheus, T.J.
#--------------------
# Description_Notes_and_Keywords
#   Description: Streamflow, Eastern Deciduous Forest NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: Brandon M. Strange, Justin T. Maxwell, Scott M. Robeson, Grant L. Harley, Matthew D. Therrell, Darren L. Ficklin
#   Journal_Name: Journal of Hydrology
#   Published_Title: Comparing three approaches to reconstructing streamflow using tree rings in the Wabash River basin in the Midwestern, US.
#   Published_Date_or_Year: 2020
#   Volume: 573
#   Pages: 829-840
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.jhydrol.2019.03.057
#   Full_Citation: None
#   Abstract: Tree-ring reconstructions of streamflow can provide long-term perspectives of flow variability that may be useful in management strategies for water resources. Relative to other portions of the United States, there is a dearth of tree-ring based streamflow reconstructions in the Midwest. The Wabash River is an important water resource in Indiana and Illinois where many sectors rely on it. Here, to better understand the historic hydroclimate within the Wabash River Basin, we reconstructed June-September streamflow for a tributary of the Wabash River using three statistical approaches: the traditional basin approach, and the recently-developed climate-footprint, and drought-reconstruction approaches. Our reconstructions explained 53-71% of the variance for the common period (1941-1984). We find that in our three reconstructions, there are extreme droughts and pluvials that exceed those during the instrumental period, including a sustained five-decade low-flow event in the early 19th century. Overall, we find that the traditional basin approach produced the most robust model but had the shortest reconstruction length of the three approaches, as it requires the predictor chronologies to be derived from within the basin. Our results indicate that there are merits and drawbacks to each approach with the general pattern of sacrificing variance explained for reconstruction length.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Meltzer Woods
#   Location: Indiana
#   Northernmost_Latitude: 39.505057
#   Southernmost_Latitude: 39.505057
#   Easternmost_Longitude: -85.669107
#   Westernmost_Longitude: -85.669107
#   Elevation_m: 259
#--------------------
# Data_Collection
#   Collection_Name: IN023
#   First_Year: 1827
#   Last_Year: 2016
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus macrocarpa Michx.
#   Common_Name: burr oak
#   Tree_Species_Code: QUMA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWM02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWM10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWM10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWM02A_raw	MWM02B_raw	MWM03A_raw	MWM03B_raw	MWM04A_raw	MWM05A_raw	MWM05B_raw	MWM06A_raw	MWM06B_raw	MWM07A_raw	MWM07B_raw	MWM08A_raw	MWM08B_raw	MWM09A_raw	MWM09B_raw	MWM10A_raw	MWM10B_raw
1827	NA	NA	NA	NA	NA	NA	NA	1.155	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	1.193	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	0.759	NA	NA	NA	NA	0.922	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	1.184	NA	NA	NA	NA	0.935	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	1.142	NA	NA	NA	NA	0.973	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	1.368	NA	NA	NA	NA	1.049	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	1.351	NA	NA	NA	NA	1.259	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	1.032	NA	NA	NA	NA	1.128	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	1.188	1.077	NA	NA	NA	NA	1.438	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	1.421	1.007	NA	NA	NA	NA	1.159	NA	NA	NA	NA
1837	1.717	NA	NA	NA	NA	NA	1.859	1.208	NA	NA	NA	NA	1.834	NA	NA	NA	NA
1838	1.429	NA	NA	NA	NA	NA	1.563	1.154	NA	NA	NA	NA	1.155	NA	NA	NA	NA
1839	1.651	1.92	NA	NA	NA	NA	1.076	0.624	NA	NA	NA	NA	1.008	NA	NA	NA	NA
1840	2.147	1.551	NA	NA	NA	NA	1.622	1.38	NA	NA	NA	NA	1.916	NA	NA	NA	NA
1841	1.245	0.963	NA	NA	NA	NA	1.4	0.901	NA	NA	NA	NA	1.542	NA	NA	NA	NA
1842	1.62	1.274	NA	NA	NA	NA	2.125	1.32	NA	NA	NA	NA	2.192	NA	NA	NA	NA
1843	1.927	1.115	NA	NA	NA	NA	1.441	1.418	NA	NA	NA	NA	1.805	NA	NA	NA	NA
1844	2.226	1.993	NA	NA	NA	NA	1.88	1.323	NA	NA	NA	NA	2.03	NA	NA	NA	NA
1845	1.571	1.919	NA	NA	NA	NA	1.664	1.547	NA	NA	NA	NA	1.94	NA	NA	NA	NA
1846	1.32	2.172	NA	NA	NA	NA	1.643	1.643	NA	NA	NA	NA	1.793	NA	NA	NA	NA
1847	1.35	2.209	NA	NA	NA	NA	2.279	1.314	NA	NA	NA	NA	2.193	NA	NA	NA	NA
1848	1.229	1.853	NA	NA	NA	NA	2.168	1.107	NA	NA	NA	NA	1.863	NA	NA	NA	NA
1849	1.071	2.342	NA	NA	NA	NA	2.408	1.031	NA	NA	NA	NA	2.24	NA	NA	NA	NA
1850	0.884	1.18	NA	NA	NA	1.561	2.148	1.025	NA	NA	NA	NA	1.308	NA	NA	NA	NA
1851	1.048	1.428	NA	NA	NA	1.644	1.992	1.197	NA	NA	NA	NA	1.424	NA	NA	NA	NA
1852	0.958	1.47	NA	NA	NA	1.516	1.819	1.103	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1853	0.734	1.64	NA	NA	NA	1.546	1.72	1.184	NA	NA	NA	NA	1.221	NA	NA	NA	NA
1854	0.85	1.443	NA	NA	NA	1.184	1.525	1.208	NA	NA	NA	NA	0.604	NA	NA	NA	NA
1855	1.652	2.014	NA	NA	NA	2.667	2.101	1.188	NA	NA	NA	NA	0.99	NA	NA	NA	NA
1856	0.855	1.202	NA	NA	NA	1.358	1.527	0.852	NA	NA	NA	NA	0.418	NA	NA	NA	NA
1857	1.401	2.192	NA	NA	NA	1.193	0.623	0.984	NA	NA	NA	NA	0.44	NA	NA	NA	NA
1858	1.837	2.329	NA	NA	NA	0.79	1.155	0.856	NA	NA	NA	NA	0.371	NA	NA	NA	NA
1859	1.601	3.036	NA	NA	NA	0.872	1.166	1.197	NA	NA	NA	NA	0.651	NA	NA	NA	NA
1860	2.101	3.766	NA	NA	NA	1.62	1.903	2.242	NA	NA	NA	NA	0.987	NA	NA	NA	NA
1861	1.489	4.12	NA	NA	NA	1.397	1.7	1.746	NA	NA	NA	NA	0.608	2.8	NA	NA	NA
1862	1.032	3.114	NA	NA	NA	1.173	1.499	1.761	NA	NA	NA	NA	0.682	2.357	NA	NA	NA
1863	1.018	2.488	NA	NA	3.121	0.838	1.156	1.542	NA	NA	NA	NA	0.613	2.74	NA	NA	NA
1864	0.997	2.308	NA	NA	2.875	0.99	1.098	1.499	NA	NA	NA	NA	0.481	2.575	NA	NA	NA
1865	1.072	2.256	NA	NA	3.23	1.064	1.336	1.524	NA	NA	NA	NA	0.524	2.403	NA	NA	NA
1866	1.443	2.364	NA	NA	3.281	1.886	2.118	1.809	NA	NA	NA	NA	0.785	3.126	NA	NA	NA
1867	1.35	2.354	NA	NA	3.696	2.035	2.031	1.604	NA	NA	NA	NA	0.727	3.268	3.159	NA	NA
1868	1.387	1.978	NA	NA	2.971	1.885	2.003	1.309	NA	NA	NA	NA	0.577	3.478	3.467	NA	NA
1869	1.38	2.184	NA	NA	3.571	1.716	2.278	1.973	NA	NA	NA	NA	0.547	3.895	3.778	NA	NA
1870	1.541	1.566	NA	NA	2.958	1.519	1.586	1.586	NA	NA	NA	NA	0.481	2.074	2.743	NA	NA
1871	1.088	1.763	NA	NA	2.697	1.371	1.838	1.685	NA	0.205	NA	NA	0.403	2.765	3.515	NA	NA
1872	1.971	2.401	3.937	NA	4.405	1.665	2.247	2.409	NA	0.33	NA	NA	0.529	4.68	4.971	NA	NA
1873	1.982	2.61	3.005	NA	4.325	1.234	1.886	1.897	NA	0.283	NA	NA	0.574	4.111	4.13	NA	NA
1874	2.963	3.049	2.923	NA	3.504	1.036	1.34	1.246	NA	1.032	NA	NA	0.534	3.641	3.267	NA	NA
1875	2.164	3.391	3.2	NA	3.14	0.985	1.443	1.372	NA	1.428	NA	NA	0.51	3.971	3.007	NA	NA
1876	3.475	3.721	3.644	NA	3.18	0.926	1.365	1.478	NA	1.527	NA	NA	0.444	4.305	4.076	NA	NA
1877	2.319	2.773	3.602	NA	2.639	0.958	1.116	1.419	NA	2.252	NA	NA	0.403	4.127	3.177	NA	NA
1878	3.859	3.269	3.293	NA	2.504	1.158	1.715	2.127	NA	3.337	NA	NA	0.447	3.562	2.947	NA	NA
1879	3.446	3.028	2.777	NA	2.741	1.166	1.571	2.037	NA	2.368	NA	NA	0.343	3.103	3.026	NA	NA
1880	4.002	3.926	4.2	NA	3.057	1.206	1.581	2.163	NA	2.557	NA	NA	0.404	3.68	4.05	NA	NA
1881	3.451	3.798	2.181	NA	2.116	0.841	1.211	1.931	NA	2.522	NA	NA	0.278	2.669	2.506	NA	NA
1882	4.2	4.357	3.484	NA	3.321	1.008	1.294	2.067	NA	2.891	NA	NA	0.392	3.333	3.074	NA	NA
1883	3.273	3.891	2.93	NA	3.593	0.849	1.561	2.531	NA	3.589	NA	NA	0.343	3.94	3.826	NA	NA
1884	3.238	3.589	2.645	NA	2.859	0.827	1.653	2.277	NA	3.136	NA	NA	0.34	2.918	2.935	NA	NA
1885	3.68	3.557	2.524	NA	2.872	1.247	1.565	2.429	NA	2.4	NA	NA	0.506	3.002	3.291	NA	NA
1886	4.279	4.361	2.987	NA	3.162	1.162	1.615	2.883	NA	2.522	NA	NA	0.65	3.093	2.986	NA	NA
1887	2.782	3.851	1.991	NA	2.595	0.794	1.198	2.058	NA	2.13	NA	NA	0.506	2.719	3.064	NA	NA
1888	2.999	3.566	2.275	NA	2.44	0.685	1.469	1.737	NA	2.723	NA	NA	0.499	3.691	4.242	NA	NA
1889	3.971	4.019	3.925	NA	4.103	1.095	1.941	3.026	NA	4.048	NA	NA	0.819	4.314	4.912	NA	NA
