# Grow - Paria Plateau 2 - PIED - ITRDB AZ563
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3441
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3441.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az563-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; az563-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/az563.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/az563.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2004-04-09
#--------------------
# File_Last_Modified_Date
#   Date: 2004-04-09
#--------------------
# Title
#   Study_Name: Grow - Paria Plateau 2 - PIED - ITRDB AZ563
#--------------------
# Investigators
#   Investigators: Grow, D.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Paria Plateau 2
#   Location: Arizona
#   Northernmost_Latitude: 36.85
#   Southernmost_Latitude: 36.85
#   Easternmost_Longitude: -112.02
#   Westernmost_Longitude: -112.02
#   Elevation_m: 1800
#--------------------
# Data_Collection
#   Collection_Name: AZ563
#   First_Year: 1535
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus edulis Engelm.
#   Common_Name: pinyon
#   Tree_Species_Code: PIED
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## PP01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP22A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP22A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP30B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP30B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP31B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP31B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP32A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP32A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## PP32B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: PP32B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	PP01A_raw	PP01B_raw	PP02A_raw	PP02B_raw	PP03A_raw	PP03B_raw	PP04A_raw	PP05B_raw	PP06A_raw	PP06B_raw	PP07A_raw	PP07B_raw	PP09A_raw	PP14A_raw	PP18B_raw	PP19A_raw	PP22A_raw	PP24A_raw	PP24B_raw	PP25A_raw	PP27B_raw	PP30A_raw	PP30B_raw	PP31B_raw	PP32A_raw	PP32B_raw
1535	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1536	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1537	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1538	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1539	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1540	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1541	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1542	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1543	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1544	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1545	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1546	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1547	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548	NA	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1549	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1550	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	NA	NA	NA	NA	1	1.74	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1552	NA	NA	NA	NA	0.9	0.71	NA	NA	NA	NA	NA	NA	NA	NA	0.81	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1553	NA	NA	NA	NA	0.78	0.56	NA	NA	NA	NA	NA	NA	NA	NA	0.64	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1554	NA	NA	NA	NA	0.78	0.43	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1555	NA	NA	NA	NA	1.08	0.59	NA	NA	NA	NA	NA	NA	NA	NA	0.85	0.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1556	NA	NA	NA	NA	1.01	0.59	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1557	NA	NA	NA	NA	0.81	0.23	NA	NA	NA	NA	NA	NA	NA	NA	0.77	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1558	NA	NA	NA	NA	0.2	0.26	NA	NA	NA	NA	NA	NA	NA	NA	0.41	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1559	NA	NA	NA	NA	0.11	0.09	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1560	NA	NA	NA	NA	0.29	0.23	NA	NA	NA	NA	NA	NA	NA	NA	0.32	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1561	NA	NA	NA	NA	0.34	0.27	NA	NA	NA	NA	NA	NA	NA	NA	0.21	0.97	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA
1562	NA	NA	NA	NA	0.53	0.44	NA	NA	NA	NA	NA	NA	NA	NA	0.82	0.64	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA
1563	NA	NA	NA	NA	0.68	0.57	NA	NA	NA	NA	NA	NA	NA	NA	0.4	0.95	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA
1564	NA	NA	NA	NA	0.87	1.07	NA	NA	NA	NA	NA	NA	NA	NA	0.43	0.84	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA
1565	NA	NA	NA	NA	1.16	1.04	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.46	NA	NA	NA	NA	NA	NA	NA	1.04	NA	NA
1566	NA	NA	NA	NA	0.75	0.67	NA	NA	NA	NA	NA	NA	NA	NA	0.99	0.3	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA
1567	NA	NA	NA	NA	0.19	0.16	NA	NA	NA	0.58	NA	NA	NA	NA	0.6	0.24	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA
1568	NA	NA	NA	NA	0.11	0.19	NA	NA	NA	0.91	NA	NA	NA	NA	0.62	0.41	NA	NA	NA	NA	NA	NA	NA	0.3	NA	NA
1569	NA	NA	NA	NA	0.24	0.28	NA	NA	NA	1.26	NA	NA	NA	NA	0.77	0.45	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA
1570	NA	NA	NA	NA	0.27	0.43	NA	NA	NA	0.89	NA	NA	NA	NA	0.75	0.81	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1571	NA	NA	NA	NA	0.31	0.47	NA	NA	NA	0.34	NA	NA	NA	NA	0.65	0.59	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA
1572	NA	NA	NA	NA	0.44	0.54	NA	NA	NA	0.26	NA	NA	NA	NA	0.15	0.43	NA	NA	NA	NA	NA	NA	NA	0.22	NA	NA
1573	NA	NA	NA	NA	0.34	0.43	NA	NA	NA	0.65	NA	NA	NA	NA	0.32	0.45	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA
1574	NA	NA	NA	NA	0.26	0.39	NA	NA	1.24	0.47	NA	NA	NA	NA	0.51	0.43	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA
1575	NA	NA	NA	NA	0.19	0.26	NA	NA	2.04	1.13	NA	NA	NA	NA	0.95	0.77	NA	NA	NA	NA	NA	NA	NA	0.07	NA	NA
1576	NA	NA	NA	NA	0.15	0.32	NA	NA	1.04	0.47	NA	NA	NA	NA	0.15	0.24	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA
1577	NA	NA	NA	NA	0.11	0.32	NA	NA	2.33	1.73	NA	NA	NA	NA	1.12	0.69	NA	NA	NA	NA	NA	NA	NA	1.23	NA	NA
1578	NA	NA	NA	NA	0.19	0.56	NA	NA	1.61	1.39	NA	NA	NA	NA	0.58	0.53	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA
1579	NA	NA	NA	NA	0.37	0.45	NA	NA	1.2	1.05	NA	NA	NA	NA	0.25	0.24	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA
1580	NA	NA	NA	NA	0.4	0.62	NA	NA	1.22	1.54	NA	NA	NA	NA	0.65	0.52	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA
1581	NA	NA	NA	NA	0.52	0.67	NA	NA	1.43	1.57	NA	NA	NA	NA	0.77	0.5	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
