# Voelker - Southeastern Missouri - QUFA - ITRDB MO054
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/15272
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-15272.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo054-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; mo054-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/mo054.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/mo054.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2013-05-21
#--------------------
# File_Last_Modified_Date
#   Date: 2013-05-21
#--------------------
# Title
#   Study_Name: Voelker - Southeastern Missouri - QUFA - ITRDB MO054
#--------------------
# Investigators
#   Investigators: Voelker, S.L.; Guyette, R.P.; Muzika, R.
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores Stored at:# # Oregon State University# # # # Data are from randomly located plots centered on the Current River # # watershed. The second-growth stands sampled were dominated by black # # oak, scarlet oak and shortleaf pine. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Southeastern Missouri
#   Location: Missouri
#   Northernmost_Latitude: 37.2
#   Southernmost_Latitude: 37.2
#   Easternmost_Longitude: -91.2
#   Westernmost_Longitude: -91.2
#   Elevation_m: 220
#--------------------
# Data_Collection
#   Collection_Name: MO054
#   First_Year: 1895
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus falcata Michx.
#   Common_Name: southern red oak
#   Tree_Species_Code: QUFA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 78302_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 78302; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 78304_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 78304; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 75503_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 75503; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 75504_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 75504; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 75505_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 75505; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 76307_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 76307; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 179308_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 179308; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	78302_raw	78304_raw	75503_raw	75504_raw	75505_raw	76307_raw	179308_raw
1895	NA	2.05	NA	NA	NA	NA	NA
1896	NA	1.72	NA	NA	NA	NA	NA
1897	NA	1.7	NA	NA	NA	NA	NA
1898	NA	1.5	NA	NA	NA	NA	NA
1899	NA	1.37	NA	NA	NA	NA	NA
1900	NA	1.41	NA	NA	NA	NA	NA
1901	NA	1.24	NA	NA	NA	NA	NA
1902	NA	1.14	NA	NA	NA	NA	NA
1903	NA	1.24	NA	NA	NA	NA	NA
1904	NA	0.88	NA	NA	NA	NA	NA
1905	NA	0.87	NA	NA	NA	NA	NA
1906	NA	1.79	NA	NA	NA	NA	NA
1907	NA	1.72	NA	NA	NA	NA	NA
1908	NA	2.19	NA	NA	NA	NA	NA
1909	NA	2.4	NA	NA	NA	NA	NA
1910	NA	2.35	NA	NA	NA	NA	NA
1911	NA	0.99	NA	NA	NA	NA	NA
1912	NA	1.76	NA	NA	NA	NA	NA
1913	NA	0.72	NA	NA	NA	NA	NA
1914	NA	0.58	NA	NA	NA	NA	NA
1915	NA	1.03	NA	NA	NA	NA	NA
1916	NA	0.79	NA	NA	NA	NA	NA
1917	NA	0.71	NA	NA	NA	NA	NA
1918	NA	0.58	NA	NA	NA	NA	NA
1919	NA	0.71	NA	NA	NA	NA	NA
1920	NA	0.38	NA	NA	NA	NA	NA
1921	NA	0.44	NA	NA	NA	NA	3.01
1922	NA	0.41	NA	NA	NA	NA	2.14
1923	NA	0.61	NA	NA	NA	NA	1.04
1924	NA	0.66	NA	NA	NA	3.6	2.22
1925	NA	0.41	NA	NA	NA	1.48	1.56
1926	NA	0.4	NA	NA	NA	2.56	1.35
1927	NA	0.49	NA	NA	NA	2.24	2.07
1928	NA	1.05	NA	NA	NA	3.64	2.96
1929	NA	0.64	NA	NA	5.78	3.29	2.62
1930	NA	0.42	NA	NA	2.57	1.59	1.27
1931	NA	0.56	NA	NA	3.11	1.65	1.97
1932	NA	0.52	3.04	NA	3.17	2.14	1.28
1933	NA	0.77	2.72	1.87	3.01	1.97	1.15
1934	NA	0.76	3.43	2.82	2.88	1.85	1.09
1935	NA	1.39	3.85	4.6	3.72	4.46	1.83
1936	NA	0.79	1.91	1.88	1.71	2.32	1.34
1937	NA	0.75	3.14	2.78	2.1	3.18	1.5
1938	NA	0.82	1.99	2.28	1.72	2.67	1.34
1939	NA	0.85	1.96	2.02	2.34	2.03	1.14
1940	NA	0.67	1.16	1.73	2.21	1.86	1.65
1941	1.38	0.72	1.28	2.08	2.67	1.69	1.42
1942	1.41	0.85	1.88	2.33	2.72	2.19	1.75
1943	0.99	0.83	2.66	2.81	3.88	3.02	1.46
1944	0.8	0.75	1.48	1.72	2.38	1.75	1.17
1945	1.31	0.98	1.98	4.31	2.84	2.44	2.67
1946	1	0.53	2.2	3.43	3.26	2.77	2.96
1947	1.32	0.71	1.68	2.62	2.7	3	2.19
1948	1.87	0.63	1.51	2.6	3.26	3.04	1.67
1949	2.19	0.9	1.74	2.45	3.02	2.94	1.42
1950	2.22	1.17	1.49	2.51	2.48	3.19	1.14
1951	2.71	1.44	1.87	2.76	3.43	4.19	1.36
1952	1.37	0.83	1.17	1.74	2.13	2.05	0.95
1953	1.21	0.73	0.9	1.26	1.5	1.42	0.84
1954	0.88	0.51	1.17	1.35	1.17	1.75	1.07
1955	1.06	0.65	1.29	2.08	2.2	2.89	0.72
1956	0.88	0.83	3.62	1.66	1.98	3.05	1.4
1957	1.37	1.33	2.42	2.33	2.06	3.85	1.5
1958	1.32	1.29	1.71	2.01	1.75	3.74	2.13
1959	1.53	1.53	1.75	1.98	2.1	3.27	1.87
1960	1.16	1.16	1.36	1.77	1.73	2.96	1.51
1961	1.34	1.06	1.01	1.56	1.73	3.13	1.53
1962	1.08	0.71	1.24	1.69	1.71	2.59	1.27
1963	2.02	0.66	1.11	1.63	2.04	3.06	1.92
1964	1.65	0.7	1.47	1.59	1.77	2.21	1.57
1965	1.85	1.16	1.62	2.02	2.01	3.05	1.73
1966	1.16	0.94	1.06	1.4	1.85	2.1	1.46
1967	1.52	1.19	1.38	1.38	1.92	2.25	1.81
1968	1.52	0.97	1.23	1.18	1.52	2.09	1.62
1969	1.55	0.83	0.9	1.34	1.37	1.81	1.23
1970	1.8	1.02	1.14	2.15	1.56	2.14	1.82
1971	2.08	1.36	1.09	2.39	1.78	1.79	1.98
1972	1.84	1.51	0.79	1.42	1.29	1.31	1.22
1973	1.56	1.73	0.61	1.44	1.39	1.64	1.44
1974	1.6	2.15	1.14	1.86	1.55	2.29	1.22
1975	1.4	2.36	1.09	2.03	1.65	1.97	1.29
1976	1.52	2.42	1	1.63	1.62	2.37	1.6
1977	1.1	1.99	0.97	1.63	1.7	2.07	1.35
1978	1.4	2.29	2.41	2.04	1.45	2.45	2
