# Stevenson - Missouri Oklahoma and Gulf Railroad - QUPA - ITRDB OK041
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19644
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19644.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok041-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ok041-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ok041.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ok041.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2015-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2015-12-16
#--------------------
# Title
#   Study_Name: Stevenson - Missouri Oklahoma and Gulf Railroad - QUPA - ITRDB OK041
#--------------------
# Investigators
#   Investigators: Stevenson, D.; Hallgren, S.; Anderson, K.; Anderson, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-31. NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Missouri Oklahoma and Gulf Railroad
#   Location: Oklahoma
#   Northernmost_Latitude: 35.5333
#   Southernmost_Latitude: 35.5333
#   Easternmost_Longitude: -95.9167
#   Westernmost_Longitude: -95.9167
#   Elevation_m: 186
#--------------------
# Data_Collection
#   Collection_Name: OK041
#   First_Year: 1939
#   Last_Year: 2015
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus palustris Muenchh.
#   Common_Name: pin oak
#   Tree_Species_Code: QUPA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## LDF2022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2024_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2024; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2025_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2025; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2033_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2033; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2402_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2402; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2002A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2002A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2002B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2002B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2002C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2002C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2002F_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2002F; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2004A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2004A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2004B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2004B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2004C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2004C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2004D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2004D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2005A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2005A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2005B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2005B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2005C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2005C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2005D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2005D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2006A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2006A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2006B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2006B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2006C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2006C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF2006D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF2006D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3000A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3000A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3000B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3000B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3001A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3001A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3001B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3001B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## LDF3001D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: LDF3001D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	LDF2022_raw	LDF2024_raw	LDF2025_raw	LDF2033_raw	LDF2042_raw	LDF2071_raw	LDF2402_raw	LDF2002A_raw	LDF2002B_raw	LDF2002C_raw	LDF2002F_raw	LDF2004A_raw	LDF2004B_raw	LDF2004C_raw	LDF2004D_raw	LDF2005A_raw	LDF2005B_raw	LDF2005C_raw	LDF2005D_raw	LDF2006A_raw	LDF2006B_raw	LDF2006C_raw	LDF2006D_raw	LDF3001_raw	LDF3003_raw	LDF3000A_raw	LDF3000B_raw	LDF3001A_raw	LDF3001B_raw	LDF3001D_raw
1939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.422	NA	NA
1940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.898	NA	NA
1941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.848	NA	NA
1942	NA	NA	NA	NA	NA	NA	1.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915	NA	NA
1943	NA	NA	NA	NA	NA	NA	1.867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.017	NA	NA
1944	NA	NA	NA	NA	NA	NA	2.017	3.063	NA	4.508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.718	NA	NA
1945	NA	NA	NA	NA	NA	NA	1.983	3.833	3.049	2.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.622	NA	NA
1946	NA	NA	NA	NA	NA	NA	2.044	3.038	2.77	3.616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.557	NA	NA
1947	NA	NA	NA	NA	NA	NA	1.933	1.842	2.95	1.777	5.803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504	NA	NA
1948	NA	NA	NA	NA	NA	NA	2.126	3.339	2.075	3.259	3.285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA
1949	NA	NA	NA	NA	NA	NA	1.949	3.356	3.124	3.19	1.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.828	NA	NA
1950	NA	NA	NA	NA	NA	NA	1.556	3.019	3.399	2.381	3.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.737	NA	NA
1951	NA	NA	NA	NA	NA	NA	1.371	2.901	2.436	2.498	3.737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.603	NA	NA
1952	NA	NA	NA	NA	NA	NA	1.51	3.202	2.195	2.788	2.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.114	NA	NA
1953	NA	NA	NA	NA	NA	NA	1.694	4.073	2.461	4.241	2.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.295	NA	NA	NA	NA	2.633	3.491	4.084
1954	NA	NA	NA	NA	NA	NA	1.786	4.442	4.349	4.348	2.675	NA	NA	NA	NA	NA	NA	7.553	7.196	NA	5.794	NA	7.332	NA	NA	NA	NA	4.101	4.455	4.641
1955	NA	NA	NA	NA	NA	NA	1.234	1.926	4.638	2.199	4.071	NA	NA	NA	NA	8.984	6.617	7.948	8.727	7.227	5.484	6.839	4.937	NA	NA	NA	NA	4.719	6.31	5.244
1956	NA	NA	NA	NA	NA	NA	1.919	3.804	5.562	3.91	4.713	NA	NA	NA	NA	7.837	6.27	6.848	6.618	4.429	5.107	6.915	6.981	NA	NA	NA	NA	3.599	4.649	3.945
1957	NA	NA	NA	NA	NA	NA	1.955	4.245	4.345	4.196	6.158	NA	NA	NA	NA	6.149	6.822	5.134	5.89	3.51	4.798	6.933	0	NA	NA	NA	NA	5.995	6.781	5.471
1958	NA	NA	NA	NA	NA	NA	1.58	3.851	4.003	4.475	8.05	NA	NA	NA	NA	10.306	10.028	6.281	8.996	6.833	7.91	3.923	0	NA	NA	NA	NA	9.448	9.847	8.611
1959	NA	NA	NA	NA	NA	NA	3.179	9.047	9.915	9.336	9.232	NA	NA	NA	NA	11.923	10.13	6.748	8.049	6.542	7.073	6.42	0	6.895	NA	NA	NA	7.534	9.607	8.808
1960	NA	NA	NA	NA	NA	NA	4.766	6.776	7.99	8.829	7.501	NA	NA	5.152	7.298	9.787	8.427	5.591	8.139	5.204	5.465	7.554	0	6.556	NA	NA	NA	7.331	8.735	8.246
1961	NA	NA	NA	NA	NA	NA	3.927	5.556	6.266	6.236	6.524	NA	NA	4.1	6.87	8.393	7.031	5.127	6.396	4.704	5.142	7.052	0	4.698	NA	NA	NA	6.226	7.596	7.517
1962	NA	NA	NA	NA	NA	NA	3.238	6.504	7.901	6.006	6.793	NA	3.676	3.882	6.211	8.412	6.423	3.394	5.083	5.447	5.224	5.026	3.452	4.757	NA	NA	NA	7.202	7.571	7.885
1963	NA	NA	NA	NA	NA	NA	2.345	4.539	4.263	4.278	4.713	NA	2.852	2.54	3.37	6.591	5.075	2.77	3.493	3.874	3.686	4.78	0	2.867	NA	NA	NA	4.871	5.886	4.549
1964	NA	NA	NA	NA	NA	NA	2.102	4.899	5.696	4.965	5.232	4.61	3.656	3.186	3.944	5.841	5.428	4.038	2.935	3.596	3.645	3.328	0	3.198	NA	NA	2.339	5.134	5.887	5.005
1965	NA	NA	NA	NA	NA	NA	2.23	5.714	6.722	5.995	5.997	6.434	3.811	3.312	4.286	5.227	5.096	3.819	2.876	3.081	3.697	3.294	0	3.33	NA	NA	2.666	5.683	5.999	5.421
1966	NA	NA	NA	NA	NA	NA	1.579	3.938	4.369	3.949	4.37	2.907	3.267	2.955	3.293	3.864	3.415	2.696	1.766	3.337	2.409	1.977	0	2.505	NA	NA	1.964	4.362	4.316	3.199
1967	NA	NA	NA	NA	NA	NA	2.145	5.814	5.809	5.467	6.699	6.167	4.146	4.132	3.448	4.313	3.568	3.791	2.318	3.525	0	2.443	0	3.767	NA	NA	2.438	5.818	6.168	4.713
1968	NA	NA	NA	NA	NA	NA	2.199	6.183	5.378	5.564	7.445	6.629	4.125	4.371	3.856	4.14	4.114	3.642	2.668	3.295	0	2.946	0	5.033	7.1	NA	2.582	4.784	5.8	4.521
1969	NA	NA	NA	NA	NA	NA	2.007	5.891	5.61	5.244	6.101	3.835	3.93	4.068	3.343	3.711	3.228	3.674	2.018	3.271	2.859	2.585	0	4.239	5.476	1.865	3.81	4.399	5.265	3.795
1970	NA	NA	NA	NA	NA	NA	2.074	5.84	5.227	3.576	5.358	4.291	3.925	4.053	3.603	4.481	3.282	3.555	2.188	3.295	2.968	2.395	0	4.009	5.17	2.39	2.574	4.604	5.466	4.119
1971	NA	NA	NA	NA	NA	NA	1.768	3.876	4.009	4.209	3.866	5.142	2.7	2.955	2.227	2.596	3.239	2.999	1.69	2.797	2.916	2.066	0	2.842	3.756	1.78	2.395	3.212	4.273	2.849
1972	NA	NA	NA	NA	NA	NA	1.966	4.661	4.841	3.721	6.541	3.595	3.114	3.231	2.622	3.384	2.965	2.167	1.613	3.073	2.706	2.184	3.489	3.472	3.852	1.975	2.904	3.509	4.124	3.143
1973	NA	NA	NA	NA	NA	NA	0	6.223	6.337	4.862	7.412	5.745	3.945	4.388	3.771	3.875	3.434	4.234	2.443	3.56	3.392	2.632	1.888	4.682	5.377	2.255	2.977	3.891	4.487	3.823
1974	NA	NA	NA	NA	NA	NA	0	4.753	5.145	3.443	4.734	5.536	3.559	3.542	3.375	3.133	2.66	2.653	1.727	2.673	2.581	1.98	1.408	3.411	3.832	2.55	2.555	3.087	3.59	2.498
1975	NA	NA	NA	NA	NA	NA	4.959	6.034	5.956	3.97	4.639	4.989	3.759	3.603	3.112	3.457	3.808	2.783	2.076	2.754	3.222	2.267	0.958	4.247	3.855	3.239	3.402	3.49	3.727	3.841
1976	NA	NA	NA	NA	NA	NA	3.717	5.152	4.77	3.351	4.437	4.63	3.305	3.614	2.935	3.006	3.047	2.326	1.859	3.124	2.784	1.979	1.875	3.253	2.867	2.46	2.624	2.961	3.313	3.012
1977	NA	NA	NA	NA	NA	NA	3.499	3.955	4.195	3.101	3.394	3.455	2.903	2.932	2.516	2.628	2.677	2.193	1.287	2.515	2.186	1.713	1.779	2.813	3.555	2.476	0	2.664	3.487	2.301
1978	NA	NA	NA	NA	NA	NA	3.197	3.783	4.544	3.716	3.745	4.325	2.9	3.141	2.444	2.992	3.882	3.043	1.785	2.76	3.099	1.957	2.025	2.957	4.001	2.897	0	3.283	3.923	3.81
1979	NA	NA	NA	NA	NA	NA	3.549	3.819	4.49	3.977	4.003	4.711	3.247	3.124	2.55	3.326	4.172	3.04	2.548	4.428	3.465	2.491	2.139	4.93	4.458	2.948	0	4.086	4.654	4.044
1980	NA	NA	NA	NA	NA	NA	2.874	2.739	2.999	2.639	2.628	3.801	2.558	2.673	2.261	2.83	3.167	2.278	2.024	2.907	2.225	1.716	1.719	2.444	2.713	2.731	0	2.611	3.148	2.513
1981	NA	NA	5.863	NA	NA	NA	3.677	2.742	2.982	2.857	2.744	4.04	2.24	2.466	1.983	2.937	4.085	2.86	2.114	3.085	2.464	1.889	1.743	3.192	3.431	3.753	0	2.967	3.704	2.544
