# Peterson - Mount Rainier High - ABLA - ITRDB WA112
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4167
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4167.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa112-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; wa112-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/wa112.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/wa112.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-12-09
#--------------------
# File_Last_Modified_Date
#   Date: 2002-12-09
#--------------------
# Title
#   Study_Name: Peterson - Mount Rainier High - ABLA - ITRDB WA112
#--------------------
# Investigators
#   Investigators: Peterson, D.W.; Peterson, D.L.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mount Rainier High
#   Location: Washington
#   Northernmost_Latitude: 46.83
#   Southernmost_Latitude: 46.83
#   Easternmost_Longitude: -121.75
#   Westernmost_Longitude: -121.75
#   Elevation_m: 1830
#--------------------
# Data_Collection
#   Collection_Name: WA112
#   First_Year: 1850
#   Last_Year: 1992
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies lasiocarpa (Hook.) Nutt.
#   Common_Name: subalpine fir
#   Tree_Species_Code: ABLA
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FHMR01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHMR20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHMR20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FHMR01B_raw	FHMR02A_raw	FHMR03A_raw	FHMR05A_raw	FHMR06A_raw	FHMR07A_raw	FHMR08B_raw	FHMR09A_raw	FHMR10A_raw	FHMR11A_raw	FHMR12A_raw	FHMR13B_raw	FHMR14B_raw	FHMR15B_raw	FHMR16A_raw	FHMR17B_raw	FHMR18B_raw	FHMR19B_raw	FHMR20B_raw
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.56	1.18	NA	0.62	0.52	0.56	0.98	NA	NA	NA	0.08	NA	NA	1.01	NA	0.72	0.65
1851	NA	NA	0.63	1.22	NA	0.88	0.67	0.72	0.78	NA	NA	NA	0.2	NA	NA	1.08	NA	0.93	1.02
1852	NA	NA	0.82	0.9	NA	0.94	0.72	0.62	0.79	NA	NA	NA	0.28	NA	NA	0.84	NA	1.37	1.02
1853	NA	NA	0.55	0.7	NA	0.81	0.63	0.54	0.79	NA	NA	NA	0.23	NA	NA	0.88	NA	0.87	0.77
1854	NA	NA	0.54	0.54	NA	0.88	0.77	0.64	0.6	NA	NA	NA	0.25	NA	NA	0.68	NA	0.77	0.77
1855	NA	NA	0.96	0.69	NA	1.1	0.85	0.97	0.97	NA	NA	NA	0.26	NA	NA	1.11	NA	1.41	0.85
1856	NA	NA	0.35	0.39	NA	0.58	0.48	0.75	0.91	NA	1.05	NA	0.22	NA	NA	0.91	NA	0.88	0.8
1857	NA	NA	0.23	0.35	NA	0.48	0.49	0.74	1.15	NA	0.94	NA	0.17	NA	NA	0.8	NA	0.99	0.94
1858	NA	NA	0.23	0.21	NA	0.41	0.58	0.62	0.93	NA	0.6	NA	0.13	NA	NA	0.7	NA	0.69	1.11
1859	NA	NA	0.42	0.25	NA	0.47	0.49	0.58	0.88	NA	0.93	NA	0.21	NA	NA	0.77	NA	0.88	1.16
1860	NA	NA	0.67	0.53	NA	0.54	0.4	0.66	0.9	NA	1.25	NA	0.65	NA	NA	0.61	NA	1.08	1.07
1861	NA	NA	0.54	0.95	NA	0.63	0.53	0.82	1.04	NA	0.78	NA	1.05	NA	NA	0.63	NA	0.57	0.77
1862	NA	2.04	0.77	0.82	NA	0.68	0.38	0.67	0.91	NA	0.76	NA	0.81	NA	NA	0.68	0.93	0.78	0.84
1863	NA	2.32	0.94	0.96	NA	0.97	0.58	0.78	2.36	NA	0.47	NA	1.2	NA	NA	1.11	1.48	1.15	1.04
1864	NA	1.73	0.7	0.56	NA	0.64	0.53	0.58	2.31	NA	0.85	NA	0.44	NA	NA	0.89	0.85	0.54	0.38
1865	NA	1.91	0.93	0.81	NA	0.99	0.72	0.85	2.56	NA	0.84	NA	0.72	NA	NA	1.39	0.81	0.61	0.78
1866	NA	1.57	0.43	0.55	NA	0.59	0.48	0.65	1.59	NA	0.63	NA	0.48	NA	NA	0.79	0.56	0.28	0.48
1867	NA	1.51	0.64	0.5	NA	0.76	0.37	0.51	1.47	NA	0.54	NA	0.45	NA	NA	0.55	0.48	0.45	0.61
1868	1.39	1.15	0.53	0.59	NA	0.83	0.37	0.79	1.63	NA	0.71	NA	0.85	NA	NA	0.6	0.43	0.56	0.63
1869	1.05	1.6	0.43	0.89	NA	0.93	0.5	0.98	1.24	NA	0.89	NA	0.83	NA	NA	0.68	0.48	1.23	0.76
1870	0.79	1.57	0.73	0.92	NA	1.04	0.45	0.78	1.06	NA	1.1	NA	0.46	NA	NA	0.83	0.53	0.88	0.77
1871	0.72	1.83	1.09	1.1	NA	0.98	0.5	0.8	1.09	NA	1.07	NA	0.44	NA	NA	0.81	0.52	0.89	0.58
1872	0.91	1.48	1.16	0.9	NA	1.46	0.43	1.04	1.24	NA	0.78	NA	0.49	NA	NA	1.02	0.36	0.96	0.92
1873	1.26	1.27	0.71	0.66	NA	1.45	0.57	1	1.13	NA	0.58	NA	0.55	NA	NA	1.06	0.27	0.6	1
1874	1.23	1.52	1.01	0.76	NA	1.8	0.55	0.48	1.67	NA	0.76	NA	0.53	NA	NA	0.84	0.92	1.35	0.93
1875	1.02	0.98	0.69	0.66	NA	1.21	0.48	0.79	1.28	NA	0.65	NA	0.4	NA	NA	0.94	0.85	0.81	0.9
1876	0.6	0.92	0.84	0.35	NA	0.76	0.27	0.47	1.18	NA	0.42	NA	0.21	NA	NA	0.68	0.56	0.72	0.57
1877	0.84	1.34	1.38	0.63	NA	1.18	0.42	0.76	1.61	2.21	0.56	NA	0.27	NA	NA	0.76	0.66	1.22	0.9
1878	0.84	1.09	0.94	0.58	NA	0.71	0.26	0.56	1.23	1.37	0.45	NA	0.16	NA	NA	0.41	0.48	0.65	0.63
1879	1.31	0.97	1.4	0.71	NA	0.97	0.36	0.75	1.39	1.51	1.12	NA	0.18	NA	NA	0.83	0.65	0.66	0.85
1880	0.77	0.86	0.84	0.44	NA	0.75	0.27	0.42	0.89	1.4	1.05	NA	0.22	NA	NA	0.68	0.71	0.61	0.41
1881	0.85	0.71	0.91	0.53	NA	0.72	0.21	0.42	1	1.41	0.82	NA	0.24	NA	NA	0.5	0.38	0.49	0.24
1882	0.93	0.88	1.6	0.47	NA	1.1	0.3	0.58	1.07	1.41	0.96	0.52	0.48	NA	0.52	0.57	0.71	1.1	0.5
1883	1.04	0.91	1.57	0.36	NA	1.18	0.23	0.49	0.93	1.54	0.57	0.29	0.39	NA	0.82	0.88	0.58	1.19	0.62
1884	0.61	1.36	1.59	0.26	NA	0.96	0.19	0.45	0.68	1.33	0.64	0.49	0.49	NA	1.36	0.88	0.65	1.96	0.54
1885	0.88	1.37	1.38	0.41	NA	1.26	0.29	0.52	0.84	1.23	0.67	0.66	1.31	NA	2.51	1.01	0.68	1.81	0.64
1886	0.82	1.24	1.53	0.44	NA	0.99	0.19	0.36	0.64	1.11	0.7	0.38	0.99	NA	2.12	1.2	0.51	1.3	0.68
1887	0.76	1.16	1.9	0.61	NA	1.21	0.29	0.42	0.87	1.17	1.15	0.65	1.43	NA	1.55	1.44	0.36	1.47	0.58
1888	0.86	1.36	2.28	0.9	NA	1.05	0.33	0.56	0.82	1.33	1.16	0.72	1.48	NA	1.75	1.32	0.61	1.1	0.6
1889	0.82	1.97	1.91	1	NA	1.26	0.25	0.64	0.88	1.44	1.42	0.6	1.55	NA	1.15	1.36	0.49	1.36	0.65
1890	0.84	1.64	1.11	0.81	NA	1.3	0.29	0.53	0.52	0.95	1.32	0.5	1.21	NA	1.05	1.23	0.54	0.94	0.76
1891	0.79	1.52	1.19	0.84	NA	1.37	0.51	0.26	0.97	0.9	1.47	0.56	1.21	NA	0.96	1.4	0.63	1.2	0.76
1892	0.63	0.91	1.15	0.73	NA	1.1	0.36	0.63	1.15	0.93	1.27	0.7	0.72	NA	0.64	1.02	0.52	0.98	0.74
1893	0.68	0.54	0.75	0.49	NA	1.22	0.26	0.54	0.92	0.72	0.72	0.76	0.52	1.54	1.15	0.89	0.29	0.86	0.72
1894	0.68	0.67	1.39	0.58	1.51	1.66	0.32	0.6	0.92	0.87	0.75	0.85	0.68	1.16	1.33	0.92	0.52	1.19	0.67
1895	0.72	0.64	1.68	0.72	1.13	1.77	0.29	0.57	1.3	0.96	0.76	0.76	0.75	0.67	2.01	0.76	0.61	0.96	0.89
1896	0.89	0.78	1.37	0.75	0.68	1.41	0.17	0.66	1.22	0.85	0.8	0.85	0.97	0.94	1.27	0.92	0.56	0.98	0.76
