# Pederson - Prospect Mountain - BELE - ITRDB NY033
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/13972
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-13972.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: hydrology
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny033-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ny033-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/usa/ny033.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ny033.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-12-28
#--------------------
# File_Last_Modified_Date
#   Date: 2012-12-28
#--------------------
# Title
#   Study_Name: Pederson - Prospect Mountain - BELE - ITRDB NY033
#--------------------
# Investigators
#   Investigators: Pederson, N.(https://orcid.org/0000-0003-3830-263X); Mashig, E.; Frank, D.C.(https://orcid.org/0000-0001-5463-5640)
#--------------------
# Description_Notes_and_Keywords
#   Description: Most of this collection of BELE Betula lenta raw ring widths 
# # was made by N. Pederson mid slope on a south-facing slope 
# # on Prospect Mountain in Lake George, NY. These data were 
# # collected for a dendroecological study of southern temperate 
# # trees growing at or near a northern range margin. While the 
# # oldest trees in the stand were targeted, the goal of field 
# # sampling was to collect a range of existing tree ages within 
# # the stand. The stand in which they are sampled has little 
# # soil depth. However, the forest was dense at the time of sampling 
# # and there is much evidence of logging, fire, and (perhaps) grazing) 
# # at this site. Because of this, detrending of these raw data 
# # should be conducted with closed-canopy or forest interior 
# # conditions and forest disturbance in mind.  NOAA Template Raw Measurements file added 2019-02-08.
#--------------------
# Publication
#   Authors: Pederson, N., A.R. Bell, E.R. Cook, U. Lall, N. Devineni, R. Seager, K. Eggleston, and K.J. Vranes
#   Journal_Name: Journal of Climate
#   Published_Title: Is an Epic Pluvial Masking the Water Insecurity of the Greater New York City Region?
#   Published_Date_or_Year: 2013
#   Volume: 26
#   Pages: 1339-1354
#   Issue: 4
#   Report_Number: 
#   DOI: 10.1175/JCLI-D-11-00723.1
#   Full_Citation: None
#   Abstract: Six water emergencies have occurred since 1981 for the New York City region (NYC) despite: 1) its perhumid climate, 2) substantial conservation of water since 1979 and 3) meteorological data showing little severe or extreme drought since 1970. We reconstruct 472 years of moisture availability for the NYC watershed to place these emergencies in long-term hydroclimatic context. Using nested reconstruction techniques, 32 tree-ring chronologies comprised of 12 species account for up to 66.2% of the average May-August Palmer Drought Severity Index. Verification statistics indicate good statistical skill from 1531-2003. The use of multiple tree species, including rarely-used species that can sometimes occur on mesic sites like Liriodendron tulipifera, Betula lenta and Carya spp., seems to aid reconstruction skill. Importantly, the reconstruction captures pluvial events in the instrumental record nearly as well as drought events and is significantly correlated to precipitation over much of the northeastern US. While the mid-1960s drought is a severe drought in the context of the new reconstruction, the region experienced repeated droughts of similar intensity, but greater duration during the 16th and 17th centuries. The full record reveals a trend towards more pluvial conditions since ca 1800 that is accentuated by an unprecedented, 43-year pluvial event that continues through 2011. In the context of the current pluvial, decreasing water usage, but increasing extra-urban pressures, it appears that the water supply system for the greater NYC region could be severely stressed if the current water boom shifts towards hydroclimatic regimes like the 16th and 17th centuries.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Prospect Mountain
#   Location: New York
#   Northernmost_Latitude: 43.43
#   Southernmost_Latitude: 43.43
#   Easternmost_Longitude: -73.92
#   Westernmost_Longitude: -73.92
#   Elevation_m: 305
#--------------------
# Data_Collection
#   Collection_Name: NY033
#   First_Year: 1820
#   Last_Year: 2001
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Betula lenta L.
#   Common_Name: sweet birch
#   Tree_Species_Code: BELE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BF03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF07a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF07a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF07b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF07b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF08a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF08a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF08b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF08b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF08c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF08c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF09a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF09a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF09b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF09b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF10a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF10a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF11a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF11a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF11b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF11b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF11c_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF11c; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF12a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF12a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF13a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF13a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF13b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF13b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF14a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF14a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF14b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF14b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF15a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF15a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BF15b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BF15b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BF03a_raw	BF03b_raw	BF04a_raw	BF04b_raw	BF05a_raw	BF05b_raw	BF06a_raw	BF07a_raw	BF07b_raw	BF08a_raw	BF08b_raw	BF08c_raw	BF09a_raw	BF09b_raw	BF10a_raw	BF11a_raw	BF11b_raw	BF11c_raw	BF12a_raw	BF12b_raw	BF13a_raw	BF13b_raw	BF14a_raw	BF14b_raw	BF15a_raw	BF15b_raw
1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.016	NA	0.713	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.975	NA	0.891	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.188	NA	0.957	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.253	NA	0.936	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.414	NA	1.303	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.325	NA	0.984	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	NA	0.834	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.705	NA	1.241	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.392	NA	0.825	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.248	NA	1.176	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.383	NA	0.828	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.834	1.792	0.925	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.117	1.315	1.026	NA	1.57	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.885	1.649	1.675	NA	2.184	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.298	1.059	1.416	NA	1.882	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.488	1.171	1.462	NA	1.533	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.326	0.682	1.107	NA	1.361	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.519	1.303	1.447	NA	2.197	NA	NA	NA	NA	NA	NA
1838	1.666	1.638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.738	1.592	0.865	NA	1.424	NA	NA	NA	NA	NA	NA
1839	1.291	1.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.063	1.866	1.149	NA	2.104	NA	NA	NA	NA	NA	NA
1840	0.865	0.881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.678	2.045	1.534	NA	0.802	NA	NA	NA	NA	NA	NA
1841	0.93	0.861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.053	1.098	0.753	NA	1.325	NA	NA	NA	NA	NA	NA
1842	1.285	0.856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.56	1.55	NA	1.242	NA	NA	NA	NA	NA	NA
1843	1.153	1.001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.778	1.444	0.959	NA	1.663	NA	NA	NA	NA	NA	NA
1844	1.42	1.291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.875	1.591	1.437	NA	1.506	NA	NA	NA	NA	NA	NA
1845	1.394	1.207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.593	1.326	1.003	NA	1.619	NA	NA	NA	NA	NA	NA
1846	2.107	1.212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.092	1.19	1.25	NA	2.107	NA	NA	NA	NA	NA	NA
1847	1.215	1.263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.691	1.941	1.94	NA	2.158	NA	NA	NA	NA	NA	NA
1848	1.31	0.837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.358	1.455	1.832	NA	1.854	NA	NA	NA	NA	NA	NA
1849	0.734	0.336	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.531	0.947	0.881	NA	1.016	NA	NA	NA	NA	NA	NA
1850	1.064	0.654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.742	2.034	1.276	NA	1.855	NA	NA	NA	NA	NA	NA
1851	1.123	0.717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.942	1.399	1.239	NA	2.001	NA	NA	NA	NA	NA	NA
1852	0.906	0.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604	0.828	0.658	NA	1.564	NA	NA	NA	NA	NA	NA
1853	1.398	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.065	0.256	0.408	NA	1.341	NA	NA	NA	NA	NA	NA
1854	1.129	0.861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.145	0.548	0.257	NA	0.68	NA	NA	NA	NA	NA	NA
1855	0.186	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282	0	0.284	NA	1.053	NA	NA	NA	NA	NA	NA
1856	0.426	0.337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	0.327	0.315	NA	1.08	NA	NA	NA	NA	NA	NA
1857	0.961	0.687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.487	0.391	0.493	NA	1.557	NA	NA	NA	NA	NA	NA
1858	0.873	0.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.753	0.326	0.602	NA	1.322	NA	NA	NA	NA	NA	NA
1859	0.614	0.757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.604	0.558	0.743	NA	1.95	NA	NA	NA	NA	NA	NA
1860	0.475	0.659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.934	2.762	NA	0.974	0.925	0.689	NA	1.801	NA	NA	NA	NA	NA	NA
1861	0.676	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.582	3.047	NA	1.18	0.99	0.763	NA	1.712	NA	NA	NA	NA	NA	NA
1862	0.658	0.502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.455	3.763	NA	1.795	0.491	0.888	NA	1.199	NA	NA	NA	NA	NA	NA
1863	0.561	0.461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.314	6.258	NA	1.5	0.802	1.151	NA	1.782	NA	NA	NA	NA	NA	NA
1864	0.558	0.434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.879	3.015	NA	1.162	0.852	0.97	NA	1.276	NA	NA	NA	NA	NA	NA
1865	0.548	0.368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.968	2.555	NA	1.639	1.048	1.613	NA	1.909	NA	NA	NA	NA	NA	NA
1866	0.263	0.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.874	1.706	NA	1.041	0.899	0.233	NA	1.739	NA	NA	NA	NA	NA	NA
1867	0.379	0.437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.785	3.194	NA	1.009	0.389	0.684	NA	1.442	NA	NA	NA	NA	NA	NA
1868	0.315	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.645	2.555	NA	0.577	0.234	0.372	1.657	1.234	NA	NA	NA	NA	NA	2.177
1869	0.352	0.662	NA	NA	NA	NA	NA	NA	NA	1.534	NA	1.629	3.172	3.143	NA	0.386	0.902	0.625	2.22	1.689	NA	NA	NA	NA	NA	1.23
1870	0.326	0.399	NA	NA	NA	NA	NA	NA	NA	1.103	1.016	0.972	1.981	1.97	NA	0.282	0.203	0.717	1.019	1.245	NA	NA	NA	NA	NA	1.038
1871	0.313	0.865	2.502	NA	NA	NA	NA	NA	NA	1.266	1.223	1.263	1.086	1.55	NA	0.155	0.305	0.534	1.036	0.92	NA	NA	NA	NA	NA	1.926
1872	0.464	0.982	0.959	0.986	NA	NA	NA	NA	NA	1.109	1.118	1.238	2.309	2.675	NA	0.709	0.832	0.665	1.71	1.548	NA	NA	NA	NA	NA	1.029
1873	0.27	1.12	1.467	1.787	NA	NA	NA	NA	NA	1.306	0.819	1.409	2.04	2.724	3.696	0.354	0.549	0.558	1.541	1.041	NA	NA	NA	NA	NA	1.113
1874	0.509	1.333	2.835	2.899	NA	NA	NA	NA	NA	1.653	1.378	1.004	2.358	2.703	3.579	0.81	0.639	1.015	1.52	1.076	NA	NA	NA	NA	NA	2.268
1875	0.426	1.067	1.868	2.362	NA	NA	NA	NA	NA	1.437	1.493	1.108	1.891	2.279	2.503	0.742	0.7	1.645	1.245	0.816	NA	NA	NA	NA	NA	1.323
1876	0.285	0.602	1.706	1.817	NA	NA	NA	NA	NA	1.276	1.401	1.377	1.653	1.97	1.812	0.819	0.5	0.723	1.042	0.791	NA	NA	NA	NA	NA	1.692
